#obs	ell1	ell2			s1	s2	tomoi	tomoj	tomok	tomol	cov			covg sva	covg mix	covg sn		covng		covssc
gmgm	2.45e+00	2.45e+00	1	1	1		1		1		1		3.1624e-13	1.0715e-13	2.0587e-13	3.2209e-15	0.0000e+00	0.0000e+00
gmgm	2.45e+00	4.24e+00	1	1	1		1		1		1		0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
gmgm	2.45e+00	8.49e+00	1	1	1		1		1		1		0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
gmgm	2.45e+00	1.70e+01	1	1	1		1		1		1		0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
gmgm	2.45e+00	3.25e+01	1	1	1		1		1		1		0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
gmgm	2.45e+00	6.04e+01	1	1	1		1		1		1		0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
gmgm	2.45e+00	1.13e+02	1	1	1		1		1		1		0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
gmgm	2.45e+00	2.11e+02	1	1	1		1		1		1		0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
gmgm	2.45e+00	3.93e+02	1	1	1		1		1		1		0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
gmgm	2.45e+00	7.33e+02	1	1	1		1		1		1		0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
gmgm	4.24e+00	2.45e+00	1	1	1		1		1		1		0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
gmgm	4.24e+00	4.24e+00	1	1	1		1		1		1		8.2401e-14	2.3729e-14	5.8054e-14	6.1712e-16	0.0000e+00	0.0000e+00
gmgm	4.24e+00	8.49e+00	1	1	1		1		1		1		0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
gmgm	4.24e+00	1.70e+01	1	1	1		1		1		1		0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
gmgm	4.24e+00	3.25e+01	1	1	1		1		1		1		0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
gmgm	4.24e+00	6.04e+01	1	1	1		1		1		1		0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
gmgm	4.24e+00	1.13e+02	1	1	1		1		1		1		0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
gmgm	4.24e+00	2.11e+02	1	1	1		1		1		1		0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
gmgm	4.24e+00	3.93e+02	1	1	1		1		1		1		0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
gmgm	4.24e+00	7.33e+02	1	1	1		1		1		1		0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
gmgm	8.49e+00	2.45e+00	1	1	1		1		1		1		0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
gmgm	8.49e+00	4.24e+00	1	1	1		1		1		1		0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
gmgm	8.49e+00	8.49e+00	1	1	1		1		1		1		2.6336e-14	5.2088e-15	2.0973e-14	1.5484e-16	0.0000e+00	0.0000e+00
gmgm	8.49e+00	1.70e+01	1	1	1		1		1		1		0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
gmgm	8.49e+00	3.25e+01	1	1	1		1		1		1		0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
gmgm	8.49e+00	6.04e+01	1	1	1		1		1		1		0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
gmgm	8.49e+00	1.13e+02	1	1	1		1		1		1		0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
gmgm	8.49e+00	2.11e+02	1	1	1		1		1		1		0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
gmgm	8.49e+00	3.93e+02	1	1	1		1		1		1		0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
gmgm	8.49e+00	7.33e+02	1	1	1		1		1		1		0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
gmgm	1.70e+01	2.45e+00	1	1	1		1		1		1		0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
gmgm	1.70e+01	4.24e+00	1	1	1		1		1		1		0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
gmgm	1.70e+01	8.49e+00	1	1	1		1		1		1		0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
gmgm	1.70e+01	1.70e+01	1	1	1		1		1		1		6.6539e-15	7.3059e-16	5.8846e-15	3.8747e-17	0.0000e+00	0.0000e+00
gmgm	1.70e+01	3.25e+01	1	1	1		1		1		1		0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
gmgm	1.70e+01	6.04e+01	1	1	1		1		1		1		0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
gmgm	1.70e+01	1.13e+02	1	1	1		1		1		1		0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
gmgm	1.70e+01	2.11e+02	1	1	1		1		1		1		0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
gmgm	1.70e+01	3.93e+02	1	1	1		1		1		1		0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
gmgm	1.70e+01	7.33e+02	1	1	1		1		1		1		0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
gmgm	3.25e+01	2.45e+00	1	1	1		1		1		1		0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
gmgm	3.25e+01	4.24e+00	1	1	1		1		1		1		0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
gmgm	3.25e+01	8.49e+00	1	1	1		1		1		1		0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
gmgm	3.25e+01	1.70e+01	1	1	1		1		1		1		0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
gmgm	3.25e+01	3.25e+01	1	1	1		1		1		1		1.5101e-15	8.0487e-17	1.4174e-15	1.2201e-17	0.0000e+00	0.0000e+00
gmgm	3.25e+01	6.04e+01	1	1	1		1		1		1		0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
gmgm	3.25e+01	1.13e+02	1	1	1		1		1		1		0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
gmgm	3.25e+01	2.11e+02	1	1	1		1		1		1		0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
gmgm	3.25e+01	3.93e+02	1	1	1		1		1		1		0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
gmgm	3.25e+01	7.33e+02	1	1	1		1		1		1		0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
gmgm	6.04e+01	2.45e+00	1	1	1		1		1		1		0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
gmgm	6.04e+01	4.24e+00	1	1	1		1		1		1		0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
gmgm	6.04e+01	8.49e+00	1	1	1		1		1		1		0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
gmgm	6.04e+01	1.70e+01	1	1	1		1		1		1		0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
gmgm	6.04e+01	3.25e+01	1	1	1		1		1		1		0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
