# dimensionless COSEBI weights for En in Real space
# lowest theta boundary = 0.0001454441043328608
# highest theta boundary = 0.08726646259971647
# number of COSEBI modes = 6
# theta[arcmin]      T_-(theta)
5.000000000000001110e-01 9.309375163458706481e+01
5.003199808146676641e-01 9.255388346193278437e+01
5.006401664047791522e-01 9.201589379962774728e+01
5.009605569013820814e-01 9.147978099383360018e+01
5.012811524356098891e-01 9.094553526009086397e+01
5.016019531386775032e-01 9.041314772435359259e+01
5.019229591418863379e-01 8.988261269579889756e+01
5.022441705766194087e-01 8.935392779094149773e+01
5.025655875743462175e-01 8.882709188324596994e+01
5.028872102666178678e-01 8.830209604012543423e+01
5.032090387850723934e-01 8.777893135187608209e+01
5.035310732614295404e-01 8.725759209596847654e+01
5.038533138274952083e-01 8.673807591470503553e+01
5.041757606151581195e-01 8.622038181556297332e+01
5.044984137563931492e-01 8.570450105319183365e+01
5.048212733832576626e-01 8.519042479781816724e+01
5.051443396278955111e-01 8.467814738429403576e+01
5.054676126225331467e-01 8.416766650039660647e+01
5.057910924994836188e-01 8.365898122539961435e+01
5.061147793911427994e-01 8.315208293585030219e+01
5.064386734299930470e-01 8.264696285760074090e+01
5.067627747485995426e-01 8.214361540190999733e+01
5.070870834796145088e-01 8.164203827398657154e+01
5.074115997557729907e-01 8.114223064944584962e+01
5.077363237098961868e-01 8.064418400437101297e+01
5.080612554748905607e-01 8.014788964506333002e+01
5.083863951837462869e-01 7.965334202532207541e+01
5.087117429695404702e-01 7.916053892259516545e+01
5.090372989654330382e-01 7.866947954767094586e+01
5.093630633046718481e-01 7.818015549046869239e+01
5.096890361205873576e-01 7.769255815048990144e+01
5.100152175465978432e-01 7.720668203432553867e+01
5.103416077162046260e-01 7.672252495277719220e+01
5.106682067629967348e-01 7.624008616321491161e+01
5.109950148206463538e-01 7.575935743056656690e+01
5.113220320229135973e-01 7.528033015535785921e+01
5.116492585036418461e-01 7.480299890907896554e+01
5.119766943967624107e-01 7.432736157164504220e+01
5.123043398362902012e-01 7.385341747312043026e+01
5.126321949563277247e-01 7.338115846420356547e+01
5.129602598910615319e-01 7.291057602987132213e+01
5.132885347747662141e-01 7.244166479893293342e+01
5.136170197417996297e-01 7.197442265392986371e+01
5.139457149266083436e-01 7.150884902057549652e+01
5.142746204637225205e-01 7.104493585067240247e+01
5.146037364877606990e-01 7.058267468880947604e+01
5.149330631334252395e-01 7.012206025603023818e+01
5.152626005355072092e-01 6.966309044941468187e+01
5.155923488288812750e-01 6.920576476458663251e+01
5.159223081485104778e-01 6.875007525574834233e+01
