# dimensionless COSEBI weights for En in Real space
# lowest theta boundary = 0.0001454441043328608
# highest theta boundary = 0.08726646259971647
# number of COSEBI modes = 6
# theta[arcmin]      T_-(theta)
5.000000000000001110e-01 1.999702965082116179e+01
5.003199808146676641e-01 1.989008532230510440e+01
5.006401664047791522e-01 1.978349259819910344e+01
5.009605569013820814e-01 1.967725171587631294e+01
5.012811524356098891e-01 1.957136020427539691e+01
5.016019531386775032e-01 1.946581598981354233e+01
5.019229591418863379e-01 1.936061801192351695e+01
5.022441705766194087e-01 1.925576629548666219e+01
5.025655875743462175e-01 1.915126125002303681e+01
5.028872102666178678e-01 1.904710067322558587e+01
5.032090387850723934e-01 1.894328246636287005e+01
5.035310732614295404e-01 1.883980554850163713e+01
5.038533138274952083e-01 1.873666994565278188e+01
5.041757606151581195e-01 1.863387610287193397e+01
5.044984137563931492e-01 1.853142186651819756e+01
5.048212733832576626e-01 1.842930514820462662e+01
5.051443396278955111e-01 1.832752487514323647e+01
5.054676126225331467e-01 1.822608107996226323e+01
5.057910924994836188e-01 1.812497422622512389e+01
5.061147793911427994e-01 1.802420218368590810e+01
5.064386734299930470e-01 1.792376287242373678e+01
5.067627747485995426e-01 1.782365522883086584e+01
5.070870834796145088e-01 1.772387928599941986e+01
5.074115997557729907e-01 1.762443553402811958e+01
5.077363237098961868e-01 1.752532186046898843e+01
5.080612554748905607e-01 1.742653619472578796e+01
5.083863951837462869e-01 1.732807747976495349e+01
5.087117429695404702e-01 1.722994576690181034e+01
5.090372989654330382e-01 1.713214154157471825e+01
5.093630633046718481e-01 1.703466273235045492e+01
5.096890361205873576e-01 1.693750726701729192e+01
5.100152175465978432e-01 1.684067410737188553e+01
5.103416077162046260e-01 1.674416329833190531e+01
5.106682067629967348e-01 1.664797535280908036e+01
5.109950148206463538e-01 1.655210821601458804e+01
5.113220320229135973e-01 1.645655982911288362e+01
5.116492585036418461e-01 1.636132915057917003e+01
5.119766943967624107e-01 1.626641624128157915e+01
5.123043398362902012e-01 1.617182163073574230e+01
5.126321949563277247e-01 1.607754328552555734e+01
5.129602598910615319e-01 1.598357915427038733e+01
5.132885347747662141e-01 1.588992820511296244e+01
5.136170197417996297e-01 1.579659049919692038e+01
5.139457149266083436e-01 1.570356658485960111e+01
5.142746204637225205e-01 1.561085445565546870e+01
5.146037364877606990e-01 1.551845206497074336e+01
5.149330631334252395e-01 1.542635838700828899e+01
5.152626005355072092e-01 1.533457349144412873e+01
5.155923488288812750e-01 1.524309794476099711e+01
5.159223081485104778e-01 1.515192975790624175e+01
5.162524786294441226e-01 1.506106689474826510e+01
5.165828604068160024e-01 1.497050833428298944e+01
5.169134536158490612e-01 1.488025416113641519e+01
5.172442583918502867e-01 1.479030494066287460e+01
5.175752748702153738e-01 1.470065872250140515e+01
5.179065031864249491e-01 1.461131347438199768e+01
5.182379434760479020e-01 1.452226817992790409e+01
5.185695958747380541e-01 1.443352292397307224e+01
5.189014605182381557e-01 1.434507829732518225e+01
5.192335375423756672e-01 1.425693236556652188e+01
5.195658270830673109e-01 1.416908310128244963e+01
5.198983292763141861e-01 1.408152951110055540e+01
5.202310442582069872e-01 1.399427166781304877e+01
5.205639721649211182e-01 1.390731018815423425e+01
5.208971131327214676e-01 1.382064315597760995e+01
5.212304672979577447e-01 1.373426854871500069e+01
5.215640347970693647e-01 1.364818537982312030e+01
5.218978157665807860e-01 1.356239373400618042e+01
5.222318103431056180e-01 1.347689423749711679e+01
5.225660186633432902e-01 1.339168499877268204e+01
5.229004408640828272e-01 1.330676400877243282e+01
5.232350770821981856e-01 1.322213027225115312e+01
5.235699274546530280e-01 1.313778389067754304e+01
5.239049921184982805e-01 1.305372550005073862e+01
5.242402712108712448e-01 1.296995323608786954e+01
5.245757648689988173e-01 1.288646509856941336e+01
5.249114732301941588e-01 1.280326008442249730e+01
5.252473964318596922e-01 1.272033831677448745e+01
5.255835346114843265e-01 1.263770043864854031e+01
5.259198879066464549e-01 1.255534460824469178e+01
5.262564564550108459e-01 1.247326882803711356e+01
5.265932403943324180e-01 1.239147211852807118e+01
5.269302398624520212e-01 1.230995458707742962e+01
5.272674549973008773e-01 1.222871689408633955e+01
5.276048859368962507e-01 1.214775723694463849e+01
5.279425328193461109e-01 1.206707360727870970e+01
5.282803957828444696e-01 1.198666503900484770e+01
5.286184749656760440e-01 1.190653163932471870e+01
5.289567705062115932e-01 1.182667409090123201e+01
5.292952825429131369e-01 1.174709060385520054e+01
5.296340112143286261e-01 1.166777918586685558e+01
5.299729566590971608e-01 1.158873887171319517e+01
5.303121190159442166e-01 1.150996977662011211e+01
5.306514984236863075e-01 1.143147259886739420e+01
5.309910950212265446e-01 1.135324556130221296e+01
5.313309089475594105e-01 1.127528668388266375e+01
5.316709403417655411e-01 1.119759500697994348e+01
5.320111893430167216e-01 1.112017065063392351e+01
5.323516560905736661e-01 1.104301432421616447e+01
5.326923407237846853e-01 1.096612427784433308e+01
5.330332433820891280e-01 1.088949853493626563e+01
5.333743642050136069e-01 1.081313613785897232e+01
5.337157033321763278e-01 1.073703722213666545e+01
5.340572609032825380e-01 1.066120249111412654e+01
5.343990370581289673e-01 1.058563024073075276e+01
5.347410319365997200e-01 1.051031848453402340e+01
