# dimensionless COSEBI weights for En in Real space
# lowest theta boundary = 0.0001454441043328608
# highest theta boundary = 0.0001454441043328608
# number of COSEBI modes = 6
# theta[arcmin]      T_+(theta)
5.000000000000001110e-01 1.519733296982038837e+02
5.003199808146676641e-01 1.517206397023712725e+02
5.006401664047791522e-01 1.514682261604108930e+02
5.009605569013820814e-01 1.512160888600144801e+02
5.012811524356098891e-01 1.509642275889843290e+02
5.016019531386775032e-01 1.507126421352367345e+02
5.019229591418863379e-01 1.504613322867982106e+02
5.022441705766194087e-01 1.502102978318091289e+02
5.025655875743462175e-01 1.499595385585200518e+02
5.028872102666178678e-01 1.497090542552954844e+02
5.032090387850723934e-01 1.494588447106097533e+02
5.035310732614295404e-01 1.492089097130510424e+02
5.038533138274952083e-01 1.489592490513179825e+02
5.041757606151581195e-01 1.487098625142222090e+02
5.044984137563931492e-01 1.484607498906858041e+02
5.048212733832576626e-01 1.482119109697441388e+02
5.051443396278955111e-01 1.479633455405427753e+02
5.054676126225331467e-01 1.477150533923404794e+02
5.057910924994836188e-01 1.474670343145061224e+02
5.061147793911427994e-01 1.472192880965216943e+02
5.064386734299930470e-01 1.469718145279792907e+02
5.067627747485995426e-01 1.467246133985841254e+02
5.070870834796145088e-01 1.464776844981512056e+02
5.074115997557729907e-01 1.462310276166085714e+02
5.077363237098961868e-01 1.459846425439947950e+02
5.080612554748905607e-01 1.457385290704596059e+02
5.083863951837462869e-01 1.454926869862651699e+02
5.087117429695404702e-01 1.452471160817834743e+02
5.090372989654330382e-01 1.450018161474996816e+02
5.093630633046718481e-01 1.447567869740080653e+02
5.096890361205873576e-01 1.445120283520161308e+02
5.100152175465978432e-01 1.442675400723407222e+02
5.103416077162046260e-01 1.440233219259114890e+02
5.106682067629967348e-01 1.437793737037675612e+02
5.109950148206463538e-01 1.435356951970608179e+02
5.113220320229135973e-01 1.432922861970523911e+02
5.116492585036418461e-01 1.430491464951161333e+02
5.119766943967624107e-01 1.428062758827351786e+02
5.123043398362902012e-01 1.425636741515050687e+02
5.126321949563277247e-01 1.423213410931309397e+02
5.129602598910615319e-01 1.420792764994300228e+02
5.132885347747662141e-01 1.418374801623287738e+02
5.136170197417996297e-01 1.415959518738663689e+02
5.139457149266083436e-01 1.413546914261907261e+02
5.142746204637225205e-01 1.411136986115621710e+02
5.146037364877606990e-01 1.408729732223501117e+02
5.149330631334252395e-01 1.406325150510361937e+02
5.152626005355072092e-01 1.403923238902108608e+02
5.155923488288812750e-01 1.401523995325769931e+02
5.159223081485104778e-01 1.399127417709464964e+02
5.162524786294441226e-01 1.396733503982418654e+02
5.165828604068160024e-01 1.394342252074973771e+02
