# dimensionless COSEBI weights for En in Real space
# lowest theta boundary = 0.0001454441043328608
# highest theta boundary = 0.0001454441043328608
# number of COSEBI modes = 6
# theta[arcmin]      T_+(theta)
5.000000000000001110e-01 -5.401849860017634342e+01
5.003199808146676641e-01 -5.399598077487494407e+01
5.006401664047791522e-01 -5.397346894145523066e+01
5.009605569013820814e-01 -5.395096309914509192e+01
5.012811524356098891e-01 -5.392846324717227446e+01
5.016019531386775032e-01 -5.390596938476469546e+01
5.019229591418863379e-01 -5.388348151115008733e+01
5.022441705766194087e-01 -5.386099962555637433e+01
5.025655875743462175e-01 -5.383852372721128177e+01
5.028872102666178678e-01 -5.381605381534272681e+01
5.032090387850723934e-01 -5.379358988917844897e+01
5.035310732614295404e-01 -5.377113194794634410e+01
5.038533138274952083e-01 -5.374867999087418724e+01
5.041757606151581195e-01 -5.372623401718986003e+01
5.044984137563931492e-01 -5.370379402612110908e+01
5.048212733832576626e-01 -5.368136001689584447e+01
5.051443396278955111e-01 -5.365893198874181991e+01
5.054676126225331467e-01 -5.363650994088692414e+01
5.057910924994836188e-01 -5.361409387255891801e+01
5.061147793911427994e-01 -5.359168378298569024e+01
5.064386734299930470e-01 -5.356927967139500169e+01
5.067627747485995426e-01 -5.354688153701474818e+01
5.070870834796145088e-01 -5.352448937907268345e+01
5.074115997557729907e-01 -5.350210319679669624e+01
5.077363237098961868e-01 -5.347972298941459002e+01
5.080612554748905607e-01 -5.345734875615416115e+01
5.083863951837462869e-01 -5.343498049624327706e+01
5.087117429695404702e-01 -5.341261820890970569e+01
5.090372989654330382e-01 -5.339026189338136419e+01
5.093630633046718481e-01 -5.336791154888597077e+01
5.096890361205873576e-01 -5.334556717465144970e+01
5.100152175465978432e-01 -5.332322876990554050e+01
5.103416077162046260e-01 -5.330089633387614612e+01
5.106682067629967348e-01 -5.327856986579102028e+01
5.109950148206463538e-01 -5.325624936487805883e+01
5.113220320229135973e-01 -5.323393483036501550e+01
5.116492585036418461e-01 -5.321162626147979324e+01
5.119766943967624107e-01 -5.318932365745013868e+01
5.123043398362902012e-01 -5.316702701750394056e+01
5.126321949563277247e-01 -5.314473634086897391e+01
5.129602598910615319e-01 -5.312245162677312038e+01
5.132885347747662141e-01 -5.310017287444412659e+01
5.136170197417996297e-01 -5.307790008310990970e+01
5.139457149266083436e-01 -5.305563325199821634e+01
5.142746204637225205e-01 -5.303337238033694234e+01
5.146037364877606990e-01 -5.301111746735383434e+01
5.149330631334252395e-01 -5.298886851227680950e+01
5.152626005355072092e-01 -5.296662551433358601e+01
5.155923488288812750e-01 -5.294438847275210236e+01
5.159223081485104778e-01 -5.292215738676011938e+01
5.162524786294441226e-01 -5.289993225558543344e+01
5.165828604068160024e-01 -5.287771307845594748e+01
5.169134536158490612e-01 -5.285549985459941524e+01
5.172442583918502867e-01 -5.283329258324372546e+01
5.175752748702153738e-01 -5.281109126361663897e+01
5.179065031864249491e-01 -5.278889589494604451e+01
5.182379434760479020e-01 -5.276670647645971002e+01
5.185695958747380541e-01 -5.274452300738551713e+01
5.189014605182381557e-01 -5.272234548695123380e+01
5.192335375423756672e-01 -5.270017391438475585e+01
5.195658270830673109e-01 -5.267800828891381570e+01
5.198983292763141861e-01 -5.265584860976633053e+01
5.202310442582069872e-01 -5.263369487617005404e+01
5.205639721649211182e-01 -5.261154708735287500e+01
5.208971131327214676e-01 -5.258940524254254711e+01
5.212304672979577447e-01 -5.256726934096698045e+01
5.215640347970693647e-01 -5.254513938185391453e+01
5.218978157665807860e-01 -5.252301536443124519e+01
5.222318103431056180e-01 -5.250089728792674748e+01
5.225660186633432902e-01 -5.247878515156829593e+01
5.229004408640828272e-01 -5.245667895458365138e+01
5.232350770821981856e-01 -5.243457869620070966e+01
5.235699274546530280e-01 -5.241248437564726004e+01
5.239049921184982805e-01 -5.239039599215109888e+01
5.242402712108712448e-01 -5.236831354494010782e+01
5.245757648689988173e-01 -5.234623703324206900e+01
5.249114732301941588e-01 -5.232416645628484986e+01
5.252473964318596922e-01 -5.230210181329621832e+01
5.255835346114843265e-01 -5.228004310350406314e+01
5.259198879066464549e-01 -5.225799032613615225e+01
5.262564564550108459e-01 -5.223594348042037439e+01
5.265932403943324180e-01 -5.221390256558448328e+01
5.269302398624520212e-01 -5.219186758085636768e+01
5.272674549973008773e-01 -5.216983852546379552e+01
5.276048859368962507e-01 -5.214781539863466264e+01
5.279425328193461109e-01 -5.212579819959670857e+01
5.282803957828444696e-01 -5.210378692757784336e+01
5.286184749656760440e-01 -5.208178158180581363e+01
5.289567705062115932e-01 -5.205978216150852944e+01
5.292952825429131369e-01 -5.203778866591373031e+01
5.296340112143286261e-01 -5.201580109424931919e+01
5.299729566590971608e-01 -5.199381944574304981e+01
5.303121190159442166e-01 -5.197184371962281801e+01
5.306514984236863075e-01 -5.194987391511637753e+01
5.309910950212265446e-01 -5.192791003145162421e+01
5.313309089475594105e-01 -5.190595206785630467e+01
5.316709403417655411e-01 -5.188400002355833607e+01
5.320111893430167216e-01 -5.186205389778549346e+01
5.323516560905736661e-01 -5.184011368976557321e+01
5.326923407237846853e-01 -5.181817939872646406e+01
5.330332433820891280e-01 -5.179625102389591973e+01
5.333743642050136069e-01 -5.177432856450185028e+01
5.337157033321763278e-01 -5.175241201977200234e+01
5.340572609032825380e-01 -5.173050138893426464e+01
5.343990370581289673e-01 -5.170859667121639802e+01
5.347410319365997200e-01 -5.168669786584630543e+01
5.350832456786707159e-01 -5.166480497205173350e+01
5.354256784244051381e-01 -5.164291798906057096e+01
5.357683303139579856e-01 -5.162103691610059286e+01
5.361112014875718534e-01 -5.159916175239967373e+01
5.364542920855811525e-01 -5.157729249718558862e+01
5.367976022484080012e-01 -5.155542914968621915e+01
5.371411321165666664e-01 -5.153357170912931906e+01
5.374848818306587894e-01 -5.151172017474279841e+01
5.378288515313787155e-01 -5.148987454575439671e+01
5.381730413595081641e-01 -5.146803482139200980e+01
5.385174514559212255e-01 -5.144620100088341985e+01
5.388620819615803637e-01 -5.142437308345648717e+01
5.392069330175399688e-01 -5.140255106833897969e+01
5.395520047649425832e-01 -5.138073495475880748e+01
5.398972973450230084e-01 -5.135892474194373847e+01
5.402428108991059741e-01 -5.133712042912157614e+01
5.405885455686055829e-01 -5.131532201552020922e+01
5.409345014950280861e-01 -5.129352950036740566e+01
5.412806788199684416e-01 -5.127174288289103998e+01
5.416270776851141999e-01 -5.124996216231888724e+01
5.419736982322415075e-01 -5.122818733787883616e+01
5.423205406032194364e-01 -5.120641840879864048e+01
5.426676049400057655e-01 -5.118465537430619605e+01
5.430148913846510883e-01 -5.116289823362925659e+01
5.433624000792948161e-01 -5.114114698599571796e+01
5.437101311661695080e-01 -5.111940163063333387e+01
5.440580847875965409e-01 -5.109766216677001438e+01
5.444062610859906615e-01 -5.107592859363349191e+01
5.447546602038555452e-01 -5.105420091045167652e+01
5.451032822837880154e-01 -5.103247911645232193e+01
5.454521274684741572e-01 -5.101076321086332399e+01
5.458011959006937586e-01 -5.098905319291242932e+01
5.461504877233154254e-01 -5.096734906182754088e+01
5.465000030793014663e-01 -5.094565081683641949e+01
5.468497421117037849e-01 -5.092395845716694680e+01
5.471997049636675436e-01 -5.090227198204689074e+01
5.475498917784277220e-01 -5.088059139070414716e+01
5.479003026993124470e-01 -5.085891668236649821e+01
5.482509378697416613e-01 -5.083724785626172604e+01
5.486017974332252356e-01 -5.081558491161774782e+01
5.489528815333672984e-01 -5.079392784766230307e+01
5.493041903138616844e-01 -5.077227666362328762e+01
5.496557239184960419e-01 -5.075063135872846942e+01
5.500074824911481697e-01 -5.072899193220573721e+01
5.503594661757903461e-01 -5.070735838328283762e+01
5.507116751164841117e-01 -5.068573071118768070e+01
5.510641094573861531e-01 -5.066410891514801307e+01
5.514167693427425299e-01 -5.064249299439173058e+01
5.517696549168943365e-01 -5.062088294814659406e+01
5.521227663242725958e-01 -5.059927877564048515e+01
5.524761037094029215e-01 -5.057768047610118600e+01
5.528296672169015213e-01 -5.055608804875655693e+01
5.531834569914789723e-01 -5.053450149283438009e+01
5.535374731779364454e-01 -5.051292080756253711e+01
5.538917159211699248e-01 -5.049134599216879593e+01
5.542461853661660998e-01 -5.046977704588103819e+01
5.546008816580062506e-01 -5.044821396792703183e+01
5.549558049418628070e-01 -5.042665675753465848e+01
5.553109553630029005e-01 -5.040510541393167898e+01
5.556663330667847012e-01 -5.038355993634598917e+01
5.560219381986613030e-01 -5.036202032400535700e+01
5.563777709041769493e-01 -5.034048657613765698e+01
5.567338313289705853e-01 -5.031895869197069970e+01
5.570901196187743043e-01 -5.029743667073226021e+01
5.574466359194121257e-01 -5.027592051165023435e+01
5.578033803768028820e-01 -5.025441021395239005e+01
5.581603531369574434e-01 -5.023290577686660896e+01
5.585175543459817149e-01 -5.021140719962065901e+01
5.588749841500733062e-01 -5.018991448144241474e+01
5.592326426955251950e-01 -5.016842762155965829e+01
5.595905301287219524e-01 -5.014694661920027130e+01
5.599486465961441839e-01 -5.012547147359200039e+01
5.603069922443637552e-01 -5.010400218396276273e+01
5.606655672200488993e-01 -5.008253874954029783e+01
5.610243716699591099e-01 -5.006108116955250154e+01
5.613834057409502476e-01 -5.003962944322714179e+01
5.617426695799698777e-01 -5.001818356979209312e+01
5.621021633340618218e-01 -4.999674354847513769e+01
5.624618871503618278e-01 -4.997530937850414290e+01
5.628218411761020112e-01 -4.995388105910688381e+01
5.631820255586065249e-01 -4.993245858951124205e+01
5.635424404452957781e-01 -4.991104196894498557e+01
5.639030859836825504e-01 -4.988963119663601020e+01
5.642639623213763223e-01 -4.986822627181205547e+01
5.646250696060786112e-01 -4.984682719370103143e+01
5.649864079855870802e-01 -4.982543396153072734e+01
5.653479776077942054e-01 -4.980404657452893247e+01
5.657097786206853884e-01 -4.978266503192352843e+01
5.660718111723429535e-01 -4.976128933294228318e+01
5.664340754109413734e-01 -4.973991947681309966e+01
5.667965714847528202e-01 -4.971855546276372451e+01
5.671592995421417260e-01 -4.969719729002204645e+01
5.675222597315697781e-01 -4.967584495781583342e+01
5.678854522015915895e-01 -4.965449846537296708e+01
5.682488771008588069e-01 -4.963315781192121534e+01
5.686125345781160023e-01 -4.961182299668847406e+01
5.689764247822054477e-01 -4.959049401890249698e+01
5.693405478620623406e-01 -4.956917087779116571e+01
5.697049039667193560e-01 -4.954785357258224820e+01
5.700694932453019836e-01 -4.952654210250364031e+01
5.704343158470340791e-01 -4.950523646678309575e+01
5.707993719212320904e-01 -4.948393666464851037e+01
5.711646616173108315e-01 -4.946264269532763791e+01
5.715301850847780418e-01 -4.944135455804837420e+01
5.718959424732396046e-01 -4.942007225203847298e+01
5.722619339323949950e-01 -4.939879577652582299e+01
5.726281596120413875e-01 -4.937752513073819927e+01
5.729946196620697707e-01 -4.935626031390348345e+01
5.733613142324696099e-01 -4.933500132524942927e+01
5.737282434733235181e-01 -4.931374816400393968e+01
5.740954075348121410e-01 -4.929250082939481103e+01
5.744628065672126027e-01 -4.927125932064980418e+01
5.748304407208956190e-01 -4.925002363699685759e+01
5.751983101463312709e-01 -4.922879377766369657e+01
5.755664149940833418e-01 -4.920756974187820987e+01
5.759347554148140924e-01 -4.918635152886817963e+01
5.763033315592800410e-01 -4.916513913786148038e+01
5.766721435783365157e-01 -4.914393256808588717e+01
5.770411916229331029e-01 -4.912273181876926742e+01
5.774104758441180874e-01 -4.910153688913941039e+01
5.777799963930344562e-01 -4.908034777842418350e+01
