# COSEBI weights for En in Real space
# lowest theta boundary = 0.5
# highest theta boundary = 300
# number of COSEBI modes = 20
# theta[arcmin]      T_-(theta)
5.000000000000001110e-01 2.030915017353969532e+01
5.003199808146676641e-01 2.003929834006809330e+01
5.006401664047791522e-01 1.977202034738894554e+01
5.009605569013820814e-01 1.950612506371393806e+01
5.012811524356098891e-01 1.924123425760244288e+01
5.016019531386775032e-01 1.897850492255711430e+01
5.019229591418863379e-01 1.871801690295464837e+01
5.022441705766194087e-01 1.845999688989189735e+01
5.025655875743462175e-01 1.820332628495164329e+01
5.028872102666178678e-01 1.794762428340535365e+01
5.032090387850723934e-01 1.769406133353155042e+01
5.035310732614295404e-01 1.744269359671126907e+01
5.038533138274952083e-01 1.719374244852827616e+01
5.041757606151581195e-01 1.694611382328118410e+01
5.044984137563931492e-01 1.669941507375662226e+01
5.048212733832576626e-01 1.645480640193999733e+01
5.051443396278955111e-01 1.621234451476800942e+01
5.054676126225331467e-01 1.597224866464429915e+01
5.057910924994836188e-01 1.573344357590923970e+01
5.061147793911427994e-01 1.549552623021947184e+01
5.064386734299930470e-01 1.525965086357424028e+01
5.067627747485995426e-01 1.502587471002018837e+01
5.070870834796145088e-01 1.479441488335529087e+01
5.074115997557729907e-01 1.456421478130860159e+01
5.077363237098961868e-01 1.433486131962351351e+01
5.080612554748905607e-01 1.410750260123388777e+01
5.083863951837462869e-01 1.388219636838141646e+01
5.087117429695404702e-01 1.365915757909768757e+01
5.090372989654330382e-01 1.343734818723558533e+01
5.093630633046718481e-01 1.321634534769088809e+01
5.096890361205873576e-01 1.299729086340169282e+01
5.100152175465978432e-01 1.278024296951054595e+01
5.103416077162046260e-01 1.256541445013669644e+01
5.106682067629967348e-01 1.235178569322219744e+01
5.109950148206463538e-01 1.213892439929520428e+01
5.113220320229135973e-01 1.192796590863247985e+01
5.116492585036418461e-01 1.171896892793834155e+01
5.119766943967624107e-01 1.151214406180390171e+01
5.123043398362902012e-01 1.130648999658320264e+01
5.126321949563277247e-01 1.110156528781119079e+01
5.129602598910615319e-01 1.089849865393186334e+01
5.132885347747662141e-01 1.069734925602599418e+01
5.136170197417996297e-01 1.049832550056175506e+01
5.139457149266082325e-01 1.030044424794198221e+01
5.142746204637225205e-01 1.010325521123043657e+01
5.146037364877606990e-01 9.907880331907382043e+00
5.149330631334252395e-01 9.714379206648404264e+00
5.152626005355072092e-01 9.522958031971130666e+00
5.155923488288812750e-01 9.332651706689876647e+00
5.159223081485104778e-01 9.143001408603312896e+00
5.162524786294441226e-01 8.955122148672312932e+00
5.165828604068160024e-01 8.769073941281897433e+00
5.169134536158490612e-01 8.585060760575311534e+00
5.172442583918502867e-01 8.402135405757565678e+00
5.175752748702153738e-01 8.219830826817496217e+00
5.179065031864249491e-01 8.039254951268983262e+00
5.182379434760479020e-01 7.860468194327991043e+00
5.185695958747380541e-01 7.683672297752721647e+00
5.189014605182381557e-01 7.507937819564542536e+00
5.192335375423756672e-01 7.332789786288922862e+00
5.195658270830673109e-01 7.159328897279312542e+00
5.198983292763141861e-01 6.987615947967698915e+00
5.202310442582069872e-01 6.817850435521615182e+00
