# Psi stats weights for ggl in Real space
# lowest theta boundary = 0.0001454441043328608
# highest theta boundary = 0.08726646259971647
# number of COSEBI modes = 6
# theta[arcmin]      Q(theta)
5.185695958747380541e-01 -2.189687974666357445e-05
5.189014605182381557e-01 -2.189850826702268702e-05
5.192335375423756672e-01 -2.183971826413474564e-05
5.195658270830673109e-01 -2.184141787990783801e-05
5.198983292763141861e-01 -2.178270156360946529e-05
5.202310442582069872e-01 -2.178447208716133144e-05
5.205639721649211182e-01 -2.172582927343762825e-05
5.208971131327214676e-01 -2.172767051760529655e-05
5.212304672979577447e-01 -2.166910102291703035e-05
5.215640347970693647e-01 -2.167101280100840836e-05
5.218978157665807860e-01 -2.161251644229094597e-05
5.222318103431056180e-01 -2.161449856808379718e-05
5.225660186633432902e-01 -2.155607516274576642e-05
5.229004408640828272e-01 -2.155812745048610771e-05
5.232350770821981856e-01 -2.149977681640849957e-05
5.235699274546530280e-01 -2.150189908080996421e-05
5.239049921184982805e-01 -2.144362103634433038e-05
5.242402712108712448e-01 -2.144581309258643330e-05
5.245757648689988173e-01 -2.138760745655435760e-05
5.249114732301941588e-01 -2.138986912028169581e-05
5.252473964318596922e-01 -2.133173571197313740e-05
5.255835346114843265e-01 -2.133406679929395342e-05
5.259198879066464549e-01 -2.127600543846628456e-05
5.262564564550108459e-01 -2.127840576595130430e-05
5.265932403943324180e-01 -2.122041627282808725e-05
5.269302398624520212e-01 -2.122288565750930363e-05
5.272674549973008773e-01 -2.116496785277904719e-05
5.276048859368962507e-01 -2.116750611214889349e-05
5.279425328193461109e-01 -2.110965981696374521e-05
5.282803957828444696e-01 -2.111226676897315702e-05
5.286184749656760440e-01 -2.105449180494819842e-05
5.289567705062115932e-01 -2.105716726800632905e-05
5.292952825429131369e-01 -2.099946345721780369e-05
5.296340112143286261e-01 -2.100220725019005905e-05
5.299729566590971608e-01 -2.094457441517458981e-05
5.303121190159442166e-01 -2.094738635738204905e-05
5.306514984236863075e-01 -2.088982432113536763e-05
5.309910950212265446e-01 -2.089270423235318732e-05
5.313309089475594105e-01 -2.083521281832892462e-05
5.316709403417655411e-01 -2.083816051878540702e-05
5.320111893430167216e-01 -2.078073955089398530e-05
5.323516560905736661e-01 -2.078375486126923663e-05
5.326923407237846853e-01 -2.072640416387675814e-05
5.330332433820891280e-01 -2.072948690530176708e-05
5.333743642050136069e-01 -2.067220630322853345e-05
5.337157033321763278e-01 -2.067535629728382596e-05
5.340572609032825380e-01 -2.061814561580373515e-05
5.343990370581289673e-01 -2.062136268451827679e-05
5.347410319365997200e-01 -2.056422174935725096e-05
5.350832456786707159e-01 -2.056750571520716953e-05
5.354256784244051381e-01 -2.051043435254196583e-05
5.357683303139579856e-01 -2.051378503844971112e-05
5.361112014875718534e-01 -2.045678307490724065e-05
5.364542920855811525e-01 -2.046020030424004283e-05
5.367976022484080012e-01 -2.040326756689558174e-05
5.371411321165666664e-01 -2.040675116346460773e-05
5.374848818306587894e-01 -2.034988747984137029e-05
5.378288515313787155e-01 -2.035343726790041932e-05
5.381730413595081641e-01 -2.029664246596780627e-05
5.385174514559212255e-01 -2.030025827021212064e-05
5.388620819615803637e-01 -2.024353217838488570e-05
5.392069330175399688e-01 -2.024721382395033089e-05
5.395520047649425832e-01 -2.019055627108738474e-05
5.398972973450230084e-01 -2.019430358354889080e-05
5.402428108991059741e-01 -2.013771439895215254e-05
5.405885455686055829e-01 -2.014152720432293151e-05
5.409345014950280861e-01 -2.008500621773624101e-05
5.412806788199684416e-01 -2.008888434246635369e-05
5.416270776851141999e-01 -2.003243138407451282e-05
5.419736982322415075e-01 -2.003637465505003190e-05
5.423205406032194364e-01 -1.997998955547718495e-05
5.426676049400057655e-01 -1.998399780001893126e-05
5.430148913846510883e-01 -1.992768039032805674e-05
5.433624000792948161e-01 -1.993175343619031854e-05
5.437101311661695080e-01 -1.987550354788177905e-05
5.440580847875965409e-01 -1.987964122325161742e-05
5.444062610859906615e-01 -1.982345868826196705e-05
5.447546602038555452e-01 -1.982766082175755238e-05
5.451032822837880154e-01 -1.977154547245880145e-05
5.454521274684741572e-01 -1.977581189312880352e-05
5.458011959006937586e-01 -1.971976356232680249e-05
5.461504877233154254e-01 -1.972409409964913011e-05
5.465000030793014663e-01 -1.966811262058290545e-05
5.468497421117037849e-01 -1.967250710446336815e-05
5.471997049636675436e-01 -1.961659231080386539e-05
5.475498917784277220e-01 -1.962105057157536027e-05
5.479003026993124470e-01 -1.956520229742423779e-05
5.482509378697416613e-01 -1.956972416584539765e-05
5.486017974332252356e-01 -1.951394224573421016e-05
5.489528815333672984e-01 -1.951852755298851580e-05
5.493041903138616844e-01 -1.946281182187732181e-05
5.496557239184960419e-01 -1.946746039957201785e-05
5.500074824911481697e-01 -1.941181069284836325e-05
5.503594661757903461e-01 -1.941652237301323499e-05
5.507116751164841117e-01 -1.936093852649128905e-05
5.510641094573861531e-01 -1.936571314157744614e-05
5.514167693427425299e-01 -1.931019499149669370e-05
5.517696549168943365e-01 -1.931503237437595013e-05
5.521227663242725958e-01 -1.925957975740002947e-05
5.524761037094029215e-01 -1.926447974136331789e-05
5.528296672169015213e-01 -1.920909249457929569e-05
5.531834569914789723e-01 -1.921405491333587123e-05
5.535374731779364454e-01 -1.915873287425283306e-05
5.538917159211699248e-01 -1.916375756192902649e-05
5.542461853661660998e-01 -1.910850056847716546e-05
5.546008816580062506e-01 -1.911358735961561067e-05
5.549558049418628070e-01 -1.905839525014508558e-05
5.553109553630029005e-01 -1.906354397970313059e-05
5.556663330667847012e-01 -1.900841659298316811e-05
5.560219381986613030e-01 -1.901362709633239054e-05
5.563777709041769493e-01 -1.895856427154992994e-05
5.567338313289705853e-01 -1.896383638447454457e-05
5.570901196187743043e-01 -1.890883796123339408e-05
5.574466359194121257e-01 -1.891417151992978195e-05
5.578033803768028820e-01 -1.885923733824948373e-05
5.581603531369574434e-01 -1.886463217932436251e-05
5.585175543459817149e-01 -1.880976207963916267e-05
5.588749841500733062e-01 -1.881521804010929529e-05
5.592326426955251950e-01 -1.876041186326712066e-05
5.595905301287219524e-01 -1.876592878055759753e-05
5.599486465961441839e-01 -1.871118636781903585e-05
5.603069922443637552e-01 -1.871676407976279714e-05
5.606655672200488993e-01 -1.866208527279982648e-05
5.610243716699591099e-01 -1.866772361763618487e-05
5.613834057409502476e-01 -1.861310825853138085e-05
5.617426695799698777e-01 -1.861880707490519486e-05
5.621021633340618218e-01 -1.856425500615068708e-05
5.624618871503618278e-01 -1.857001413311123956e-05
5.628218411761020112e-01 -1.851552519760727840e-05
5.631820255586065249e-01 -1.852134447460727709e-05
5.635424404452957781e-01 -1.846691851566183056e-05
5.639030859836825504e-01 -1.847279778255625604e-05
5.642639623213763223e-01 -1.841843464388350545e-05
5.646250696060786112e-01 -1.842437374092885906e-05
5.649864079855870802e-01 -1.837007326664825030e-05
5.653479776077942054e-01 -1.837607203450100570e-05
5.657097786206853884e-01 -1.832183406913639548e-05
5.660718111723429535e-01 -1.832789234885249724e-05
5.664340754109413734e-01 -1.827371673733096721e-05
5.667965714847528202e-01 -1.827983437036445185e-05
5.671592995421417260e-01 -1.822572095801535655e-05
5.675222597315697781e-01 -1.823189778621765115e-05
5.678854522015915895e-01 -1.817784641877139489e-05
5.682488771008588069e-01 -1.818408228438989752e-05
5.686125345781160023e-01 -1.813009280797739229e-05
5.689764247822054477e-01 -1.813638755365468592e-05
5.693405478620623406e-01 -1.808245981480570812e-05
5.697049039667193560e-01 -1.808881328357856452e-05
5.700694932453019836e-01 -1.803494712922134165e-05
5.704343158470340791e-01 -1.804135916451959316e-05
5.707993719212320904e-01 -1.798755444197937397e-05
5.711646616173108315e-01 -1.799402488762486316e-05
5.715301850847780418e-01 -1.794028144462312150e-05
5.718959424732396046e-01 -1.794681014482897951e-05
5.722619339323949950e-01 -1.789312782948225216e-05
5.726281596120413875e-01 -1.789971462885157053e-05
5.729946196620697707e-01 -1.784609328967054582e-05
5.733613142324696099e-01 -1.785273803319547528e-05
5.737282434733235181e-01 -1.779917751908422733e-05
5.740954075348121410e-01 -1.780588005214489697e-05
5.744628065672126027e-01 -1.775238021239934752e-05
5.748304407208956190e-01 -1.775914038076317021e-05
5.751983101463312709e-01 -1.770570106507053296e-05
5.755664149940833418e-01 -1.771251871489075864e-05
5.759347554148140924e-01 -1.765913977332838388e-05
5.763033315592800410e-01 -1.766601475114349984e-05
5.766721435783365157e-01 -1.761269603417807148e-05
5.770411916229331029e-01 -1.761962818691045391e-05
5.774104758441180874e-01 -1.756636954539657661e-05
5.777799963930344562e-01 -1.757335872035191798e-05
5.781497534209238953e-01 -1.752016000553161912e-05
5.785197470791229035e-01 -1.752720605039738996e-05
5.788899775190666785e-01 -1.747406711389889311e-05
5.792604448922855642e-01 -1.748116987674402359e-05
5.796311493504087142e-01 -1.742809057058059656e-05
5.800020910451604284e-01 -1.743524989985384332e-05
5.803732701283639273e-01 -1.738223007642334075e-05
5.807446867519377998e-01 -1.738944582095275164e-05
5.811163410678998886e-01 -1.733648533303604633e-05
5.814882332283628497e-01 -1.734375734202784909e-05
5.818603633855394808e-01 -1.729085604278829662e-05
5.822327316917371709e-01 -1.729818416582584175e-05
5.826053382993628960e-01 -1.724534190880801677e-05
5.829781833609207764e-01 -1.725272599585081195e-05
5.833512670290111890e-01 -1.719994263497983387e-05
5.837245894563343196e-01 -1.720738253636277485e-05
5.840981507956857222e-01 -1.715465792594304074e-05
5.844719511999612038e-01 -1.716215349237507640e-05
5.848459908221517178e-01 -1.710948748708961722e-05
5.852202698153489147e-01 -1.711703856965317698e-05
5.855947883327399239e-01 -1.706443102456232605e-05
5.859695465276119064e-01 -1.707203747471218485e-05
5.863445445533485012e-01 -1.701948824525282566e-05
5.867197825634331565e-01 -1.702714991481512819e-05
5.870952607114455768e-01 -1.697465885679984741e-05
5.874709791510659418e-01 -1.698237559797102387e-05
5.878469380360705765e-01 -1.692994256758697291e-05
5.882231375203363921e-01 -1.693771423293307499e-05
5.885995777578364452e-01 -1.688533908674115007e-05
5.889762589026449335e-01 -1.689316552919662440e-05
5.893531811089318673e-01 -1.684084812413040946e-05
5.897303445309687309e-01 -1.684872919699729804e-05
5.901077493231230431e-01 -1.679646939036214657e-05
5.904853956398637971e-01 -1.680440494730909063e-05
5.908632836357560203e-01 -1.675220259678137009e-05
5.912414134654658815e-01 -1.676019249184267838e-05
5.916197852837581372e-01 -1.670804745546824557e-05
5.919983992454952437e-01 -1.671609154304309476e-05
5.923772555056406874e-01 -1.666400367923726530e-05
5.927563542192550994e-01 -1.667210181408832438e-05
5.931356955415004739e-01 -1.662007098163414815e-05
5.935152796276360609e-01 -1.662822301888712445e-05
5.938951066330223627e-01 -1.657624907693486724e-05
5.942751767131173590e-01 -1.658445487207725616e-05
5.946554900234807262e-01 -1.653253768014335609e-05
5.950360467197691738e-01 -1.654079708902373981e-05
5.954168469577416634e-01 -1.648893650698980785e-05
5.957978908932543005e-01 -1.649724938581663219e-05
5.961791786822653316e-01 -1.644544527392866271e-05
5.965607104808304806e-01 -1.645381147926953917e-05
5.969424864451076118e-01 -1.640206369813697484e-05
5.973245067313524004e-01 -1.641048308691775903e-05
5.977067714959225508e-01 -1.635879149751238965e-05
5.980892808952735784e-01 -1.636726392701606323e-05
5.984720350859638049e-01 -1.631562839067132102e-05
5.988550342246489189e-01 -1.632415371853732758e-05
5.992382784680874153e-01 -1.627257409694713521e-05
5.996217679731357109e-01 -1.628115218117022158e-05
6.000055028967532511e-01 -1.622962833638849747e-05
6.003894833959970700e-01 -1.623825903531795476e-05
6.007737096280267863e-01 -1.618679082975709525e-05
6.011581817501026048e-01 -1.619547400209569155e-05
6.015428999195835402e-01 -1.614406129852629645e-05
6.019278642939316359e-01 -1.615279680332950101e-05
6.023130750307073011e-01 -1.610143946487905558e-05
6.026985322875744178e-01 -1.611022716155405621e-05
6.030842362222950115e-01 -1.605892505170612480e-05
6.034701869927346918e-01 -1.606776480001094698e-05
6.038563847568577669e-01 -1.601651778260428877e-05
6.042428296727317960e-01 -1.602540944264699602e-05
6.046295218985231479e-01 -1.597421738187460952e-05
6.050164615925019973e-01 -1.598316081411221585e-05
6.054036489130372178e-01 -1.593202357452058672e-05
6.057910840186015999e-01 -1.594101863975814519e-05
6.061787670677668549e-01 -1.588993608624612823e-05
6.065666982192084999e-01 -1.589898264563599912e-05
6.069548776317011951e-01 -1.584795464345419816e-05
6.073433054641238504e-01 -1.585705255849505628e-05
6.077319818754544078e-01 -1.580607897324467565e-05
6.081209070247750592e-01 -1.581522810578057516e-05
6.085100810712673614e-01 -1.576430880341272850e-05
6.088995041742171210e-01 -1.577350901563228302e-05
6.092891764930098430e-01 -1.572264386244702090e-05
6.096790981871350601e-01 -1.573189501688241755e-05
6.100692694161824470e-01 -1.568108387952791768e-05
6.104596903398452623e-01 -1.569038583905428013e-05
6.108503611179191273e-01 -1.563962858452554633e-05
6.112412819103001382e-01 -1.564898121235967776e-05
6.116324528769888635e-01 -1.559827770799839089e-05
6.120238741780861247e-01 -1.560768086769818451e-05
6.124155459737977703e-01 -1.555703098119123540e-05
6.128074684244293469e-01 -1.556648453665466136e-05
6.131996416903915392e-01 -1.551588813603363580e-05
6.135920659321953963e-01 -1.552539195149790096e-05
6.139847413104571050e-01 -1.547484890513783291e-05
6.143776679858929946e-01 -1.548440284517852699e-05
6.147708461193248652e-01 -1.543391302179739709e-05
6.151642758716749926e-01 -1.544351695132746273e-05
6.155579574039712343e-01 -1.539308021998525303e-05
6.159518908773417012e-01 -1.540273400425420309e-05
6.163460764530201974e-01 -1.535235023435179932e-05
6.167405142923413353e-01 -1.536205373894511042e-05
6.171352045567454203e-01 -1.531172280022364125e-05
6.175301474077735664e-01 -1.532147589106151712e-05
6.179253430070728026e-01 -1.527119765360151734e-05
6.183207915163909663e-01 -1.528100019693797397e-05
6.187164930975822541e-01 -1.523077453115845274e-05
6.191124479126014490e-01 -1.524062639358098133e-05
6.195086561235091382e-01 -1.519045317023847348e-05
6.199051178924697147e-01 -1.520035421866642427e-05
6.203018333817493790e-01 -1.515023330885439571e-05
6.206988027537204688e-01 -1.516018341053886954e-05
6.210960261708571295e-01 -1.511011468568655513e-05
6.214935037957395325e-01 -1.512011370820910919e-05
6.218912357910497679e-01 -1.507009704008082324e-05
6.222892223195765071e-01 -1.508014485135264947e-05
6.226874635442097849e-01 -1.503018011204687095e-05
6.230859596279466617e-01 -1.504027658030812177e-05
6.234847107338860051e-01 -1.499036364225690648e-05
6.238837170252333753e-01 -1.500050863607551064e-05
6.242829786652964730e-01 -1.495064737204326301e-05
6.246824958174898024e-01 -1.496084076031450378e-05
6.250822686453302302e-01 -1.491103104339737545e-05
6.254822973124416485e-01 -1.492127269534272173e-05
6.258825819825499792e-01 -1.487151439896771542e-05
6.262831228194886135e-01 -1.488180418413406955e-05
6.266839199871931942e-01 -1.483209718205816320e-05
6.270849736497069449e-01 -1.484243497031711218e-05
6.274862839711752294e-01 -1.479277913662645093e-05
6.278878511158515474e-01 -1.480316479817332453e-05
6.282896752480913172e-01 -1.475356000728247697e-05
6.286917565323574264e-01 -1.476399341263543971e-05
6.290940951332180120e-01 -1.471443953928636454e-05
6.294966912153445726e-01 -1.472492055928579905e-05
6.298995449435164096e-01 -1.467541747854724195e-05
6.303026564826158529e-01 -1.468594598435482741e-05
6.307060259976333683e-01 -1.463649357162122841e-05
6.311096536536622281e-01 -1.464706943471895288e-05
6.315135396159041736e-01 -1.459766756570993303e-05
6.319176840496638636e-01 -1.460829065789939383e-05
6.323220871203545368e-01 -1.455893920865875403e-05
6.327267489934926825e-01 -1.456960940206033101e-05
6.331316698347031480e-01 -1.452030824895528628e-05
6.335368498097141421e-01 -1.453102541600741679e-05
6.339422890843627867e-01 -1.448177443572755440e-05
6.343479878245895653e-01 -1.449253844918565583e-05
6.347539461964439855e-01 -1.444333751874245084e-05
6.351601643660785834e-01 -1.445414825167835654e-05
6.355666424997556962e-01 -1.440499724840436031e-05
6.359733807638409120e-01 -1.441585457420522007e-05
6.363803793248088425e-01 -1.436675337575282868e-05
6.367876383492383496e-01 -1.437765716812076155e-05
6.371951580038174301e-01 -1.432860565246180753e-05
6.376029384553379975e-01 -1.433955578541248209e-05
6.380109798707006563e-01 -1.429055383083740604e-05
6.384192824169130365e-01 -1.430155017869956441e-05
6.388278462610874620e-01 -1.425259766381643242e-05
6.392366715704460578e-01 -1.426364010123112289e-05
6.396457585123149769e-01 -1.421473690496490825e-05
6.400551072541303954e-01 -1.422582530688466527e-05
6.404647179634329612e-01 -1.417697130847628796e-05
6.408745908078731235e-01 -1.418810555016416659e-05
6.412847259552059143e-01 -1.413930062917007314e-05
6.416951235732966108e-01 -1.415048058619894768e-05
6.421057838301149623e-01 -1.410172462248991854e-05
6.425167068937409631e-01 -1.411295017074172526e-05
6.429278929323596348e-01 -1.406424304450231069e-05
6.433393421142662438e-01 -1.407551406016701788e-05
6.437510546078610840e-01 -1.402685565189471632e-05
6.441630305816546942e-01 -1.403817201146996513e-05
6.445752702042630844e-01 -1.398956220197424571e-05
6.449877736444128429e-01 -1.400092378226406098e-05
6.454005410709354740e-01 -1.395236245266589260e-05
6.458135726527736153e-01 -1.396376913078028132e-05
6.462268685589751538e-01 -1.391525616251096712e-05
6.466404289586988874e-01 -1.392670781586485799e-05
6.470542540212091964e-01 -1.387824309066573549e-05
6.474683439158814835e-01 -1.388973959697824029e-05
6.478826988121967334e-01 -1.384132299689948369e-05
6.482973188797466202e-01 -1.385286423419321798e-05
6.487122042882310646e-01 -1.380449564159309617e-05
6.491273552074570130e-01 -1.381608148819344573e-05
6.495427718073421008e-01 -1.376776078573767514e-05
6.499584542579107671e-01 -1.377939112027176261e-05
6.503744027292983620e-01 -1.373111819093284484e-05
6.507906173917468173e-01 -1.374279289232888934e-05
6.512070984156095310e-01 -1.369456761938504899e-05
6.516238459713461495e-01 -1.370628656687164787e-05
6.520408602295281186e-01 -1.365810883390615998e-05
6.524581413608336877e-01 -1.366987190701142481e-05
6.528756895360525725e-01 -1.362174159791194232e-05
6.532935049260812921e-01 -1.363354867646276879e-05
6.537115877019284982e-01 -1.358546567542052633e-05
6.541299380347093129e-01 -1.359731663954167093e-05
6.545485560956516569e-01 -1.354928083105055648e-05
6.549674420560893662e-01 -1.356117556116412665e-05
6.553865960874697416e-01 -1.351318683002026308e-05
6.558060183613462213e-01 -1.352512520684465836e-05
6.562257090493851530e-01 -1.347718343814523795e-05
6.566456683233600211e-01 -1.348916534269468075e-05
6.570658963551566645e-01 -1.344127042183733836e-05
6.574863933167686136e-01 -1.345329573542088463e-05
6.579071593803018647e-01 -1.340544754810313019e-05
6.583281947179701055e-01 -1.341751615232401213e-05
6.587494995020990451e-01 -1.336971458454222268e-05
6.591710739051246382e-01 -1.338182636129691528e-05
6.595929180995915297e-01 -1.333407129934578608e-05
6.600150322581570528e-01 -1.334622613082356668e-05
6.604374165535866759e-01 -1.329851746129515239e-05
6.608600711587587773e-01 -1.331071522997700631e-05
6.612829962466599820e-01 -1.326305283976006705e-05
6.617061919903903799e-01 -1.327529342841817261e-05
6.621296585631575304e-01 -1.322767720469755228e-05
6.625533961382833459e-01 -1.323996049639442357e-05
6.629774048891974303e-01 -1.319239032665002489e-05
6.634016849894434076e-01 -1.320471620473773254e-05
6.638262366126728153e-01 -1.315719197674396143e-05
6.642510599326515441e-01 -1.316956032486344648e-05
6.646761551232536203e-01 -1.312208192668857001e-05
6.651015223584670899e-01 -1.313449262876881722e-05
6.655271618123889121e-01 -1.308705994877385058e-05
6.659530736592297329e-01 -1.309951288903128703e-05
6.663792580733093329e-01 -1.305212581586964628e-05
6.668057152290617351e-01 -1.306462087880711817e-05
6.672324453010296530e-01 -1.301727930142370881e-05
6.676594484638703753e-01 -1.302981637183018498e-05
6.680867248923502144e-01 -1.298252017946059898e-05
6.685142747613495029e-01 -1.299509914240985125e-05
6.689420982458601506e-01 -1.294784822457976394e-05
6.693701955209844234e-01 -1.296046896543017904e-05
6.697985667619390515e-01 -1.291326321195456987e-05
6.702272121440502328e-01 -1.292592561634812795e-05
6.706561318427592955e-01 -1.287876491733048933e-05
6.710853260336170356e-01 -1.289146887119201686e-05
6.715147948922889354e-01 -1.284435311702365793e-05
6.719445385945509441e-01 -1.285709850656017210e-05
6.723745573162933642e-01 -1.281002758791963762e-05
6.728048512335168541e-01 -1.282281429961951626e-05
6.732354205223374244e-01 -1.277578810747167865e-05
6.736662653589811089e-01 -1.278861602810415197e-05
6.740973859197888496e-01 -1.274163445369948113e-05
6.745287823812126105e-01 -1.275450347031357976e-05
6.749604549198193748e-01 -1.270756640518761621e-05
6.753924037122865931e-01 -1.272047640511168667e-05
6.758246289354075120e-01 -1.267358374108408272e-05
6.762571307660857345e-01 -1.268653461192509961e-05
6.766899093813409927e-01 -1.263968624109896885e-05
6.771229649583032639e-01 -1.265267787074163704e-05
6.775562976742188770e-01 -1.260587368550296311e-05
6.779899077064446278e-01 -1.261890596210901635e-05
6.784237952324532195e-01 -1.257214585512584653e-05
6.788579604298305981e-01 -1.258521866713339696e-05
6.792924034762742869e-01 -1.253850253135519000e-05
6.797271245495986047e-01 -1.255161576747800816e-05
6.801621238277285597e-01 -1.250494349613482280e-05
6.805974014887060664e-01 -1.251809704536157701e-05
6.810329577106839505e-01 -1.247146853196331472e-05
6.814687926719320554e-01 -1.248466228355703572e-05
6.819049065508313578e-01 -1.243807742189291896e-05
6.823412995258799629e-01 -1.245131126538991743e-05
6.827779717756871092e-01 -1.240476994952782726e-05
6.832149234789794967e-01 -1.241804377473729911e-05
6.836521548145950700e-01 -1.237154589902273331e-05
6.840896659614893460e-01 -1.238485959602591600e-05
6.845274570987293083e-01 -1.233840505508167231e-05
6.849655284054995130e-01 -1.235175851423129094e-05
6.854038800610962046e-01 -1.230534720295642690e-05
6.858425122449333111e-01 -1.231874031487575056e-05
6.862814251365368934e-01 -1.227237212844515152e-05
6.867206189155503626e-01 -1.228580478402754102e-05
6.871600937617295957e-01 -1.223947961789116289e-05
6.875998498549480420e-01 -1.225295170829908817e-05
6.880398873751917277e-01 -1.220666945818114934e-05
6.884802065025638074e-01 -1.222018087484576259e-05
6.889208074172827878e-01 -1.217394143674410192e-05
6.893616902996804185e-01 -1.218749207136432107e-05
6.898028553302065768e-01 -1.214129534154983032e-05
6.902443026894236056e-01 -1.215488508609195451e-05
6.906860325580126414e-01 -1.210873096110767713e-05
6.911280451167675087e-01 -1.212235970780428386e-05
6.915703405466002707e-01 -1.207624808446502197e-05
6.920129190285362331e-01 -1.208991572581446224e-05
6.924557807437193846e-01 -1.204384650120565855e-05
6.928989258734066237e-01 -1.205755292997154531e-05
6.933423545989737535e-01 -1.201152600144904423e-05
6.937860671019099312e-01 -1.202527111065930536e-05
6.942300635638231077e-01 -1.197928637584848396e-05
6.946743441664346985e-01 -1.199307005879469649e-05
6.951189090915854685e-01 -1.194712741558962086e-05
6.955637585212294249e-01 -1.196094956582655193e-05
6.960088926374397023e-01 -1.191504891238964514e-05
6.964543116224036767e-01 -1.192890942373415927e-05
6.969000156584277406e-01 -1.188305065849525439e-05
6.973460049279320838e-01 -1.189694942502616951e-05
6.977922796134568006e-01 -1.185113244668194377e-05
6.982388398976555610e-01 -1.186506936273893349e-05
6.986856859633014949e-01 -1.181929407025208839e-05
6.991328179932843057e-01 -1.183326903043503141e-05
6.995802361706097150e-01 -1.178753532303400470e-05
7.000279406784000180e-01 -1.180154822220262745e-05
7.004759316998966368e-01 -1.175585599938037509e-05
7.009242094184580107e-01 -1.176990673265313866e-05
7.013727740175578207e-01 -1.172425589416707388e-05
7.018216256807900955e-01 -1.173834435692086403e-05
7.022707645918633279e-01 -1.169273480279152065e-05
7.027201909346066921e-01 -1.170686089066087194e-05
7.031699048929637152e-01 -1.166129252117182649e-05
7.036199066509991606e-01 -1.167545613004807014e-05
7.040701963928920337e-01 -1.162992884574491016e-05
7.045207743029426872e-01 -1.164412987177583525e-05
7.049716405655659379e-01 -1.159864357346575101e-05
7.054227953652980609e-01 -1.161288191305451012e-05
7.058742388867901285e-01 -1.156743650180547639e-05
7.063259713148144492e-01 -1.158171205161038909e-05
7.067779928342587947e-01 -1.153630742875048414e-05
7.072303036301318402e-01 -1.155062008568396461e-05
7.076829038875580569e-01 -1.150525615280094838e-05
7.081357937917832635e-01 -1.151960581402920561e-05
7.085889735281687418e-01 -1.147428247296945074e-05
7.090424432821974543e-01 -1.148866903591153982e-05
7.094962032394679374e-01 -1.144338618877984023e-05
7.099502535857008523e-01 -1.145780955110713721e-05
7.104045945067324341e-01 -1.141256710026575774e-05
7.108592261885200436e-01 -1.142702715990121931e-05
7.113141488171402793e-01 -1.138182500796918081e-05
