# COSEBI weights for En in Real space
# lowest theta boundary = 0.0001454441043328608
# highest theta boundary = 0.08726646259971647
# number of COSEBI modes = 6
# theta[arcmin]      T_-(theta)
5.000000000000001110e-01 -1.654990022107879000e+01
5.003199808146676641e-01 -1.640311460179166048e+01
5.006401664047791522e-01 -1.625704229004598744e+01
5.009605569013820814e-01 -1.611167996623476029e+01
5.012811524356098891e-01 -1.596702707462750759e+01
5.016019531386775032e-01 -1.582308135525904902e+01
5.019229591418863379e-01 -1.567984013061234272e+01
5.022441705766194087e-01 -1.553729983783934543e+01
5.025655875743462175e-01 -1.539545697716510730e+01
5.028872102666178678e-01 -1.525431075007270643e+01
5.032090387850723934e-01 -1.511385896320264699e+01
5.035310732614295404e-01 -1.497409899047045201e+01
5.038533138274952083e-01 -1.483502731775364580e+01
5.041757606151581195e-01 -1.469664046789633005e+01
5.044984137563931492e-01 -1.455893765518754357e+01
5.048212733832576626e-01 -1.442191673445690014e+01
5.051443396278955111e-01 -1.428557512453913247e+01
5.054676126225331467e-01 -1.414990935849373876e+01
5.057910924994836188e-01 -1.401491598851265863e+01
5.061147793911427994e-01 -1.388059425336095032e+01
5.064386734299930470e-01 -1.374694205394191293e+01
5.067627747485995426e-01 -1.361395685715218740e+01
5.070870834796145088e-01 -1.348163523762592320e+01
5.074115997557729907e-01 -1.334997377542777741e+01
5.077363237098961868e-01 -1.321897174069292724e+01
5.080612554748905607e-01 -1.308862707692324712e+01
5.083863951837462869e-01 -1.295893728659349797e+01
5.087117429695404702e-01 -1.282989899913141585e+01
5.090372989654330382e-01 -1.270150882350041854e+01
5.093630633046718481e-01 -1.257376605118099988e+01
5.096890361205873576e-01 -1.244666867126619181e+01
5.100152175465978432e-01 -1.232021422644522346e+01
5.103416077162046260e-01 -1.219439939356396430e+01
5.106682067629967348e-01 -1.206922081143008540e+01
5.109950148206463538e-01 -1.194467779292347132e+01
5.113220320229135973e-01 -1.182076836929574526e+01
5.116492585036418461e-01 -1.169749013412567251e+01
5.119766943967624107e-01 -1.157483980062611373e+01
5.123043398362902012e-01 -1.145281403828235867e+01
5.126321949563277247e-01 -1.133141218283759244e+01
5.129602598910615319e-01 -1.121063230902531593e+01
5.132885347747662141e-01 -1.109047205079449405e+01
5.136170197417996297e-01 -1.097092816802766713e+01
5.139457149266083436e-01 -1.085199735935519882e+01
5.142746204637225205e-01 -1.073367898142253196e+01
5.146037364877606990e-01 -1.061597115036469141e+01
5.149330631334252395e-01 -1.049887154039944193e+01
5.152626005355072092e-01 -1.038237696123344378e+01
5.155923488288812750e-01 -1.026648413016991057e+01
5.159223081485104778e-01 -1.015119243038245322e+01
5.162524786294441226e-01 -1.003650002039346134e+01
5.165828604068160024e-01 -9.922404615510158621e+00
5.169134536158490612e-01 -9.808903064475165579e+00
5.172442583918502867e-01 -9.695992119569197598e+00
5.175752748702153738e-01 -9.583671179704481347e+00
5.179065031864249491e-01 -9.471938447216075474e+00
5.182379434760479020e-01 -9.360791678156543227e+00
5.185695958747380541e-01 -9.250227758939267630e+00
5.189014605182381557e-01 -9.140243473799445795e+00
5.192335375423756672e-01 -9.030838249801794504e+00
5.195658270830673109e-01 -8.922010315749332676e+00
5.198983292763141861e-01 -8.813757468159934660e+00
5.202310442582069872e-01 -8.706076646814301156e+00
5.205639721649211182e-01 -8.598964653726909546e+00
5.208971131327214676e-01 -8.492420936025315115e+00
5.212304672979577447e-01 -8.386443769517358149e+00
5.215640347970693647e-01 -8.281030991750780501e+00
5.218978157665807860e-01 -8.176179573866438233e+00
5.222318103431056180e-01 -8.071886352188107239e+00
5.225660186633432902e-01 -7.968150786740695324e+00
5.229004408640828272e-01 -7.864971200762809644e+00
5.232350770821981856e-01 -7.762345463048140104e+00
5.235699274546530280e-01 -7.660270591581423538e+00
5.239049921184982805e-01 -7.558743448328587355e+00
5.242402712108712448e-01 -7.457763512553403196e+00
5.245757648689988173e-01 -7.357329139393151252e+00
5.249114732301941588e-01 -7.257438247433680267e+00
5.252473964318596922e-01 -7.158087892706403110e+00
5.255835346114843265e-01 -7.059274953680961140e+00
5.259198879066464549e-01 -6.960998938127443303e+00
5.262564564550108459e-01 -6.863258235180563993e+00
5.265932403943324180e-01 -6.766050800425185585e+00
5.269302398624520212e-01 -6.669373728734967699e+00
5.272674549973008773e-01 -6.573223938582478887e+00
5.276048859368962507e-01 -6.477600940970533294e+00
5.279425328193461109e-01 -6.382503171278577803e+00
5.282803957828444696e-01 -6.287928614823392159e+00
5.286184749656760440e-01 -6.193874410675256570e+00
5.289567705062115932e-01 -6.100337501324131217e+00
5.292952825429131369e-01 -6.007317417625534617e+00
5.296340112143286261e-01 -5.914812630473622157e+00
5.299729566590971608e-01 -5.822821160980754307e+00
5.303121190159442166e-01 -5.731340189474733116e+00
5.306514984236863075e-01 -5.640366681317997788e+00
5.309910950212265446e-01 -5.549900188617428398e+00
5.313309089475594105e-01 -5.459939215372081378e+00
5.316709403417655411e-01 -5.370481821467333994e+00
5.320111893430167216e-01 -5.281525225986424488e+00
5.323516560905736661e-01 -5.193066421669280786e+00
5.326923407237846853e-01 -5.105104968316863889e+00
5.330332433820891280e-01 -5.017639416876286340e+00
5.333743642050136069e-01 -4.930667856162195939e+00
5.337157033321763278e-01 -4.844187542945506131e+00
5.340572609032825380e-01 -4.758195502142841704e+00
5.343990370581289673e-01 -4.672691304609409180e+00
5.347410319365997200e-01 -4.587673535231822974e+00
5.350832456786707159e-01 -4.503140323008077317e+00
5.354256784244051381e-01 -4.419088957673815266e+00
5.357683303139579856e-01 -4.335516497429397376e+00
5.361112014875718534e-01 -4.252422521795809374e+00
5.364542920855811525e-01 -4.169805649964623662e+00
5.367976022484080012e-01 -4.087664048439172859e+00
5.371411321165666664e-01 -4.005995046314908770e+00
5.374848818306587894e-01 -3.924795718943757450e+00
5.378288515313787155e-01 -3.844065673363632030e+00
5.381730413595081641e-01 -3.763803552747138959e+00
5.385174514559212255e-01 -3.684007558246119807e+00
5.388620819615803637e-01 -3.604675061836530858e+00
5.392069330175399688e-01 -3.525803160067218833e+00
5.395520047649425832e-01 -3.447391477801834192e+00
5.398972973450230084e-01 -3.369438690452520646e+00
5.402428108991059741e-01 -3.291943028578588226e+00
5.405885455686055829e-01 -3.214901908513073003e+00
5.409345014950280861e-01 -3.138312444912697785e+00
5.412806788199684416e-01 -3.062174276382108928e+00
5.416270776851141999e-01 -2.986486121997945276e+00
5.419736982322415075e-01 -2.911246235484115097e+00
5.423205406032194364e-01 -2.836452067776059849e+00
5.426676049400057655e-01 -2.762100770331418431e+00
5.430148913846510883e-01 -2.688191982292657656e+00
5.433624000792948161e-01 -2.614724462722491261e+00
5.437101311661695080e-01 -2.541696501031479372e+00
5.440580847875965409e-01 -2.469105574213785737e+00
5.444062610859906615e-01 -2.396948866707726111e+00
5.447546602038555452e-01 -2.325226029900671065e+00
5.451032822837880154e-01 -2.253935849634641109e+00
5.454521274684741572e-01 -2.183076644682519607e+00
5.458011959006937586e-01 -2.112645947895757104e+00
5.461504877233154254e-01 -2.042640942966947648e+00
5.465000030793014663e-01 -1.973061309463601809e+00
5.468497421117037849e-01 -1.903905853447875884e+00
5.471997049636675436e-01 -1.835172947258687515e+00
5.475498917784277220e-01 -1.766860134599070875e+00
5.479003026993124470e-01 -1.698964636791670202e+00
5.482509378697416613e-01 -1.631486139756558096e+00
5.486017974332252356e-01 -1.564423479990278310e+00
5.489528815333672984e-01 -1.497775068840068613e+00
5.493041903138616844e-01 -1.431538474609038047e+00
5.496557239184960419e-01 -1.365710956792795194e+00
5.500074824911481697e-01 -1.300292199868855469e+00
5.503594661757903461e-01 -1.235281079277289251e+00
5.507116751164841117e-01 -1.170676029980798560e+00
5.510641094573861531e-01 -1.106474660047050307e+00
5.514167693427425299e-01 -1.042674257808168470e+00
5.517696549168943365e-01 -9.792745044651498532e-01
5.521227663242725958e-01 -9.162743135085182900e-01
5.524761037094029215e-01 -8.536721594607685759e-01
5.528296672169015213e-01 -7.914656740203414031e-01
5.531834569914789723e-01 -7.296521626550136475e-01
5.535374731779364454e-01 -6.682313302454074844e-01
5.538917159211699248e-01 -6.072021218046046442e-01
5.542461853661660998e-01 -5.465630218243724414e-01
5.546008816580062506e-01 -4.863117127529701378e-01
5.549558049418628070e-01 -4.264455347116227202e-01
5.553109553630029005e-01 -3.669641850675331440e-01
5.556663330667847012e-01 -3.078666452043758994e-01
5.560219381986613030e-01 -2.491514135396313279e-01
5.563777709041769493e-01 -1.908162359093914517e-01
5.567338313289705853e-01 -1.328584460914532528e-01
5.570901196187743043e-01 -7.527776836973298913e-02
5.574466359194121257e-01 -1.807320523249611455e-02
5.578033803768028820e-01 3.875670188494595436e-02
5.581603531369574434e-01 9.521419675819675632e-02
5.585175543459817149e-01 1.513019043431693689e-01
5.588749841500733062e-01 2.070200960991188666e-01
5.592326426955251950e-01 2.623697415770429586e-01
5.595905301287219524e-01 3.173522704139228878e-01
5.599486465961441839e-01 3.719698917324363308e-01
5.603069922443637552e-01 4.262252095895204818e-01
5.606655672200488993e-01 4.801184890655703086e-01
5.610243716699591099e-01 5.336506653465074024e-01
5.613834057409502476e-01 5.868231428869874478e-01
5.617426695799698777e-01 6.396380975435960181e-01
5.621021633340618218e-01 6.920981156235956888e-01
5.624618871503618278e-01 7.442034439412967828e-01
5.628218411761020112e-01 7.959549976418651696e-01
5.631820255586065249e-01 8.473541494736007706e-01
5.635424404452957781e-01 8.984030478136553199e-01
5.639030859836825504e-01 9.491042468340662452e-01
5.642639623213763223e-01 9.994579931159126573e-01
5.646250696060786112e-01 1.049465172827128256e+00
5.649864079855870802e-01 1.099127129867405017e+00
5.653479776077942054e-01 1.148445982835317736e+00
5.657097786206853884e-01 1.197424260801339457e+00
5.660718111723429535e-01 1.246062204360903536e+00
5.664340754109413734e-01 1.294360672512758548e+00
5.667965714847528202e-01 1.342320981737783470e+00
5.671592995421417260e-01 1.389945220117668079e+00
5.675222597315697781e-01 1.437235890338497413e+00
5.678854522015915895e-01 1.484193230741557734e+00
5.682488771008588069e-01 1.530818071816937298e+00
5.686125345781160023e-01 1.577111701290465184e+00
5.689764247822054477e-01 1.623076157428469557e+00
5.693405478620623406e-01 1.668713959338487207e+00
5.697049039667193560e-01 1.714025347148949940e+00
5.700694932453019836e-01 1.759011072624378613e+00
5.704343158470340791e-01 1.803672425231583887e+00
5.707993719212320904e-01 1.848011432975223300e+00
5.711646616173108315e-01 1.892030544959328431e+00
5.715301850847780418e-01 1.935729997540315495e+00
5.718959424732396046e-01 1.979110561153111014e+00
5.722619339323949950e-01 2.022173475661496411e+00
5.726281596120413875e-01 2.064920740757047568e+00
5.729946196620697707e-01 2.107354780662597626e+00
5.733613142324696099e-01 2.149475826418005830e+00
5.737282434733235181e-01 2.191284627137293661e+00
5.740954075348121410e-01 2.232782392195311161e+00
5.744628065672126027e-01 2.273971092035607100e+00
5.748304407208956190e-01 2.314853129221303263e+00
5.751983101463312709e-01 2.355428730511770041e+00
5.755664149940833418e-01 2.395698617699875577e+00
5.759347554148140924e-01 2.435663977360253085e+00
5.763033315592800410e-01 2.475326748537812982e+00
5.766721435783365157e-01 2.514689310320227911e+00
5.770411916229331029e-01 2.553751884418281826e+00
5.774104758441180874e-01 2.592515173477083934e+00
5.777799963930344562e-01 2.630980337194389840e+00
5.781497534209238953e-01 2.669149278367624945e+00
5.785197470791229035e-01 2.707024363689666480e+00
5.788899775190666785e-01 2.744605802122773497e+00
5.792604448922855642e-01 2.781894274191885508e+00
5.796311493504087142e-01 2.818890915358164939e+00
5.800020910451604284e-01 2.855597602354258413e+00
5.803732701283639273e-01 2.892016679123718959e+00
5.807446867519377998e-01 2.928148346596298524e+00
5.811163410678998886e-01 2.963993263620984031e+00
5.814882332283628497e-01 2.999552542034808589e+00
5.818603633855394808e-01 3.034828029170713926e+00
5.822327316917371709e-01 3.069822046353111844e+00
5.826053382993628960e-01 3.104534791056155818e+00
5.829781833609207764e-01 3.138966897115736288e+00
5.833512670290111890e-01 3.173119456810240990e+00
5.837245894563343196e-01 3.206994285110003950e+00
5.840981507956857222e-01 3.240593712688307093e+00
5.844719511999612038e-01 3.273917846013179478e+00
5.848459908221517178e-01 3.306967380288559077e+00
5.852202698153489147e-01 3.339743330257110010e+00
5.855947883327399239e-01 3.372247563839706253e+00
5.859695465276119064e-01 3.404482277748750008e+00
5.863445445533485012e-01 3.436447705967626831e+00
5.867197825634331565e-01 3.468144402986788499e+00
5.870952607114455768e-01 3.499573435156648316e+00
5.874709791510659418e-01 3.530736564338403660e+00
5.878469380360705765e-01 3.561636041113613871e+00
5.882231375203363921e-01 3.592272053731658588e+00
5.885995777578364452e-01 3.622645169188386305e+00
5.889762589026449335e-01 3.652756401774533757e+00
5.893531811089318673e-01 3.682607500991912808e+00
5.897303445309687309e-01 3.712200685201371364e+00
5.901077493231230431e-01 3.741536154511425849e+00
5.904853956398637971e-01 3.770614439235608017e+00
5.908632836357560203e-01 3.799436544770411928e+00
5.912414134654658815e-01 3.828004140277272427e+00
5.916197852837581372e-01 3.856319548381080153e+00
5.919983992454952437e-01 3.884382841636578654e+00
5.923772555056406874e-01 3.912194572325745856e+00
5.927563542192550994e-01 3.939755728434648052e+00
5.931356955415004739e-01 3.967067992038712632e+00
5.935152796276360609e-01 3.994133538235204561e+00
5.938951066330223627e-01 4.020952547367468100e+00
5.942751767131173590e-01 4.047525555269509745e+00
5.946554900234807262e-01 4.073853481971260848e+00
5.950360467197691738e-01 4.099937993378627077e+00
5.954168469577416634e-01 4.125781241693002421e+00
5.957978908932543005e-01 4.151383440137413672e+00
5.961791786822653316e-01 4.176745031291774879e+00
5.965607104808304806e-01 4.201866980551088204e+00
5.969424864451076118e-01 4.226750873061954294e+00
5.973245067313524004e-01 4.251398933123930135e+00
5.977067714959225508e-01 4.275811256317744835e+00
5.980892808952735784e-01 4.299988354251041756e+00
5.984720350859638049e-01 4.323931100978026798e+00
5.988550342246489189e-01 4.347641130312323021e+00
5.992382784680874153e-01 4.371120552842743479e+00
5.996217679731357109e-01 4.394369553299004139e+00
6.000055028967532511e-01 4.417388569211873062e+00
6.003894833959970700e-01 4.440178472235005280e+00
6.007737096280267863e-01 4.462740874716201844e+00
6.011581817501026048e-01 4.485077854933525288e+00
6.015428999195835402e-01 4.507189620626611770e+00
6.019278642939316359e-01 4.529076569302709743e+00
6.023130750307073011e-01 4.550739541177893699e+00
6.026985322875744178e-01 4.572180164894588117e+00
6.030842362222950115e-01 4.593400482095942650e+00
6.034701869927346918e-01 4.614400560860493883e+00
6.038563847568577669e-01 4.635180968100913290e+00
6.042428296727317960e-01 4.655742463731691316e+00
6.046295218985231479e-01 4.676086571955552884e+00
6.050164615925019973e-01 4.696215390194151240e+00
6.054036489130372178e-01 4.716129080246844296e+00
6.057910840186015999e-01 4.735828028407921053e+00
6.061787670677668549e-01 4.755313081341070003e+00
6.065666982192084999e-01 4.774585679808007299e+00
6.069548776317011951e-01 4.793647907586255030e+00
6.073433054641238504e-01 4.812499990591096122e+00
6.077319818754544078e-01 4.831142217016369145e+00
6.081209070247750592e-01 4.849575415625427155e+00
6.085100810712673614e-01 4.867801067583458874e+00
6.088995041742171210e-01 4.885821184329662614e+00
6.092891764930098430e-01 4.903635960133293281e+00
6.096790981871350601e-01 4.921245735090145956e+00
6.100692694161824470e-01 4.938651375319745185e+00
6.104596903398452623e-01 4.955854098527714413e+00
6.108503611179191273e-01 4.972856194928127138e+00
6.112412819103001382e-01 4.989657679153410186e+00
6.116324528769888635e-01 5.006258883986779651e+00
6.120238741780861247e-01 5.022660597764727619e+00
6.124155459737977703e-01 5.038864274533214171e+00
6.128074684244293469e-01 5.054871823210814519e+00
