# COSEBI weights for En in Real space
# lowest theta boundary = 0.0001454441043328608
# highest theta boundary = 0.0001454441043328608
# number of COSEBI modes = 6
# theta[arcmin]      T_+(theta)
5.000000000000001110e-01 5.936163290691228056e+00
5.003199808146676641e-01 5.934805066025034215e+00
5.006401664047791522e-01 5.933446995239032518e+00
5.009605569013820814e-01 5.932089078333226517e+00
5.012811524356098891e-01 5.930731315307611773e+00
5.016019531386775032e-01 5.929373706162193614e+00
5.019229591418863379e-01 5.928016250896966710e+00
5.022441705766194087e-01 5.926658949511936392e+00
5.025655875743462175e-01 5.925301802007097329e+00
5.028872102666178678e-01 5.923944808382455740e+00
5.032090387850723934e-01 5.922587968638004519e+00
5.035310732614295404e-01 5.921231282773748994e+00
5.038533138274952083e-01 5.919874750789685613e+00
5.041757606151581195e-01 5.918518372685818818e+00
5.044984137563931492e-01 5.917162148462143278e+00
5.048212733832576626e-01 5.915806078118663436e+00
5.051443396278955111e-01 5.914450161655375737e+00
5.054676126225331467e-01 5.913094399072284624e+00
5.057910924994836188e-01 5.911738790369384766e+00
5.061147793911427994e-01 5.910383335546680605e+00
5.064386734299930470e-01 5.909028034604168589e+00
5.067627747485995426e-01 5.907672887541852269e+00
5.070870834796145088e-01 5.906317894359728093e+00
5.074115997557729907e-01 5.904963055057799615e+00
5.077363237098961868e-01 5.903608369636065056e+00
5.080612554748905607e-01 5.902253838094522642e+00
5.083863951837462869e-01 5.900899460433175925e+00
5.087117429695404702e-01 5.899545236652020463e+00
5.090372989654330382e-01 5.898191166751062475e+00
5.093630633046718481e-01 5.896837250730294855e+00
5.096890361205873576e-01 5.895483488589723819e+00
5.100152175465978432e-01 5.894129880329344040e+00
5.103416077162046260e-01 5.892776425949160846e+00
5.106682067629967348e-01 5.891423125449168907e+00
5.109950148206463538e-01 5.890069978829373554e+00
5.113220320229135973e-01 5.888716986089770344e+00
5.116492585036418461e-01 5.887364147230361944e+00
5.119766943967624107e-01 5.886011462251146575e+00
5.123043398362902012e-01 5.884658931152126016e+00
5.126321949563277247e-01 5.883306553933298488e+00
5.129602598910615319e-01 5.881954330594665770e+00
5.132885347747662141e-01 5.880602261136225195e+00
5.136170197417996297e-01 5.879250345557981206e+00
5.139457149266083436e-01 5.877898583859927584e+00
5.142746204637225205e-01 5.876546976042071435e+00
5.146037364877606990e-01 5.875195522104406542e+00
5.149330631334252395e-01 5.873844222046938235e+00
5.152626005355072092e-01 5.872493075869660295e+00
5.155923488288812750e-01 5.871142083572579828e+00
5.159223081485104778e-01 5.869791245155692394e+00
5.162524786294441226e-01 5.868440560618996216e+00
5.165828604068160024e-01 5.867090029962497510e+00
5.169134536158490612e-01 5.865739653186189173e+00
5.172442583918502867e-01 5.864389430290077421e+00
5.175752748702153738e-01 5.863039361274157812e+00
5.179065031864249491e-01 5.861689446138433901e+00
5.182379434760479020e-01 5.860339684882902134e+00
5.185695958747380541e-01 5.858990077507566063e+00
5.189014605182381557e-01 5.857640624012421249e+00
5.192335375423756672e-01 5.856291324397473907e+00
5.195658270830673109e-01 5.854942178662716934e+00
5.198983292763141861e-01 5.853593186808156545e+00
5.202310442582069872e-01 5.852244348833787413e+00
5.205639721649211182e-01 5.850895664739614865e+00
5.208971131327214676e-01 5.849547134525633574e+00
5.212304672979577447e-01 5.848198758191848867e+00
5.215640347970693647e-01 5.846850535738255417e+00
5.218978157665807860e-01 5.845502467164857663e+00
5.222318103431056180e-01 5.844154552471652053e+00
5.225660186633432902e-01 5.842806791658643029e+00
5.229004408640828272e-01 5.841459184725825260e+00
5.232350770821981856e-01 5.840111731673204076e+00
5.235699274546530280e-01 5.838764432500775925e+00
5.239049921184982805e-01 5.837417287208539918e+00
5.242402712108712448e-01 5.836070295796499607e+00
5.245757648689988173e-01 5.834723458264652329e+00
5.249114732301941588e-01 5.833376774612998972e+00
5.252473964318596922e-01 5.832030244841538646e+00
5.255835346114843265e-01 5.830683868950274018e+00
5.259198879066464549e-01 5.829337646939201534e+00
5.262564564550108459e-01 5.827991578808325634e+00
5.265932403943324180e-01 5.826645664557640103e+00
5.269302398624520212e-01 5.825299904187151157e+00
5.272674549973008773e-01 5.823954297696854354e+00
5.276048859368962507e-01 5.822608845086753249e+00
5.279425328193461109e-01 5.821263546356843399e+00
5.282803957828444696e-01 5.819918401507130135e+00
5.286184749656760440e-01 5.818573410537608126e+00
5.289567705062115932e-01 5.817228573448283591e+00
5.292952825429131369e-01 5.815883890239149423e+00
5.296340112143286261e-01 5.814539360910211840e+00
5.299729566590971608e-01 5.813194985461465514e+00
5.303121190159442166e-01 5.811850763892915772e+00
5.306514984236863075e-01 5.810506696204557286e+00
5.309910950212265446e-01 5.809162782396395386e+00
5.313309089475594105e-01 5.807819022468424741e+00
5.316709403417655411e-01 5.806475416420649793e+00
5.320111893430167216e-01 5.805131964253069654e+00
5.323516560905736661e-01 5.803788665965680771e+00
5.326923407237846853e-01 5.802445521558488473e+00
5.330332433820891280e-01 5.801102531031487430e+00
5.333743642050136069e-01 5.799759694384682085e+00
5.337157033321763278e-01 5.798417011618068884e+00
5.340572609032825380e-01 5.797074482731651379e+00
5.343990370581289673e-01 5.795732107725426019e+00
5.347410319365997200e-01 5.794389886599397244e+00
5.350832456786707159e-01 5.793047819353558836e+00
5.354256784244051381e-01 5.791705905987917902e+00
5.357683303139579856e-01 5.790364146502467335e+00
5.361112014875718534e-01 5.789022540897213354e+00
5.364542920855811525e-01 5.787681089172151516e+00
5.367976022484080012e-01 5.786339791327285376e+00
5.371411321165666664e-01 5.784998647362610491e+00
5.374848818306587894e-01 5.783657657278133080e+00
5.378288515313787155e-01 5.782316821073846036e+00
5.381730413595081641e-01 5.780976138749755577e+00
5.385174514559212255e-01 5.779635610305857263e+00
5.388620819615803637e-01 5.778295235742153757e+00
5.392069330175399688e-01 5.776955015058642395e+00
5.395520047649425832e-01 5.775614948255327619e+00
5.398972973450230084e-01 5.774275035332206762e+00
5.402428108991059741e-01 5.772935276289278050e+00
5.405885455686055829e-01 5.771595671126544147e+00
5.409345014950280861e-01 5.770256219844002388e+00
5.412806788199684416e-01 5.768916922441656325e+00
5.416270776851141999e-01 5.767577778919503295e+00
5.419736982322415075e-01 5.766238789277545074e+00
5.423205406032194364e-01 5.764899953515779885e+00
5.426676049400057655e-01 5.763561271634209504e+00
5.430148913846510883e-01 5.762222743632831268e+00
5.433624000792948161e-01 5.760884369511648728e+00
5.437101311661695080e-01 5.759546149270658333e+00
5.440580847875965409e-01 5.758208082909864522e+00
5.444062610859906615e-01 5.756870170429261968e+00
5.447546602038555452e-01 5.755532411828854222e+00
5.451032822837880154e-01 5.754194807108639509e+00
5.454521274684741572e-01 5.752857356268621380e+00
5.458011959006937586e-01 5.751520059308793620e+00
5.461504877233154254e-01 5.750182916229162444e+00
5.465000030793014663e-01 5.748845927029723413e+00
5.468497421117037849e-01 5.747509091710480078e+00
5.471997049636675436e-01 5.746172410271428888e+00
5.475498917784277220e-01 5.744835882712573394e+00
5.479003026993124470e-01 5.743499509033911821e+00
5.482509378697416613e-01 5.742163289235441503e+00
5.486017974332252356e-01 5.740827223317167771e+00
5.489528815333672984e-01 5.739491311279085295e+00
5.493041903138616844e-01 5.738155553121198515e+00
5.496557239184960419e-01 5.736819948843504768e+00
5.500074824911481697e-01 5.735484498446006718e+00
5.503594661757903461e-01 5.734149201928699924e+00
5.507116751164841117e-01 5.732814059291589714e+00
5.510641094573861531e-01 5.731479070534669873e+00
5.514167693427425299e-01 5.730144235657947505e+00
5.517696549168943365e-01 5.728809554661416392e+00
5.521227663242725958e-01 5.727475027545081865e+00
5.524761037094029215e-01 5.726140654308938593e+00
5.528296672169015213e-01 5.724806434952991019e+00
5.531834569914789723e-01 5.723472369477235588e+00
5.535374731779364454e-01 5.722138457881676743e+00
5.538917159211699248e-01 5.720804700166309154e+00
5.542461853661660998e-01 5.719471096331137261e+00
5.546008816580062506e-01 5.718137646376157512e+00
5.549558049418628070e-01 5.716804350301373461e+00
5.553109553630029005e-01 5.715471208106781553e+00
5.556663330667847012e-01 5.714138219792384454e+00
5.560219381986613030e-01 5.712805385358180388e+00
5.563777709041769493e-01 5.711472704804172018e+00
5.567338313289705853e-01 5.710140178130357569e+00
5.570901196187743043e-01 5.708807805336735264e+00
5.574466359194121257e-01 5.707475586423307767e+00
5.578033803768028820e-01 5.706143521390074191e+00
5.581603531369574434e-01 5.704811610237034536e+00
5.585175543459817149e-01 5.703479852964187913e+00
5.588749841500733062e-01 5.702148249571536098e+00
5.592326426955251950e-01 5.700816800059077316e+00
5.595905301287219524e-01 5.699485504426813343e+00
5.599486465961441839e-01 5.698154362674742401e+00
5.603069922443637552e-01 5.696823374802866269e+00
5.606655672200488993e-01 5.695492540811182280e+00
5.610243716699591099e-01 5.694161860699694877e+00
5.613834057409502476e-01 5.692831334468398730e+00
5.617426695799698777e-01 5.691500962117299167e+00
5.621021633340618218e-01 5.690170743646390861e+00
5.624618871503618278e-01 5.688840679055679139e+00
5.628218411761020112e-01 5.687510768345158674e+00
5.631820255586065249e-01 5.686181011514833905e+00
5.635424404452957781e-01 5.684851408564701281e+00
5.639030859836825504e-01 5.683521959494764353e+00
5.642639623213763223e-01 5.682192664305019569e+00
5.646250696060786112e-01 5.680863522995470483e+00
5.649864079855870802e-01 5.679534535566115316e+00
5.653479776077942054e-01 5.678205702016952294e+00
5.657097786206853884e-01 5.676877022347984969e+00
5.660718111723429535e-01 5.675548496559209788e+00
5.664340754109413734e-01 5.674220124650630304e+00
5.667965714847528202e-01 5.672891906622242963e+00
5.671592995421417260e-01 5.671563842474051320e+00
5.675222597315697781e-01 5.670235932206050933e+00
5.678854522015915895e-01 5.668908175818247130e+00
5.682488771008588069e-01 5.667580573310634584e+00
5.686125345781160023e-01 5.666253124683218623e+00
5.689764247822054477e-01 5.664925829935994805e+00
5.693405478620623406e-01 5.663598689068966685e+00
5.697049039667193560e-01 5.662271702082129821e+00
5.700694932453019836e-01 5.660944868975488653e+00
5.704343158470340791e-01 5.659618189749040518e+00
5.707993719212320904e-01 5.658291664402788079e+00
5.711646616173108315e-01 5.656965292936726897e+00
5.715301850847780418e-01 5.655639075350861411e+00
5.718959424732396046e-01 5.654313011645188958e+00
5.722619339323949950e-01 5.652987101819711313e+00
5.726281596120413875e-01 5.651661345874425812e+00
5.729946196620697707e-01 5.650335743809336009e+00
5.733613142324696099e-01 5.649010295624438349e+00
5.737282434733235181e-01 5.647685001319736386e+00
5.740954075348121410e-01 5.646359860895229232e+00
5.744628065672126027e-01 5.645034874350912446e+00
5.748304407208956190e-01 5.643710041686793133e+00
5.751983101463312709e-01 5.642385362902865076e+00
5.755664149940833418e-01 5.641060837999132715e+00
5.759347554148140924e-01 5.639736466975592499e+00
5.763033315592800410e-01 5.638412249832247980e+00
5.766721435783365157e-01 5.637088186569094717e+00
5.770411916229331029e-01 5.635764277186138038e+00
5.774104758441180874e-01 5.634440521683373504e+00
5.777799963930344562e-01 5.633116920060804667e+00
5.781497534209238953e-01 5.631793472318427085e+00
5.785197470791229035e-01 5.630470178456246089e+00
5.788899775190666785e-01 5.629147038474257236e+00
5.792604448922855642e-01 5.627824052372463193e+00
5.796311493504087142e-01 5.626501220150862181e+00
5.800020910451604284e-01 5.625178541809455979e+00
5.803732701283639273e-01 5.623856017348242808e+00
5.807446867519377998e-01 5.622533646767224447e+00
5.811163410678998886e-01 5.621211430066399117e+00
5.814882332283628497e-01 5.619889367245768597e+00
