# COSEBI weights for En in Real space
# lowest theta boundary = 0.5
# highest theta boundary = 300
# number of COSEBI modes = 20
# theta[arcmin]      T_-(theta)
5.000000000000001110e-01 -2.714712263405471049e+01
5.003199808146676641e-01 -2.632007936942409998e+01
5.006401664047791522e-01 -2.550589611274882529e+01
5.009605569013820814e-01 -2.470449558025204695e+01
5.012811524356098891e-01 -2.391575357207577568e+01
5.016019531386775032e-01 -2.313946342107806231e+01
5.019229591418863379e-01 -2.237547916164147921e+01
5.022441705766194087e-01 -2.162368864758736464e+01
5.025655875743462175e-01 -2.088401692333632553e+01
5.028872102666178678e-01 -2.015634727689393912e+01
5.032090387850723934e-01 -1.944047926305540841e+01
5.035310732614295404e-01 -1.873627054821153237e+01
5.038533138274952083e-01 -1.804361330807450159e+01
5.041757606151581195e-01 -1.736243681002842365e+01
5.044984137563931492e-01 -1.669263005548008039e+01
5.048212733832576626e-01 -1.603400052517813279e+01
5.051443396278955111e-01 -1.538641148280389714e+01
5.054676126225331467e-01 -1.474975969854829749e+01
5.057910924994836188e-01 -1.412397746811156196e+01
5.061147793911427994e-01 -1.350895816882648504e+01
5.064386734299930470e-01 -1.290451661066217959e+01
5.067627747485995426e-01 -1.231052147654760986e+01
5.070870834796145088e-01 -1.172687397251265828e+01
5.074115997557729907e-01 -1.115350932703968923e+01
5.077363237098961868e-01 -1.059032514455430984e+01
5.080612554748905607e-01 -1.003714334677630049e+01
5.083863951837462869e-01 -9.493837862518466508e+00
5.087117429695404702e-01 -8.960314178911232830e+00
5.090372989654330382e-01 -8.436510364763231351e+00
5.093630633046718481e-01 -7.922328106911013634e+00
5.096890361205873576e-01 -7.417596226771725476e+00
5.100152175465978432e-01 -6.922193730600305628e+00
5.103416077162046260e-01 -6.436030236212041622e+00
5.106682067629967348e-01 -5.959046561973080358e+00
5.109950148206463538e-01 -5.491148337009705394e+00
5.113220320229135973e-01 -5.032171075201858024e+00
5.116492585036418461e-01 -4.581998697819173572e+00
5.119766943967624107e-01 -4.140544805285493624e+00
5.123043398362902012e-01 -3.707752878471843871e+00
5.126321949563277247e-01 -3.283532352871420645e+00
5.129602598910615319e-01 -2.867725232268704350e+00
5.132885347747662141e-01 -2.460220193061553040e+00
5.136170197417996297e-01 -2.060934679446564388e+00
5.139457149266082325e-01 -1.669814744246986837e+00
5.142746204637225205e-01 -1.286773499877897908e+00
5.146037364877606990e-01 -9.116592439594617403e-01
5.149330631334252395e-01 -5.443652516830357335e-01
5.152626005355072092e-01 -1.848126727384502566e-01
5.155923488288812750e-01 1.670499507592539956e-01
5.159223081485104778e-01 5.113059583725583224e-01
5.162524786294441226e-01 8.481009507032211125e-01
5.165828604068160024e-01 1.177537203649626774e+00
5.169134536158490612e-01 1.499689994916356683e+00
5.172442583918502867e-01 1.814608378461316063e+00
5.175752748702153738e-01 2.122372266290015297e+00
5.179065031864249491e-01 2.423121347003866610e+00
5.182379434760479020e-01 2.716953592790492422e+00
5.185695958747380541e-01 3.003940838163723370e+00
5.189014605182381557e-01 3.284129813733369208e+00
5.192335375423756672e-01 3.557597125943903649e+00
5.195658270830673109e-01 3.824476731120515893e+00
5.198983292763141861e-01 4.084862441552168377e+00
5.202310442582069872e-01 4.338822773404881872e+00
5.205639721649211182e-01 4.586402214964787838e+00
5.208971131327214676e-01 4.827674180419585959e+00
5.212304672979577447e-01 5.062767073290928010e+00
5.215640347970693647e-01 5.291770684792538759e+00
5.218978157665807860e-01 5.514750332644098307e+00
5.222318103431056180e-01 5.731748342025088760e+00
5.225660186633432902e-01 5.942835046567184420e+00
5.229004408640828272e-01 6.148133470575753989e+00
5.232350770821981856e-01 6.347729517243568154e+00
5.235699274546530280e-01 6.541685426973348427e+00
5.239049921184982805e-01 6.730041435661219928e+00
5.242402712108712448e-01 6.912864904279507172e+00
5.245757648689988173e-01 7.090273648214331814e+00
5.249114732301941588e-01 7.262349813377926289e+00
5.252473964318596922e-01 7.429152675989051602e+00
5.255835346114843265e-01 7.590720457514645858e+00
5.259198879066464549e-01 7.747117652078205907e+00
5.262564564550108459e-01 7.898457030471271345e+00
5.265932403943324180e-01 8.044817108586981291e+00
5.269302398624520212e-01 8.186254308158071424e+00
5.272674549973008773e-01 8.322804910496397923e+00
5.276048859368962507e-01 8.454530643517472299e+00
5.279425328193461109e-01 8.581539393220289469e+00
5.282803957828444696e-01 8.703906169994292341e+00
5.286184749656760440e-01 8.821684648937065276e+00
5.289567705062115932e-01 8.934909240981509626e+00
5.292952825429131369e-01 9.043639006400644220e+00
5.296340112143286261e-01 9.147977103869902038e+00
5.299729566590971608e-01 9.247995157125062704e+00
5.303121190159442166e-01 9.343744198880958862e+00
5.306514984236863075e-01 9.435256839588417321e+00
5.309910950212265446e-01 9.522589565696618408e+00
5.313309089475594105e-01 9.605840962175120623e+00
5.316709403417655411e-01 9.685079382597862718e+00
5.320111893430167216e-01 9.760353317489549596e+00
5.323516560905736661e-01 9.831693644651993580e+00
5.326923407237846853e-01 9.899154369114262053e+00
5.330332433820891280e-01 9.962829650268195891e+00
5.333743642050136069e-01 1.002278468502566788e+01
