# COSEBI weights for En in Real space
# lowest theta boundary = 0.5
# highest theta boundary = 0.5
# number of COSEBI modes = 20
# theta[arcmin]      T_+(theta)
5.000000000000001110e-01 2.041342336819548819e+01
5.003199808146676641e-01 2.024619438967589957e+01
5.006401664047791522e-01 2.007967900900097291e+01
5.009605569013820814e-01 1.991387518946511648e+01
5.012811524356098891e-01 1.974878089859641150e+01
5.016019531386775032e-01 1.958439410815233117e+01
5.019229591418863379e-01 1.942071279411056395e+01
5.022441705766194087e-01 1.925773493666496350e+01
5.025655875743462175e-01 1.909545852021645729e+01
5.028872102666178678e-01 1.893388153336898938e+01
5.032090387850723934e-01 1.877300196892025852e+01
5.035310732614295404e-01 1.861281782385779948e+01
5.038533138274952083e-01 1.845332709935020787e+01
5.041757606151581195e-01 1.829452780074229068e+01
5.044984137563931492e-01 1.813641793754686660e+01
5.048212733832576626e-01 1.797899552344007290e+01
5.051443396278955111e-01 1.782225857625288157e+01
5.054676126225331467e-01 1.766620511796650561e+01
5.057910924994836188e-01 1.751083317470395428e+01
5.061147793911427994e-01 1.735614077672537903e+01
5.064386734299930470e-01 1.720212595841983116e+01
5.067627747485995426e-01 1.704878675830052615e+01
5.070870834796145088e-01 1.689612121899640229e+01
5.074115997557729907e-01 1.674412738724764083e+01
5.077363237098961868e-01 1.659280331389764385e+01
5.080612554748905607e-01 1.644214705388703024e+01
5.083863951837462869e-01 1.629215666624791226e+01
5.087117429695404702e-01 1.614283021409598007e+01
5.090372989654330382e-01 1.599416576462596851e+01
5.093630633046718481e-01 1.584616138910292449e+01
5.096890361205873576e-01 1.569881516285821377e+01
5.100152175465978432e-01 1.555212516528076883e+01
5.103416077162046260e-01 1.540608947981285048e+01
5.106682067629967348e-01 1.526070619394157646e+01
5.109950148206463538e-01 1.511597339919457639e+01
5.113220320229135973e-01 1.497188919113151151e+01
5.116492585036418461e-01 1.482845166933977410e+01
5.119766943967624107e-01 1.468565893742608353e+01
5.123043398362902012e-01 1.454350910301203825e+01
5.126321949563277247e-01 1.440200027772604408e+01
5.129602598910615319e-01 1.426113057719851973e+01
5.132885347747662141e-01 1.412089812105385889e+01
5.136170197417996297e-01 1.398130103290615622e+01
5.139457149266082325e-01 1.384233744035063296e+01
5.142746204637225205e-01 1.370400547495926880e+01
5.146037364877606990e-01 1.356630327227296462e+01
5.149330631334252395e-01 1.342922897179670549e+01
5.152626005355072092e-01 1.329278071699147290e+01
5.155923488288812750e-01 1.315695665527004898e+01
5.159223081485104778e-01 1.302175493798878847e+01
5.162524786294441226e-01 1.288717372044223275e+01
5.165828604068160024e-01 1.275321116185758186e+01
5.169134536158490612e-01 1.261986542538656231e+01
5.172442583918502867e-01 1.248713467810126687e+01
5.175752748702153738e-01 1.235501709098604195e+01
5.179065031864249491e-01 1.222351083893279444e+01
5.182379434760479020e-01 1.209261410073344578e+01
5.185695958747380541e-01 1.196232505907505228e+01
5.189014605182381557e-01 1.183264190053203535e+01
5.192335375423756672e-01 1.170356281556165001e+01
5.195658270830673109e-01 1.157508599849603037e+01
5.198983292763141861e-01 1.144720964753790149e+01
5.202310442582069872e-01 1.131993196475241170e+01
5.205639721649211182e-01 1.119325115606284449e+01
5.208971131327214676e-01 1.106716543124264795e+01
5.212304672979577447e-01 1.094167300391105435e+01
5.215640347970693647e-01 1.081677209152510777e+01
5.218978157665807860e-01 1.069246091537528365e+01
5.222318103431056180e-01 1.056873770057782735e+01
5.225660186633432902e-01 1.044560067606988518e+01
5.229004408640828272e-01 1.032304807460199747e+01
5.232350770821981856e-01 1.020107813273371811e+01
5.235699274546530280e-01 1.007968909082575948e+01
5.239049921184982805e-01 9.958879193034825050e+00
5.242402712108712448e-01 9.838646687307823768e+00
5.245757648689988173e-01 9.718989825374661606e+00
5.249114732301941588e-01 9.599906862743351255e+00
5.252473964318596922e-01 9.481396058692908468e+00
5.255835346114843265e-01 9.363455676268269912e+00
5.259198879066464549e-01 9.246083982273205493e+00
5.262564564550108459e-01 9.129279247265364106e+00
5.265932403943324180e-01 9.013039745548939052e+00
5.269302398624520212e-01 8.897363755170108135e+00
5.272674549973008773e-01 8.782249557909487692e+00
5.276048859368962507e-01 8.667695439277611769e+00
5.279425328193461109e-01 8.553699688507339971e+00
5.282803957828444696e-01 8.440260598549459203e+00
5.286184749656760440e-01 8.327376466065112837e+00
5.289567705062115932e-01 8.215045591421398896e+00
5.292952825429131369e-01 8.103266278683650015e+00
5.296340112143286261e-01 7.992036835611242118e+00
5.299729566590971608e-01 7.881355573649925006e+00
5.303121190159442166e-01 7.771220807927428531e+00
5.306514984236863075e-01 7.661630857246008119e+00
5.309910950212265446e-01 7.552584044077943481e+00
5.313309089475594105e-01 7.444078694558082354e+00
5.316709403417655411e-01 7.336113138479587015e+00
5.320111893430167216e-01 7.228685709286424732e+00
5.323516560905736661e-01 7.121794744068178140e+00
5.326923407237846853e-01 7.015438583554557184e+00
5.330332433820891280e-01 6.909615572108431358e+00
5.333743642050136069e-01 6.804324057721122365e+00
5.337157033321763278e-01 6.699562392005186773e+00
5.340572609032825380e-01 6.595328930189937822e+00
5.343990370581289673e-01 6.491622031114245850e+00
5.347410319365997200e-01 6.388440057221898449e+00
5.350832456786707159e-01 6.285781374554444412e+00
5.354256784244051381e-01 6.183644352746689776e+00
5.357683303139579856e-01 6.082027365019526677e+00
5.361112014875718534e-01 5.980928788175337907e+00
5.364542920855811525e-01 5.880347002590949224e+00
5.367976022484080012e-01 5.780280392213005491e+00
5.371411321165666664e-01 5.680727344550878577e+00
5.374848818306587894e-01 5.581686250672250438e+00
5.378288515313787155e-01 5.483155505195775881e+00
5.381730413595081641e-01 5.385133506286836180e+00
5.385174514559212255e-01 5.287618655650330624e+00
5.388620819615803637e-01 5.190609358526035777e+00
5.392069330175399688e-01 5.094104023681842008e+00
5.395520047649425832e-01 4.998101063409054134e+00
5.398972973450230084e-01 4.902598893515492051e+00
5.402428108991059741e-01 4.807595933320401471e+00
5.405885455686055829e-01 4.713090605648861064e+00
5.409345014950280861e-01 4.619081336825296091e+00
5.412806788199684416e-01 4.525566556668692009e+00
5.416270776851141999e-01 4.432544698485827439e+00
5.419736982322415075e-01 4.340014199066639655e+00
5.423205406032194364e-01 4.247973498677367843e+00
5.426676049400057655e-01 4.156421041055972765e+00
5.430148913846510883e-01 4.065355273405367065e+00
5.433624000792948161e-01 3.974774646388785193e+00
5.437101311661695080e-01 3.884677614122979961e+00
5.440580847875965409e-01 3.795062634173668847e+00
5.444062610859906615e-01 3.705928167548709240e+00
5.447546602038555452e-01 3.617272678693582932e+00
5.451032822837880154e-01 3.529094635484669062e+00
5.454521274684741572e-01 3.441392509224588725e+00
5.458011959006937586e-01 3.354164774635457480e+00
5.461504877233154254e-01 3.267409909854482652e+00
5.465000030793014663e-01 3.181126396427121694e+00
5.468497421117037849e-01 3.095312719302492965e+00
5.471997049636675436e-01 3.009967366826865831e+00
5.475498917784277220e-01 2.925088830738900914e+00
5.479003026993124470e-01 2.840675606163252986e+00
5.482509378697416613e-01 2.756726191605309406e+00
5.486017974332252356e-01 2.673239088946059550e+00
5.489528815333672984e-01 2.590212803435492983e+00
5.493041903138616844e-01 2.507645843688113274e+00
5.496557239184960419e-01 2.425536721676412544e+00
5.500074824911481697e-01 2.343883952726179221e+00
5.503594661757903461e-01 2.262686055509944616e+00
5.507116751164841117e-01 2.181941552042651722e+00
5.510641094573861531e-01 2.101648967674776269e+00
5.514167693427425299e-01 2.021806831088118095e+00
5.517696549168943365e-01 1.942413674288995251e+00
5.521227663242725958e-01 1.863468032603898150e+00
5.524761037094029215e-01 1.784968444672923704e+00
5.528296672169015213e-01 1.706913452445183665e+00
5.531834569914789723e-01 1.629301601172469027e+00
5.535374731779364454e-01 1.552131439404603741e+00
5.538917159211699248e-01 1.475401518983039617e+00
5.542461853661660998e-01 1.399110395036287979e+00
5.546008816580062506e-01 1.323256625973603384e+00
5.549558049418628070e-01 1.247838773480282493e+00
5.553109553630029005e-01 1.172855402511442158e+00
5.556663330667847012e-01 1.098305081287364482e+00
5.560219381986613030e-01 1.024186381287231606e+00
5.563777709041769493e-01 9.504978772444956370e-01
5.567338313289705853e-01 8.772381471407053599e-01
5.570901196187743043e-01 8.044057722004296362e-01
5.574466359194121257e-01 7.319993368860792105e-01
5.578033803768028820e-01 6.600174288919260501e-01
5.581603531369574434e-01 5.884586391392664373e-01
5.585175543459817149e-01 5.173215617704290947e-01
5.588749841500733062e-01 4.466047941440556279e-01
5.592326426955251950e-01 3.763069368290007377e-01
5.595905301287219524e-01 3.064265935997048662e-01
5.599486465961441839e-01 2.369623714299574080e-01
5.603069922443637552e-01 1.679128804884788828e-01
5.606655672200488993e-01 9.927673413257563639e-02
5.610243716699591099e-01 3.105254890377997026e-02
