# COSEBI weights for En in Real space
# lowest theta boundary = 0.5
# highest theta boundary = 300
# number of COSEBI modes = 20
# theta[arcmin]      T_-(theta)
5.000000000000001110e-01 2.959457125525338839e+01
5.003199808146676641e-01 2.839004102765761317e+01
5.006401664047791522e-01 2.721680418432941195e+01
5.009605569013820814e-01 2.606363345036332291e+01
5.012811524356098891e-01 2.492696436825870521e+01
5.016019531386775032e-01 2.381689641943595248e+01
5.019229591418863379e-01 2.273393759208117970e+01
5.022441705766194087e-01 2.167957495454194472e+01
5.025655875743462175e-01 2.064402200621021422e+01
5.028872102666178678e-01 1.962396049056700775e+01
5.032090387850723934e-01 1.862881497949413401e+01
5.035310732614295404e-01 1.765891420466066108e+01
5.038533138274952083e-01 1.671553811497852848e+01
5.041757606151581195e-01 1.578982222642823707e+01
5.044984137563931492e-01 1.487860284360237451e+01
5.048212733832576626e-01 1.399049819739075318e+01
5.051443396278955111e-01 1.312581030330696130e+01
5.054676126225331467e-01 1.228568912101195565e+01
5.057910924994836188e-01 1.146208663790690352e+01
5.061147793911427994e-01 1.065200704591588377e+01
5.064386734299930470e-01 9.863337875823415146e+00
5.067627747485995426e-01 9.096355191124372297e+00
5.070870834796145088e-01 8.352086759465681354e+00
5.074115997557729907e-01 7.623247952562415719e+00
5.077363237098961868e-01 6.907014150516536333e+00
5.080612554748905607e-01 6.210579266539024701e+00
5.083863951837462869e-01 5.534194191206498914e+00
5.087117429695404702e-01 4.878771970849473227e+00
5.090372989654330382e-01 4.237740939731708067e+00
5.093630633046718481e-01 3.608449984443367509e+00
5.096890361205873576e-01 2.997435260126496637e+00
5.100152175465978432e-01 2.404923274646430631e+00
5.103416077162046260e-01 1.831719502559270296e+00
5.106682067629967348e-01 1.271917382079684522e+00
5.109950148206463538e-01 7.230407150819750939e-01
5.113220320229135973e-01 1.910025536992709938e-01
5.116492585036418461e-01 -3.239941781076947080e-01
5.119766943967624107e-01 -8.212447305648260532e-01
5.123043398362902012e-01 -1.306035969076927206e+00
5.126321949563277247e-01 -1.780668608770501038e+00
5.129602598910615319e-01 -2.239819223475540966e+00
5.132885347747662141e-01 -2.683307666102434208e+00
5.136170197417996297e-01 -3.110523364260263879e+00
5.139457149266082325e-01 -3.526176537075642159e+00
5.142746204637225205e-01 -3.932392627488015435e+00
5.146037364877606990e-01 -4.324405512632811366e+00
5.149330631334252395e-01 -4.702057010042257623e+00
5.152626005355072092e-01 -5.064824465193158431e+00
5.155923488288812750e-01 -5.416882242941929881e+00
5.159223081485104778e-01 -5.760181439626663291e+00
5.162524786294441226e-01 -6.090482045759501695e+00
5.165828604068160024e-01 -6.407647026053723494e+00
5.169134536158490612e-01 -6.711235663476674773e+00
5.172442583918502867e-01 -7.004925096758114478e+00
5.175752748702153738e-01 -7.290493657894663748e+00
5.179065031864249491e-01 -7.564197367569047259e+00
5.182379434760479020e-01 -7.825919518211396309e+00
5.185695958747380541e-01 -8.075295621185205164e+00
5.189014605182381557e-01 -8.315542139774439789e+00
5.192335375423756672e-01 -8.548266828384662119e+00
5.195658270830673109e-01 -8.770192738219598994e+00
5.198983292763141861e-01 -8.981222668188003411e+00
5.202310442582069872e-01 -9.181062909668820993e+00
5.205639721649211182e-01 -9.372503817315505970e+00
5.208971131327214676e-01 -9.556985299926441968e+00
5.212304672979577447e-01 -9.731669500643757686e+00
5.215640347970693647e-01 -9.896477904907815315e+00
5.218978157665807860e-01 -1.005118238891710547e+01
5.222318103431056180e-01 -1.019817986102624019e+01
5.225660186633432902e-01 -1.033874561613439980e+01
5.229004408640828272e-01 -1.047045398835098595e+01
5.232350770821981856e-01 -1.059324432981269304e+01
5.235699274546530280e-01 -1.070694915182822982e+01
5.239049921184982805e-01 -1.081360275806008531e+01
5.242402712108712448e-01 -1.091431951137490053e+01
5.245757648689988173e-01 -1.100706004844197672e+01
5.249114732301941588e-01 -1.109178077321435296e+01
5.252473964318596922e-01 -1.116837011759088760e+01
5.255835346114843265e-01 -1.123852888089192170e+01
5.259198879066464549e-01 -1.130321457968801724e+01
5.262564564550108459e-01 -1.136074925659077195e+01
5.265932403943324180e-01 -1.141110555549878214e+01
5.269302398624520212e-01 -1.145422334383471963e+01
5.272674549973008773e-01 -1.149149735052663246e+01
5.276048859368962507e-01 -1.152373269353698504e+01
5.279425328193461109e-01 -1.154958889211188833e+01
5.282803957828444696e-01 -1.156905402406904493e+01
5.286184749656760440e-01 -1.158211512786476938e+01
5.289567705062115932e-01 -1.158988670369103247e+01
5.292952825429131369e-01 -1.159302623926398823e+01
5.296340112143286261e-01 -1.159050774589019106e+01
5.299729566590971608e-01 -1.158233393609689976e+01
5.303121190159442166e-01 -1.156853496783170421e+01
5.306514984236863075e-01 -1.154996943292445444e+01
5.309910950212265446e-01 -1.152715223904795572e+01
5.313309089475594105e-01 -1.149934982752865764e+01
5.316709403417655411e-01 -1.146657875385598047e+01
