# Psi stats weights for clustering in Real space
# lowest theta boundary = 0.0001454441043328608
# highest theta boundary = 0.08726646259971647
# number of COSEBI modes = 6
# theta[arcmin]      U(theta)
5.340572609032825380e-01 2.828695793025942759e-05
5.343990370581289673e-01 2.828559879045086200e-05
5.347410319365997200e-01 2.828423881192267261e-05
5.350832456786707159e-01 2.828287799417749182e-05
5.354256784244051381e-01 2.828151633671765729e-05
5.357683303139579856e-01 2.828015383904551345e-05
5.361112014875718534e-01 2.827879050066265255e-05
5.364542920855811525e-01 2.827742632107061265e-05
5.367976022484080012e-01 2.827606129977050490e-05
5.371411321165666664e-01 2.827469543626377247e-05
5.374848818306587894e-01 2.827332873005084551e-05
5.378288515313787155e-01 2.827196118063232016e-05
5.381730413595081641e-01 2.827059278750823352e-05
5.385174514559212255e-01 2.826922355017850414e-05
5.388620819615803637e-01 2.826785346814299630e-05
5.392069330175399688e-01 2.826648254090094754e-05
5.395520047649425832e-01 2.826511076795144628e-05
5.398972973450230084e-01 2.826373814879340476e-05
5.402428108991059741e-01 2.826236468292537272e-05
5.405885455686055829e-01 2.826099036984564575e-05
5.409345014950280861e-01 2.825961520905214677e-05
5.412806788199684416e-01 2.825823920004277159e-05
5.416270776851141999e-01 2.825686234231517886e-05
5.419736982322415075e-01 2.825548463536625132e-05
5.423205406032194364e-01 2.825410607869294967e-05
5.426676049400057655e-01 2.825272667179232945e-05
5.430148913846510883e-01 2.825134641416036203e-05
5.433624000792948161e-01 2.824996530529348969e-05
5.437101311661695080e-01 2.824858334468737886e-05
5.440580847875965409e-01 2.824720053183786875e-05
5.444062610859906615e-01 2.824581686623991428e-05
5.447546602038555452e-01 2.824443234738873462e-05
5.451032822837880154e-01 2.824304697477934907e-05
5.454521274684741572e-01 2.824166074790579434e-05
5.458011959006937586e-01 2.824027366626274754e-05
5.461504877233154254e-01 2.823888572934390995e-05
5.465000030793014663e-01 2.823749693664303031e-05
5.468497421117037849e-01 2.823610728765359648e-05
5.471997049636675436e-01 2.823471678186859147e-05
5.475498917784277220e-01 2.823332541878104912e-05
5.479003026993124470e-01 2.823193319788347812e-05
5.482509378697416613e-01 2.823054011866829905e-05
5.486017974332252356e-01 2.822914618062750898e-05
5.489528815333672984e-01 2.822775138325273229e-05
5.493041903138616844e-01 2.822635572603580343e-05
5.496557239184960419e-01 2.822495920846762509e-05
5.500074824911481697e-01 2.822356183003934055e-05
5.503594661757903461e-01 2.822216359024174747e-05
5.507116751164841117e-01 2.822076448856497945e-05
5.510641094573861531e-01 2.821936452449925141e-05
5.514167693427425299e-01 2.821796369753460886e-05
5.517696549168943365e-01 2.821656200716053488e-05
5.521227663242725958e-01 2.821515945286624488e-05
5.524761037094029215e-01 2.821375603414097460e-05
5.528296672169015213e-01 2.821235175047330249e-05
5.531834569914789723e-01 2.821094660135196286e-05
5.535374731779364454e-01 2.820954058626491752e-05
5.538917159211699248e-01 2.820813370470017230e-05
5.542461853661660998e-01 2.820672595614547219e-05
5.546008816580062506e-01 2.820531734008837918e-05
5.549558049418628070e-01 2.820390785601562859e-05
5.553109553630029005e-01 2.820249750341426742e-05
5.556663330667847012e-01 2.820108628177101404e-05
5.560219381986613030e-01 2.819967419057197016e-05
5.563777709041769493e-01 2.819826122930314604e-05
5.567338313289705853e-01 2.819684739745032491e-05
5.570901196187743043e-01 2.819543269449914093e-05
5.574466359194121257e-01 2.819401711993467938e-05
5.578033803768028820e-01 2.819260067324174773e-05
5.581603531369574434e-01 2.819118335390498063e-05
5.585175543459817149e-01 2.818976516140887383e-05
5.588749841500733062e-01 2.818834609523771979e-05
5.592326426955251950e-01 2.818692615487475726e-05
5.595905301287219524e-01 2.818550533980403137e-05
5.599486465961441839e-01 2.818408364950863857e-05
5.603069922443637552e-01 2.818266108347160077e-05
5.606655672200488993e-01 2.818123764117552653e-05
5.610243716699591099e-01 2.817981332210296003e-05
5.613834057409502476e-01 2.817838812573587626e-05
5.617426695799698777e-01 2.817696205155638910e-05
5.621021633340618218e-01 2.817553509904615843e-05
5.624618871503618278e-01 2.817410726768620040e-05
5.628218411761020112e-01 2.817267855695764972e-05
5.631820255586065249e-01 2.817124896634143444e-05
5.635424404452957781e-01 2.816981849531785580e-05
5.639030859836825504e-01 2.816838714336723199e-05
5.642639623213763223e-01 2.816695490996956269e-05
5.646250696060786112e-01 2.816552179460449185e-05
5.649864079855870802e-01 2.816408779675122975e-05
5.653479776077942054e-01 2.816265291588909505e-05
5.657097786206853884e-01 2.816121715149676609e-05
5.660718111723429535e-01 2.815978050305282970e-05
5.664340754109413734e-01 2.815834297003549667e-05
5.667965714847528202e-01 2.815690455192285238e-05
5.671592995421417260e-01 2.815546524819269764e-05
5.675222597315697781e-01 2.815402505832231486e-05
5.678854522015915895e-01 2.815258398178873236e-05
5.682488771008588069e-01 2.815114201806910718e-05
5.686125345781160023e-01 2.814969916663994246e-05
5.689764247822054477e-01 2.814825542697750081e-05
5.693405478620623406e-01 2.814681079855769583e-05
5.697049039667193560e-01 2.814536528085660375e-05
5.700694932453019836e-01 2.814391887334942669e-05
5.704343158470340791e-01 2.814247157551158019e-05
5.707993719212320904e-01 2.814102338681778864e-05
5.711646616173108315e-01 2.813957430674264427e-05
5.715301850847780418e-01 2.813812433476085452e-05
5.718959424732396046e-01 2.813667347034612054e-05
5.722619339323949950e-01 2.813522171297251959e-05
5.726281596120413875e-01 2.813376906211334624e-05
5.729946196620697707e-01 2.813231551724191542e-05
5.733613142324696099e-01 2.813086107783133535e-05
5.737282434733235181e-01 2.812940574335411796e-05
5.740954075348121410e-01 2.812794951328269726e-05
5.744628065672126027e-01 2.812649238708928023e-05
5.748304407208956190e-01 2.812503436424553855e-05
5.751983101463312709e-01 2.812357544422318793e-05
5.755664149940833418e-01 2.812211562649330373e-05
5.759347554148140924e-01 2.812065491052698503e-05
5.763033315592800410e-01 2.811919329579508356e-05
5.766721435783365157e-01 2.811773078176796995e-05
5.770411916229331029e-01 2.811626736791545918e-05
5.774104758441180874e-01 2.811480305370778974e-05
5.777799963930344562e-01 2.811333783861460719e-05
5.781497534209238953e-01 2.811187172210494046e-05
5.785197470791229035e-01 2.811040470364774394e-05
5.788899775190666785e-01 2.810893678271224983e-05
5.792604448922855642e-01 2.810746795876643337e-05
5.796311493504087142e-01 2.810599823127853404e-05
5.800020910451604284e-01 2.810452759971660499e-05
5.803732701283639273e-01 2.810305606354828261e-05
5.807446867519377998e-01 2.810158362224063751e-05
5.811163410678998886e-01 2.810011027526096387e-05
5.814882332283628497e-01 2.809863602207593927e-05
5.818603633855394808e-01 2.809716086215210235e-05
5.822327316917371709e-01 2.809568479495545983e-05
5.826053382993628960e-01 2.809420781995212006e-05
5.829781833609207764e-01 2.809272993660763237e-05
5.833512670290111890e-01 2.809125114438736309e-05
5.837245894563343196e-01 2.808977144275645499e-05
5.840981507956857222e-01 2.808829083117943414e-05
5.844719511999612038e-01 2.808680930912095541e-05
5.848459908221517178e-01 2.808532687604538226e-05
5.852202698153489147e-01 2.808384353141626840e-05
5.855947883327399239e-01 2.808235927469768931e-05
5.859695465276119064e-01 2.808087410535261254e-05
5.863445445533485012e-01 2.807938802284436818e-05
5.867197825634331565e-01 2.807790102663571373e-05
5.870952607114455768e-01 2.807641311618906110e-05
5.874709791510659418e-01 2.807492429096670021e-05
5.878469380360705765e-01 2.807343455043042295e-05
5.882231375203363921e-01 2.807194389404222109e-05
5.885995777578364452e-01 2.807045232126305302e-05
5.889762589026449335e-01 2.806895983155432777e-05
5.893531811089318673e-01 2.806746642437667847e-05
5.897303445309687309e-01 2.806597209919059935e-05
5.901077493231230431e-01 2.806447685545640844e-05
5.904853956398637971e-01 2.806298069263386135e-05
5.908632836357560203e-01 2.806148361018301864e-05
5.912414134654658815e-01 2.805998560756277869e-05
5.916197852837581372e-01 2.805848668423239909e-05
5.919983992454952437e-01 2.805698683965083921e-05
5.923772555056406874e-01 2.805548607327647232e-05
5.927563542192550994e-01 2.805398438456742772e-05
5.931356955415004739e-01 2.805248177298183134e-05
5.935152796276360609e-01 2.805097823797722970e-05
5.938951066330223627e-01 2.804947377901101691e-05
5.942751767131173590e-01 2.804796839554021096e-05
5.946554900234807262e-01 2.804646208702175870e-05
5.950360467197691738e-01 2.804495485291215974e-05
5.954168469577416634e-01 2.804344669266731061e-05
5.957978908932543005e-01 2.804193760574356524e-05
5.961791786822653316e-01 2.804042759159624078e-05
5.965607104808304806e-01 2.803891664968089157e-05
5.969424864451076118e-01 2.803740477945255692e-05
5.973245067313524004e-01 2.803589198036608306e-05
5.977067714959225508e-01 2.803437825187580118e-05
5.980892808952735784e-01 2.803286359343593748e-05
5.984720350859638049e-01 2.803134800450067407e-05
5.988550342246489189e-01 2.802983148452335284e-05
5.992382784680874153e-01 2.802831403295730889e-05
5.996217679731357109e-01 2.802679564925583666e-05
6.000055028967532511e-01 2.802527633287164107e-05
6.003894833959970700e-01 2.802375608325701704e-05
6.007737096280267863e-01 2.802223489986431035e-05
6.011581817501026048e-01 2.802071278214550423e-05
6.015428999195835402e-01 2.801918972955194157e-05
6.019278642939316359e-01 2.801766574153524646e-05
6.023130750307073011e-01 2.801614081754630098e-05
6.026985322875744178e-01 2.801461495703579411e-05
6.030842362222950115e-01 2.801308815945441143e-05
6.034701869927346918e-01 2.801156042425200166e-05
6.038563847568577669e-01 2.801003175087883024e-05
6.042428296727317960e-01 2.800850213878414618e-05
6.046295218985231479e-01 2.800697158741751700e-05
6.050164615925019973e-01 2.800544009622781561e-05
6.054036489130372178e-01 2.800390766466389462e-05
6.057910840186015999e-01 2.800237429217397305e-05
6.061787670677668549e-01 2.800083997820626314e-05
6.065666982192084999e-01 2.799930472220873997e-05
6.069548776317011951e-01 2.799776852362883652e-05
6.073433054641238504e-01 2.799623138191404675e-05
6.077319818754544078e-01 2.799469329651090577e-05
6.081209070247750592e-01 2.799315426686668055e-05
6.085100810712673614e-01 2.799161429242726245e-05
6.088995041742171210e-01 2.799007337263917982e-05
6.092891764930098430e-01 2.798853150694792763e-05
6.096790981871350601e-01 2.798698869479926171e-05
6.100692694161824470e-01 2.798544493563838567e-05
6.104596903398452623e-01 2.798390022891030318e-05
6.108503611179191273e-01 2.798235457405938434e-05
6.112412819103001382e-01 2.798080797053017544e-05
6.116324528769888635e-01 2.797926041776690429e-05
6.120238741780861247e-01 2.797771191521304651e-05
6.124155459737977703e-01 2.797616246231240979e-05
6.128074684244293469e-01 2.797461205850787345e-05
6.131996416903915392e-01 2.797306070324283181e-05
6.135920659321953963e-01 2.797150839595933749e-05
6.139847413104571050e-01 2.796995513610006314e-05
6.143776679858929946e-01 2.796840092310705800e-05
6.147708461193248652e-01 2.796684575642174449e-05
6.151642758716749926e-01 2.796528963548596179e-05
6.155579574039712343e-01 2.796373255974069863e-05
6.159518908773417012e-01 2.796217452862661512e-05
6.163460764530201974e-01 2.796061554158464242e-05
6.167405142923413353e-01 2.795905559805487479e-05
6.171352045567454203e-01 2.795749469747721679e-05
6.175301474077735664e-01 2.795593283929174915e-05
6.179253430070728026e-01 2.795437002293734303e-05
6.183207915163909663e-01 2.795280624785341169e-05
6.187164930975822541e-01 2.795124151347868740e-05
6.191124479126014490e-01 2.794967581925176687e-05
6.195086561235091382e-01 2.794810916461082671e-05
6.199051178924697147e-01 2.794654154899370809e-05
6.203018333817493790e-01 2.794497297183827589e-05
6.206988027537204688e-01 2.794340343258152088e-05
6.210960261708571295e-01 2.794183293066105045e-05
6.214935037957395325e-01 2.794026146551301508e-05
6.218912357910497679e-01 2.793868903657443603e-05
6.222892223195765071e-01 2.793711564328094202e-05
6.226874635442097849e-01 2.793554128506866321e-05
6.230859596279466617e-01 2.793396596137331643e-05
6.234847107338860051e-01 2.793238967162999846e-05
6.238837170252333753e-01 2.793081241527369427e-05
6.242829786652964730e-01 2.792923419173927026e-05
6.246824958174898024e-01 2.792765500046101346e-05
6.250822686453302302e-01 2.792607484087302792e-05
6.254822973124416485e-01 2.792449371240920427e-05
6.258825819825499792e-01 2.792291161450293166e-05
6.262831228194886135e-01 2.792132854658749085e-05
6.266839199871931942e-01 2.791974450809587120e-05
6.270849736497069449e-01 2.791815949846062164e-05
6.274862839711752294e-01 2.791657351711400307e-05
6.278878511158515474e-01 2.791498656348838145e-05
6.282896752480913172e-01 2.791339863701499448e-05
6.286917565323574264e-01 2.791180973712580494e-05
6.290940951332180120e-01 2.791021986325161006e-05
6.294966912153445726e-01 2.790862901482339683e-05
6.298995449435164096e-01 2.790703719127183714e-05
6.303026564826158529e-01 2.790544439202700318e-05
6.307060259976333683e-01 2.790385061651893324e-05
6.311096536536622281e-01 2.790225586417736410e-05
6.315135396159041736e-01 2.790066013443147008e-05
6.319176840496638636e-01 2.789906342671052717e-05
6.323220871203545368e-01 2.789746574044327940e-05
6.327267489934926825e-01 2.789586707505810827e-05
6.331316698347031480e-01 2.789426742998350373e-05
6.335368498097141421e-01 2.789266680464695281e-05
6.339422890843627867e-01 2.789106519847630848e-05
6.343479878245895653e-01 2.788946261089868169e-05
6.347539461964439855e-01 2.788785904134107499e-05
6.351601643660785834e-01 2.788625448923047736e-05
6.355666424997556962e-01 2.788464895399315612e-05
6.359733807638409120e-01 2.788304243505492795e-05
6.363803793248088425e-01 2.788143493184196532e-05
6.367876383492383496e-01 2.787982644377980709e-05
6.371951580038174301e-01 2.787821697029312136e-05
6.376029384553379975e-01 2.787660651080751478e-05
6.380109798707006563e-01 2.787499506474710320e-05
6.384192824169130365e-01 2.787338263153653440e-05
6.388278462610874620e-01 2.787176921059962269e-05
6.392366715704460578e-01 2.787015480136002991e-05
6.396457585123149769e-01 2.786853940324145179e-05
6.400551072541303954e-01 2.786692301566681156e-05
6.404647179634329612e-01 2.786530563805882237e-05
6.408745908078731235e-01 2.786368726984026178e-05
6.412847259552059143e-01 2.786206791043322969e-05
6.416951235732966108e-01 2.786044755925969050e-05
6.421057838301149623e-01 2.785882621574124266e-05
6.425167068937409631e-01 2.785720387929925087e-05
6.429278929323596348e-01 2.785558054935461904e-05
6.433393421142662438e-01 2.785395622532805117e-05
6.437510546078610840e-01 2.785233090664031224e-05
6.441630305816546942e-01 2.785070459271116097e-05
6.445752702042630844e-01 2.784907728296061018e-05
6.449877736444128429e-01 2.784744897680803573e-05
6.454005410709354740e-01 2.784581967367293545e-05
6.458135726527736153e-01 2.784418937297404822e-05
6.462268685589751538e-01 2.784255807412979784e-05
6.466404289586988874e-01 2.784092577655900450e-05
6.470542540212091964e-01 2.783929247967930257e-05
6.474683439158814835e-01 2.783765818290857033e-05
6.478826988121967334e-01 2.783602288566418127e-05
6.482973188797466202e-01 2.783438658736325135e-05
6.487122042882310646e-01 2.783274928742271358e-05
6.491273552074570130e-01 2.783111098525895550e-05
6.495427718073421008e-01 2.782947168028815794e-05
6.499584542579107671e-01 2.782783137192642044e-05
6.503744027292983620e-01 2.782619005958932075e-05
6.507906173917468173e-01 2.782454774269197247e-05
6.512070984156095310e-01 2.782290442064974667e-05
6.516238459713461495e-01 2.782126009287691669e-05
6.520408602295281186e-01 2.781961475878827085e-05
6.524581413608336877e-01 2.781796841779766234e-05
6.528756895360525725e-01 2.781632106931907991e-05
6.532935049260812921e-01 2.781467271276602098e-05
6.537115877019284982e-01 2.781302334755154256e-05
6.541299380347093129e-01 2.781137297308863048e-05
6.545485560956516569e-01 2.780972158878968444e-05
6.549674420560893662e-01 2.780806919406751408e-05
6.553865960874697416e-01 2.780641578833363819e-05
6.558060183613462213e-01 2.780476137099991435e-05
6.562257090493851530e-01 2.780310594147772921e-05
6.566456683233600211e-01 2.780144949917812722e-05
6.570658963551566645e-01 2.779979204351180382e-05
6.574863933167686136e-01 2.779813357388953918e-05
6.579071593803018647e-01 2.779647408972110381e-05
6.583281947179701055e-01 2.779481359041675271e-05
6.587494995020990451e-01 2.779315207538575832e-05
6.591710739051246382e-01 2.779148954403752863e-05
6.595929180995915297e-01 2.778982599578104807e-05
6.600150322581570528e-01 2.778816143002493859e-05
6.604374165535866759e-01 2.778649584617753072e-05
6.608600711587587773e-01 2.778482924364679248e-05
6.612829962466599820e-01 2.778316162184055974e-05
6.617061919903903799e-01 2.778149298016626182e-05
6.621296585631575304e-01 2.777982331803115860e-05
6.625533961382833459e-01 2.777815263484192723e-05
6.629774048891974303e-01 2.777648093000512625e-05
6.634016849894434076e-01 2.777480820292693137e-05
6.638262366126728153e-01 2.777313445301330820e-05
6.642510599326515441e-01 2.777145967966995472e-05
6.646761551232536203e-01 2.776978388230216910e-05
6.651015223584670899e-01 2.776810706031477516e-05
6.655271618123889121e-01 2.776642921311263062e-05
6.659530736592297329e-01 2.776475034010008496e-05
6.663792580733093329e-01 2.776307044068119969e-05
6.668057152290617351e-01 2.776138951425966700e-05
6.672324453010296530e-01 2.775970756023929766e-05
6.676594484638703753e-01 2.775802457802303510e-05
6.680867248923502144e-01 2.775634056701360589e-05
6.685142747613495029e-01 2.775465552661377387e-05
6.689420982458601506e-01 2.775296945622575062e-05
6.693701955209844234e-01 2.775128235525138858e-05
6.697985667619390515e-01 2.774959422309258763e-05
6.702272121440502328e-01 2.774790505915037010e-05
6.706561318427592955e-01 2.774621486282603618e-05
6.710853260336170356e-01 2.774452363352013047e-05
6.715147948922889354e-01 2.774283137063299432e-05
6.719445385945509441e-01 2.774113807356499276e-05
6.723745573162933642e-01 2.773944374171573529e-05
6.728048512335168541e-01 2.773774837448479414e-05
6.732354205223374244e-01 2.773605197127133157e-05
6.736662653589811089e-01 2.773435453147438787e-05
6.740973859197888496e-01 2.773265605449222744e-05
6.745287823812126105e-01 2.773095653972339252e-05
6.749604549198193748e-01 2.772925598656576126e-05
6.753924037122865931e-01 2.772755439441676798e-05
6.758246289354075120e-01 2.772585176267416547e-05
6.762571307660857345e-01 2.772414809073465622e-05
6.766899093813409927e-01 2.772244337799517310e-05
6.771229649583032639e-01 2.772073762385213059e-05
6.775562976742188770e-01 2.771903082770139429e-05
6.779899077064446278e-01 2.771732298893895858e-05
6.784237952324532195e-01 2.771561410696047898e-05
6.788579604298305981e-01 2.771390418116090294e-05
6.792924034762742869e-01 2.771219321093525918e-05
6.797271245495986047e-01 2.771048119567797675e-05
6.801621238277285597e-01 2.770876813478358633e-05
6.805974014887060664e-01 2.770705402764558862e-05
6.810329577106839505e-01 2.770533887365805352e-05
6.814687926719320554e-01 2.770362267221428520e-05
6.819049065508313578e-01 2.770190542270694749e-05
6.823412995258799629e-01 2.770018712452925310e-05
6.827779717756871092e-01 2.769846777707327291e-05
6.832149234789794967e-01 2.769674737973132179e-05
6.836521548145950700e-01 2.769502593189488449e-05
6.840896659614893460e-01 2.769330343295574052e-05
6.845274570987293083e-01 2.769157988230504260e-05
6.849655284054995130e-01 2.768985527933362159e-05
6.854038800610962046e-01 2.768812962343186786e-05
6.858425122449333111e-01 2.768640291399021585e-05
6.862814251365368934e-01 2.768467515039851385e-05
6.867206189155503626e-01 2.768294633204652883e-05
6.871600937617295957e-01 2.768121645832351277e-05
6.875998498549480420e-01 2.767948552861834155e-05
6.880398873751917277e-01 2.767775354231974199e-05
6.884802065025638074e-01 2.767602049881635621e-05
6.889208074172827878e-01 2.767428639749590813e-05
6.893616902996804185e-01 2.767255123774618606e-05
6.898028553302065768e-01 2.767081501895496474e-05
6.902443026894236056e-01 2.766907774050915496e-05
6.906860325580126414e-01 2.766733940179561327e-05
6.911280451167675087e-01 2.766560000220094214e-05
6.915703405466002707e-01 2.766385954111140181e-05
6.920129190285362331e-01 2.766211801791247329e-05
6.924557807437193846e-01 2.766037543199019658e-05
6.928989258734066237e-01 2.765863178272966644e-05
6.933423545989737535e-01 2.765688706951587595e-05
6.937860671019099312e-01 2.765514129173359120e-05
6.942300635638231077e-01 2.765339444876706667e-05
6.946743441664346985e-01 2.765164654000019771e-05
6.951189090915854685e-01 2.764989756481680172e-05
6.955637585212294249e-01 2.764814752260047928e-05
6.960088926374397023e-01 2.764639641273395005e-05
6.964543116224036767e-01 2.764464423460025893e-05
6.969000156584277406e-01 2.764289098758174952e-05
6.973460049279320838e-01 2.764113667106080603e-05
6.977922796134568006e-01 2.763938128441901650e-05
6.982388398976555610e-01 2.763762482703798249e-05
6.986856859633014949e-01 2.763586729829886851e-05
6.991328179932843057e-01 2.763410869758291700e-05
6.995802361706097150e-01 2.763234902427018114e-05
7.000279406784000180e-01 2.763058827774131384e-05
7.004759316998966368e-01 2.762882645737618534e-05
7.009242094184580107e-01 2.762706356255445242e-05
7.013727740175578207e-01 2.762529959265564312e-05
7.018216256807900955e-01 2.762353454705836729e-05
7.022707645918633279e-01 2.762176842514175656e-05
7.027201909346066921e-01 2.762000122628399388e-05
7.031699048929637152e-01 2.761823294986327914e-05
7.036199066509991606e-01 2.761646359525711766e-05
7.040701963928920337e-01 2.761469316184328581e-05
7.045207743029426872e-01 2.761292164899894672e-05
7.049716405655659379e-01 2.761114905610064687e-05
7.054227953652980609e-01 2.760937538252507164e-05
7.058742388867901285e-01 2.760760062764842194e-05
7.063259713148144492e-01 2.760582479084663777e-05
7.067779928342587947e-01 2.760404787149516108e-05
7.072303036301318402e-01 2.760226986896924747e-05
7.076829038875580569e-01 2.760049078264422369e-05
7.081357937917832635e-01 2.759871061189422727e-05
7.085889735281687418e-01 2.759692935609378537e-05
7.090424432821974543e-01 2.759514701461687286e-05
7.094962032394679374e-01 2.759336358683733590e-05
7.099502535857008523e-01 2.759157907212834299e-05
7.104045945067324341e-01 2.758979346986303893e-05
7.108592261885200436e-01 2.758800677941405691e-05
7.113141488171402793e-01 2.758621900015380312e-05
7.117693625787863132e-01 2.758443013145479893e-05
7.122248676597736639e-01 2.758264017268832229e-05
7.126806642465342012e-01 2.758084912322615934e-05
7.131367525256216977e-01 2.757905698243941523e-05
7.135931326837067212e-01 2.757726374969893084e-05
7.140498049075819642e-01 2.757546942437510995e-05
7.145067693841571366e-01 2.757367400583840718e-05
7.149640263004638507e-01 2.757187749345839286e-05
7.154215758436509587e-01 2.757007988660493207e-05
7.158794182009901030e-01 2.756828118464742572e-05
7.163375535598694999e-01 2.756648138695437010e-05
7.167959821078002669e-01 2.756468049289487134e-05
7.172547040324107614e-01 2.756287850183677859e-05
7.177137195214523535e-01 2.756107541314851359e-05
7.181730287627934306e-01 2.755927122619747827e-05
7.186326319444256150e-01 2.755746594035118972e-05
7.190925292544581016e-01 2.755565955497686013e-05
7.195527208811232089e-01 2.755385206944089191e-05
7.200132070127707173e-01 2.755204348310993142e-05
7.204739878378741968e-01 2.755023379534988641e-05
7.209350635450243461e-01 2.754842300552657992e-05
7.213964343229354315e-01 2.754661111300549280e-05
7.218581003604419566e-01 2.754479811715212622e-05
7.223200618464973299e-01 2.754298401733072096e-05
