# Psi stats weights for ggl in Real space
# lowest theta boundary = 0.0001454441043328608
# highest theta boundary = 0.08726646259971647
# number of COSEBI modes = 6
# theta[arcmin]      Q(theta)
5.704343158470340791e-01 1.594546281871261524e-05
5.707993719212320904e-01 1.589811919428598484e-05
5.711646616173108315e-01 1.590403405808686512e-05
5.715301850847780418e-01 1.585674380450795742e-05
5.718959424732396046e-01 1.586271041021595956e-05
5.722619339323949950e-01 1.581547339358455604e-05
5.726281596120413875e-01 1.582149160549162892e-05
5.729946196620697707e-01 1.577430769225292770e-05
5.733613142324696099e-01 1.578037737499344515e-05
5.737282434733235181e-01 1.573324643193730205e-05
5.740954075348121410e-01 1.573936745048720902e-05
5.744628065672126027e-01 1.569228934474687382e-05
5.748304407208956190e-01 1.569846156442296806e-05
5.751983101463312709e-01 1.565143616347460672e-05
5.755664149940833418e-01 1.565765944993335640e-05
5.759347554148140924e-01 1.561068662159499401e-05
5.763033315592800410e-01 1.561696084083194133e-05
5.766721435783365157e-01 1.557004045326271330e-05
5.770411916229331029e-01 1.557636547161138019e-05
5.774104758441180874e-01 1.552949739331042095e-05
5.777799963930344562e-01 1.553587307744167881e-05
5.781497534209238953e-01 1.548905717724753908e-05
5.785197470791229035e-01 1.549548339416844333e-05
5.788899775190666785e-01 1.544871954125809056e-05
5.792604448922855642e-01 1.545519615831138593e-05
5.796311493504087142e-01 1.540848422219923876e-05
5.800020910451604284e-01 1.541501110706211246e-05
5.803732701283639273e-01 1.536835095759947484e-05
5.807446867519377998e-01 1.537492797828298059e-05
5.811163410678998886e-01 1.532831948565686951e-05
5.814882332283628497e-01 1.533494651050495178e-05
5.818603633855394808e-01 1.528838954523746368e-05
5.822327316917371709e-01 1.529506644292612076e-05
5.826053382993628960e-01 1.524856087587340834e-05
5.829781833609207764e-01 1.525528751540974202e-05
5.833512670290111890e-01 1.520883321776137725e-05
5.837245894563343196e-01 1.521560946848296262e-05
5.840981507956857222e-01 1.516920631176086607e-05
5.844719511999612038e-01 1.517603204333462664e-05
5.848459908221517178e-01 1.512967989939243565e-05
5.852202698153489147e-01 1.513655498181405723e-05
5.855947883327399239e-01 1.509025372283603826e-05
5.859695465276119064e-01 1.509717802642899145e-05
5.863445445533485012e-01 1.505092752492935742e-05
5.867197825634331565e-01 1.505790092034406925e-05
5.870952607114455768e-01 1.501170104916615958e-05
5.874709791510659418e-01 1.501872340737909360e-05
5.878469380360705765e-01 1.497257403969445772e-05
5.882231375203363921e-01 1.497964523200745503e-05
5.885995777578364452e-01 1.493354624131508500e-05
5.889762589026449335e-01 1.494066613935435628e-05
5.893531811089318673e-01 1.489461739947978211e-05
5.897303445309687309e-01 1.490178587519516052e-05
5.901077493231230431e-01 1.485578726028966418e-05
5.904853956398637971e-01 1.486300418595373970e-05
5.908632836357560203e-01 1.481705557049362323e-05
5.912414134654658815e-01 1.482432081870092783e-05
5.916197852837581372e-01 1.477842207748629027e-05
5.919983992454952437e-01 1.478573552115260839e-05
5.923772555056406874e-01 1.473988652930713738e-05
5.927563542192550994e-01 1.474724804166831166e-05
5.931356955415004739e-01 1.470144867463795698e-05
5.935152796276360609e-01 1.470885812924944099e-05
5.938951066330223627e-01 1.466310826280185047e-05
5.942751767131173590e-01 1.467056553353766517e-05
5.946554900234807262e-01 1.462486504376127327e-05
5.950360467197691738e-01 1.463237000481334974e-05
5.954168469577416634e-01 1.458671876811655082e-05
5.957978908932543005e-01 1.459427129399371546e-05
5.961791786822653316e-01 1.454866918710411164e-05
5.965607104808304806e-01 1.455626915263140355e-05
5.969424864451076118e-01 1.451071605259498817e-05
5.973245067313524004e-01 1.451836333291289332e-05
5.977067714959225508e-01 1.447285911709317340e-05
5.980892808952735784e-01 1.448055358765662861e-05
5.984720350859638049e-01 1.443509813373387271e-05
5.988550342246489189e-01 1.444283967031167438e-05
5.992382784680874153e-01 1.439743285628202996e-05
5.996217679731357109e-01 1.440522133495586678e-05
6.000055028967532511e-01 1.435986303913075712e-05
6.003894833959970700e-01 1.436769833629450022e-05
6.007737096280267863e-01 1.432238843729948603e-05
6.011581817501026048e-01 1.433027042965822001e-05
6.015428999195835402e-01 1.428500880643264706e-05
6.019278642939316359e-01 1.429293737100209569e-05
6.023130750307073011e-01 1.424772390279789537e-05
6.026985322875744178e-01 1.425569891690348476e-05
6.030842362222950115e-01 1.421053348328456766e-05
6.034701869927346918e-01 1.421855482456063516e-05
6.038563847568577669e-01 1.417343730540208804e-05
6.042428296727317960e-01 1.418150485179120966e-05
6.046295218985231479e-01 1.413643512727840779e-05
6.050164615925019973e-01 1.414454875703044956e-05
6.054036489130372178e-01 1.409952670765842821e-05
6.057910840186015999e-01 1.410768629932977873e-05
6.061787670677668549e-01 1.406271180590228109e-05
6.065666982192084999e-01 1.407091723835514344e-05
6.069548776317011951e-01 1.402599018198398706e-05
6.073433054641238504e-01 1.403424133438554700e-05
6.077319818754544078e-01 1.398936159648970392e-05
6.081209070247750592e-01 1.399765834831130656e-05
6.085100810712673614e-01 1.395282581061625276e-05
6.088995041742171210e-01 1.396116804163267247e-05
6.092891764930098430e-01 1.391638258616952561e-05
6.096790981871350601e-01 1.392477017645813925e-05
6.100692694161824470e-01 1.388003168556296069e-05
6.104596903398452623e-01 1.388846451550306665e-05
6.108503611179191273e-01 1.384377287181578915e-05
6.112412819103001382e-01 1.385225082208773486e-05
6.116324528769888635e-01 1.380760590855185085e-05
6.120238741780861247e-01 1.381612886013627387e-05
6.124155459737977703e-01 1.377153055999775630e-05
6.128074684244293469e-01 1.378009839417482029e-05
6.131996416903915392e-01 1.373554659098149419e-05
6.135920659321953963e-01 1.374415918933013673e-05
6.139847413104571050e-01 1.369965376693075590e-05
6.143776679858929946e-01 1.370831101132789908e-05
6.147708461193248652e-01 1.366385185387153962e-05
6.151642758716749926e-01 1.367255362649129382e-05
6.155579574039712343e-01 1.362814061842656640e-05
6.159518908773417012e-01 1.363688680173946116e-05
6.163460764530201974e-01 1.359251982781364875e-05
6.167405142923413353e-01 1.360131030458604157e-05
6.171352045567454203e-01 1.355698924984438283e-05
6.175301474077735664e-01 1.356582390313749355e-05
6.179253430070728026e-01 1.352154865292254078e-05
6.183207915163909663e-01 1.353042736609163672e-05
6.187164930975822541e-01 1.348619780604238005e-05
6.191124479126014490e-01 1.349512046273637453e-05
6.195086561235091382e-01 1.345093647878744737e-05
6.199051178924697147e-01 1.345990296294761560e-05
6.203018333817493790e-01 1.341576444132873224e-05
6.206988027537204688e-01 1.342477463718849955e-05
6.210960261708571295e-01 1.338068146442348953e-05
6.214935037957395325e-01 1.338973525650737600e-05
6.218912357910497679e-01 1.334568731941353697e-05
6.222892223195765071e-01 1.335478459253639847e-05
6.226874635442097849e-01 1.331078177822374573e-05
6.230859596279466617e-01 1.331992241749017420e-05
6.234847107338860051e-01 1.327596461336077154e-05
6.238837170252333753e-01 1.328514850416416838e-05
6.242829786652964730e-01 1.324123559791122345e-05
6.246824958174898024e-01 1.325046262593324043e-05
6.250822686453302302e-01 1.320659450554051182e-05
6.254822973124416485e-01 1.321586455675014988e-05
6.258825819825499792e-01 1.317204111049114580e-05
6.262831228194886135e-01 1.318135407114411975e-05
6.266839199871931942e-01 1.313757518758132390e-05
6.270849736497069449e-01 1.314693094421930857e-05
6.274862839711752294e-01 1.310319651220351938e-05
6.278878511158515474e-01 1.311259495165335509e-05
6.282896752480913172e-01 1.306890486032296242e-05
6.286917565323574264e-01 1.307834586969593164e-05
6.290940951332180120e-01 1.303470000847605616e-05
6.294966912153445726e-01 1.304418347516727192e-05
6.298995449435164096e-01 1.300058173376919592e-05
6.303026564826158529e-01 1.301010754545675819e-05
6.307060259976333683e-01 1.296654981387706326e-05
6.311096536536622281e-01 1.297611785852128306e-05
6.315135396159041736e-01 1.293260402704126571e-05
6.319176840496638636e-01 1.294221419288403322e-05
6.323220871203545368e-01 1.289874415206888826e-05
6.327267489934926825e-01 1.290839632763289017e-05
6.331316698347031480e-01 1.286496996833102807e-05
6.335368498097141421e-01 1.287466404241913939e-05
6.339422890843627867e-01 1.283128125576134260e-05
6.343479878245895653e-01 1.284101711745572544e-05
6.347539461964439855e-01 1.279767779485462661e-05
6.351601643660785834e-01 1.280745533351615928e-05
6.355666424997556962e-01 1.276415936666547556e-05
6.359733807638409120e-01 1.277397847193290382e-05
6.363803793248088425e-01 1.273072575280655596e-05
6.367876383492383496e-01 1.274058631459598313e-05
6.371951580038174301e-01 1.269737673544757535e-05
6.376029384553379975e-01 1.270727864395150684e-05
6.380109798707006563e-01 1.266411209731359675e-05
6.384192824169130365e-01 1.267405524300026415e-05
6.388278462610874620e-01 1.263093162168356987e-05
6.392366715704460578e-01 1.264091589529641423e-05
6.396457585123149769e-01 1.259783509238918086e-05
6.400551072541303954e-01 1.260786038494599720e-05
6.404647179634329612e-01 1.256482229381314468e-05
6.408745908078731235e-01 1.257488849660540438e-05
6.412847259552059143e-01 1.253189301088806670e-05
6.416951235732966108e-01 1.254200001548016529e-05
6.421057838301149623e-01 1.249904702909476554e-05
6.425167068937409631e-01 1.250919472732341799e-05
6.429278929323596348e-01 1.246628413446113471e-05
6.433393421142662438e-01 1.247647241843450122e-05
6.437510546078610840e-01 1.243360411356048747e-05
6.441630305816546942e-01 1.244383287565773645e-05
6.445752702042630844e-01 1.240100675351037947e-05
6.449877736444128429e-01 1.241127588638071172e-05
6.454005410709354740e-01 1.236849184197108408e-05
6.458135726527736153e-01 1.237880123853326188e-05
6.462268685589751538e-01 1.233605916714421852e-05
6.466404289586988874e-01 1.234640872058572026e-05
6.470542540212091964e-01 1.230370851777149192e-05
6.474683439158814835e-01 1.231409812154784464e-05
6.478826988121967334e-01 1.227143968313312817e-05
6.482973188797466202e-01 1.228186923096724690e-05
6.487122042882310646e-01 1.223925245304647508e-05
6.491273552074570130e-01 1.224972183892808513e-05
6.495427718073421008e-01 1.220714661786494049e-05
6.499584542579107671e-01 1.221765573604965761e-05
6.503744027292983620e-01 1.217512196847630164e-05
6.507906173917468173e-01 1.218567071348509495e-05
6.512070984156095310e-01 1.214317829630144980e-05
6.516238459713461495e-01 1.215376656291993373e-05
6.520408602295281186e-01 1.211131539329300291e-05
6.524581413608336877e-01 1.212194307657074935e-05
6.528756895360525725e-01 1.207953305193401123e-05
6.532935049260812921e-01 1.209020004718387195e-05
6.537115877019284982e-01 1.204783106523655980e-05
6.541299380347093129e-01 1.205853726803393460e-05
6.545485560956516569e-01 1.201620922674031320e-05
6.549674420560893662e-01 1.202695453292258408e-05
6.553865960874697416e-01 1.198466733051142290e-05
6.558060183613462213e-01 1.199545163617715278e-05
6.562257090493851530e-01 1.195320517114087892e-05
6.566456683233600211e-01 1.196402837264926106e-05
6.570658963551566645e-01 1.192182254374333925e-05
6.574863933167686136e-01 1.193268453771342645e-05
6.579071593803018647e-01 1.189051924395580844e-05
6.583281947179701055e-01 1.190141992726593029e-05
6.587494995020990451e-01 1.185929506793622139e-05
6.591710739051246382e-01 1.187023433772313894e-05
6.595929180995915297e-01 1.182814981236210166e-05
6.600150322581570528e-01 1.183912756602060250e-05
6.604374165535866759e-01 1.179708327442932816e-05
6.608600711587587773e-01 1.180809940961135571e-05
6.612829962466599820e-01 1.176609525185068336e-05
6.617061919903903799e-01 1.177714966646475748e-05
6.621296585631575304e-01 1.173518554285469284e-05
6.625533961382833459e-01 1.174627813506524914e-05
6.629774048891974303e-01 1.170435394618413112e-05
6.634016849894434076e-01 1.171548461441082981e-05
6.638262366126728153e-01 1.167360026109479349e-05
6.642510599326515441e-01 1.168476890401187390e-05
6.646761551232536203e-01 1.164292428735423051e-05
6.651015223584670899e-01 1.165413080388987077e-05
6.655271618123889121e-01 1.161232582524030299e-05
6.659530736592297329e-01 1.162357011457595084e-05
6.663792580733093329e-01 1.158180467554001477e-05
6.668057152290617351e-01 1.159308663710967608e-05
6.672324453010296530e-01 1.155136063954811513e-05
6.676594484638703753e-01 1.156268017303786262e-05
6.680867248923502144e-01 1.152099351906590615e-05
6.685142747613495029e-01 1.153235052441301030e-05
6.689420982458601506e-01 1.149070311639971297e-05
6.693701955209844234e-01 1.150209749379222702e-05
6.697985667619390515e-01 1.146048923435994021e-05
6.702272121440502328e-01 1.147192088423589885e-05
6.706561318427592955e-01 1.143035167625952868e-05
6.710853260336170356e-01 1.144182049930629072e-05
6.715147948922889354e-01 1.140029024591267463e-05
6.719445385945509441e-01 1.141179614306638095e-05
6.723745573162933642e-01 1.137030474763371000e-05
6.728048512335168541e-01 1.138184762007853305e-05
6.732354205223374244e-01 1.134039498623565230e-05
6.736662653589811089e-01 1.135197473540327604e-05
6.740973859197888496e-01 1.131056076702902046e-05
6.745287823812126105e-01 1.132217729459787969e-05
6.749604549198193748e-01 1.128080189582055411e-05
6.753924037122865931e-01 1.129245510371527376e-05
6.758246289354075120e-01 1.125111817891189050e-05
6.762571307660857345e-01 1.126280796930267577e-05
6.766899093813409927e-01 1.122150942309834649e-05
6.771229649583032639e-01 1.123323569840029166e-05
6.775562976742188770e-01 1.119197543566770050e-05
6.779899077064446278e-01 1.120373809854014689e-05
6.784237952324532195e-01 1.116251602439881187e-05
6.788579604298305981e-01 1.117431497774468883e-05
6.792924034762742869e-01 1.113313099756045023e-05
6.797271245495986047e-01 1.114496614452578726e-05
6.801621238277285597e-01 1.110382016391006223e-05
6.805974014887060664e-01 1.111569140788320972e-05
6.810329577106839505e-01 1.107458333269237057e-05
6.814687926719320554e-01 1.108649057730352545e-05
6.819049065508313578e-01 1.104542031363835415e-05
6.823412995258799629e-01 1.105736346275872978e-05
6.827779717756871092e-01 1.101633091696386569e-05
6.832149234789794967e-01 1.102830987470523790e-05
6.836521548145950700e-01 1.098731495336833245e-05
6.840896659614893460e-01 1.099932962408235677e-05
6.845274570987293083e-01 1.095837223403367364e-05
6.849655284054995130e-01 1.097042252231132123e-05
6.854038800610962046e-01 1.092950257062297233e-05
6.858425122449333111e-01 1.094158838129379981e-05
6.862814251365368934e-01 1.090070577527921337e-05
6.867206189155503626e-01 1.091282701341089864e-05
6.871600937617295957e-01 1.087198166062423810e-05
6.875998498549480420e-01 1.088413823152176551e-05
6.880398873751917277e-01 1.084333003975724515e-05
6.884802065025638074e-01 1.085552184896247351e-05
6.889208074172827878e-01 1.081475072625368930e-05
6.893616902996804185e-01 1.082697767954466747e-05
6.898028553302065768e-01 1.078624353416418877e-05
6.902443026894236056e-01 1.079850553755462034e-05
6.906860325580126414e-01 1.075780827801318354e-05
6.911280451167675087e-01 1.077010523775163402e-05
6.915703405466002707e-01 1.072944477279773766e-05
6.920129190285362331e-01 1.074177659536717197e-05
6.924557807437193846e-01 1.070115283398621447e-05
6.928989258734066237e-01 1.071351942610341590e-05
6.933423545989737535e-01 1.067293227751734825e-05
6.937860671019099312e-01 1.068533354613224083e-05
6.942300635638231077e-01 1.064478291979885001e-05
6.946743441664346985e-01 1.065721877209387509e-05
6.951189090915854685e-01 1.061670457770612681e-05
6.955637585212294249e-01 1.062917492109575517e-05
6.960088926374397023e-01 1.058869706858136180e-05
6.964543116224036767e-01 1.060120181071129235e-05
6.969000156584277406e-01 1.056076021023197272e-05
6.973460049279320838e-01 1.057329925897883605e-05
6.977922796134568006e-01 1.053289382092978173e-05
6.982388398976555610e-01 1.054546708440031339e-05
6.986856859633014949e-01 1.050509771940951957e-05
6.991328179932843057e-01 1.051770510593986384e-05
6.995802361706097150e-01 1.047737172486780577e-05
7.000279406784000180e-01 1.049001314302338348e-05
7.004759316998966368e-01 1.044971565696196274e-05
7.009242094184580107e-01 1.046239101553629224e-05
7.013727740175578207e-01 1.042212933580879611e-05
7.018216256807900955e-01 1.043483854382335602e-05
7.022707645918633279e-01 1.039461258198333259e-05
7.027201909346066921e-01 1.040735554868680627e-05
7.031699048929637152e-01 1.036716521651789845e-05
7.036199066509991606e-01 1.037994185138550483e-05
7.040701963928920337e-01 1.033978706090064055e-05
7.045207743029426872e-01 1.035259727363373941e-05
7.049716405655659379e-01 1.031247793707464886e-05
7.054227953652980609e-01 1.032532163759991922e-05
7.058742388867901285e-01 1.028523766743652664e-05
7.063259713148144492e-01 1.029811476590564489e-05
7.067779928342587947e-01 1.025806607483545025e-05
7.072303036301318402e-01 1.027097648162424647e-05
7.076829038875580569e-01 1.023096298257186809e-05
7.081357937917832635e-01 1.024390660828000254e-05
7.085889735281687418e-01 1.020392821439641471e-05
7.090424432821974543e-01 1.021690496984661376e-05
7.094962032394679374e-01 1.017696159450875716e-05
7.099502535857008523e-01 1.018997139074627291e-05
7.104045945067324341e-01 1.015006294755641422e-05
7.108592261885200436e-01 1.016310569584848916e-05
7.113141488171402793e-01 1.012323209863346893e-05
7.117693625787863132e-01 1.013630771046889209e-05
7.122248676597736639e-01 1.009646887327993664e-05
7.126806642465342012e-01 1.010957726036807122e-05
7.131367525256216977e-01 1.006977309747997615e-05
7.135931326837067212e-01 1.008291417175059688e-05
7.140498049075819642e-01 1.004314459766109177e-05
7.145067693841571366e-01 1.005631827126363103e-05
7.149640263004638507e-01 1.001658320069301694e-05
7.154215758436509587e-01 1.002978938599598710e-05
7.158794182009901030e-01 9.990088733886467380e-06
7.163375535598694999e-01 1.000332734347703729e-05
7.167959821078002669e-01 9.963661024992114511e-06
7.172547040324107614e-01 9.976931971675335312e-06
7.177137195214523535e-01 9.937299902199311498e-06
7.181730287627934306e-01 9.950603098997742217e-06
7.186326319444256150e-01 9.911005194135159832e-06
7.190925292544581016e-01 9.924340554288211793e-06
7.195527208811232089e-01 9.884776729863303148e-06
7.200132070127707173e-01 9.898144166826580975e-06
7.204739878378741968e-01 9.858614338882688865e-06
7.209350635450243461e-01 9.872013766327680470e-06
7.213964343229354315e-01 9.832517851126621204e-06
7.218581003604419566e-01 9.845949182939915128e-06
7.223200618464973299e-01 9.806487096961680373e-06
