# COSEBI weights for En in Real space
# lowest theta boundary = 0.5
# highest theta boundary = 300
# number of COSEBI modes = 20
# theta[arcmin]      T_-(theta)
5.000000000000001110e-01 -2.538203297349626197e+01
5.003199808146676641e-01 -2.475798757027228092e+01
5.006401664047791522e-01 -2.414180539570342177e+01
5.009605569013820814e-01 -2.353344612906210642e+01
5.012811524356098891e-01 -2.293285467058406724e+01
5.016019531386775032e-01 -2.233992810294662945e+01
5.019229591418863379e-01 -2.175459287013529064e+01
5.022441705766194087e-01 -2.117678971382750674e+01
5.025655875743462175e-01 -2.060647858355606132e+01
5.028872102666178678e-01 -2.004360659360188635e+01
5.032090387850723934e-01 -1.948807315509198546e+01
5.035310732614295404e-01 -1.893980601996747382e+01
5.038533138274952083e-01 -1.839874784177629508e+01
5.041757606151581195e-01 -1.786486053044865585e+01
5.044984137563931492e-01 -1.733809343098235090e+01
5.048212733832576626e-01 -1.681834912921861758e+01
5.051443396278955111e-01 -1.630555768829506036e+01
5.054676126225331467e-01 -1.579966382894450661e+01
5.057910924994836188e-01 -1.530063085835946524e+01
5.061147793911427994e-01 -1.480840975109482294e+01
5.064386734299930470e-01 -1.432290599556037591e+01
5.067627747485995426e-01 -1.384405190530034524e+01
5.070870834796145088e-01 -1.337179420851471434e+01
5.074115997557729907e-01 -1.290609757384897982e+01
5.077363237098961868e-01 -1.244691455941243774e+01
5.080612554748905607e-01 -1.199415348812082094e+01
5.083863951837462869e-01 -1.154774886210480211e+01
5.087117429695404702e-01 -1.110764935825048205e+01
5.090372989654330382e-01 -1.067382097598006752e+01
5.093630633046718481e-01 -1.024621781051160241e+01
5.096890361205873576e-01 -9.824750944317012014e+00
5.100152175465978432e-01 -9.409357017151206648e+00
5.103416077162046260e-01 -8.999986600039393991e+00
5.106682067629967348e-01 -8.596606980540364873e+00
5.109950148206463538e-01 -8.199173749088426888e+00
5.113220320229135973e-01 -7.807600691983437535e+00
5.116492585036418461e-01 -7.421826520406071381e+00
5.119766943967624107e-01 -7.041803635167138253e+00
5.123043398362902012e-01 -6.667500594083573873e+00
5.126321949563277247e-01 -6.298874434395749233e+00
5.129602598910615319e-01 -5.935841577227254362e+00
5.132885347747662141e-01 -5.578342751970560620e+00
5.136170197417996297e-01 -5.226332139669314536e+00
5.139457149266082325e-01 -4.879779529347669786e+00
5.142746204637225205e-01 -4.538643366332724582e+00
5.146037364877606990e-01 -4.202842641027594972e+00
5.149330631334252395e-01 -3.872320047782517705e+00
5.152626005355072092e-01 -3.547031494607509661e+00
5.155923488288812750e-01 -3.226947969269257754e+00
5.159223081485104778e-01 -2.912029284284085140e+00
5.162524786294441226e-01 -2.602196937237388319e+00
5.165828604068160024e-01 -2.297395534646078374e+00
5.169134536158490612e-01 -1.997582658529935440e+00
5.172442583918502867e-01 -1.702730465209191468e+00
5.175752748702153738e-01 -1.412800093732535345e+00
5.179065031864249491e-01 -1.127715486976270665e+00
5.182379434760479020e-01 -8.474231146288322414e-01
5.185695958747380541e-01 -5.718821807818814662e-01
5.189014605182381557e-01 -3.010659779296984695e-01
5.192335375423756672e-01 -3.493693193344382664e-02
5.195658270830673109e-01 2.265786222467762734e-01
5.198983292763141861e-01 4.835324117783739162e-01
5.202310442582069872e-01 7.359636559951265866e-01
