# COSEBI weights for En in Real space
# lowest theta boundary = 0.0001454441043328608
# highest theta boundary = 0.08726646259971647
# number of COSEBI modes = 6
# theta[arcmin]      T_-(theta)
5.000000000000001110e-01 5.905833480269331304e+00
5.003199808146676641e-01 5.874249019631741398e+00
5.006401664047791522e-01 5.842768400271226348e+00
5.009605569013820814e-01 5.811391692292524169e+00
5.012811524356098891e-01 5.780118165903401106e+00
5.016019531386775032e-01 5.748947208701166822e+00
5.019229591418863379e-01 5.717878507462630822e+00
5.022441705766194087e-01 5.686912069536132819e+00
5.025655875743462175e-01 5.656048015867501277e+00
5.028872102666178678e-01 5.625285696037201966e+00
5.032090387850723934e-01 5.594624490215258206e+00
5.035310732614295404e-01 5.564064079163667742e+00
5.038533138274952083e-01 5.533604470564370104e+00
5.041757606151581195e-01 5.503245795858113354e+00
5.044984137563931492e-01 5.472987418998204845e+00
5.048212733832576626e-01 5.442828723209765407e+00
5.051443396278955111e-01 5.412769391660378737e+00
5.054676126225331467e-01 5.382809433986327718e+00
5.057910924994836188e-01 5.352948987094357847e+00
5.061147793911427994e-01 5.323187421847152656e+00
5.064386734299930470e-01 5.293524123970160922e+00
5.067627747485995426e-01 5.263958779342221561e+00
5.070870834796145088e-01 5.234491397736614537e+00
5.074115997557729907e-01 5.205122123896907205e+00
5.077363237098961868e-01 5.175850333942144665e+00
5.080612554748905607e-01 5.146675416351675025e+00
5.083863951837462869e-01 5.117597058945922761e+00
5.087117429695404702e-01 5.088615276880127603e+00
5.090372989654330382e-01 5.059730213521489439e+00
5.093630633046718481e-01 5.030941257102165665e+00
5.096890361205873576e-01 5.002247795624391813e+00
5.100152175465978432e-01 4.973649522469827389e+00
5.103416077162046260e-01 4.945146450904255531e+00
5.106682067629967348e-01 4.916738732408738599e+00
5.109950148206463538e-01 4.888425760131117848e+00
5.113220320229135973e-01 4.860206926024091878e+00
5.116492585036418461e-01 4.832081922488374204e+00
5.119766943967624107e-01 4.804050767500490871e+00
5.123043398362902012e-01 4.776113617445222559e+00
5.126321949563277247e-01 4.748269871782534679e+00
5.129602598910615319e-01 4.720518924666825100e+00
5.132885347747662141e-01 4.692860471353974994e+00
5.136170197417996297e-01 4.665294529901872878e+00
5.139457149266083436e-01 4.637821262254020027e+00
5.142746204637225205e-01 4.610440075835750662e+00
5.146037364877606990e-01 4.583150366209282289e+00
5.149330631334252395e-01 4.555951830420270632e+00
5.152626005355072092e-01 4.528844489046518262e+00
5.155923488288812750e-01 4.501828509390509936e+00
5.159223081485104778e-01 4.474903304014312688e+00
5.162524786294441226e-01 4.448068271575907673e+00
5.165828604068160024e-01 4.421323110536511614e+00
5.169134536158490612e-01 4.394667845889184576e+00
5.172442583918502867e-01 4.368102644603155227e+00
5.175752748702153738e-01 4.341626930667520590e+00
5.179065031864249491e-01 4.315240103880729094e+00
5.182379434760479020e-01 4.288941864070608290e+00
5.185695958747380541e-01 4.262732236291634003e+00
5.189014605182381557e-01 4.236611395030312366e+00
5.192335375423756672e-01 4.210578768984350795e+00
5.195658270830673109e-01 4.184633759386159113e+00
5.198983292763141861e-01 4.158776072857560457e+00
5.202310442582069872e-01 4.133005730896683438e+00
5.205639721649211182e-01 4.107322915647085182e+00
5.208971131327214676e-01 4.081727061202609086e+00
5.212304672979577447e-01 4.056217570226999136e+00
5.215640347970693647e-01 4.030794151358963795e+00
5.218978157665807860e-01 4.005456829614667313e+00
5.222318103431056180e-01 3.980205789942949046e+00
5.225660186633432902e-01 3.955040473709777071e+00
5.229004408640828272e-01 3.929960287568208699e+00
5.232350770821981856e-01 3.904964937586960616e+00
5.235699274546530280e-01 3.880054453733347231e+00
5.239049921184982805e-01 3.855229023840516245e+00
5.242402712108712448e-01 3.830488097319483920e+00
5.245757648689988173e-01 3.805831083434344286e+00
5.249114732301941588e-01 3.781257685942033930e+00
5.252473964318596922e-01 3.756767941206439421e+00
5.255835346114843265e-01 3.732362039135147302e+00
5.259198879066464549e-01 3.708039435779181048e+00
5.262564564550108459e-01 3.683799541198176541e+00
5.265932403943324180e-01 3.659642066111643111e+00
5.269302398624520212e-01 3.635567042226766965e+00
5.272674549973008773e-01 3.611574664583475869e+00
5.276048859368962507e-01 3.587664400806926945e+00
5.279425328193461109e-01 3.563835657753023689e+00
5.282803957828444696e-01 3.540088150102916220e+00
5.286184749656760440e-01 3.516421909517066791e+00
5.289567705062115932e-01 3.492837137610091069e+00
5.292952825429131369e-01 3.469333305767058118e+00
5.296340112143286261e-01 3.445909825585141917e+00
5.299729566590971608e-01 3.422566411999689251e+00
5.303121190159442166e-01 3.399303099040998699e+00
5.306514984236863075e-01 3.376120092935908978e+00
5.309910950212265446e-01 3.353016868828034180e+00
5.313309089475594105e-01 3.329992841940638382e+00
5.316709403417655411e-01 3.307047728861229885e+00
5.320111893430167216e-01 3.284181565041850881e+00
5.323516560905736661e-01 3.261394559985133945e+00
5.326923407237846853e-01 3.238686196888639568e+00
5.330332433820891280e-01 3.216055891997414484e+00
5.333743642050136069e-01 3.193503362488402608e+00
5.337157033321763278e-01 3.171028648386724491e+00
5.340572609032825380e-01 3.148631957415086724e+00
5.343990370581289673e-01 3.126312786303835356e+00
5.347410319365997200e-01 3.104070548382953376e+00
5.350832456786707159e-01 3.081904964459408980e+00
5.354256784244051381e-01 3.059816075009253122e+00
5.357683303139579856e-01 3.037804091904163784e+00
5.361112014875718534e-01 3.015868517186810038e+00
5.364542920855811525e-01 2.994008767851001451e+00
5.367976022484080012e-01 2.972224565341902824e+00
5.371411321165666664e-01 2.950515950523152853e+00
5.374848818306587894e-01 2.928883142934364248e+00
5.378288515313787155e-01 2.907325644738878889e+00
5.381730413595081641e-01 2.885842881319356401e+00
5.385174514559212255e-01 2.864434573141443341e+00
5.388620819615803637e-01 2.843100759496030250e+00
5.392069330175399688e-01 2.821841667483853122e+00
5.395520047649425832e-01 2.800656803546410334e+00
5.398972973450230084e-01 2.779545594348152626e+00
5.402428108991059741e-01 2.758507764780679494e+00
5.405885455686055829e-01 2.737543352890290826e+00
5.409345014950280861e-01 2.716652590294190261e+00
