# COSEBI weights for En in Real space
# lowest theta boundary = 0.0001454441043328608
# highest theta boundary = 0.0001454441043328608
# number of COSEBI modes = 6
# theta[arcmin]      T_+(theta)
5.000000000000001110e-01 -1.663474063899590760e+01
5.003199808146676641e-01 -1.657220476185004188e+01
5.006401664047791522e-01 -1.650979521773284375e+01
5.009605569013820814e-01 -1.644751183855243681e+01
5.012811524356098891e-01 -1.638535445637072741e+01
5.016019531386775032e-01 -1.632332290340419334e+01
5.019229591418863379e-01 -1.626141701202282519e+01
5.022441705766194087e-01 -1.619963661475098249e+01
5.025655875743462175e-01 -1.613798154426636700e+01
5.028872102666178678e-01 -1.607645163340088246e+01
5.032090387850723934e-01 -1.601504671513952971e+01
5.035310732614295404e-01 -1.595376662262130729e+01
5.038533138274952083e-01 -1.589261118913828952e+01
5.041757606151581195e-01 -1.583158024813617359e+01
5.044984137563931492e-01 -1.577067363321355664e+01
5.048212733832576626e-01 -1.570989117812255742e+01
5.051443396278955111e-01 -1.564923271676796013e+01
5.054676126225331467e-01 -1.558869808320787520e+01
5.057910924994836188e-01 -1.552828711165289555e+01
5.061147793911427994e-01 -1.546799963646672182e+01
5.064386734299930470e-01 -1.540783549216539328e+01
5.067627747485995426e-01 -1.534779451341788281e+01
5.070870834796145088e-01 -1.528787653504523547e+01
5.074115997557729907e-01 -1.522808139202125410e+01
5.077363237098961868e-01 -1.516840891947180658e+01
5.080612554748905607e-01 -1.510885895267490930e+01
5.083863951837462869e-01 -1.504943132706091546e+01
5.087117429695404702e-01 -1.499012587821184894e+01
5.090372989654330382e-01 -1.493094244186207042e+01
5.093630633046718481e-01 -1.487188085389725600e+01
5.096890361205873576e-01 -1.481294095035528890e+01
5.100152175465978432e-01 -1.475412256742522388e+01
5.103416077162046260e-01 -1.469542554144806346e+01
5.106682067629967348e-01 -1.463684970891584136e+01
5.109950148206463538e-01 -1.457839490647234371e+01
5.113220320229135973e-01 -1.452006097091218351e+01
5.116492585036418461e-01 -1.446184773918153610e+01
5.119766943967624107e-01 -1.440375504837722964e+01
5.123043398362902012e-01 -1.434578273574743257e+01
5.126321949563277247e-01 -1.428793063869085245e+01
5.129602598910615319e-01 -1.423019859475729021e+01
5.132885347747662141e-01 -1.417258644164683901e+01
5.136170197417996297e-01 -1.411509401721065160e+01
5.139457149266083436e-01 -1.405772115944989231e+01
5.142746204637225205e-01 -1.400046770651654704e+01
5.146037364877606990e-01 -1.394333349671251376e+01
5.149330631334252395e-01 -1.388631836849029888e+01
5.152626005355072092e-01 -1.382942216045209349e+01
5.155923488288812750e-01 -1.377264471135056922e+01
5.159223081485104778e-01 -1.371598586008796872e+01
5.162524786294441226e-01 -1.365944544571639163e+01
5.165828604068160024e-01 -1.360302330743800425e+01
5.169134536158490612e-01 -1.354671928460416552e+01
5.172442583918502867e-01 -1.349053321671620864e+01
5.175752748702153738e-01 -1.343446494342456887e+01
5.179065031864249491e-01 -1.337851430452933421e+01
5.182379434760479020e-01 -1.332268113997960413e+01
5.185695958747380541e-01 -1.326696528987395851e+01
5.189014605182381557e-01 -1.321136659445970807e+01
5.192335375423756672e-01 -1.315588489413351603e+01
5.195658270830673109e-01 -1.310052002944054905e+01
5.198983292763141861e-01 -1.304527184107521620e+01
5.202310442582069872e-01 -1.299014016988020792e+01
5.205639721649211182e-01 -1.293512485684722257e+01
5.208971131327214676e-01 -1.288022574311610136e+01
5.212304672979577447e-01 -1.282544266997550686e+01
5.215640347970693647e-01 -1.277077547886203135e+01
5.218978157665807860e-01 -1.271622401136088598e+01
5.222318103431056180e-01 -1.266178810920514231e+01
5.225660186633432902e-01 -1.260746761427618701e+01
5.229004408640828272e-01 -1.255326236860302735e+01
5.232350770821981856e-01 -1.249917221436296799e+01
5.235699274546530280e-01 -1.244519699388074407e+01
5.239049921184982805e-01 -1.239133654962884101e+01
5.242402712108712448e-01 -1.233759072422754777e+01
5.245757648689988173e-01 -1.228395936044435821e+01
5.249114732301941588e-01 -1.223044230119442055e+01
5.252473964318596922e-01 -1.217703938953997422e+01
5.255835346114843265e-01 -1.212375046869070694e+01
5.259198879066464549e-01 -1.207057538200319691e+01
5.262564564550108459e-01 -1.201751397298132140e+01
5.265932403943324180e-01 -1.196456608527557286e+01
5.269302398624520212e-01 -1.191173156268364330e+01
5.272674549973008773e-01 -1.185901024914964452e+01
5.276048859368962507e-01 -1.180640198876469427e+01
5.279425328193461109e-01 -1.175390662576611334e+01
5.282803957828444696e-01 -1.170152400453806507e+01
5.286184749656760440e-01 -1.164925396961074355e+01
5.289567705062115932e-01 -1.159709636566101842e+01
5.292952825429131369e-01 -1.154505103751153960e+01
5.296340112143286261e-01 -1.149311783013147803e+01
5.299729566590971608e-01 -1.144129658863563925e+01
5.303121190159442166e-01 -1.138958715828511004e+01
5.306514984236863075e-01 -1.133798938448646254e+01
5.309910950212265446e-01 -1.128650311279235119e+01
5.313309089475594105e-01 -1.123512818890069731e+01
5.316709403417655411e-01 -1.118386445865540324e+01
5.320111893430167216e-01 -1.113271176804550144e+01
5.323516560905736661e-01 -1.108166996320542630e+01
5.326923407237846853e-01 -1.103073889041510647e+01
5.330332433820891280e-01 -1.097991839609938758e+01
5.333743642050136069e-01 -1.092920832682849763e+01
5.337157033321763278e-01 -1.087860852931732403e+01
5.340572609032825380e-01 -1.082811885042600508e+01
5.343990370581289673e-01 -1.077773913715919463e+01
5.347410319365997200e-01 -1.072746923666657004e+01
5.350832456786707159e-01 -1.067730899624211638e+01
5.354256784244051381e-01 -1.062725826332469126e+01
5.357683303139579856e-01 -1.057731688549728943e+01
5.361112014875718534e-01 -1.052748471048756507e+01
5.364542920855811525e-01 -1.047776158616714248e+01
5.367976022484080012e-01 -1.042814736055212244e+01
5.371411321165666664e-01 -1.037864188180235736e+01
5.374848818306587894e-01 -1.032924499822206421e+01
5.378288515313787155e-01 -1.027995655825896471e+01
5.381730413595081641e-01 -1.023077641050496744e+01
5.385174514559212255e-01 -1.018170440369538277e+01
5.388620819615803637e-01 -1.013274038670938815e+01
5.392069330175399688e-01 -1.008388420856945977e+01
5.395520047649425832e-01 -1.003513571844181307e+01
5.398972973450230084e-01 -9.986494765635740123e+00
5.402428108991059741e-01 -9.937961199603860152e+00
5.405885455686055829e-01 -9.889534869942112394e+00
5.409345014950280861e-01 -9.841215626389276494e+00
5.412806788199684416e-01 -9.793003318827382842e+00
5.416270776851141999e-01 -9.744897797281076635e+00
5.419736982322415075e-01 -9.696898911918097497e+00
5.423205406032194364e-01 -9.649006513048597355e+00
