# COSEBI weights for En in Real space
# lowest theta boundary = 0.5
# highest theta boundary = 0.5
# number of COSEBI modes = 20
# theta[arcmin]      T_+(theta)
5.000000000000001110e-01 2.641282320539639272e+01
5.003199808146676641e-01 2.582204845941208049e+01
5.006401664047791522e-01 2.523801602920242715e+01
5.009605569013820814e-01 2.466067433735573289e+01
5.012811524356098891e-01 2.408997210047994386e+01
5.016019531386775032e-01 2.352585832789329601e+01
5.019229591418863379e-01 2.296828232030285477e+01
5.022441705766194087e-01 2.241719366850532325e+01
5.025655875743462175e-01 2.187254225207550462e+01
5.028872102666178678e-01 2.133427823807634738e+01
5.032090387850723934e-01 2.080235207975635703e+01
5.035310732614295404e-01 2.027671451526941837e+01
5.038533138274952083e-01 1.975731656638326328e+01
5.041757606151581195e-01 1.924410953720537520e+01
5.044984137563931492e-01 1.873704501290279367e+01
5.048212733832576626e-01 1.823607485843773546e+01
5.051443396278955111e-01 1.774115121729574440e+01
5.054676126225331467e-01 1.725222651023077702e+01
5.057910924994836188e-01 1.676925343400274571e+01
5.061147793911427994e-01 1.629218496013150030e+01
5.064386734299930470e-01 1.582097433364418571e+01
5.067627747485995426e-01 1.535557507183805903e+01
5.070870834796145088e-01 1.489594096303630621e+01
5.074115997557729907e-01 1.444202606536062383e+01
5.077363237098961868e-01 1.399378470549748066e+01
5.080612554748905607e-01 1.355117147747497697e+01
5.083863951837462869e-01 1.311414124144497606e+01
5.087117429695404702e-01 1.268264912246326759e+01
5.090372989654330382e-01 1.225665050928406430e+01
5.093630633046718481e-01 1.183610105314671124e+01
5.096890361205873576e-01 1.142095666658054931e+01
5.100152175465978432e-01 1.101117352220051515e+01
5.103416077162046260e-01 1.060670805151997165e+01
5.106682067629967348e-01 1.020751694375601915e+01
5.109950148206463538e-01 9.813557144650655317e+00
5.113220320229135973e-01 9.424785855284904201e+00
5.116492585036418461e-01 9.041160530908697979e+00
5.119766943967624107e-01 8.662638879763997934e+00
5.123043398362902012e-01 8.289178861922842145e+00
5.126321949563277247e-01 7.920738688120039228e+00
5.129602598910615319e-01 7.557276818598822388e+00
5.132885347747662141e-01 7.198751961952303269e+00
5.136170197417996297e-01 6.845123073978945705e+00
5.139457149266082325e-01 6.496349356531217367e+00
5.142746204637225205e-01 6.152390256379255185e+00
5.146037364877606990e-01 5.813205464069946871e+00
5.149330631334252395e-01 5.478754912797742627e+00
5.152626005355072092e-01 5.148998777271650340e+00
5.155923488288812750e-01 4.823897472595951363e+00
