# COSEBI weights for En in Real space
# lowest theta boundary = 0.5
# highest theta boundary = 300
# number of COSEBI modes = 20
# theta[arcmin]      T_-(theta)
5.000000000000001110e-01 -2.348478335508598391e+01
5.003199808146676641e-01 -2.302725893816354841e+01
5.006401664047791522e-01 -2.257433396259407488e+01
5.009605569013820814e-01 -2.212598668023830584e+01
5.012811524356098891e-01 -2.168219612189312073e+01
5.016019531386775032e-01 -2.124291567636418776e+01
5.019229591418863379e-01 -2.080811051153504820e+01
5.022441705766194087e-01 -2.037774976900325541e+01
5.025655875743462175e-01 -1.995181125174786629e+01
5.028872102666178678e-01 -1.953027403729473477e+01
5.032090387850723934e-01 -1.911309233053810175e+01
5.035310732614295404e-01 -1.870023176144932009e+01
5.038533138274952083e-01 -1.829166229906578423e+01
5.041757606151581195e-01 -1.788736259920979776e+01
5.044984137563931492e-01 -1.748731249461845749e+01
5.048212733832576626e-01 -1.709146733936493234e+01
5.051443396278955111e-01 -1.669979365710083385e+01
5.054676126225331467e-01 -1.631226231436227181e+01
5.057910924994836188e-01 -1.592885259633984951e+01
5.061147793911427994e-01 -1.554954487198506641e+01
5.064386734299930470e-01 -1.517429552770632206e+01
5.067627747485995426e-01 -1.480307196033901107e+01
5.070870834796145088e-01 -1.443584591392206917e+01
5.074115997557729907e-01 -1.407259728950540101e+01
5.077363237098961868e-01 -1.371330698051952268e+01
5.080612554748905607e-01 -1.335793238538465921e+01
5.083863951837462869e-01 -1.300644175322890916e+01
5.087117429695404702e-01 -1.265880768352595531e+01
5.090372989654330382e-01 -1.231501068644693575e+01
5.093630633046718481e-01 -1.197503216356938438e+01
5.096890361205873576e-01 -1.163883050441472733e+01
5.100152175465978432e-01 -1.130637479490018826e+01
5.103416077162046260e-01 -1.097763846704190449e+01
5.106682067629967348e-01 -1.065260262870738472e+01
5.109950148206463538e-01 -1.033124917618863137e+01
5.113220320229135973e-01 -1.001353747316180609e+01
5.116492585036418461e-01 -9.699437420132504428e+00
5.119766943967624107e-01 -9.388923264611470643e+00
5.123043398362902012e-01 -9.081976698609437904e+00
5.126321949563277247e-01 -8.778580103937143164e+00
5.129602598910615319e-01 -8.478693796330428967e+00
5.132885347747662141e-01 -8.182288473394098816e+00
5.136170197417996297e-01 -7.889339176304764223e+00
5.139457149266082325e-01 -7.599828174384406054e+00
5.142746204637225205e-01 -7.313738319250703945e+00
5.146037364877606990e-01 -7.031030861366129869e+00
5.149330631334252395e-01 -6.751677277073875771e+00
5.152626005355072092e-01 -6.475653383322047318e+00
5.155923488288812750e-01 -6.202942013044653535e+00
5.159223081485104778e-01 -5.933526478249063985e+00
5.162524786294441226e-01 -5.667368943336233755e+00
5.165828604068160024e-01 -5.404441648444266555e+00
5.169134536158490612e-01 -5.144721164108703171e+00
5.172442583918502867e-01 -4.888190878965825270e+00
5.175752748702153738e-01 -4.634834551811943371e+00
5.179065031864249491e-01 -4.384615244659787692e+00
