# COSEBI weights for En in Real space
# lowest theta boundary = 0.5
# highest theta boundary = 300
# number of COSEBI modes = 20
# theta[arcmin]      T_-(theta)
5.000000000000001110e-01 2.627742632264827449e+01
5.003199808146676641e-01 2.555697907354000975e+01
5.006401664047791522e-01 2.484999601542635617e+01
5.009605569013820814e-01 2.415060537063617829e+01
5.012811524356098891e-01 2.345695642180651319e+01
5.016019531386775032e-01 2.277457167992925591e+01
5.019229591418863379e-01 2.210380006947358567e+01
5.022441705766194087e-01 2.144560125532434824e+01
5.025655875743462175e-01 2.079467609271222983e+01
5.028872102666178678e-01 2.014923738528727526e+01
5.032090387850723934e-01 1.951464191741894894e+01
5.035310732614295404e-01 1.889113213639557998e+01
5.038533138274952083e-01 1.827959248155566030e+01
5.041757606151581195e-01 1.767504456376270028e+01
5.044984137563931492e-01 1.707571923320439922e+01
5.048212733832576626e-01 1.648671152727333578e+01
5.051443396278955111e-01 1.590825587341777414e+01
5.054676126225331467e-01 1.534118971457147751e+01
5.057910924994836188e-01 1.478081668689988248e+01
5.061147793911427994e-01 1.422539461006791583e+01
5.064386734299930470e-01 1.367978354345284053e+01
5.067627747485995426e-01 1.314420988115205269e+01
5.070870834796145088e-01 1.261946560583624688e+01
5.074115997557729907e-01 1.210112488220364391e+01
5.077363237098961868e-01 1.158747594230424127e+01
5.080612554748905607e-01 1.108314985330953739e+01
5.083863951837462869e-01 1.058836497184718972e+01
5.087117429695404702e-01 1.010386932284814776e+01
5.090372989654330382e-01 9.625496456042917259e+00
5.093630633046718481e-01 9.151568211489021110e+00
5.096890361205873576e-01 8.686492582935779083e+00
5.100152175465978432e-01 8.230479891753107680e+00
5.103416077162046260e-01 7.784235675462969795e+00
5.106682067629967348e-01 7.343842071679958394e+00
5.109950148206463538e-01 6.907657483803278708e+00
5.113220320229135973e-01 6.479872681352810915e+00
5.116492585036418461e-01 6.060689962331172076e+00
5.119766943967624107e-01 5.650773812449637390e+00
5.123043398362902012e-01 5.246444498855291627e+00
5.126321949563277247e-01 4.846099714715942142e+00
5.129602598910615319e-01 4.453718783055871988e+00
5.132885347747662141e-01 4.069495994715984999e+00
5.136170197417996297e-01 3.694056195416099975e+00
5.139457149266082325e-01 3.323947643532858542e+00
5.142746204637225205e-01 2.957609833024866131e+00
5.146037364877606990e-01 2.598816343707941900e+00
5.149330631334252395e-01 2.247753485474194957e+00
5.152626005355072092e-01 1.905007838839854362e+00
5.155923488288812750e-01 1.567345846781972085e+00
5.159223081485104778e-01 1.233251089089433705e+00
5.162524786294441226e-01 9.062970429254066929e-01
5.165828604068160024e-01 5.866620672758773303e-01
5.169134536158490612e-01 2.748958231304650113e-01
5.172442583918502867e-01 -3.202656065858988654e-02
5.175752748702153738e-01 -3.355753287386336048e-01
5.179065031864249491e-01 -6.323715481514833314e-01
5.182379434760479020e-01 -9.222447701574760792e-01
5.185695958747380541e-01 -1.204680939876941359e+00
5.189014605182381557e-01 -1.482505431102091542e+00
5.192335375423756672e-01 -1.757140425754762925e+00
5.195658270830673109e-01 -2.025396046207267986e+00
5.198983292763141861e-01 -2.287109709616450992e+00
5.202310442582069872e-01 -2.541801680004037056e+00
5.205639721649211182e-01 -2.792106729204937743e+00
5.208971131327214676e-01 -3.039397274914890978e+00
5.212304672979577447e-01 -3.280667082040460869e+00
5.215640347970693647e-01 -3.515761381693505161e+00
5.218978157665807860e-01 -3.744233502642311251e+00
5.222318103431056180e-01 -3.968536211985048467e+00
5.225660186633432902e-01 -4.189990649251426724e+00
5.229004408640828272e-01 -4.405768882872013847e+00
5.232350770821981856e-01 -4.615723900713676997e+00
5.235699274546530280e-01 -4.819440868287037993e+00
5.239049921184982805e-01 -5.019198864044148500e+00
5.242402712108712448e-01 -5.216266410493712868e+00
5.245757648689988173e-01 -5.407988613294127944e+00
5.249114732301941588e-01 -5.594226155404172118e+00
5.252473964318596922e-01 -5.774594841228831044e+00
5.255835346114843265e-01 -5.951208098181355766e+00
5.259198879066464549e-01 -6.125280659215496470e+00
5.262564564550108459e-01 -6.294325480761963298e+00
5.265932403943324180e-01 -6.458210870629958578e+00
5.269302398624520212e-01 -6.616582103454701880e+00
5.272674549973008773e-01 -6.771394721561604158e+00
5.276048859368962507e-01 -6.923808659320931369e+00
5.279425328193461109e-01 -7.071499611421471876e+00
5.282803957828444696e-01 -7.214343436146354094e+00
5.286184749656760440e-01 -7.352013738259906006e+00
5.289567705062115932e-01 -7.486315675803349556e+00
5.292952825429131369e-01 -7.618353531604004303e+00
5.296340112143286261e-01 -7.745960701144030125e+00
5.299729566590971608e-01 -7.869020515120782377e+00
5.303121190159442166e-01 -7.987233793965391904e+00
5.306514984236863075e-01 -8.102262556983866659e+00
5.309910950212265446e-01 -8.215154727959859571e+00
5.313309089475594105e-01 -8.323896446057691634e+00
5.316709403417655411e-01 -8.428378428771921449e+00
5.320111893430167216e-01 -8.528327626545946671e+00
5.323516560905736661e-01 -8.625269912899581115e+00
5.326923407237846853e-01 -8.720196289965262082e+00
5.330332433820891280e-01 -8.811240756661185003e+00
5.333743642050136069e-01 -8.898301329440750251e+00
5.337157033321763278e-01 -8.981130029727548703e+00
5.340572609032825380e-01 -9.061123333373426902e+00
5.343990370581289673e-01 -9.139214892878456453e+00
5.347410319365997200e-01 -9.213681762265588659e+00
5.350832456786707159e-01 -9.284429164514273580e+00
5.354256784244051381e-01 -9.351233156720654804e+00
5.357683303139579856e-01 -9.415367328950674519e+00
5.361112014875718534e-01 -9.477707686004642085e+00
5.364542920855811525e-01 -9.536669609381290158e+00
5.367976022484080012e-01 -9.592165429581251956e+00
5.371411321165666664e-01 -9.643994235836913731e+00
5.374848818306587894e-01 -9.693313007236286083e+00
5.378288515313787155e-01 -9.740939927848714319e+00
5.381730413595081641e-01 -9.785424056898289535e+00
5.385174514559212255e-01 -9.826684730244847898e+00
5.388620819615803637e-01 -9.864543087857823522e+00
5.392069330175399688e-01 -9.900045550611956457e+00
5.395520047649425832e-01 -9.933952424517757507e+00
5.398972973450230084e-01 -9.964941874847065506e+00
5.402428108991059741e-01 -9.992940137387224198e+00
5.405885455686055829e-01 -1.001778944712709318e+01
5.409345014950280861e-01 -1.004043149704312121e+01
5.412806788199684416e-01 -1.006156877302006336e+01
5.416270776851141999e-01 -1.008000405105225106e+01
5.419736982322415075e-01 -1.009567035705062210e+01
5.423205406032194364e-01 -1.010843009101610335e+01
5.426676049400057655e-01 -1.011912583447899294e+01
5.430148913846510883e-01 -1.012840241657460716e+01
5.433624000792948161e-01 -1.013518280718297326e+01
5.437101311661695080e-01 -1.013940670975713410e+01
5.440580847875965409e-01 -1.014095578309231627e+01
5.444062610859906615e-01 -1.014057890488207647e+01
5.447546602038555452e-01 -1.013886351297077582e+01
5.451032822837880154e-01 -1.013484843223762155e+01
5.454521274684741572e-01 -1.012847992671491859e+01
5.458011959006937586e-01 -1.011965803299897892e+01
5.461504877233154254e-01 -1.010904312888417955e+01
5.465000030793014663e-01 -1.009716562289653119e+01
5.468497421117037849e-01 -1.008317593386800226e+01
5.471997049636675436e-01 -1.006702676636693106e+01
5.475498917784277220e-01 -1.004863567754014220e+01
5.479003026993124470e-01 -1.002857955128460787e+01
5.482509378697416613e-01 -1.000733222074019046e+01
5.486017974332252356e-01 -9.984151514627209067e+00
5.489528815333672984e-01 -9.958996455328138708e+00
5.493041903138616844e-01 -9.931801286762805603e+00
5.496557239184960419e-01 -9.903064212861371729e+00
5.500074824911481697e-01 -9.873203031407244978e+00
5.503594661757903461e-01 -9.841578874783195374e+00
5.507116751164841117e-01 -9.808156957719731395e+00
5.510641094573861531e-01 -9.772887399750647575e+00
5.514167693427425299e-01 -9.736194351923691315e+00
5.517696549168943365e-01 -9.698440198672029666e+00
5.521227663242725958e-01 -9.659085347063587790e+00
5.524761037094029215e-01 -9.618101075941918765e+00
5.528296672169015213e-01 -9.575452592387891926e+00
5.531834569914789723e-01 -9.531494439491426718e+00
5.535374731779364454e-01 -9.486534287517827124e+00
5.538917159211699248e-01 -9.440127866587998184e+00
5.542461853661660998e-01 -9.392252388335718294e+00
5.546008816580062506e-01 -9.342887382434971855e+00
5.549558049418628070e-01 -9.292322051798517890e+00
5.553109553630029005e-01 -9.240810124518750612e+00
5.556663330667847012e-01 -9.187998778761146568e+00
5.560219381986613030e-01 -9.133871026020065287e+00
