# Psi stats weights for clustering in Real space
# lowest theta boundary = 0.0001454441043328608
# highest theta boundary = 0.08726646259971647
# number of COSEBI modes = 6
# theta[arcmin]      U(theta)
5.496557239184960419e-01 -1.576205299365973563e-05
5.500074824911481697e-01 -1.576202519515246852e-05
5.503594661757903461e-01 -1.576199737885521915e-05
5.507116751164841117e-01 -1.576196954475660676e-05
5.510641094573861531e-01 -1.576194169284524387e-05
5.514167693427425299e-01 -1.576191382310972600e-05
5.517696549168943365e-01 -1.576188593553863856e-05
5.521227663242725958e-01 -1.576185803012058724e-05
5.524761037094029215e-01 -1.576183010684413372e-05
5.528296672169015213e-01 -1.576180216569785322e-05
5.531834569914789723e-01 -1.576177420667031418e-05
5.535374731779364454e-01 -1.576174622975007149e-05
5.538917159211699248e-01 -1.576171823492566649e-05
5.542461853661660998e-01 -1.576169022218565068e-05
5.546008816580062506e-01 -1.576166219151856201e-05
5.549558049418628070e-01 -1.576163414291291472e-05
5.553109553630029005e-01 -1.576160607635723997e-05
5.556663330667847012e-01 -1.576157799184004863e-05
5.560219381986613030e-01 -1.576154988934983797e-05
5.563777709041769493e-01 -1.576152176887511545e-05
5.567338313289705853e-01 -1.576149363040436481e-05
5.570901196187743043e-01 -1.576146547392607997e-05
5.574466359194121257e-01 -1.576143729942872094e-05
5.578033803768028820e-01 -1.576140910690077484e-05
5.581603531369574434e-01 -1.576138089633068477e-05
5.585175543459817149e-01 -1.576135266770691074e-05
5.588749841500733062e-01 -1.576132442101790601e-05
5.592326426955251950e-01 -1.576129615625210010e-05
5.595905301287219524e-01 -1.576126787339792931e-05
5.599486465961441839e-01 -1.576123957244381641e-05
5.603069922443637552e-01 -1.576121125337818414e-05
5.606655672200488993e-01 -1.576118291618943494e-05
5.610243716699591099e-01 -1.576115456086596444e-05
5.613834057409502476e-01 -1.576112618739618186e-05
5.617426695799698777e-01 -1.576109779576846928e-05
5.621021633340618218e-01 -1.576106938597119863e-05
5.624618871503618278e-01 -1.576104095799275203e-05
5.628218411761020112e-01 -1.576101251182148444e-05
5.631820255586065249e-01 -1.576098404744576782e-05
5.635424404452957781e-01 -1.576095556485393681e-05
5.639030859836825504e-01 -1.576092706403433625e-05
5.642639623213763223e-01 -1.576089854497531435e-05
5.646250696060786112e-01 -1.576087000766518545e-05
5.649864079855870802e-01 -1.576084145209226726e-05
5.653479776077942054e-01 -1.576081287824488428e-05
5.657097786206853884e-01 -1.576078428611133391e-05
5.660718111723429535e-01 -1.576075567567991354e-05
5.664340754109413734e-01 -1.576072704693891717e-05
5.667965714847528202e-01 -1.576069839987662526e-05
5.671592995421417260e-01 -1.576066973448131148e-05
5.675222597315697781e-01 -1.576064105074124612e-05
5.678854522015915895e-01 -1.576061234864468253e-05
5.682488771008588069e-01 -1.576058362817988421e-05
5.686125345781160023e-01 -1.576055488933508420e-05
5.689764247822054477e-01 -1.576052613209853582e-05
5.693405478620623406e-01 -1.576049735645845517e-05
5.697049039667193560e-01 -1.576046856240306848e-05
5.700694932453019836e-01 -1.576043974992059183e-05
5.704343158470340791e-01 -1.576041091899922774e-05
5.707993719212320904e-01 -1.576038206962718214e-05
5.711646616173108315e-01 -1.576035320179265076e-05
5.715301850847780418e-01 -1.576032431548380565e-05
5.718959424732396046e-01 -1.576029541068883237e-05
5.722619339323949950e-01 -1.576026648739589959e-05
5.726281596120413875e-01 -1.576023754559317255e-05
5.729946196620697707e-01 -1.576020858526879957e-05
5.733613142324696099e-01 -1.576017960641093574e-05
5.737282434733235181e-01 -1.576015060900770904e-05
5.740954075348121410e-01 -1.576012159304725763e-05
5.744628065672126027e-01 -1.576009255851770272e-05
5.748304407208956190e-01 -1.576006350540716552e-05
5.751983101463312709e-01 -1.576003443370375707e-05
5.755664149940833418e-01 -1.576000534339557147e-05
5.759347554148140924e-01 -1.575997623447069945e-05
5.763033315592800410e-01 -1.575994710691723511e-05
5.766721435783365157e-01 -1.575991796072325561e-05
5.770411916229331029e-01 -1.575988879587682796e-05
5.774104758441180874e-01 -1.575985961236602253e-05
5.777799963930344562e-01 -1.575983041017888262e-05
5.781497534209238953e-01 -1.575980118930347184e-05
5.785197470791229035e-01 -1.575977194972781313e-05
5.788899775190666785e-01 -1.575974269143995657e-05
5.792604448922855642e-01 -1.575971341442791493e-05
5.796311493504087142e-01 -1.575968411867971117e-05
5.800020910451604284e-01 -1.575965480418334454e-05
5.803732701283639273e-01 -1.575962547092683459e-05
5.807446867519377998e-01 -1.575959611889816362e-05
5.811163410678998886e-01 -1.575956674808531394e-05
5.814882332283628497e-01 -1.575953735847627799e-05
5.818603633855394808e-01 -1.575950795005901775e-05
5.822327316917371709e-01 -1.575947852282150196e-05
5.826053382993628960e-01 -1.575944907675167904e-05
5.829781833609207764e-01 -1.575941961183750079e-05
5.833512670290111890e-01 -1.575939012806690885e-05
5.837245894563343196e-01 -1.575936062542783469e-05
5.840981507956857222e-01 -1.575933110390820979e-05
5.844719511999612038e-01 -1.575930156349593852e-05
5.848459908221517178e-01 -1.575927200417893541e-05
5.852202698153489147e-01 -1.575924242594510822e-05
5.855947883327399239e-01 -1.575921282878234777e-05
5.859695465276119064e-01 -1.575918321267853471e-05
5.863445445533485012e-01 -1.575915357762155307e-05
5.867197825634331565e-01 -1.575912392359927336e-05
5.870952607114455768e-01 -1.575909425059955588e-05
5.874709791510659418e-01 -1.575906455861025759e-05
5.878469380360705765e-01 -1.575903484761922185e-05
5.882231375203363921e-01 -1.575900511761429884e-05
5.885995777578364452e-01 -1.575897536858330821e-05
5.889762589026449335e-01 -1.575894560051407979e-05
5.893531811089318673e-01 -1.575891581339442988e-05
5.897303445309687309e-01 -1.575888600721216795e-05
5.901077493231230431e-01 -1.575885618195508998e-05
5.904853956398637971e-01 -1.575882633761099190e-05
5.908632836357560203e-01 -1.575879647416766289e-05
5.912414134654658815e-01 -1.575876659161287518e-05
5.916197852837581372e-01 -1.575873668993439761e-05
5.919983992454952437e-01 -1.575870676911999226e-05
5.923772555056406874e-01 -1.575867682915741441e-05
5.927563542192550994e-01 -1.575864687003440581e-05
5.931356955415004739e-01 -1.575861689173871496e-05
5.935152796276360609e-01 -1.575858689425805990e-05
5.938951066330223627e-01 -1.575855687758017219e-05
5.942751767131173590e-01 -1.575852684169275970e-05
5.946554900234807262e-01 -1.575849678658353367e-05
5.950360467197691738e-01 -1.575846671224019179e-05
5.954168469577416634e-01 -1.575843661865041821e-05
5.957978908932543005e-01 -1.575840650580190384e-05
5.961791786822653316e-01 -1.575837637368232604e-05
5.965607104808304806e-01 -1.575834622227934525e-05
5.969424864451076118e-01 -1.575831605158062526e-05
5.973245067313524004e-01 -1.575828586157381297e-05
5.977067714959225508e-01 -1.575825565224655861e-05
5.980892808952735784e-01 -1.575822542358648536e-05
5.984720350859638049e-01 -1.575819517558124007e-05
5.988550342246489189e-01 -1.575816490821842558e-05
5.992382784680874153e-01 -1.575813462148566166e-05
5.996217679731357109e-01 -1.575810431537055789e-05
6.000055028967532511e-01 -1.575807398986069340e-05
6.003894833959970700e-01 -1.575804364494366762e-05
6.007737096280267863e-01 -1.575801328060706305e-05
6.011581817501026048e-01 -1.575798289683844525e-05
6.015428999195835402e-01 -1.575795249362538315e-05
6.019278642939316359e-01 -1.575792207095543215e-05
6.023130750307073011e-01 -1.575789162881614087e-05
6.026985322875744178e-01 -1.575786116719504775e-05
6.030842362222950115e-01 -1.575783068607968109e-05
6.034701869927346918e-01 -1.575780018545757256e-05
6.038563847568577669e-01 -1.575776966531623689e-05
6.042428296727317960e-01 -1.575773912564318205e-05
6.046295218985231479e-01 -1.575770856642590921e-05
6.050164615925019973e-01 -1.575767798765190600e-05
6.054036489130372178e-01 -1.575764738930866683e-05
6.057910840186015999e-01 -1.575761677138365899e-05
6.061787670677668549e-01 -1.575758613386435319e-05
6.065666982192084999e-01 -1.575755547673821333e-05
6.069548776317011951e-01 -1.575752479999268299e-05
6.073433054641238504e-01 -1.575749410361521931e-05
6.077319818754544078e-01 -1.575746338759324893e-05
6.081209070247750592e-01 -1.575743265191420527e-05
6.085100810712673614e-01 -1.575740189656550143e-05
6.088995041742171210e-01 -1.575737112153456065e-05
6.092891764930098430e-01 -1.575734032680877570e-05
6.096790981871350601e-01 -1.575730951237554951e-05
6.100692694161824470e-01 -1.575727867822226806e-05
6.104596903398452623e-01 -1.575724782433631394e-05
6.108503611179191273e-01 -1.575721695070505621e-05
6.112412819103001382e-01 -1.575718605731585373e-05
6.116324528769888635e-01 -1.575715514415607896e-05
6.120238741780861247e-01 -1.575712421121305349e-05
6.124155459737977703e-01 -1.575709325847414637e-05
6.128074684244293469e-01 -1.575706228592666566e-05
6.131996416903915392e-01 -1.575703129355793974e-05
6.135920659321953963e-01 -1.575700028135529701e-05
6.139847413104571050e-01 -1.575696924930602519e-05
6.143776679858929946e-01 -1.575693819739743573e-05
6.147708461193248652e-01 -1.575690712561681636e-05
6.151642758716749926e-01 -1.575687603395144803e-05
6.155579574039712343e-01 -1.575684492238861169e-05
6.159518908773417012e-01 -1.575681379091556798e-05
6.163460764530201974e-01 -1.575678263951957412e-05
6.167405142923413353e-01 -1.575675146818788057e-05
6.171352045567454203e-01 -1.575672027690773103e-05
6.175301474077735664e-01 -1.575668906566636240e-05
6.179253430070728026e-01 -1.575665783445099463e-05
6.183207915163909663e-01 -1.575662658324884771e-05
6.187164930975822541e-01 -1.575659531204713144e-05
6.191124479126014490e-01 -1.575656402083304544e-05
6.195086561235091382e-01 -1.575653270959378259e-05
6.199051178924697147e-01 -1.575650137831652558e-05
6.203018333817493790e-01 -1.575647002698845711e-05
6.206988027537204688e-01 -1.575643865559673955e-05
6.210960261708571295e-01 -1.575640726412853865e-05
6.214935037957395325e-01 -1.575637585257099984e-05
6.218912357910497679e-01 -1.575634442091126855e-05
6.222892223195765071e-01 -1.575631296913648004e-05
6.226874635442097849e-01 -1.575628149723376281e-05
6.230859596279466617e-01 -1.575625000519023856e-05
6.234847107338860051e-01 -1.575621849299301883e-05
6.238837170252333753e-01 -1.575618696062919147e-05
6.242829786652964730e-01 -1.575615540808586801e-05
6.246824958174898024e-01 -1.575612383535012612e-05
6.250822686453302302e-01 -1.575609224240904347e-05
6.254822973124416485e-01 -1.575606062924969094e-05
6.258825819825499792e-01 -1.575602899585913265e-05
6.262831228194886135e-01 -1.575599734222441576e-05
6.266839199871931942e-01 -1.575596566833258746e-05
6.270849736497069449e-01 -1.575593397417068475e-05
6.274862839711752294e-01 -1.575590225972573109e-05
6.278878511158515474e-01 -1.575587052498474993e-05
6.282896752480913172e-01 -1.575583876993475455e-05
6.286917565323574264e-01 -1.575580699456275149e-05
6.290940951332180120e-01 -1.575577519885572013e-05
6.294966912153445726e-01 -1.575574338280065685e-05
6.298995449435164096e-01 -1.575571154638454103e-05
6.303026564826158529e-01 -1.575567968959434533e-05
6.307060259976333683e-01 -1.575564781241701865e-05
6.311096536536622281e-01 -1.575561591483952686e-05
6.315135396159041736e-01 -1.575558399684880530e-05
6.319176840496638636e-01 -1.575555205843179614e-05
6.323220871203545368e-01 -1.575552009957542456e-05
6.327267489934926825e-01 -1.575548812026661576e-05
6.331316698347031480e-01 -1.575545612049227462e-05
6.335368498097141421e-01 -1.575542410023930261e-05
6.339422890843627867e-01 -1.575539205949460123e-05
6.343479878245895653e-01 -1.575535999824505162e-05
6.347539461964439855e-01 -1.575532791647753494e-05
6.351601643660785834e-01 -1.575529581417890862e-05
6.355666424997556962e-01 -1.575526369133605382e-05
6.359733807638409120e-01 -1.575523154793580425e-05
6.363803793248088425e-01 -1.575519938396501736e-05
6.367876383492383496e-01 -1.575516719941052009e-05
6.371951580038174301e-01 -1.575513499425914277e-05
6.376029384553379975e-01 -1.575510276849770557e-05
6.380109798707006563e-01 -1.575507052211301849e-05
6.384192824169130365e-01 -1.575503825509188475e-05
6.388278462610874620e-01 -1.575500596742108726e-05
6.392366715704460578e-01 -1.575497365908742586e-05
6.396457585123149769e-01 -1.575494133007766988e-05
6.400551072541303954e-01 -1.575490898037858528e-05
6.404647179634329612e-01 -1.575487660997693803e-05
6.408745908078731235e-01 -1.575484421885947714e-05
6.412847259552059143e-01 -1.575481180701293808e-05
6.416951235732966108e-01 -1.575477937442406308e-05
6.421057838301149623e-01 -1.575474692107958083e-05
6.425167068937409631e-01 -1.575471444696619630e-05
6.429278929323596348e-01 -1.575468195207063141e-05
6.433393421142662438e-01 -1.575464943637957079e-05
6.437510546078610840e-01 -1.575461689987972281e-05
6.441630305816546942e-01 -1.575458434255776194e-05
6.445752702042630844e-01 -1.575455176440036605e-05
6.449877736444128429e-01 -1.575451916539419606e-05
6.454005410709354740e-01 -1.575448654552591968e-05
6.458135726527736153e-01 -1.575445390478217412e-05
6.462268685589751538e-01 -1.575442124314960674e-05
6.466404289586988874e-01 -1.575438856061484459e-05
6.470542540212091964e-01 -1.575435585716451132e-05
6.474683439158814835e-01 -1.575432313278523738e-05
6.478826988121967334e-01 -1.575429038746360575e-05
6.482973188797466202e-01 -1.575425762118622653e-05
6.487122042882310646e-01 -1.575422483393968952e-05
6.491273552074570130e-01 -1.575419202571057091e-05
6.495427718073421008e-01 -1.575415919648544356e-05
6.499584542579107671e-01 -1.575412634625087351e-05
6.503744027292983620e-01 -1.575409347499340989e-05
6.507906173917468173e-01 -1.575406058269960858e-05
6.512070984156095310e-01 -1.575402766935599837e-05
6.516238459713461495e-01 -1.575399473494911145e-05
6.520408602295281186e-01 -1.575396177946546982e-05
6.524581413608336877e-01 -1.575392880289157855e-05
6.528756895360525725e-01 -1.575389580521394949e-05
6.532935049260812921e-01 -1.575386278641907416e-05
6.537115877019284982e-01 -1.575382974649343731e-05
6.541299380347093129e-01 -1.575379668542351011e-05
6.545485560956516569e-01 -1.575376360319577054e-05
6.549674420560893662e-01 -1.575373049979667285e-05
6.553865960874697416e-01 -1.575369737521266789e-05
6.558060183613462213e-01 -1.575366422943020654e-05
6.562257090493851530e-01 -1.575363106243570915e-05
6.566456683233600211e-01 -1.575359787421561642e-05
6.570658963551566645e-01 -1.575356466475632839e-05
6.574863933167686136e-01 -1.575353143404426543e-05
6.579071593803018647e-01 -1.575349818206582420e-05
6.583281947179701055e-01 -1.575346490880738439e-05
6.587494995020990451e-01 -1.575343161425533928e-05
6.591710739051246382e-01 -1.575339829839605840e-05
6.595929180995915297e-01 -1.575336496121590793e-05
6.600150322581570528e-01 -1.575333160270124045e-05
6.604374165535866759e-01 -1.575329822283840520e-05
6.608600711587587773e-01 -1.575326482161373782e-05
6.612829962466599820e-01 -1.575323139901356383e-05
6.617061919903903799e-01 -1.575319795502421550e-05
6.621296585631575304e-01 -1.575316448963198784e-05
6.625533961382833459e-01 -1.575313100282319957e-05
6.629774048891974303e-01 -1.575309749458413553e-05
6.634016849894434076e-01 -1.575306396490109073e-05
6.638262366126728153e-01 -1.575303041376032630e-05
6.642510599326515441e-01 -1.575299684114812707e-05
6.646761551232536203e-01 -1.575296324705074063e-05
6.651015223584670899e-01 -1.575292963145442132e-05
6.655271618123889121e-01 -1.575289599434541332e-05
6.659530736592297329e-01 -1.575286233570994049e-05
6.663792580733093329e-01 -1.575282865553423686e-05
6.668057152290617351e-01 -1.575279495380450934e-05
6.672324453010296530e-01 -1.575276123050697161e-05
6.676594484638703753e-01 -1.575272748562781366e-05
6.680867248923502144e-01 -1.575269371915323223e-05
6.685142747613495029e-01 -1.575265993106940375e-05
6.689420982458601506e-01 -1.575262612136249109e-05
6.693701955209844234e-01 -1.575259229001866389e-05
6.697985667619390515e-01 -1.575255843702408164e-05
6.702272121440502328e-01 -1.575252456236488009e-05
6.706561318427592955e-01 -1.575249066602719164e-05
6.710853260336170356e-01 -1.575245674799715203e-05
6.715147948922889354e-01 -1.575242280826086994e-05
6.719445385945509441e-01 -1.575238884680446418e-05
6.723745573162933642e-01 -1.575235486361402647e-05
6.728048512335168541e-01 -1.575232085867564854e-05
6.732354205223374244e-01 -1.575228683197541871e-05
6.736662653589811089e-01 -1.575225278349940837e-05
6.740973859197888496e-01 -1.575221871323367537e-05
6.745287823812126105e-01 -1.575218462116428092e-05
6.749604549198193748e-01 -1.575215050727727271e-05
6.753924037122865931e-01 -1.575211637155868145e-05
6.758246289354075120e-01 -1.575208221399454129e-05
6.762571307660857345e-01 -1.575204803457087277e-05
6.766899093813409927e-01 -1.575201383327368292e-05
6.771229649583032639e-01 -1.575197961008897876e-05
6.775562976742188770e-01 -1.575194536500274697e-05
6.779899077064446278e-01 -1.575191109800097084e-05
6.784237952324532195e-01 -1.575187680906963707e-05
6.788579604298305981e-01 -1.575184249819469508e-05
6.792924034762742869e-01 -1.575180816536210783e-05
6.797271245495986047e-01 -1.575177381055782813e-05
6.801621238277285597e-01 -1.575173943376779862e-05
6.805974014887060664e-01 -1.575170503497793823e-05
6.810329577106839505e-01 -1.575167061417416926e-05
6.814687926719320554e-01 -1.575163617134240726e-05
6.819049065508313578e-01 -1.575160170646855421e-05
6.823412995258799629e-01 -1.575156721953850530e-05
6.827779717756871092e-01 -1.575153271053814560e-05
6.832149234789794967e-01 -1.575149817945334320e-05
6.836521548145950700e-01 -1.575146362626997975e-05
6.840896659614893460e-01 -1.575142905097390642e-05
6.845274570987293083e-01 -1.575139445355096420e-05
6.849655284054995130e-01 -1.575135983398700087e-05
6.854038800610962046e-01 -1.575132519226784725e-05
6.858425122449333111e-01 -1.575129052837931725e-05
6.862814251365368934e-01 -1.575125584230722815e-05
6.867206189155503626e-01 -1.575122113403739044e-05
6.871600937617295957e-01 -1.575118640355559091e-05
6.875998498549480420e-01 -1.575115165084760958e-05
6.880398873751917277e-01 -1.575111687589923323e-05
6.884802065025638074e-01 -1.575108207869622832e-05
6.889208074172827878e-01 -1.575104725922434098e-05
6.893616902996804185e-01 -1.575101241746932750e-05
6.898028553302065768e-01 -1.575097755341693063e-05
6.902443026894236056e-01 -1.575094266705287955e-05
6.906860325580126414e-01 -1.575090775836288990e-05
6.911280451167675087e-01 -1.575087282733268410e-05
6.915703405466002707e-01 -1.575083787394795405e-05
6.920129190285362331e-01 -1.575080289819440186e-05
6.924557807437193846e-01 -1.575076790005770926e-05
6.928989258734066237e-01 -1.575073287952354786e-05
6.933423545989737535e-01 -1.575069783657759602e-05
6.937860671019099312e-01 -1.575066277120549483e-05
6.942300635638231077e-01 -1.575062768339290572e-05
6.946743441664346985e-01 -1.575059257312545963e-05
6.951189090915854685e-01 -1.575055744038879766e-05
6.955637585212294249e-01 -1.575052228516852701e-05
6.960088926374397023e-01 -1.575048710745026508e-05
6.964543116224036767e-01 -1.575045190721961229e-05
6.969000156584277406e-01 -1.575041668446216232e-05
6.973460049279320838e-01 -1.575038143916349866e-05
6.977922796134568006e-01 -1.575034617130919464e-05
6.982388398976555610e-01 -1.575031088088482361e-05
6.986856859633014949e-01 -1.575027556787593179e-05
6.991328179932843057e-01 -1.575024023226806881e-05
6.995802361706097150e-01 -1.575020487404676733e-05
7.000279406784000180e-01 -1.575016949319757019e-05
7.004759316998966368e-01 -1.575013408970598298e-05
7.009242094184580107e-01 -1.575009866355752143e-05
7.013727740175578207e-01 -1.575006321473767756e-05
7.018216256807900955e-01 -1.575002774323195693e-05
7.022707645918633279e-01 -1.574999224902583125e-05
7.027201909346066921e-01 -1.574995673210477219e-05
7.031699048929637152e-01 -1.574992119245425146e-05
7.036199066509991606e-01 -1.574988563005971703e-05
7.040701963928920337e-01 -1.574985004490661009e-05
7.045207743029426872e-01 -1.574981443698037523e-05
7.049716405655659379e-01 -1.574977880626643670e-05
7.054227953652980609e-01 -1.574974315275020522e-05
7.058742388867901285e-01 -1.574970747641708810e-05
7.063259713148144492e-01 -1.574967177725248926e-05
7.067779928342587947e-01 -1.574963605524179908e-05
7.072303036301318402e-01 -1.574960031037038761e-05
7.076829038875580569e-01 -1.574956454262362829e-05
7.081357937917832635e-01 -1.574952875198688777e-05
7.085889735281687418e-01 -1.574949293844550899e-05
7.090424432821974543e-01 -1.574945710198484168e-05
7.094962032394679374e-01 -1.574942124259021183e-05
7.099502535857008523e-01 -1.574938536024694883e-05
7.104045945067324341e-01 -1.574934945494036514e-05
7.108592261885200436e-01 -1.574931352665575286e-05
7.113141488171402793e-01 -1.574927757537842107e-05
7.117693625787863132e-01 -1.574924160109365850e-05
