# COSEBI weights for En in Real space
# lowest theta boundary = 0.5
# highest theta boundary = 0.5
# number of COSEBI modes = 20
# theta[arcmin]      T_+(theta)
5.000000000000001110e-01 -2.894992144725058481e+01
5.003199808146676641e-01 -2.802138313654238999e+01
5.006401664047791522e-01 -2.710799502940724182e+01
5.009605569013820814e-01 -2.620959147683347013e+01
5.012811524356098891e-01 -2.532600818365711959e+01
5.016019531386775032e-01 -2.445708219982051190e+01
5.019229591418863379e-01 -2.360265191165091281e+01
5.022441705766194087e-01 -2.276255703321227486e+01
5.025655875743462175e-01 -2.193663859767663027e+01
5.028872102666178678e-01 -2.112473894876692526e+01
5.032090387850723934e-01 -2.032670173221887211e+01
5.035310732614295404e-01 -1.954237188731497099e+01
5.038533138274952083e-01 -1.877159563843929391e+01
5.041757606151581195e-01 -1.801422048669640219e+01
5.044984137563931492e-01 -1.727009520155883138e+01
5.048212733832576626e-01 -1.653906981257557973e+01
5.051443396278955111e-01 -1.582099560110705916e+01
5.054676126225331467e-01 -1.511572509212218662e+01
5.057910924994836188e-01 -1.442311204602163421e+01
5.061147793911427994e-01 -1.374301145052191409e+01
5.064386734299930470e-01 -1.307527951256687615e+01
5.067627747485995426e-01 -1.241977365029801383e+01
5.070870834796145088e-01 -1.177635248505152887e+01
5.074115997557729907e-01 -1.114487583341556132e+01
5.077363237098961868e-01 -1.052520469931486069e+01
5.080612554748905607e-01 -9.917201266146596694e+00
5.083863951837462869e-01 -9.320728888959477487e+00
5.087117429695404702e-01 -8.735652086666188865e+00
5.090372989654330382e-01 -8.161836534311266433e+00
5.093630633046718481e-01 -7.599149055364117444e+00
5.096890361205873576e-01 -7.047457614072152765e+00
5.100152175465978432e-01 -6.506631307836928002e+00
5.103416077162046260e-01 -5.976540359648593537e+00
5.106682067629967348e-01 -5.457056110545585703e+00
5.109950148206463538e-01 -4.948051012130239457e+00
5.113220320229135973e-01 -4.449398619110145781e+00
5.116492585036418461e-01 -3.960973581894792872e+00
5.119766943967624107e-01 -3.482651639218159900e+00
5.123043398362902012e-01 -3.014309610815001150e+00
5.126321949563277247e-01 -2.555825390124744523e+00
5.129602598910615319e-01 -2.107077937046065941e+00
5.132885347747662141e-01 -1.667947270720418151e+00
5.136170197417996297e-01 -1.238314462367003710e+00
5.139457149266082325e-01 -8.180616281433310544e-01
5.142746204637225205e-01 -4.070719220579571140e-01
5.146037364877606990e-01 -5.229528911368637456e-03
5.149330631334252395e-01 3.875803427154402292e-01
5.152626005355072092e-01 7.714714674434223207e-01
5.155923488288812750e-01 1.146556610028396372e+00
5.159223081485104778e-01 1.512947532267357786e+00
5.162524786294441226e-01 1.870754999858638579e+00
5.165828604068160024e-01 2.220088789224992087e+00
5.169134536158490612e-01 2.561057694305820309e+00
5.172442583918502867e-01 2.893769533301560060e+00
5.175752748702153738e-01 3.218331155390978360e+00
5.179065031864249491e-01 3.534848447402700433e+00
5.182379434760479020e-01 3.843426340456871149e+00
5.185695958747380541e-01 4.144168816563574609e+00
5.189014605182381557e-01 4.437178915191510420e+00
5.192335375423756672e-01 4.722558739792662053e+00
5.195658270830673109e-01 5.000409464298548379e+00
5.198983292763141861e-01 5.270831339572128904e+00
5.202310442582069872e-01 5.533923699832299370e+00
5.205639721649211182e-01 5.789784969034280415e+00
5.208971131327214676e-01 6.038512667222086350e+00
5.212304672979577447e-01 6.280203416838225472e+00
5.215640347970693647e-01 6.514952949005284211e+00
5.218978157665807860e-01 6.742856109765361872e+00
5.222318103431056180e-01 6.964006866290829656e+00
5.225660186633432902e-01 7.178498313055071023e+00
5.229004408640828272e-01 7.386422677973334849e+00
5.232350770821981856e-01 7.587871328503639212e+00
5.235699274546530280e-01 7.782934777719325403e+00
5.239049921184982805e-01 7.971702690342854503e+00
5.242402712108712448e-01 8.154263888746744016e+00
5.245757648689988173e-01 8.330706358922840948e+00
5.249114732301941588e-01 8.501117256414294943e+00
5.252473964318596922e-01 8.665582912217377753e+00
5.255835346114843265e-01 8.824188838646948696e+00
5.259198879066464549e-01 8.977019735171525738e+00
5.262564564550108459e-01 9.124159494212376487e+00
5.265932403943324180e-01 9.265691206912826772e+00
5.269302398624520212e-01 9.401697168871264054e+00
5.272674549973008773e-01 9.532258885845237728e+00
