# COSEBI weights for En in Real space
# lowest theta boundary = 0.5
# highest theta boundary = 0.5
# number of COSEBI modes = 20
# theta[arcmin]      T_+(theta)
5.000000000000001110e-01 2.812966236610062509e+01
5.003199808146676641e-01 2.732384501788046194e+01
5.006401664047791522e-01 2.652977914222154254e+01
5.009605569013820814e-01 2.574734988824852522e+01
5.012811524356098891e-01 2.497644324344717859e+01
5.016019531386775032e-01 2.421694602884221226e+01
5.019229591418863379e-01 2.346874589417500800e+01
5.022441705766194087e-01 2.273173131312756468e+01
5.025655875743462175e-01 2.200579157854603451e+01
5.028872102666178678e-01 2.129081679770927593e+01
5.032090387850723934e-01 2.058669788759658559e+01
5.035310732614295404e-01 1.989332657020133865e+01
5.038533138274952083e-01 1.921059536784542132e+01
5.041757606151581195e-01 1.853839759853273961e+01
5.044984137563931492e-01 1.787662737131053703e+01
5.048212733832576626e-01 1.722517958166727325e+01
5.051443396278955111e-01 1.658394990693653170e+01
5.054676126225331467e-01 1.595283480173876356e+01
5.057910924994836188e-01 1.533173149342887953e+01
5.061147793911427994e-01 1.472053797758078098e+01
5.064386734299930470e-01 1.411915301347896623e+01
5.067627747485995426e-01 1.352747611964549002e+01
5.070870834796145088e-01 1.294540756937354686e+01
5.074115997557729907e-01 1.237284838629784289e+01
5.077363237098961868e-01 1.180970033997235547e+01
5.080612554748905607e-01 1.125586594147692487e+01
5.083863951837462869e-01 1.071124843904576096e+01
5.087117429695404702e-01 1.017575181370880699e+01
5.090372989654330382e-01 9.649280774966232599e+00
5.093630633046718481e-01 9.131740756468467168e+00
5.096890361205873576e-01 8.623037911733870686e+00
5.100152175465978432e-01 8.123079109870113612e+00
5.103416077162046260e-01 7.631771931331770453e+00
5.106682067629967348e-01 7.149024663683793079e+00
5.109950148206463538e-01 6.674746297399245520e+00
5.113220320229135973e-01 6.208846521663478946e+00
5.116492585036418461e-01 5.751235720212251046e+00
5.119766943967624107e-01 5.301824967176557379e+00
5.123043398362902012e-01 4.860526022960189430e+00
5.126321949563277247e-01 4.427251330125673512e+00
5.129602598910615319e-01 4.001914009310339360e+00
5.132885347747662141e-01 3.584427855152148457e+00
5.136170197417996297e-01 3.174707332246632152e+00
5.139457149266082325e-01 2.772667571110510210e+00
5.142746204637225205e-01 2.378224364177356165e+00
5.146037364877606990e-01 1.991294161802506402e+00
5.149330631334252395e-01 1.611794068295979043e+00
5.152626005355072092e-01 1.239641837965527627e+00
5.155923488288812750e-01 8.747558711897340800e-01
5.159223081485104778e-01 5.170552104990812081e-01
5.162524786294441226e-01 1.664595366840004309e-01
5.165828604068160024e-01 -1.771108350787531094e-01
5.169134536158490612e-01 -5.137349590874699112e-01
5.172442583918502867e-01 -8.434912629478205082e-01
5.175752748702153738e-01 -1.166457551396469450e+00
5.179065031864249491e-01 -1.482711010097458093e+00
5.182379434760479020e-01 -1.792328209427002772e+00
5.185695958747380541e-01 -2.095385108233315918e+00
5.189014605182381557e-01 -2.391957057584844559e+00
5.192335375423756672e-01 -2.682118804492522379e+00
5.195658270830673109e-01 -2.965944495621639199e+00
5.198983292763141861e-01 -3.243507680977125496e+00
5.202310442582069872e-01 -3.514881317579367614e+00
5.205639721649211182e-01 -3.780137773113409594e+00
5.208971131327214676e-01 -4.039348829568056409e+00
5.212304672979577447e-01 -4.292585686849469617e+00
5.215640347970693647e-01 -4.539918966384345111e+00
5.218978157665807860e-01 -4.781418714697955430e+00
5.222318103431056180e-01 -5.017154406981070736e+00
5.225660186633432902e-01 -5.247194950633717880e+00
5.229004408640828272e-01 -5.471608688796422371e+00
5.232350770821981856e-01 -5.690463403858074365e+00
5.235699274546530280e-01 -5.903826320952790141e+00
5.239049921184982805e-01 -6.111764111434457192e+00
5.242402712108712448e-01 -6.314342896335194411e+00
5.245757648689988173e-01 -6.511628249808996571e+00
5.249114732301941588e-01 -6.703685202554256151e+00
5.252473964318596922e-01 -6.890578245222949150e+00
5.255835346114843265e-01 -7.072371331809452322e+00
5.259198879066464549e-01 -7.249127883025652253e+00
5.262564564550108459e-01 -7.420910789655828843e+00
5.265932403943324180e-01 -7.587782415898356447e+00
5.269302398624520212e-01 -7.749804602686547916e+00
5.272674549973008773e-01 -7.907038670997168950e+00
5.276048859368962507e-01 -8.059545425138043839e+00
5.279425328193461109e-01 -8.207385156023386585e+00
5.282803957828444696e-01 -8.350617644428355746e+00
5.286184749656760440e-01 -8.489302164231379066e+00
5.289567705062115932e-01 -8.623497485636098858e+00
5.292952825429131369e-01 -8.753261878381170646e+00
5.296340112143286261e-01 -8.878653114929589307e+00
5.299729566590971608e-01 -8.999728473646010585e+00
5.303121190159442166e-01 -9.116544741954218267e+00
5.306514984236863075e-01 -9.229158219482021863e+00
5.309910950212265446e-01 -9.337624721187031795e+00
5.313309089475594105e-01 -9.441999580469648379e+00
5.316709403417655411e-01 -9.542337652267020687e+00
5.320111893430167216e-01 -9.638693316134474998e+00
5.323516560905736661e-01 -9.731120479308996707e+00
5.326923407237846853e-01 -9.819672579757485309e+00
5.330332433820891280e-01 -9.904402589210720365e+00
5.333743642050136069e-01 -9.985363016179936935e+00
5.337157033321763278e-01 -1.006260590896003038e+01
5.340572609032825380e-01 -1.013618285861527468e+01
5.343990370581289673e-01 -1.020614500195181584e+01
5.347410319365997200e-01 -1.027254302447307133e+01
5.350832456786707159e-01 -1.033542716332173939e+01
5.354256784244051381e-01 -1.039484721020493296e+01
5.357683303139579856e-01 -1.045085251430599094e+01
5.361112014875718534e-01 -1.050349198517975680e+01
5.364542920855811525e-01 -1.055281409563435702e+01
5.367976022484080012e-01 -1.059886688459682524e+01
5.371411321165666664e-01 -1.064169795996520307e+01
5.374848818306587894e-01 -1.068135450144463405e+01
5.378288515313787155e-01 -1.071788326337012265e+01
5.381730413595081641e-01 -1.075133057751338050e+01
5.385174514559212255e-01 -1.078174235587632346e+01
5.388620819615803637e-01 -1.080916409346912843e+01
5.392069330175399688e-01 -1.083364087107460350e+01
5.395520047649425832e-01 -1.085521735799759036e+01
5.398972973450230084e-01 -1.087393781480065513e+01
5.402428108991059741e-01 -1.088984609602508691e+01
5.405885455686055829e-01 -1.090298565289788790e+01
5.409345014950280861e-01 -1.091339953602476243e+01
5.412806788199684416e-01 -1.092113039806881858e+01
5.416270776851141999e-01 -1.092622049641551207e+01
5.419736982322415075e-01 -1.092871169582345026e+01
5.423205406032194364e-01 -1.092864547106146489e+01
5.426676049400057655e-01 -1.092606290953178849e+01
5.430148913846510883e-01 -1.092100471387948346e+01
5.433624000792948161e-01 -1.091351120458822166e+01
5.437101311661695080e-01 -1.090362232256230968e+01
5.440580847875965409e-01 -1.089137763169529904e+01
5.444062610859906615e-01 -1.087681632142483323e+01
5.447546602038555452e-01 -1.085997720927433008e+01
5.451032822837880154e-01 -1.084089874338090276e+01
5.454521274684741572e-01 -1.081961900501030627e+01
5.458011959006937586e-01 -1.079617571105814200e+01
5.461504877233154254e-01 -1.077060621653836314e+01
5.465000030793014663e-01 -1.074294751705798845e+01
5.468497421117037849e-01 -1.071323625127929979e+01
5.471997049636675436e-01 -1.068150870336837421e+01
5.475498917784277220e-01 -1.064780080543120988e+01
5.479003026993124470e-01 -1.061214813993626827e+01
5.482509378697416613e-01 -1.057458594212454628e+01
5.486017974332252356e-01 -1.053514910240689240e+01
5.489528815333672984e-01 -1.049387216874784556e+01
5.493041903138616844e-01 -1.045078934903771817e+01
5.496557239184960419e-01 -1.040593451345101172e+01
5.500074824911481697e-01 -1.035934119679312282e+01
5.503594661757903461e-01 -1.031104260083347945e+01
5.507116751164841117e-01 -1.026107159662740109e+01
5.510641094573861531e-01 -1.020946072682399652e+01
5.514167693427425299e-01 -1.015624220796327570e+01
5.517696549168943365e-01 -1.010144793275925146e+01
5.521227663242725958e-01 -1.004510947237233687e+01
5.524761037094029215e-01 -9.987258078668009631e+00
5.528296672169015213e-01 -9.927924686464612236e+00
5.531834569914789723e-01 -9.867139915767786817e+00
5.535374731779364454e-01 -9.804934073994040489e+00
5.538917159211699248e-01 -9.741337158180922273e+00
5.542461853661660998e-01 -9.676378857186671567e+00
5.546008816580062506e-01 -9.610088553876481754e+00
5.549558049418628070e-01 -9.542495327298244234e+00
5.553109553630029005e-01 -9.473627954845138532e+00
5.556663330667847012e-01 -9.403514914407821834e+00
5.560219381986613030e-01 -9.332184386513423746e+00
5.563777709041769493e-01 -9.259664256454382070e+00
5.567338313289705853e-01 -9.185982116404172615e+00
5.570901196187743043e-01 -9.111165267522512323e+00
5.574466359194121257e-01 -9.035240722048948570e+00
5.578033803768028820e-01 -8.958235205384154298e+00
5.581603531369574434e-01 -8.880175158160962923e+00
5.585175543459817149e-01 -8.801086738302803525e+00
5.588749841500733062e-01 -8.720995823072186681e+00
5.592326426955251950e-01 -8.639928011106379202e+00
5.595905301287219524e-01 -8.557908624443516743e+00
5.599486465961441839e-01 -8.474962710535667298e+00
5.603069922443637552e-01 -8.391115044252902777e+00
5.606655672200488993e-01 -8.306390129873983952e+00
5.610243716699591099e-01 -8.220812203068422974e+00
5.613834057409502476e-01 -8.134405232865150381e+00
5.617426695799698777e-01 -8.047192923612564996e+00
5.621021633340618218e-01 -7.959198716925524053e+00
5.624618871503618278e-01 -7.870445793623602526e+00
5.628218411761020112e-01 -7.780957075656469435e+00
5.631820255586065249e-01 -7.690755228020648815e+00
5.635424404452957781e-01 -7.599862660663501579e+00
5.639030859836825504e-01 -7.508301530378571620e+00
5.642639623213763223e-01 -7.416093742688263823e+00
5.646250696060786112e-01 -7.323260953718267352e+00
5.649864079855870802e-01 -7.229824572059238008e+00
5.653479776077942054e-01 -7.135805760619408744e+00
5.657097786206853884e-01 -7.041225438466949704e+00
5.660718111723429535e-01 -6.946104282660439111e+00
5.664340754109413734e-01 -6.850462730071297024e+00
5.667965714847528202e-01 -6.754320979193257024e+00
5.671592995421417260e-01 -6.657698991944487332e+00
5.675222597315697781e-01 -6.560616495456816466e+00
5.678854522015915895e-01 -6.463092983857243290e+00
5.682488771008588069e-01 -6.365147720037170664e+00
5.686125345781160023e-01 -6.266799737413767168e+00
5.689764247822054477e-01 -6.168067841678939622e+00
5.693405478620623406e-01 -6.068970612540950604e+00
5.697049039667193560e-01 -5.969526405453598805e+00
5.700694932453019836e-01 -5.869753353338023949e+00
5.704343158470340791e-01 -5.769669368291960865e+00
5.707993719212320904e-01 -5.669292143292230968e+00
5.711646616173108315e-01 -5.568639153884447524e+00
5.715301850847780418e-01 -5.467727659866012502e+00
5.718959424732396046e-01 -5.366574706956621199e+00
5.722619339323949950e-01 -5.265197128461822196e+00
5.726281596120413875e-01 -5.163611546924626872e+00
5.729946196620697707e-01 -5.061834375769859840e+00
5.733613142324696099e-01 -4.959881820936627328e+00
5.737282434733235181e-01 -4.857769882504159753e+00
5.740954075348121410e-01 -4.755514356305439172e+00
5.744628065672126027e-01 -4.653130835533265675e+00
5.748304407208956190e-01 -4.550634712337400245e+00
5.751983101463312709e-01 -4.448041179410060053e+00
5.755664149940833418e-01 -4.345365231565357256e+00
5.759347554148140924e-01 -4.242621667306695876e+00
5.763033315592800410e-01 -4.139825090387518003e+00
5.766721435783365157e-01 -4.036989911360535643e+00
5.770411916229331029e-01 -3.934130349120462888e+00
5.774104758441180874e-01 -3.831260432435213747e+00
5.777799963930344562e-01 -3.728394001470524799e+00
5.781497534209238953e-01 -3.625544709303384128e+00
