# Psi stats weights for clustering in Real space
# lowest theta boundary = 0.0001454441043328608
# highest theta boundary = 0.08726646259971647
# number of COSEBI modes = 6
# theta[arcmin]      U(theta)
1.080863148601951318e+00 1.742219607366008206e-05
1.081554859543619962e+00 1.742195275996240441e-05
1.082247013153748716e+00 1.742170929168266062e-05
1.082939609715630747e+00 1.742146566872334703e-05
1.083632649512735746e+00 1.742122189098694305e-05
1.084326132828719702e+00 1.742097795837584676e-05
1.085020059947415350e+00 1.742073387079237155e-05
1.085714431152841719e+00 1.742048962813882740e-05
1.086409246729194811e+00 1.742024523031741252e-05
1.087104506960856032e+00 1.742000067723026749e-05
1.087800212132389532e+00 1.741975596877950240e-05
1.088496362528537764e+00 1.741951110486717654e-05
1.089192958434226810e+00 1.741926608539521364e-05
1.089890000134566606e+00 1.741902091026557134e-05
1.090587487914850051e+00 1.741877557938006837e-05
1.091285422060548349e+00 1.741853009264052003e-05
1.091983802857320773e+00 1.741828444994862648e-05
1.092682630591005122e+00 1.741803865120608444e-05
1.093381905547625266e+00 1.741779269631450598e-05
1.094081628013384933e+00 1.741754658517540147e-05
1.094781798274675033e+00 1.741730031769028470e-05
1.095482416618065225e+00 1.741705389376057122e-05
1.096183483330313235e+00 1.741680731328762910e-05
1.096884998698355318e+00 1.741656057617275191e-05
1.097586963009316685e+00 1.741631368231718238e-05
1.098289376550501073e+00 1.741606663162212259e-05
1.098992239609400734e+00 1.741581942398864248e-05
1.099695552473687776e+00 1.741557205931784248e-05
1.100399315431222602e+00 1.741532453751069428e-05
1.101103528770045026e+00 1.741507685846814584e-05
1.101808192778384266e+00 1.741482902209104348e-05
1.102513307744649618e+00 1.741458102828023354e-05
1.103218873957437340e+00 1.741433287693644713e-05
1.103924891705529543e+00 1.741408456796037134e-05
1.104631361277890189e+00 1.741383610125262209e-05
1.105338282963668206e+00 1.741358747671378144e-05
1.106045657052199926e+00 1.741333869424434674e-05
1.106753483833007090e+00 1.741308975374475094e-05
1.107461763595793292e+00 1.741284065511538976e-05
1.108170496630451307e+00 1.741259139825655387e-05
1.108879683227055990e+00 1.741234198306852376e-05
1.109589323675871597e+00 1.741209240945148170e-05
1.110299418267344018e+00 1.741184267730556926e-05
1.111009967292109213e+00 1.741159278653082979e-05
1.111720971040984995e+00 1.741134273702730324e-05
1.112432429804979472e+00 1.741109252869490418e-05
1.113144343875282605e+00 1.741084216143354383e-05
1.113856713543275312e+00 1.741059163514302495e-05
1.114569539100520368e+00 1.741034094972311984e-05
1.115282820838771283e+00 1.741009010507351608e-05
1.115996559049964754e+00 1.740983910109385381e-05
1.116710754026227770e+00 1.740958793768369186e-05
1.117425406059870507e+00 1.740933661474256537e-05
1.118140515443393879e+00 1.740908513216990101e-05
1.118856082469482649e+00 1.740883348986508144e-05
1.119572107431011210e+00 1.740858168772745543e-05
1.120288590621042024e+00 1.740832972565626671e-05
1.121005532332822519e+00 1.740807760355069804e-05
1.121722932859787969e+00 1.740782532130991184e-05
1.122440792495563278e+00 1.740757287883297228e-05
1.123159111533962085e+00 1.740732027601888253e-05
1.123877890268981661e+00 1.740706751276658817e-05
1.124597128994813122e+00 1.740681458897498735e-05
1.125316828005830327e+00 1.740656150454290030e-05
1.126036987596600092e+00 1.740630825936907269e-05
1.126757608061873750e+00 1.740605485335222310e-05
1.127478689696596037e+00 1.740580128639096846e-05
1.128200232795894875e+00 1.740554755838388506e-05
1.128922237655092031e+00 1.740529366922947461e-05
1.129644704569694458e+00 1.740503961882620160e-05
1.130367633835401842e+00 1.740478540707242545e-05
1.131091025748098611e+00 1.740453103386648188e-05
1.131814880603863926e+00 1.740427649910661174e-05
1.132539198698960803e+00 1.740402180269102540e-05
1.133263980329846987e+00 1.740376694451783494e-05
1.133989225793165856e+00 1.740351192448513215e-05
1.134714935385753964e+00 1.740325674249089698e-05
1.135441109404634163e+00 1.740300139843306535e-05
1.136167748147022927e+00 1.740274589220954269e-05
1.136894851910326132e+00 1.740249022371813956e-05
1.137622420992138395e+00 1.740223439285656825e-05
1.138350455690244623e+00 1.740197839952255802e-05
1.139078956302622458e+00 1.740172224361371273e-05
1.139807923127440281e+00 1.740146592502758545e-05
1.140537356463054097e+00 1.740120944366168858e-05
1.141267256608014646e+00 1.740095279941344982e-05
1.141997623861060296e+00 1.740069599218025282e-05
1.142728458521124368e+00 1.740043902185936604e-05
1.143459760887326926e+00 1.740018188834806809e-05
1.144191531258984762e+00 1.739992459154352918e-05
1.144923769935600744e+00 1.739966713134285514e-05
1.145656477216874247e+00 1.739940950764309080e-05
1.146389653402692055e+00 1.739915172034124373e-05
1.147123298793137902e+00 1.739889376933422325e-05
1.147857413688481820e+00 1.739863565451890817e-05
1.148591998389191238e+00 1.739837737579205535e-05
1.149327053195921433e+00 1.739811893305044196e-05
1.150062578409524860e+00 1.739786032619069272e-05
1.150798574331041157e+00 1.739760155510944249e-05
1.151535041261707581e+00 1.739734261970322452e-05
1.152271979502949906e+00 1.739708351986850088e-05
1.153009389356390857e+00 1.739682425550170654e-05
1.153747271123841900e+00 1.739656482649915112e-05
1.154485625107312341e+00 1.739630523275716118e-05
1.155224451609000003e+00 1.739604547417191420e-05
1.155963750931299439e+00 1.739578555063960459e-05
1.156703523376798826e+00 1.739552546205629124e-05
1.157443769248277743e+00 1.739526520831800256e-05
1.158184488848709615e+00 1.739500478932071612e-05
1.158925682481263708e+00 1.739474420496031124e-05
1.159667350449304024e+00 1.739448345513265032e-05
1.160409493056384189e+00 1.739422253973345680e-05
1.161152110606257670e+00 1.739396145865845756e-05
1.161895203402867116e+00 1.739370021180329813e-05
1.162638771750354572e+00 1.739343879906352579e-05
1.163382815953051930e+00 1.739317722033469123e-05
1.164127336315490924e+00 1.739291547551220619e-05
1.164872333142392913e+00 1.739265356449145534e-05
1.165617806738679096e+00 1.739239148716775556e-05
1.166363757409461410e+00 1.739212924343634244e-05
1.167110185460051852e+00 1.739186683319244477e-05
1.167857091195952490e+00 1.739160425633112534e-05
1.168604474922865899e+00 1.739134151274747742e-05
1.169352336946685833e+00 1.739107860233649264e-05
1.170100677573505887e+00 1.739081552499307455e-05
1.170849497109612170e+00 1.739055228061208263e-05
1.171598795861489517e+00 1.739028886908833234e-05
1.172348574135816168e+00 1.739002529031654086e-05
1.173098832239468647e+00 1.738976154419138813e-05
1.173849570479521098e+00 1.738949763060744226e-05
1.174600789163240400e+00 1.738923354945925780e-05
1.175352488598091716e+00 1.738896930064130802e-05
1.176104669091737831e+00 1.738870488404797466e-05
1.176857330952039593e+00 1.738844029957361579e-05
1.177610474487050363e+00 1.738817554711249121e-05
1.178364100005026449e+00 1.738791062655882681e-05
1.179118207814415786e+00 1.738764553780674011e-05
1.179872798223868369e+00 1.738738028075032825e-05
1.180627871542227814e+00 1.738711485528356983e-05
1.181383428078539577e+00 1.738684926130044681e-05
1.182139468142042071e+00 1.738658349869481919e-05
1.182895992042176658e+00 1.738631756736049613e-05
1.183653000088578100e+00 1.738605146719124616e-05
1.184410492591083219e+00 1.738578519808072260e-05
1.185168469859723350e+00 1.738551875992256859e-05
1.185926932204732553e+00 1.738525215261030533e-05
1.186685879936538512e+00 1.738498537603744043e-05
1.187445313365772970e+00 1.738471843009739006e-05
1.188205232803260625e+00 1.738445131468349244e-05
1.188965638560031124e+00 1.738418402968904851e-05
1.189726530947307515e+00 1.738391657500727792e-05
1.190487910276515571e+00 1.738364895053130883e-05
1.191249776859281129e+00 1.738338115615425584e-05
1.192012131007426090e+00 1.738311319176913191e-05
1.192774973032972641e+00 1.738284505726891274e-05
1.193538303248145027e+00 1.738257675254644867e-05
1.194302121965366670e+00 1.738230827749459340e-05
1.195066429497258165e+00 1.738203963200609563e-05
1.195831226156643945e+00 1.738177081597364984e-05
1.196596512256544953e+00 1.738150182928985564e-05
1.197362288110186412e+00 1.738123267184729569e-05
1.198128554030989612e+00 1.738096334353844425e-05
1.198895310332581676e+00 1.738069384425573152e-05
1.199662557328784018e+00 1.738042417389154366e-05
1.200430295333625663e+00 1.738015433233812453e-05
1.201198524661330591e+00 1.737988431948772137e-05
1.201967245626329062e+00 1.737961413523250349e-05
1.202736458543247400e+00 1.737934377946455551e-05
1.203506163726918654e+00 1.737907325207586380e-05
1.204276361492372160e+00 1.737880255295844520e-05
1.205047052154843534e+00 1.737853168200415732e-05
1.205818236029766011e+00 1.737826063910482389e-05
1.206589913432778882e+00 1.737798942415221443e-05
1.207362084679718395e+00 1.737771803703800697e-05
1.208134750086627518e+00 1.737744647765383552e-05
1.208907909969750394e+00 1.737717474589123241e-05
1.209681564645531893e+00 1.737690284164171645e-05
1.210455714430619167e+00 1.737663076479668446e-05
1.211230359641863874e+00 1.737635851524751632e-05
1.212005500596321728e+00 1.737608609288547333e-05
1.212781137611246285e+00 1.737581349760178968e-05
1.213557271004100269e+00 1.737554072928762842e-05
1.214333901092543355e+00 1.737526778783404416e-05
1.215111028194444609e+00 1.737499467313206443e-05
1.215888652627870936e+00 1.737472138507266593e-05
1.216666774711097743e+00 1.737444792354670675e-05
1.217445394762599609e+00 1.737417428844501114e-05
1.218224513101059836e+00 1.737390047965831861e-05
1.219004130045359791e+00 1.737362649707731109e-05
1.219784245914591114e+00 1.737335234059262987e-05
1.220564861028043735e+00 1.737307801009478405e-05
1.221345975705217635e+00 1.737280350547424214e-05
1.222127590265811747e+00 1.737252882662146242e-05
1.222909705029734839e+00 1.737225397342674737e-05
1.223692320317095295e+00 1.737197894578039267e-05
1.224475436448211552e+00 1.737170374357257878e-05
1.225259053743601667e+00 1.737142836669344894e-05
1.226043172523994196e+00 1.737115281503310909e-05
1.226827793110317533e+00 1.737087708848153642e-05
1.227612915823711459e+00 1.737060118692866070e-05
1.228398540985514709e+00 1.737032511026434392e-05
1.229184668917276513e+00 1.737004885837841082e-05
1.229971299940751717e+00 1.736977243116056077e-05
1.230758434377898558e+00 1.736949582850047619e-05
1.231546072550880888e+00 1.736921905028774126e-05
1.232334214782071724e+00 1.736894209641188594e-05
1.233122861394050140e+00 1.736866496676236227e-05
1.233912012709598160e+00 1.736838766122856468e-05
1.234701669051709194e+00 1.736811017969982324e-05
1.235491830743578268e+00 1.736783252206535621e-05
1.236282498108612460e+00 1.736755468821437844e-05
1.237073671470420244e+00 1.736727667803601333e-05
1.237865351152823257e+00 1.736699849141926907e-05
1.238657537479844528e+00 1.736672012825315385e-05
1.239450230775719364e+00 1.736644158842656405e-05
1.240243431364886240e+00 1.736616287182835201e-05
1.241037139571996128e+00 1.736588397834727180e-05
1.241831355721901842e+00 1.736560490787203347e-05
1.242626080139670242e+00 1.736532566029126573e-05
1.243421313150570473e+00 1.736504623549356004e-05
1.244217055080085732e+00 1.736476663336739603e-05
1.245013306253901053e+00 1.736448685380118559e-05
1.245810066997916632e+00 1.736420689668331010e-05
1.246607337638234503e+00 1.736392676190205608e-05
1.247405118501170529e+00 1.736364644934562874e-05
1.248203409913248629e+00 1.736336595890219939e-05
1.249002212201199669e+00 1.736308529045984110e-05
1.249801525691963011e+00 1.736280444390656935e-05
1.250601350712690296e+00 1.736252341913033522e-05
1.251401687590742329e+00 1.736224221601899494e-05
1.252202536653685305e+00 1.736196083446036069e-05
1.253003898229301027e+00 1.736167927434218027e-05
1.253805772645575134e+00 1.736139753555210325e-05
1.254608160230708425e+00 1.736111561797776560e-05
1.255411061313106647e+00 1.736083352150664071e-05
1.256214476221391152e+00 1.736055124602619854e-05
1.257018405284388018e+00 1.736026879142387182e-05
1.257822848831139373e+00 1.735998615758694755e-05
1.258627807190892067e+00 1.735970334440267888e-05
1.259433280693109669e+00 1.735942035175825458e-05
1.260239269667460693e+00 1.735913717954076175e-05
1.261045774443830592e+00 1.735885382763726042e-05
1.261852795352309764e+00 1.735857029593471912e-05
1.262660332723205547e+00 1.735828658432003185e-05
1.263468386887031780e+00 1.735800269268004855e-05
1.264276958174518573e+00 1.735771862090151077e-05
1.265086046916602758e+00 1.735743436887112614e-05
1.265895653444436775e+00 1.735714993647550746e-05
1.266705778089384227e+00 1.735686532360119634e-05
1.267516421183019881e+00 1.735658053013468022e-05
1.268327583057129004e+00 1.735629555596238552e-05
1.269139264043712911e+00 1.735601040097063704e-05
1.269951464474984748e+00 1.735572506504571213e-05
1.270764184683366604e+00 1.735543954807382039e-05
1.271577425001498396e+00 1.735515384994107315e-05
1.272391185762228094e+00 1.735486797053354449e-05
1.273205467298621274e+00 1.735458190973720004e-05
1.274020269943952011e+00 1.735429566743799869e-05
1.274835594031712649e+00 1.735400924352176378e-05
1.275651439895603367e+00 1.735372263787428139e-05
1.276467807869543947e+00 1.735343585038125628e-05
1.277284698287661779e+00 1.735314888092831528e-05
1.278102111484304082e+00 1.735286172940105135e-05
1.278920047794026127e+00 1.735257439568492870e-05
1.279738507551603011e+00 1.735228687966540136e-05
1.280557491092018552e+00 1.735199918122781157e-05
1.281376998750476170e+00 1.735171130025744057e-05
1.282197030862389120e+00 1.735142323663950862e-05
1.283017587763389589e+00 1.735113499025915806e-05
1.283838669789320264e+00 1.735084656100144312e-05
1.284660277276242102e+00 1.735055794875139433e-05
1.285482410560430999e+00 1.735026915339391007e-05
1.286305069978376014e+00 1.734998017481386164e-05
1.287128255866781368e+00 1.734969101289603221e-05
1.287951968562569105e+00 1.734940166752515077e-05
1.288776208402876877e+00 1.734911213858586159e-05
1.289600975725054832e+00 1.734882242596272087e-05
1.290426270866673164e+00 1.734853252954025768e-05
1.291252094165513675e+00 1.734824244920286557e-05
1.292078445959579547e+00 1.734795218483492794e-05
1.292905326587084458e+00 1.734766173632072654e-05
1.293732736386464577e+00 1.734737110354449906e-05
1.294560675696366570e+00 1.734708028639036462e-05
1.295389144855659591e+00 1.734678928474241185e-05
1.296218144203424183e+00 1.734649809848462772e-05
1.297047674078963597e+00 1.734620672750095856e-05
1.297877734821792473e+00 1.734591517167526938e-05
1.298708326771647936e+00 1.734562343089132691e-05
1.299539450268479834e+00 1.734533150503286743e-05
1.300371105652460058e+00 1.734503939398352216e-05
1.301203293263973659e+00 1.734474709762686811e-05
1.302036013443628404e+00 1.734445461584640776e-05
1.302869266532244552e+00 1.734416194852556566e-05
1.303703052870865298e+00 1.734386909554771214e-05
1.304537372800750772e+00 1.734357605679610575e-05
1.305372226663378266e+00 1.734328283215396774e-05
1.306207614800442451e+00 1.734298942150445499e-05
1.307043537553860046e+00 1.734269582473063970e-05
1.307879995265766260e+00 1.734240204171549917e-05
1.308716988278511018e+00 1.734210807234195652e-05
1.309554516934669843e+00 1.734181391649287048e-05
1.310392581577030313e+00 1.734151957405101168e-05
1.311231182548606045e+00 1.734122504489912027e-05
1.312070320192624928e+00 1.734093032891979749e-05
1.312909994852538897e+00 1.734063542599562424e-05
1.313750206872015047e+00 1.734034033600907978e-05
1.314590956594945403e+00 1.734004505884258578e-05
1.315432244365437153e+00 1.733974959437848936e-05
1.316274070527822415e+00 1.733945394249905971e-05
1.317116435426648913e+00 1.733915810308651182e-05
1.317959339406689745e+00 1.733886207602296581e-05
1.318802782812933838e+00 1.733856586119046048e-05
1.319646765990595716e+00 1.733826945847098721e-05
1.320491289285105729e+00 1.733797286774646620e-05
1.321336353042120715e+00 1.733767608889872622e-05
1.322181957607513336e+00 1.733737912180952821e-05
1.323028103327382521e+00 1.733708196636056542e-05
1.323874790548043912e+00 1.733678462243346327e-05
1.324722019616040081e+00 1.733648708990975575e-05
1.325569790878129650e+00 1.733618936867091246e-05
1.326418104681297283e+00 1.733589145859834878e-05
1.327266961372749909e+00 1.733559335957338523e-05
1.328116361299914061e+00 1.733529507147725762e-05
1.328966304810438093e+00 1.733499659419115773e-05
1.329816792252195956e+00 1.733469792759618586e-05
1.330667823973284314e+00 1.733439907157339484e-05
1.331519400322017654e+00 1.733410002600372236e-05
1.332371521646940504e+00 1.733380079076805185e-05
1.333224188296813217e+00 1.733350136574721595e-05
1.334077400620625964e+00 1.733320175082194564e-05
1.334931158967586073e+00 1.733290194587289060e-05
1.335785463687130692e+00 1.733260195078065982e-05
1.336640315128913903e+00 1.733230176542577424e-05
1.337495713642820050e+00 1.733200138968867007e-05
1.338351659578951525e+00 1.733170082344971915e-05
1.339208153287640313e+00 1.733140006658920524e-05
1.340065195119437114e+00 1.733109911898738837e-05
1.340922785425122443e+00 1.733079798052439304e-05
1.341780924555695531e+00 1.733049665108029973e-05
1.342639612862386089e+00 1.733019513053509741e-05
1.343498850696643432e+00 1.732989341876874458e-05
1.344358638410146467e+00 1.732959151566107776e-05
1.345218976354793927e+00 1.732928942109185214e-05
1.346079864882714361e+00 1.732898713494081955e-05
1.346941304346261248e+00 1.732868465708759287e-05
1.347803295098010778e+00 1.732838198741171049e-05
1.348665837490764963e+00 1.732807912579267687e-05
1.349528931877553850e+00 1.732777607210991518e-05
1.350392578611634420e+00 1.732747282624272662e-05
1.351256778046484808e+00 1.732716938807039205e-05
1.352121530535814742e+00 1.732686575747209069e-05
1.352986836433555551e+00 1.732656193432694416e-05
1.353852696093869712e+00 1.732625791851396906e-05
1.354719109871141525e+00 1.732595370991215147e-05
1.355586078119987548e+00 1.732564930840037247e-05
1.356453601195245051e+00 1.732534471385742842e-05
1.357321679451984675e+00 1.732503992616209196e-05
1.358190313245498659e+00 1.732473494519299681e-05
1.359059502931311725e+00 1.732442977082874623e-05
1.359929248865170859e+00 1.732412440294784858e-05
1.360799551403056418e+00 1.732381884142875463e-05
1.361670410901170802e+00 1.732351308614982029e-05
1.362541827715949783e+00 1.732320713698933031e-05
1.363413802204052061e+00 1.732290099382550506e-05
1.364286334722369709e+00 1.732259465653651073e-05
1.365159425628018397e+00 1.732228812500037456e-05
1.366033075278345388e+00 1.732198139909509670e-05
1.366907284030927539e+00 1.732167447869859260e-05
1.367782052243567081e+00 1.732136736368871673e-05
1.368657380274296065e+00 1.732106005394321512e-05
1.369533268481377908e+00 1.732075254933979316e-05
1.370409717223305401e+00 1.732044484975604103e-05
1.371286726858796046e+00 1.732013695506952859e-05
1.372164297746803596e+00 1.731982886515768679e-05
1.373042430246504964e+00 1.731952057989793301e-05
1.373921124717313091e+00 1.731921209916755929e-05
1.374800381518864967e+00 1.731890342284380684e-05
1.375680201011033832e+00 1.731859455080384232e-05
1.376560583553916750e+00 1.731828548292475110e-05
1.377441529507847706e+00 1.731797621908353382e-05
1.378323039233385394e+00 1.731766675915711321e-05
1.379205113091324542e+00 1.731735710302239505e-05
1.380087751442685695e+00 1.731704725055611233e-05
1.380970954648725657e+00 1.731673720163500482e-05
1.381854723070927271e+00 1.731642695613566660e-05
1.382739057071009414e+00 1.731611651393468156e-05
1.383623957010917671e+00 1.731580587490853877e-05
1.384509423252834770e+00 1.731549503893360867e-05
1.385395456159169481e+00 1.731518400588624140e-05
1.386282056092566606e+00 1.731487277564267528e-05
1.387169223415902986e+00 1.731456134807908087e-05
1.388056958492285053e+00 1.731424972307158130e-05
1.388945261685051502e+00 1.731393790049617432e-05
1.389834133357776613e+00 1.731362588022882721e-05
1.390723573874267149e+00 1.731331366214537850e-05
1.391613583598558357e+00 1.731300124612162605e-05
1.392504162894924402e+00 1.731268863203332706e-05
1.393395312127866603e+00 1.731237581975608288e-05
1.394287031662125198e+00 1.731206280916546778e-05
1.395179321862668242e+00 1.731174960013696790e-05
1.396072183094703600e+00 1.731143619254598808e-05
1.396965615723666287e+00 1.731112258626788235e-05
1.397859620115231127e+00 1.731080878117786920e-05
1.398754196635301872e+00 1.731049477715117390e-05
1.399649345650021193e+00 1.731018057406286925e-05
1.400545067525761134e+00 1.730986617178800435e-05
1.401441362629133325e+00 1.730955157020149952e-05
1.402338231326979212e+00 1.730923676917826495e-05
1.403235673986379384e+00 1.730892176859305835e-05
1.404133690974644910e+00 1.730860656832063064e-05
1.405032282659326670e+00 1.730829116823560062e-05
1.405931449408205580e+00 1.730797556821254304e-05
1.406831191589302366e+00 1.730765976812594456e-05
1.407731509570872674e+00 1.730734376785022068e-05
1.408632403721405302e+00 1.730702756725969544e-05
1.409533874409625076e+00 1.730671116622863187e-05
1.410435922004495080e+00 1.730639456463120153e-05
1.411338546875215316e+00 1.730607776234150823e-05
1.412241749391216938e+00 1.730576075923356767e-05
1.413145529922173571e+00 1.730544355518135152e-05
1.414049888837990210e+00 1.730512615005870268e-05
1.414954826508813435e+00 1.730480854373942341e-05
1.415860343305021640e+00 1.730449073609723127e-05
1.416766439597235472e+00 1.730417272700574555e-05
1.417673115756307167e+00 1.730385451633854489e-05
1.418580372153332547e+00 1.730353610396910289e-05
1.419488209159638581e+00 1.730321748977080168e-05
1.420396627146795820e+00 1.730289867361698951e-05
1.421305626486606632e+00 1.730257965538091298e-05
1.422215207551117411e+00 1.730226043493574077e-05
1.423125370712607030e+00 1.730194101215453990e-05
1.424036116343597724e+00 1.730162138691035707e-05
1.424947444816845099e+00 1.730130155907610686e-05
1.425859356505348341e+00 1.730098152852464961e-05
1.426771851782340228e+00 1.730066129512876098e-05
1.427684931021297565e+00 1.730034085876115224e-05
1.428598594595930971e+00 1.730002021929444997e-05
1.429512842880195755e+00 1.729969937660117232e-05
1.430427676248280822e+00 1.729937833055379340e-05
1.431343095074618654e+00 1.729905708102472971e-05
1.432259099733881547e+00 1.729873562788625209e-05
1.433175690600978713e+00 1.729841397101061101e-05
1.434092868051058955e+00 1.729809211026995194e-05
1.435010632459514879e+00 1.729777004553633563e-05
1.435928984201978231e+00 1.729744777668179234e-05
1.436847923654317460e+00 1.729712530357820665e-05
1.437767451192647261e+00 1.729680262609742587e-05
1.438687567193317696e+00 1.729647974411120919e-05
1.439608272032924186e+00 1.729615665749123114e-05
1.440529566088298630e+00 1.729583336610909507e-05
1.441451449736519175e+00 1.729550986983632640e-05
1.442373923354900001e+00 1.729518616854435571e-05
1.443296987321001978e+00 1.729486226210457628e-05
1.444220642012622235e+00 1.729453815038822556e-05
1.445144887807805478e+00 1.729421383326655454e-05
1.446069725084832225e+00 1.729388931061067529e-05
1.446995154222231239e+00 1.729356458229162874e-05
1.447921175598767096e+00 1.729323964818037791e-05
1.448847789593453506e+00 1.729291450814783156e-05
1.449774996585540210e+00 1.729258916206477992e-05
1.450702796954525864e+00 1.729226360980198608e-05
1.451631191080145600e+00 1.729193785123004712e-05
1.452560179342382796e+00 1.729161188621958724e-05
1.453489762121463524e+00 1.729128571464106460e-05
1.454419939797854111e+00 1.729095933636490349e-05
1.455350712752264464e+00 1.729063275126143333e-05
1.456282081365651404e+00 1.729030595920090900e-05
1.457214046019215337e+00 1.728997896005350407e-05
1.458146607094395586e+00 1.728965175368932095e-05
1.459079764972882387e+00 1.728932433997837397e-05
1.460013520036604229e+00 1.728899671879058597e-05
1.460947872667739622e+00 1.728866888999579848e-05
1.461882823248705776e+00 1.728834085346381576e-05
1.462818372162170366e+00 1.728801260906431670e-05
1.463754519791040432e+00 1.728768415666692601e-05
1.464691266518473922e+00 1.728735549614114977e-05
1.465628612727868152e+00 1.728702662735647717e-05
1.466566558802870901e+00 1.728669755018225843e-05
1.467505105127370646e+00 1.728636826448780656e-05
1.468444252085506996e+00 1.728603877014232948e-05
1.469384000061659368e+00 1.728570906701493352e-05
1.470324349440459200e+00 1.728537915497472158e-05
1.471265300606778181e+00 1.728504903389063057e-05
1.472206853945740024e+00 1.728471870363155333e-05
1.473149009842709578e+00 1.728438816406631834e-05
1.474091768683301718e+00 1.728405741506364906e-05
1.475035130853379117e+00 1.728372645649219099e-05
1.475979096739048035e+00 1.728339528822052867e-05
1.476923666726661644e+00 1.728306391011712466e-05
1.477868841202823358e+00 1.728273232205041442e-05
1.478814620554384618e+00 1.728240052388872158e-05
1.479761005168439114e+00 1.728206851550027155e-05
1.480707995432334556e+00 1.728173629675325922e-05
1.481655591733660904e+00 1.728140386751575412e-05
1.482603794460261692e+00 1.728107122765576141e-05
1.483552604000222930e+00 1.728073837704120156e-05
1.484502020741884643e+00 1.728040531553992726e-05
1.485452045073829774e+00 1.728007204301969295e-05
1.486402677384895732e+00 1.727973855934817514e-05
1.487353918064163061e+00 1.727940486439299276e-05
1.488305767500966770e+00 1.727907095802163256e-05
1.489258226084885450e+00 1.727873684010155424e-05
1.490211294205752823e+00 1.727840251050009887e-05
1.491164972253646415e+00 1.727806796908455672e-05
1.492119260618898657e+00 1.727773321572209609e-05
1.493074159692086456e+00 1.727739825027984122e-05
1.494029669864042731e+00 1.727706307262482488e-05
1.494985791525843766e+00 1.727672768262400531e-05
1.495942525068821416e+00 1.727639208014420519e-05
1.496899870884557560e+00 1.727605626505225741e-05
1.497857829364881876e+00 1.727572023721483558e-05
1.498816400901874513e+00 1.727538399649857946e-05
1.499775585887869855e+00 1.727504754277001020e-05
1.500735384715452980e+00 1.727471087589559814e-05
1.501695797777456320e+00 1.727437399574170519e-05
1.502656825466968993e+00 1.727403690217463230e-05
1.503618468177326140e+00 1.727369959506060246e-05
1.504580726302120919e+00 1.727336207426572010e-05
1.505543600235191182e+00 1.727302433965604897e-05
1.506507090370634350e+00 1.727268639109755797e-05
1.507471197102792759e+00 1.727234822845612791e-05
1.508435920826267873e+00 1.727200985159752777e-05
1.509401261935907179e+00 1.727167126038752995e-05
1.510367220826817736e+00 1.727133245469173741e-05
1.511333797894352404e+00 1.727099343437570232e-05
1.512300993534123617e+00 1.727065419930490567e-05
1.513268808141990718e+00 1.727031474934472683e-05
1.514237242114072624e+00 1.726997508436048078e-05
1.515206295846735829e+00 1.726963520421740119e-05
1.516175969736605955e+00 1.726929510878060314e-05
1.517146264180557313e+00 1.726895479791515429e-05
1.518117179575722009e+00 1.726861427148604437e-05
1.519088716319486387e+00 1.726827352935814450e-05
1.520060874809488149e+00 1.726793257139628518e-05
1.521033655443619681e+00 1.726759139746517492e-05
1.522007058620030939e+00 1.726725000742946123e-05
1.522981084737126345e+00 1.726690840115372049e-05
1.523955734193561007e+00 1.726656657850241387e-05
1.524931007388251603e+00 1.726622453933996867e-05
1.525906904720363499e+00 1.726588228353064617e-05
1.526883426589323411e+00 1.726553981093870087e-05
1.527860573394808297e+00 1.726519712142828562e-05
1.528838345536756238e+00 1.726485421486344485e-05
1.529816743415356006e+00 1.726451109110816541e-05
1.530795767431057719e+00 1.726416775002635959e-05
1.531775417984561960e+00 1.726382419148183127e-05
1.532755695476832436e+00 1.726348041533828947e-05
1.533736600309082210e+00 1.726313642145939576e-05
1.534718132882788577e+00 1.726279220970871684e-05
1.535700293599678190e+00 1.726244777994971101e-05
1.536683082861742156e+00 1.726210313204578912e-05
1.537666501071221825e+00 1.726175826586026039e-05
1.538650548630623005e+00 1.726141318125634254e-05
1.539635225942701968e+00 1.726106787809719909e-05
1.540620533410479442e+00 1.726072235624588177e-05
1.541606471437227732e+00 1.726037661556534741e-05
1.542593040426483819e+00 1.726003065591849865e-05
1.543580240782036039e+00 1.725968447716815004e-05
1.544568072907936296e+00 1.725933807917702802e-05
1.545556537208494952e+00 1.725899146180775063e-05
1.546545634088277943e+00 1.725864462492288507e-05
1.547535363952110110e+00 1.725829756838493081e-05
1.548525727205078528e+00 1.725795029205622465e-05
1.549516724252529620e+00 1.725760279579910002e-05
1.550508355500064051e+00 1.725725507947576838e-05
1.551500621353548937e+00 1.725690714294837681e-05
1.552493522219104749e+00 1.725655898607893687e-05
1.553487058503117746e+00 1.725621060872944995e-05
1.554481230612228426e+00 1.725586201076178530e-05
1.555476038953343298e+00 1.725551319203774442e-05
1.556471483933623778e+00 1.725516415241903394e-05
1.557467565960496847e+00 1.725481489176727238e-05
1.558464285441645503e+00 1.725446540994402068e-05
1.559461642785018753e+00 1.725411570681071102e-05
1.560459638398820958e+00 1.725376578222873156e-05
1.561458272691523819e+00 1.725341563605936539e-05
1.562457546071854164e+00 1.725306526816382786e-05
1.563457458948806833e+00 1.725271467840320896e-05
1.564458011731631792e+00 1.725236386663856817e-05
