# Psi stats weights for clustering in Real space
# lowest theta boundary = 0.0001454441043328608
# highest theta boundary = 0.08726646259971647
# number of COSEBI modes = 6
# theta[arcmin]      U(theta)
5.195658270830673109e-01 1.762000788026695902e-05
5.198983292763141861e-01 1.761989048027706939e-05
5.202310442582069872e-01 1.761977300541663991e-05
5.205639721649211182e-01 1.761965545563811813e-05
5.208971131327214676e-01 1.761953783089385337e-05
5.212304672979577447e-01 1.761942013113623900e-05
5.215640347970693647e-01 1.761930235631758366e-05
5.218978157665807860e-01 1.761918450639019941e-05
5.222318103431056180e-01 1.761906658130636780e-05
5.225660186633432902e-01 1.761894858101829245e-05
5.229004408640828272e-01 1.761883050547820070e-05
5.232350770821981856e-01 1.761871235463828941e-05
5.235699274546530280e-01 1.761859412845068765e-05
5.239049921184982805e-01 1.761847582686752113e-05
5.242402712108712448e-01 1.761835744984085794e-05
5.245757648689988173e-01 1.761823899732278652e-05
5.249114732301941588e-01 1.761812046926532413e-05
5.252473964318596922e-01 1.761800186562046774e-05
5.255835346114843265e-01 1.761788318634019057e-05
5.259198879066464549e-01 1.761776443137640826e-05
5.262564564550108459e-01 1.761764560068105676e-05
5.265932403943324180e-01 1.761752669420600428e-05
5.269302398624520212e-01 1.761740771190306142e-05
5.272674549973008773e-01 1.761728865372410994e-05
5.276048859368962507e-01 1.761716951962089266e-05
5.279425328193461109e-01 1.761705030954515582e-05
5.282803957828444696e-01 1.761693102344863887e-05
5.286184749656760440e-01 1.761681166128304738e-05
5.289567705062115932e-01 1.761669222300004626e-05
5.292952825429131369e-01 1.761657270855123943e-05
5.296340112143286261e-01 1.761645311788825115e-05
5.299729566590971608e-01 1.761633345096264469e-05
5.303121190159442166e-01 1.761621370772598671e-05
5.306514984236863075e-01 1.761609388812973882e-05
5.309910950212265446e-01 1.761597399212544397e-05
5.313309089475594105e-01 1.761585401966449601e-05
5.316709403417655411e-01 1.761573397069834642e-05
5.320111893430167216e-01 1.761561384517836872e-05
5.323516560905736661e-01 1.761549364305592966e-05
5.326923407237846853e-01 1.761537336428235873e-05
5.330332433820891280e-01 1.761525300880894477e-05
5.333743642050136069e-01 1.761513257658693933e-05
5.337157033321763278e-01 1.761501206756761092e-05
5.340572609032825380e-01 1.761489148170214332e-05
5.343990370581289673e-01 1.761477081894171696e-05
5.347410319365997200e-01 1.761465007923747157e-05
5.350832456786707159e-01 1.761452926254051643e-05
5.354256784244051381e-01 1.761440836880193028e-05
5.357683303139579856e-01 1.761428739797276481e-05
5.361112014875718534e-01 1.761416635000405471e-05
5.364542920855811525e-01 1.761404522484677374e-05
5.367976022484080012e-01 1.761392402245186173e-05
5.371411321165666664e-01 1.761380274277028564e-05
5.374848818306587894e-01 1.761368138575291419e-05
5.378288515313787155e-01 1.761355995135063638e-05
5.381730413595081641e-01 1.761343843951424979e-05
5.385174514559212255e-01 1.761331685019457228e-05
5.388620819615803637e-01 1.761319518334239801e-05
5.392069330175399688e-01 1.761307343890843984e-05
5.395520047649425832e-01 1.761295161684341061e-05
5.398972973450230084e-01 1.761282971709800284e-05
5.402428108991059741e-01 1.761270773962284806e-05
5.405885455686055829e-01 1.761258568436858119e-05
5.409345014950280861e-01 1.761246355128576261e-05
5.412806788199684416e-01 1.761234134032496287e-05
5.416270776851141999e-01 1.761221905143671185e-05
5.419736982322415075e-01 1.761209668457148524e-05
5.423205406032194364e-01 1.761197423967973837e-05
5.426676049400057655e-01 1.761185171671193338e-05
5.430148913846510883e-01 1.761172911561842736e-05
5.433624000792948161e-01 1.761160643634960451e-05
5.437101311661695080e-01 1.761148367885581514e-05
5.440580847875965409e-01 1.761136084308735197e-05
5.444062610859906615e-01 1.761123792899446706e-05
5.447546602038555452e-01 1.761111493652742265e-05
5.451032822837880154e-01 1.761099186563644029e-05
5.454521274684741572e-01 1.761086871627166024e-05
5.458011959006937586e-01 1.761074548838327018e-05
5.461504877233154254e-01 1.761062218192136294e-05
5.465000030793014663e-01 1.761049879683602117e-05
5.468497421117037849e-01 1.761037533307732074e-05
5.471997049636675436e-01 1.761025179059525622e-05
5.475498917784277220e-01 1.761012816933983573e-05
5.479003026993124470e-01 1.761000446926099962e-05
5.482509378697416613e-01 1.760988069030869501e-05
5.486017974332252356e-01 1.760975683243280127e-05
5.489528815333672984e-01 1.760963289558318084e-05
5.493041903138616844e-01 1.760950887970968258e-05
5.496557239184960419e-01 1.760938478476209776e-05
5.500074824911481697e-01 1.760926061069017362e-05
5.503594661757903461e-01 1.760913635744368788e-05
5.507116751164841117e-01 1.760901202497231662e-05
5.510641094573861531e-01 1.760888761322573591e-05
5.514167693427425299e-01 1.760876312215360829e-05
5.517696549168943365e-01 1.760863855170552173e-05
5.521227663242725958e-01 1.760851390183105407e-05
5.524761037094029215e-01 1.760838917247976618e-05
5.528296672169015213e-01 1.760826436360116135e-05
5.531834569914789723e-01 1.760813947514473270e-05
5.535374731779364454e-01 1.760801450705991913e-05
5.538917159211699248e-01 1.760788945929614939e-05
5.542461853661660998e-01 1.760776433180280480e-05
5.546008816580062506e-01 1.760763912452924972e-05
5.549558049418628070e-01 1.760751383742479770e-05
5.553109553630029005e-01 1.760738847043874197e-05
5.556663330667847012e-01 1.760726302352033846e-05
5.560219381986613030e-01 1.760713749661883297e-05
5.563777709041769493e-01 1.760701188968339675e-05
5.567338313289705853e-01 1.760688620266319764e-05
5.570901196187743043e-01 1.760676043550738997e-05
5.574466359194121257e-01 1.760663458816506705e-05
5.578033803768028820e-01 1.760650866058526798e-05
5.581603531369574434e-01 1.760638265271704882e-05
5.585175543459817149e-01 1.760625656450941142e-05
5.588749841500733062e-01 1.760613039591133727e-05
5.592326426955251950e-01 1.760600414687173336e-05
5.595905301287219524e-01 1.760587781733952698e-05
5.599486465961441839e-01 1.760575140726360478e-05
5.603069922443637552e-01 1.760562491659279581e-05
5.606655672200488993e-01 1.760549834527590538e-05
5.610243716699591099e-01 1.760537169326171513e-05
5.613834057409502476e-01 1.760524496049897277e-05
5.617426695799698777e-01 1.760511814693639215e-05
5.621021633340618218e-01 1.760499125252266341e-05
5.624618871503618278e-01 1.760486427720641230e-05
5.628218411761020112e-01 1.760473722093625781e-05
5.631820255586065249e-01 1.760461008366079859e-05
5.635424404452957781e-01 1.760448286532857569e-05
5.639030859836825504e-01 1.760435556588812000e-05
5.642639623213763223e-01 1.760422818528789804e-05
5.646250696060786112e-01 1.760410072347638988e-05
5.649864079855870802e-01 1.760397318040199426e-05
5.653479776077942054e-01 1.760384555601311334e-05
5.657097786206853884e-01 1.760371785025808826e-05
5.660718111723429535e-01 1.760359006308526356e-05
5.664340754109413734e-01 1.760346219444291265e-05
5.667965714847528202e-01 1.760333424427929535e-05
5.671592995421417260e-01 1.760320621254266135e-05
5.675222597315697781e-01 1.760307809918117901e-05
5.678854522015915895e-01 1.760294990414300651e-05
5.682488771008588069e-01 1.760282162737630205e-05
5.686125345781160023e-01 1.760269326882913236e-05
5.689764247822054477e-01 1.760256482844957431e-05
5.693405478620623406e-01 1.760243630618564379e-05
5.697049039667193560e-01 1.760230770198534654e-05
5.700694932453019836e-01 1.760217901579665440e-05
5.704343158470340791e-01 1.760205024756749518e-05
5.707993719212320904e-01 1.760192139724575940e-05
5.711646616173108315e-01 1.760179246477931050e-05
5.715301850847780418e-01 1.760166345011600852e-05
5.718959424732396046e-01 1.760153435320362201e-05
5.722619339323949950e-01 1.760140517398994664e-05
5.726281596120413875e-01 1.760127591242268661e-05
5.729946196620697707e-01 1.760114656844956641e-05
5.733613142324696099e-01 1.760101714201824620e-05
5.737282434733235181e-01 1.760088763307636917e-05
5.740954075348121410e-01 1.760075804157153109e-05
5.744628065672126027e-01 1.760062836745130400e-05
5.748304407208956190e-01 1.760049861066321591e-05
5.751983101463312709e-01 1.760036877115479144e-05
5.755664149940833418e-01 1.760023884887346711e-05
5.759347554148140924e-01 1.760010884376671670e-05
5.763033315592800410e-01 1.759997875578192593e-05
5.766721435783365157e-01 1.759984858486648388e-05
5.770411916229331029e-01 1.759971833096769155e-05
5.774104758441180874e-01 1.759958799403287365e-05
5.777799963930344562e-01 1.759945757400933458e-05
5.781497534209238953e-01 1.759932707084426351e-05
5.785197470791229035e-01 1.759919648448487336e-05
5.788899775190666785e-01 1.759906581487836688e-05
5.792604448922855642e-01 1.759893506197186548e-05
5.796311493504087142e-01 1.759880422571245671e-05
5.800020910451604284e-01 1.759867330604723151e-05
5.803732701283639273e-01 1.759854230292323677e-05
5.807446867519377998e-01 1.759841121628745838e-05
5.811163410678998886e-01 1.759828004608687886e-05
5.814882332283628497e-01 1.759814879226844685e-05
5.818603633855394808e-01 1.759801745477904659e-05
5.822327316917371709e-01 1.759788603356555897e-05
5.826053382993628960e-01 1.759775452857482081e-05
5.829781833609207764e-01 1.759762293975364181e-05
5.833512670290111890e-01 1.759749126704878767e-05
5.837245894563343196e-01 1.759735951040701049e-05
5.840981507956857222e-01 1.759722766977497770e-05
5.844719511999612038e-01 1.759709574509940076e-05
5.848459908221517178e-01 1.759696373632690304e-05
5.852202698153489147e-01 1.759683164340407064e-05
5.855947883327399239e-01 1.759669946627751339e-05
5.859695465276119064e-01 1.759656720489372590e-05
5.863445445533485012e-01 1.759643485919922990e-05
5.867197825634331565e-01 1.759630242914049292e-05
5.870952607114455768e-01 1.759616991466395197e-05
5.874709791510659418e-01 1.759603731571599325e-05
5.878469380360705765e-01 1.759590463224299959e-05
5.882231375203363921e-01 1.759577186419131314e-05
5.885995777578364452e-01 1.759563901150721168e-05
5.889762589026449335e-01 1.759550607413698316e-05
5.893531811089318673e-01 1.759537305202683760e-05
5.897303445309687309e-01 1.759523994512299179e-05
5.901077493231230431e-01 1.759510675337159816e-05
5.904853956398637971e-01 1.759497347671878540e-05
5.908632836357560203e-01 1.759484011511068224e-05
5.912414134654658815e-01 1.759470666849330555e-05
5.916197852837581372e-01 1.759457313681269934e-05
5.919983992454952437e-01 1.759443952001488390e-05
5.923772555056406874e-01 1.759430581804579820e-05
5.927563542192550994e-01 1.759417203085136426e-05
5.931356955415004739e-01 1.759403815837748717e-05
5.935152796276360609e-01 1.759390420057002120e-05
5.938951066330223627e-01 1.759377015737478335e-05
5.942751767131173590e-01 1.759363602873756689e-05
5.946554900234807262e-01 1.759350181460415155e-05
5.950360467197691738e-01 1.759336751492023913e-05
5.954168469577416634e-01 1.759323312963150771e-05
5.957978908932543005e-01 1.759309865868363538e-05
5.961791786822653316e-01 1.759296410202221552e-05
5.965607104808304806e-01 1.759282945959284489e-05
5.969424864451076118e-01 1.759269473134108638e-05
5.973245067313524004e-01 1.759255991721245545e-05
5.977067714959225508e-01 1.759242501715241672e-05
5.980892808952735784e-01 1.759229003110642466e-05
5.984720350859638049e-01 1.759215495901991679e-05
5.988550342246489189e-01 1.759201980083823240e-05
5.992382784680874153e-01 1.759188455650673784e-05
5.996217679731357109e-01 1.759174922597075207e-05
6.000055028967532511e-01 1.759161380917554659e-05
6.003894833959970700e-01 1.759147830606635224e-05
6.007737096280267863e-01 1.759134271658837278e-05
6.011581817501026048e-01 1.759120704068680856e-05
6.015428999195835402e-01 1.759107127830677184e-05
6.019278642939316359e-01 1.759093542939337828e-05
6.023130750307073011e-01 1.759079949389168594e-05
6.026985322875744178e-01 1.759066347174675625e-05
6.030842362222950115e-01 1.759052736290355918e-05
6.034701869927346918e-01 1.759039116730706131e-05
6.038563847568577669e-01 1.759025488490222581e-05
6.042428296727317960e-01 1.759011851563390747e-05
6.046295218985231479e-01 1.758998205944700170e-05
6.050164615925019973e-01 1.758984551628631584e-05
6.054036489130372178e-01 1.758970888609665044e-05
6.057910840186015999e-01 1.758957216882275524e-05
6.061787670677668549e-01 1.758943536440936981e-05
6.065666982192084999e-01 1.758929847280115241e-05
6.069548776317011951e-01 1.758916149394277822e-05
6.073433054641238504e-01 1.758902442777885808e-05
6.077319818754544078e-01 1.758888727425397230e-05
6.081209070247750592e-01 1.758875003331268429e-05
6.085100810712673614e-01 1.758861270489947949e-05
6.088995041742171210e-01 1.758847528895886710e-05
6.092891764930098430e-01 1.758833778543526818e-05
6.096790981871350601e-01 1.758820019427310383e-05
6.100692694161824470e-01 1.758806251541675448e-05
6.104596903398452623e-01 1.758792474881053618e-05
6.108503611179191273e-01 1.758778689439877176e-05
6.112412819103001382e-01 1.758764895212571629e-05
6.116324528769888635e-01 1.758751092193561129e-05
6.120238741780861247e-01 1.758737280377264744e-05
6.124155459737977703e-01 1.758723459758098834e-05
6.128074684244293469e-01 1.758709630330477385e-05
6.131996416903915392e-01 1.758695792088810320e-05
6.135920659321953963e-01 1.758681945027500783e-05
6.139847413104571050e-01 1.758668089140952935e-05
6.143776679858929946e-01 1.758654224423564840e-05
6.147708461193248652e-01 1.758640350869730833e-05
6.151642758716749926e-01 1.758626468473844574e-05
6.155579574039712343e-01 1.758612577230293282e-05
6.159518908773417012e-01 1.758598677133459096e-05
6.163460764530201974e-01 1.758584768177727883e-05
6.167405142923413353e-01 1.758570850357474326e-05
6.171352045567454203e-01 1.758556923667070740e-05
6.175301474077735664e-01 1.758542988100892824e-05
6.179253430070728026e-01 1.758529043653302051e-05
6.183207915163909663e-01 1.758515090318664634e-05
6.187164930975822541e-01 1.758501128091340690e-05
6.191124479126014490e-01 1.758487156965684914e-05
6.195086561235091382e-01 1.758473176936051322e-05
6.199051178924697147e-01 1.758459187996787155e-05
6.203018333817493790e-01 1.758445190142241349e-05
6.206988027537204688e-01 1.758431183366751657e-05
6.210960261708571295e-01 1.758417167664661933e-05
6.214935037957395325e-01 1.758403143030302476e-05
6.218912357910497679e-01 1.758389109458007653e-05
6.222892223195765071e-01 1.758375066942101327e-05
6.226874635442097849e-01 1.758361015476911764e-05
6.230859596279466617e-01 1.758346955056758423e-05
6.234847107338860051e-01 1.758332885675959069e-05
6.238837170252333753e-01 1.758318807328825367e-05
6.242829786652964730e-01 1.758304720009667627e-05
6.246824958174898024e-01 1.758290623712794126e-05
6.250822686453302302e-01 1.758276518432506027e-05
6.254822973124416485e-01 1.758262404163102798e-05
6.258825819825499792e-01 1.758248280898880181e-05
6.262831228194886135e-01 1.758234148634130189e-05
6.266839199871931942e-01 1.758220007363140772e-05
6.270849736497069449e-01 1.758205857080197168e-05
6.274862839711752294e-01 1.758191697779581226e-05
6.278878511158515474e-01 1.758177529455569714e-05
6.282896752480913172e-01 1.758163352102436012e-05
6.286917565323574264e-01 1.758149165714452823e-05
6.290940951332180120e-01 1.758134970285885393e-05
6.294966912153445726e-01 1.758120765810996261e-05
6.298995449435164096e-01 1.758106552284047287e-05
6.303026564826158529e-01 1.758092329699292877e-05
6.307060259976333683e-01 1.758078098050985742e-05
6.311096536536622281e-01 1.758063857333374869e-05
6.315135396159041736e-01 1.758049607540704159e-05
6.319176840496638636e-01 1.758035348667217856e-05
6.323220871203545368e-01 1.758021080707150712e-05
6.327267489934926825e-01 1.758006803654738501e-05
6.331316698347031480e-01 1.757992517504214283e-05
6.335368498097141421e-01 1.757978222249800953e-05
6.339422890843627867e-01 1.757963917885724121e-05
6.343479878245895653e-01 1.757949604406203292e-05
6.347539461964439855e-01 1.757935281805453573e-05
6.351601643660785834e-01 1.757920950077689388e-05
6.355666424997556962e-01 1.757906609217119403e-05
6.359733807638409120e-01 1.757892259217946527e-05
6.363803793248088425e-01 1.757877900074374003e-05
6.367876383492383496e-01 1.757863531780601350e-05
6.371951580038174301e-01 1.757849154330818939e-05
6.376029384553379975e-01 1.757834767719220528e-05
6.380109798707006563e-01 1.757820371939992760e-05
6.384192824169130365e-01 1.757805966987317875e-05
6.388278462610874620e-01 1.757791552855375401e-05
6.392366715704460578e-01 1.757777129538342495e-05
6.396457585123149769e-01 1.757762697030391908e-05
6.400551072541303954e-01 1.757748255325689617e-05
6.404647179634329612e-01 1.757733804418403292e-05
6.408745908078731235e-01 1.757719344302693487e-05
6.412847259552059143e-01 1.757704874972718386e-05
6.416951235732966108e-01 1.757690396422630072e-05
6.421057838301149623e-01 1.757675908646579954e-05
6.425167068937409631e-01 1.757661411638716388e-05
6.429278929323596348e-01 1.757646905393179940e-05
6.433393421142662438e-01 1.757632389904109819e-05
6.437510546078610840e-01 1.757617865165643541e-05
6.441630305816546942e-01 1.757603331171912522e-05
6.445752702042630844e-01 1.757588787917043098e-05
6.449877736444128429e-01 1.757574235395161264e-05
6.454005410709354740e-01 1.757559673600388273e-05
6.458135726527736153e-01 1.757545102526841650e-05
6.462268685589751538e-01 1.757530522168631467e-05
6.466404289586988874e-01 1.757515932519871862e-05
6.470542540212091964e-01 1.757501333574666130e-05
6.474683439158814835e-01 1.757486725327117905e-05
6.478826988121967334e-01 1.757472107771323707e-05
6.482973188797466202e-01 1.757457480901382087e-05
6.487122042882310646e-01 1.757442844711380416e-05
6.491273552074570130e-01 1.757428199195408100e-05
6.495427718073421008e-01 1.757413544347548781e-05
6.499584542579107671e-01 1.757398880161882378e-05
6.503744027292983620e-01 1.757384206632485758e-05
6.507906173917468173e-01 1.757369523753429691e-05
6.512070984156095310e-01 1.757354831518786301e-05
6.516238459713461495e-01 1.757340129922616533e-05
6.520408602295281186e-01 1.757325418958985056e-05
6.524581413608336877e-01 1.757310698621948410e-05
6.528756895360525725e-01 1.757295968905560086e-05
6.532935049260812921e-01 1.757281229803871200e-05
6.537115877019284982e-01 1.757266481310927451e-05
6.541299380347093129e-01 1.757251723420772503e-05
6.545485560956516569e-01 1.757236956127442904e-05
6.549674420560893662e-01 1.757222179424977238e-05
6.553865960874697416e-01 1.757207393307404599e-05
6.558060183613462213e-01 1.757192597768753744e-05
6.562257090493851530e-01 1.757177792803049364e-05
6.566456683233600211e-01 1.757162978404310050e-05
6.570658963551566645e-01 1.757148154566551685e-05
6.574863933167686136e-01 1.757133321283789473e-05
6.579071593803018647e-01 1.757118478550030486e-05
6.583281947179701055e-01 1.757103626359280440e-05
6.587494995020990451e-01 1.757088764705540650e-05
6.591710739051246382e-01 1.757073893582809378e-05
6.595929180995915297e-01 1.757059012985079805e-05
6.600150322581570528e-01 1.757044122906342742e-05
6.604374165535866759e-01 1.757029223340582559e-05
6.608600711587587773e-01 1.757014314281783967e-05
6.612829962466599820e-01 1.756999395723923208e-05
6.617061919903903799e-01 1.756984467660977877e-05
6.621296585631575304e-01 1.756969530086918116e-05
6.625533961382833459e-01 1.756954582995711695e-05
6.629774048891974303e-01 1.756939626381321640e-05
6.634016849894434076e-01 1.756924660237707252e-05
6.638262366126728153e-01 1.756909684558825458e-05
6.642510599326515441e-01 1.756894699338628783e-05
6.646761551232536203e-01 1.756879704571064329e-05
6.651015223584670899e-01 1.756864700250077504e-05
6.655271618123889121e-01 1.756849686369608973e-05
6.659530736592297329e-01 1.756834662923596014e-05
6.663792580733093329e-01 1.756819629905970821e-05
6.668057152290617351e-01 1.756804587310662540e-05
6.672324453010296530e-01 1.756789535131599638e-05
6.676594484638703753e-01 1.756774473362700758e-05
6.680867248923502144e-01 1.756759401997884203e-05
6.685142747613495029e-01 1.756744321031065566e-05
6.689420982458601506e-01 1.756729230456154003e-05
6.693701955209844234e-01 1.756714130267054942e-05
6.697985667619390515e-01 1.756699020457673472e-05
6.702272121440502328e-01 1.756683901021906892e-05
6.706561318427592955e-01 1.756668771953651142e-05
6.710853260336170356e-01 1.756653633246795050e-05
6.715147948922889354e-01 1.756638484895227441e-05
6.719445385945509441e-01 1.756623326892833078e-05
6.723745573162933642e-01 1.756608159233488588e-05
6.728048512335168541e-01 1.756592981911071281e-05
6.732354205223374244e-01 1.756577794919454057e-05
6.736662653589811089e-01 1.756562598252503382e-05
6.740973859197888496e-01 1.756547391904083349e-05
6.745287823812126105e-01 1.756532175868055003e-05
6.749604549198193748e-01 1.756516950138275999e-05
6.753924037122865931e-01 1.756501714708595522e-05
6.758246289354075120e-01 1.756486469572867163e-05
6.762571307660857345e-01 1.756471214724930621e-05
6.766899093813409927e-01 1.756455950158630338e-05
6.771229649583032639e-01 1.756440675867802963e-05
6.775562976742188770e-01 1.756425391846280063e-05
6.779899077064446278e-01 1.756410098087892189e-05
6.784237952324532195e-01 1.756394794586467183e-05
6.788579604298305981e-01 1.756379481335822379e-05
6.792924034762742869e-01 1.756364158329778167e-05
6.797271245495986047e-01 1.756348825562147815e-05
6.801621238277285597e-01 1.756333483026742903e-05
6.805974014887060664e-01 1.756318130717366197e-05
6.810329577106839505e-01 1.756302768627822499e-05
6.814687926719320554e-01 1.756287396751910173e-05
6.819049065508313578e-01 1.756272015083420467e-05
6.823412995258799629e-01 1.756256623616149034e-05
6.827779717756871092e-01 1.756241222343877975e-05
6.832149234789794967e-01 1.756225811260393117e-05
6.836521548145950700e-01 1.756210390359471478e-05
6.840896659614893460e-01 1.756194959634887706e-05
6.845274570987293083e-01 1.756179519080414752e-05
6.849655284054995130e-01 1.756164068689818454e-05
6.854038800610962046e-01 1.756148608456861940e-05
6.858425122449333111e-01 1.756133138375303592e-05
6.862814251365368934e-01 1.756117658438900101e-05
6.867206189155503626e-01 1.756102168641404768e-05
6.871600937617295957e-01 1.756086668976561407e-05
6.875998498549480420e-01 1.756071159438114850e-05
6.880398873751917277e-01 1.756055640019804845e-05
6.884802065025638074e-01 1.756040110715368770e-05
6.889208074172827878e-01 1.756024571518535870e-05
6.893616902996804185e-01 1.756009022423033020e-05
6.898028553302065768e-01 1.755993463422588787e-05
6.902443026894236056e-01 1.755977894510919542e-05
6.906860325580126414e-01 1.755962315681741995e-05
6.911280451167675087e-01 1.755946726928769128e-05
6.915703405466002707e-01 1.755931128245707826e-05
6.920129190285362331e-01 1.755915519626262262e-05
6.924557807437193846e-01 1.755899901064133560e-05
6.928989258734066237e-01 1.755884272553017084e-05
6.933423545989737535e-01 1.755868634086605489e-05
6.937860671019099312e-01 1.755852985658588718e-05
6.942300635638231077e-01 1.755837327262648920e-05
6.946743441664346985e-01 1.755821658892467571e-05
6.951189090915854685e-01 1.755805980541719365e-05
6.955637585212294249e-01 1.755790292204080695e-05
6.960088926374397023e-01 1.755774593873215753e-05
6.964543116224036767e-01 1.755758885542791443e-05
6.969000156584277406e-01 1.755743167206465862e-05
6.973460049279320838e-01 1.755727438857901168e-05
6.977922796134568006e-01 1.755711700490743260e-05
6.982388398976555610e-01 1.755695952098645829e-05
6.986856859633014949e-01 1.755680193675249350e-05
6.991328179932843057e-01 1.755664425214198028e-05
6.995802361706097150e-01 1.755648646709125562e-05
7.000279406784000180e-01 1.755632858153666331e-05
7.004759316998966368e-01 1.755617059541448615e-05
7.009242094184580107e-01 1.755601250866097303e-05
7.013727740175578207e-01 1.755585432121234578e-05
7.018216256807900955e-01 1.755569603300472116e-05
7.022707645918633279e-01 1.755553764397427356e-05
7.027201909346066921e-01 1.755537915405707230e-05
7.031699048929637152e-01 1.755522056318915963e-05
7.036199066509991606e-01 1.755506187130653713e-05
7.040701963928920337e-01 1.755490307834519281e-05
7.045207743029426872e-01 1.755474418424103001e-05
7.049716405655659379e-01 1.755458518892994527e-05
7.054227953652980609e-01 1.755442609234777416e-05
7.058742388867901285e-01 1.755426689443032850e-05
7.063259713148144492e-01 1.755410759511337950e-05
7.067779928342587947e-01 1.755394819433263396e-05
7.072303036301318402e-01 1.755378869202377159e-05
7.076829038875580569e-01 1.755362908812247547e-05
7.081357937917832635e-01 1.755346938256430674e-05
7.085889735281687418e-01 1.755330957528485362e-05
7.090424432821974543e-01 1.755314966621961963e-05
7.094962032394679374e-01 1.755298965530410153e-05
7.099502535857008523e-01 1.755282954247372151e-05
7.104045945067324341e-01 1.755266932766390178e-05
7.108592261885200436e-01 1.755250901080999002e-05
7.113141488171402793e-01 1.755234859184729663e-05
7.117693625787863132e-01 1.755218807071113877e-05
7.122248676597736639e-01 1.755202744733670828e-05
7.126806642465342012e-01 1.755186672165923422e-05
7.131367525256216977e-01 1.755170589361386099e-05
7.135931326837067212e-01 1.755154496313570924e-05
7.140498049075819642e-01 1.755138393015984204e-05
7.145067693841571366e-01 1.755122279462131230e-05
7.149640263004638507e-01 1.755106155645509838e-05
7.154215758436509587e-01 1.755090021559615492e-05
7.158794182009901030e-01 1.755073877197941624e-05
7.163375535598694999e-01 1.755057722553972856e-05
7.167959821078002669e-01 1.755041557621194489e-05
7.172547040324107614e-01 1.755025382393081998e-05
7.177137195214523535e-01 1.755009196863114584e-05
7.181730287627934306e-01 1.754993001024759928e-05
7.186326319444256150e-01 1.754976794871485713e-05
7.190925292544581016e-01 1.754960578396755894e-05
7.195527208811232089e-01 1.754944351594026972e-05
7.200132070127707173e-01 1.754928114456753754e-05
7.204739878378741968e-01 1.754911866978386980e-05
7.209350635450243461e-01 1.754895609152372650e-05
7.213964343229354315e-01 1.754879340972152017e-05
7.218581003604419566e-01 1.754863062431165658e-05
7.223200618464973299e-01 1.754846773522843986e-05
