# COSEBI weights for En in Real space
# lowest theta boundary = 0.5
# highest theta boundary = 300
# number of COSEBI modes = 20
# theta[arcmin]      T_-(theta)
5.000000000000001110e-01 2.798523897757286250e+01
5.003199808146676641e-01 2.704277618035226638e+01
5.006401664047791522e-01 2.612122192242198793e+01
5.009605569013820814e-01 2.521227423878833562e+01
5.012811524356098891e-01 2.431331134005329986e+01
5.016019531386775032e-01 2.343199124502034181e+01
5.019229591418863379e-01 2.256875729719170209e+01
5.022441705766194087e-01 2.172485028405236918e+01
5.025655875743462175e-01 2.089289994859213095e+01
5.028872102666178678e-01 2.007041806550494556e+01
5.032090387850723934e-01 1.926470021824280821e+01
5.035310732614295404e-01 1.847604702493908135e+01
5.038533138274952083e-01 1.770556902048384629e+01
5.041757606151581195e-01 1.694645962905544678e+01
5.044984137563931492e-01 1.619629874214946241e+01
5.048212733832576626e-01 1.546190059882285794e+01
5.051443396278955111e-01 1.474354983031179955e+01
5.054676126225331467e-01 1.404227459657497157e+01
5.057910924994836188e-01 1.335176738966972287e+01
5.061147793911427994e-01 1.266968807021085652e+01
5.064386734299930470e-01 1.200241474326428204e+01
5.067627747485995426e-01 1.135021626750909896e+01
5.070870834796145088e-01 1.071404216247533725e+01
5.074115997557729907e-01 1.008805787312796909e+01
5.077363237098961868e-01 9.470007479523673055e+00
5.080612554748905607e-01 8.865849294984599283e+00
5.083863951837462869e-01 8.275836637465129542e+00
5.087117429695404702e-01 7.700844001950402529e+00
5.090372989654330382e-01 7.135484721814316700e+00
5.093630633046718481e-01 6.577590808992212601e+00
5.096890361205873576e-01 6.032716766609292236e+00
5.100152175465978432e-01 5.501100613161265862e+00
5.103416077162046260e-01 4.983545320407346324e+00
5.106682067629967348e-01 4.475088063548794182e+00
5.109950148206463538e-01 3.973651990873388495e+00
5.113220320229135973e-01 3.484403412815598067e+00
5.116492585036418461e-01 3.007565301523317913e+00
5.119766943967624107e-01 2.543872497852006198e+00
5.123043398362902012e-01 2.088762953548397139e+00
5.126321949563277247e-01 1.640253678058567033e+00
5.129602598910615319e-01 1.203138045946579471e+00
5.132885347747662141e-01 7.776242492452842825e-01
5.136170197417996297e-01 3.643822775942826553e-01
5.139457149266082325e-01 -4.077125006657089656e-02
5.142746204637225205e-01 -4.397231954490732342e-01
5.146037364877606990e-01 -8.280382200135418813e-01
5.149330631334252395e-01 -1.205522636815219206e+00
5.152626005355072092e-01 -1.571568129126726499e+00
5.155923488288812750e-01 -1.930000602553473055e+00
5.159223081485104778e-01 -2.282608953347321723e+00
5.162524786294441226e-01 -2.625301331012112271e+00
5.165828604068160024e-01 -2.957898266536444609e+00
5.169134536158490612e-01 -3.279850048810139640e+00
5.172442583918502867e-01 -3.594645404068719685e+00
5.175752748702153738e-01 -3.903973830827110802e+00
5.179065031864249491e-01 -4.204072771510832141e+00
5.182379434760479020e-01 -4.494776681368028548e+00
5.185695958747380541e-01 -4.775591485072915532e+00
5.189014605182381557e-01 -5.049688162975270345e+00
5.192335375423756672e-01 -5.318655771213762762e+00
5.195658270830673109e-01 -5.579047194404151533e+00
5.198983292763141861e-01 -5.830710509366431538e+00
5.202310442582069872e-01 -6.073204407259475524e+00
5.205639721649211182e-01 -6.309400723934530220e+00
5.208971131327214676e-01 -6.540787385698301648e+00
5.212304672979577447e-01 -6.764219214633680366e+00
5.215640347970693647e-01 -6.979557597200193086e+00
5.218978157665807860e-01 -7.186411221723895792e+00
5.222318103431056180e-01 -7.387370570726520036e+00
5.225660186633432902e-01 -7.583822095866480595e+00
5.229004408640828272e-01 -7.772909389961343507e+00
5.232350770821981856e-01 -7.954506833264434640e+00
5.235699274546530280e-01 -8.128270433908962644e+00
5.239049921184982805e-01 -8.296526333323509306e+00
5.242402712108712448e-01 -8.460559482852346491e+00
5.245757648689988173e-01 -8.617789416327390484e+00
5.249114732301941588e-01 -8.768103183114035915e+00
5.252473964318596922e-01 -8.911201529450449854e+00
5.255835346114843265e-01 -9.049162514606054586e+00
5.259198879066464549e-01 -9.183169860366010795e+00
5.262564564550108459e-01 -9.310906546153352892e+00
5.265932403943324180e-01 -9.432271960496226626e+00
5.269302398624520212e-01 -9.547009095796376243e+00
5.272674549973008773e-01 -9.656963459183298681e+00
5.276048859368962507e-01 -9.763218095598691804e+00
5.279425328193461109e-01 -9.863707261414443650e+00
5.282803957828444696e-01 -9.958342350133632337e+00
5.286184749656760440e-01 -1.004690619674524044e+01
5.289567705062115932e-01 -1.013102658433408365e+01
5.292952825429131369e-01 -1.021168669276353569e+01
5.296340112143286261e-01 -1.028706021295752571e+01
5.299729566590971608e-01 -1.035707020418151991e+01
5.303121190159442166e-01 -1.042153702791055281e+01
5.306514984236863075e-01 -1.048188489061893236e+01
5.309910950212265446e-01 -1.053899816316351945e+01
5.313309089475594105e-01 -1.059127844988651646e+01
5.316709403417655411e-01 -1.063866013150621725e+01
5.320111893430167216e-01 -1.068099886464364445e+01
5.323516560905736661e-01 -1.071952877217201028e+01
5.326923407237846853e-01 -1.075503669718589705e+01
5.330332433820891280e-01 -1.078614095261393757e+01
5.333743642050136069e-01 -1.081278689497257339e+01
5.337157033321763278e-01 -1.083486332570432964e+01
5.340572609032825380e-01 -1.085342714448161772e+01
5.343990370581289673e-01 -1.086916915771845993e+01
5.347410319365997200e-01 -1.088091349516679607e+01
5.350832456786707159e-01 -1.088861613940711415e+01
5.354256784244051381e-01 -1.089219696820014605e+01
5.357683303139579856e-01 -1.089254790805627593e+01
5.361112014875718534e-01 -1.089026541258598613e+01
5.364542920855811525e-01 -1.088436884600319843e+01
5.367976022484080012e-01 -1.087482446500664501e+01
5.371411321165666664e-01 -1.086158123274738152e+01
5.374848818306587894e-01 -1.084537776488260441e+01
5.378288515313787155e-01 -1.082671802426101060e+01
5.381730413595081641e-01 -1.080480633168713211e+01
5.385174514559212255e-01 -1.077961886369977229e+01
5.388620819615803637e-01 -1.075113175517983066e+01
5.392069330175399688e-01 -1.071994140563748310e+01
