# COSEBI weights for En in Real space
# lowest theta boundary = 0.5
# highest theta boundary = 300
# number of COSEBI modes = 20
# theta[arcmin]      T_-(theta)
5.000000000000001110e-01 2.445050555095697931e+01
5.003199808146676641e-01 2.391435878128685033e+01
5.006401664047791522e-01 2.338649766309831435e+01
5.009605569013820814e-01 2.286302336691850456e+01
5.012811524356098891e-01 2.234270630306553329e+01
5.016019531386775032e-01 2.182926764629388572e+01
5.019229591418863379e-01 2.132295546279510390e+01
5.022441705766194087e-01 2.082445093716706097e+01
5.025655875743462175e-01 2.033018368385012309e+01
5.028872102666178678e-01 1.983894786975114144e+01
5.032090387850723934e-01 1.935440999570567655e+01
5.035310732614295404e-01 1.887674458763173391e+01
5.038533138274952083e-01 1.840659401508697002e+01
5.041757606151581195e-01 1.794055329819008548e+01
5.044984137563931492e-01 1.747741031172719417e+01
5.048212733832576626e-01 1.702070714119519934e+01
5.051443396278955111e-01 1.657061532908514323e+01
5.054676126225331467e-01 1.612775397965339153e+01
5.057910924994836188e-01 1.568886105444398638e+01
5.061147793911427994e-01 1.525272398122689310e+01
5.064386734299930470e-01 1.482277604898558110e+01
5.067627747485995426e-01 1.439918575023665248e+01
5.070870834796145088e-01 1.398254942152350644e+01
5.074115997557729907e-01 1.356974366610192639e+01
5.077363237098961868e-01 1.315955761171293048e+01
5.080612554748905607e-01 1.275531730027436517e+01
5.083863951837462869e-01 1.235718811280814755e+01
5.087117429695404702e-01 1.196574410928562671e+01
5.090372989654330382e-01 1.157799632777307508e+01
5.093630633046718481e-01 1.119273765063224246e+01
5.096890361205873576e-01 1.081318842874589770e+01
5.100152175465978432e-01 1.043951087192573191e+01
5.103416077162046260e-01 1.007225724916948906e+01
5.106682067629967348e-01 9.708568917137124998e+00
5.109950148206463538e-01 9.347244478929887634e+00
5.113220320229135973e-01 8.991400153563311903e+00
5.116492585036418461e-01 8.641194923338105127e+00
5.119766943967624107e-01 8.297159748073926977e+00
5.123043398362902012e-01 7.956562272449501982e+00
5.126321949563277247e-01 7.618208702923181974e+00
5.129602598910615319e-01 7.285112687629696104e+00
5.132885347747662141e-01 6.957429929110343636e+00
5.136170197417996297e-01 6.635670550152393155e+00
5.139457149266082325e-01 6.317224548531674699e+00
5.142746204637225205e-01 6.000907524691333705e+00
5.146037364877606990e-01 5.689632122114929302e+00
5.149330631334252395e-01 5.383550712255711801e+00
5.152626005355072092e-01 5.083153054415387118e+00
5.155923488288812750e-01 4.785947640496036826e+00
5.159223081485104778e-01 4.490761182572425625e+00
5.162524786294441226e-01 4.200406881984626750e+00
5.165828604068160024e-01 3.915033734372773910e+00
5.169134536158490612e-01 3.635111598227335428e+00
5.172442583918502867e-01 3.358263692337883910e+00
5.175752748702153738e-01 3.083329470417639051e+00
5.179065031864249491e-01 2.813024260215297279e+00
5.182379434760479020e-01 2.547493636924780702e+00
5.185695958747380541e-01 2.287188017852133992e+00
5.189014605182381557e-01 2.029841663669719853e+00
5.192335375423756672e-01 1.774308322249098513e+00
5.195658270830673109e-01 1.523207015674604925e+00
5.198983292763141861e-01 1.276679857587192490e+00
5.202310442582069872e-01 1.035158277091806411e+00
5.205639721649211182e-01 7.964839769377145551e-01
5.208971131327214676e-01 5.595264715965724278e-01
5.212304672979577447e-01 3.268100466740619936e-01
5.215640347970693647e-01 9.847331546764737098e-02
5.218978157665807860e-01 -1.250708319601883112e-01
5.222318103431056180e-01 -3.458767714586490349e-01
5.225660186633432902e-01 -5.650578221998534545e-01
5.229004408640828272e-01 -7.801828698550656860e-01
5.232350770821981856e-01 -9.911168333399453800e-01
5.235699274546530280e-01 -1.197464922509839269e+00
5.239049921184982805e-01 -1.401181028621627078e+00
5.242402712108712448e-01 -1.603359981183768213e+00
5.245757648689988173e-01 -1.801662269500713620e+00
5.249114732301941588e-01 -1.995956378749922377e+00
5.252473964318596922e-01 -2.185865180070198477e+00
5.255835346114843265e-01 -2.373245440359197822e+00
5.259198879066464549e-01 -2.559172246439752385e+00
5.262564564550108459e-01 -2.741396127691142048e+00
