# COSEBI weights for En in Real space
# lowest theta boundary = 0.0001454441043328608
# highest theta boundary = 0.08726646259971647
# number of COSEBI modes = 6
# theta[arcmin]      T_-(theta)
5.000000000000001110e-01 1.177306695031671069e+01
5.003199808146676641e-01 1.170013872694886636e+01
5.006401664047791522e-01 1.162747582344830910e+01
5.009605569013820814e-01 1.155507772956622325e+01
5.012811524356098891e-01 1.148294338942650938e+01
5.016019531386775032e-01 1.141107174989234707e+01
5.019229591418863379e-01 1.133946200035662599e+01
5.022441705766194087e-01 1.126811356220811788e+01
5.025655875743462175e-01 1.119702596227304348e+01
5.028872102666178678e-01 1.112619820897913314e+01
5.032090387850723934e-01 1.105562925337475200e+01
5.035310732614295404e-01 1.098531828760211937e+01
5.038533138274952083e-01 1.091526473912433026e+01
5.041757606151581195e-01 1.084546814757015909e+01
5.044984137563931492e-01 1.077592754214471071e+01
5.048212733832576626e-01 1.070664188678860285e+01
5.051443396278955111e-01 1.063761038329441888e+01
5.054676126225331467e-01 1.056883246657489117e+01
5.057910924994836188e-01 1.050030768424541350e+01
5.061147793911427994e-01 1.043203508074959984e+01
5.064386734299930470e-01 1.036401363510016971e+01
5.067627747485995426e-01 1.029624255467317440e+01
5.070870834796145088e-01 1.022872128016672733e+01
5.074115997557729907e-01 1.016144937145643823e+01
5.077363237098961868e-01 1.009442588781448080e+01
5.080612554748905607e-01 1.002764981660605415e+01
5.083863951837462869e-01 9.961120378298414124e+00
5.087117429695404702e-01 9.894837022123638803e+00
5.090372989654330382e-01 9.828799311691764018e+00
5.093630633046718481e-01 9.763006321615211647e+00
5.096890361205873576e-01 9.697457051200716549e+00
5.100152175465978432e-01 9.632150731515567443e+00
5.103416077162046260e-01 9.567086819112809337e+00
5.106682067629967348e-01 9.502264884568459635e+00
5.109950148206463538e-01 9.437684018117915130e+00
5.113220320229135973e-01 9.373343229883486671e+00
5.116492585036418461e-01 9.309241759672161720e+00
5.119766943967624107e-01 9.245379070871646121e+00
5.123043398362902012e-01 9.181754743092485072e+00
5.126321949563277247e-01 9.118367880827197069e+00
5.129602598910615319e-01 9.055217505258402966e+00
5.132885347747662141e-01 8.992302866546440399e+00
5.136170197417996297e-01 8.929623433394631604e+00
5.139457149266083436e-01 8.867178792587466774e+00
