# COSEBI weights for En in Real space
# lowest theta boundary = 0.5
# highest theta boundary = 300
# number of COSEBI modes = 20
# theta[arcmin]      T_-(theta)
5.000000000000001110e-01 -1.913491349114145379e+01
5.003199808146676641e-01 -1.891256930853206697e+01
5.006401664047791522e-01 -1.869159885317182912e+01
5.009605569013820814e-01 -1.847199537692348059e+01
5.012811524356098891e-01 -1.825375752756077574e+01
5.016019531386775032e-01 -1.803687875723338507e+01
5.019229591418863379e-01 -1.782135257435228226e+01
5.022441705766194087e-01 -1.760717107330897235e+01
5.025655875743462175e-01 -1.739432711373174101e+01
5.028872102666178678e-01 -1.718281883481538230e+01
5.032090387850723934e-01 -1.697263982529982229e+01
5.035310732614295404e-01 -1.676378369453218653e+01
5.038533138274952083e-01 -1.655624267497974245e+01
5.041757606151581195e-01 -1.635000972536213126e+01
5.044984137563931492e-01 -1.614508302577425525e+01
5.048212733832576626e-01 -1.594145629208446913e+01
5.051443396278955111e-01 -1.573912325269679613e+01
5.054676126225331467e-01 -1.553807628157474952e+01
5.057910924994836188e-01 -1.533830843369415398e+01
5.061147793911427994e-01 -1.513981794034092232e+01
5.064386734299930470e-01 -1.494259863158745461e+01
5.067627747485995426e-01 -1.474664435009322005e+01
5.070870834796145088e-01 -1.455194761246580271e+01
5.074115997557729907e-01 -1.435850156689309287e+01
5.077363237098961868e-01 -1.416630449643901635e+01
5.080612554748905607e-01 -1.397535033787522352e+01
5.083863951837462869e-01 -1.378563305618392576e+01
5.087117429695404702e-01 -1.359714529912998060e+01
5.090372989654330382e-01 -1.340988031397568037e+01
5.093630633046718481e-01 -1.322383642974994089e+01
5.096890361205873576e-01 -1.303900769027838535e+01
5.100152175465978432e-01 -1.285538818198919309e+01
5.103416077162046260e-01 -1.267297068236486446e+01
5.106682067629967348e-01 -1.249174852791853851e+01
5.109950148206463538e-01 -1.231172010460138111e+01
5.113220320229135973e-01 -1.213287955743420987e+01
5.116492585036418461e-01 -1.195522108195257616e+01
5.119766943967624107e-01 -1.177873759393257203e+01
5.123043398362902012e-01 -1.160342252740188762e+01
5.126321949563277247e-01 -1.142927430451853965e+01
5.129602598910615319e-01 -1.125628718555807239e+01
5.132885347747662141e-01 -1.108445546560495742e+01
5.136170197417996297e-01 -1.091377219475218219e+01
5.139457149266082325e-01 -1.074423090381352885e+01
5.142746204637225205e-01 -1.057583005596274894e+01
5.146037364877606990e-01 -1.040856401640571605e+01
5.149330631334252395e-01 -1.024242718876049629e+01
5.152626005355072092e-01 -1.007741275479249410e+01
5.155923488288812750e-01 -9.913514329533366976e+00
5.159223081485104778e-01 -9.750730426209210933e+00
5.162524786294441226e-01 -9.589055503467058372e+00
5.165828604068160024e-01 -9.428484084868257398e+00
5.169134536158490612e-01 -9.269009470659236527e+00
5.172442583918502867e-01 -9.110625369051494005e+00
5.175752748702153738e-01 -8.953330334967590787e+00
5.179065031864249491e-01 -8.797118930450327667e+00
