# COSEBI weights for En in Real space
# lowest theta boundary = 0.5
# highest theta boundary = 0.5
# number of COSEBI modes = 20
# theta[arcmin]      T_+(theta)
5.000000000000001110e-01 -2.152968724662587618e+01
5.003199808146676641e-01 -2.131300159057822441e+01
5.006401664047791522e-01 -2.109744522013001244e+01
5.009605569013820814e-01 -2.088301419386923286e+01
5.012811524356098891e-01 -2.066970458047779147e+01
5.016019531386775032e-01 -2.045751245871479540e+01
5.019229591418863379e-01 -2.024643391739356701e+01
5.022441705766194087e-01 -2.003646505536524458e+01
5.025655875743462175e-01 -1.982760198149599873e+01
5.028872102666178678e-01 -1.961984081465062957e+01
5.032090387850723934e-01 -1.941317768366959484e+01
5.035310732614295404e-01 -1.920760872735284863e+01
5.038533138274952083e-01 -1.900313009443753387e+01
5.041757606151581195e-01 -1.879973794358063799e+01
5.044984137563931492e-01 -1.859742844333747414e+01
5.048212733832576626e-01 -1.839619777214460328e+01
5.051443396278955111e-01 -1.819604211829795659e+01
5.054676126225331467e-01 -1.799695767993593876e+01
5.057910924994836188e-01 -1.779894066501763561e+01
5.061147793911427994e-01 -1.760198729130587125e+01
5.064386734299930470e-01 -1.740609378634572835e+01
5.067627747485995426e-01 -1.721125638744754838e+01
5.070870834796145088e-01 -1.701747134166520325e+01
5.074115997557729907e-01 -1.682473490577946862e+01
5.077363237098961868e-01 -1.663304334627690295e+01
5.080612554748905607e-01 -1.644239293933129531e+01
5.083863951837462869e-01 -1.625277997078547898e+01
5.087117429695404702e-01 -1.606420073613043797e+01
5.090372989654330382e-01 -1.587665154048865368e+01
5.093630633046718481e-01 -1.569012869859218284e+01
5.096890361205873576e-01 -1.550462853476676806e+01
5.100152175465978432e-01 -1.532014738290992106e+01
5.103416077162046260e-01 -1.513668158647473838e+01
5.106682067629967348e-01 -1.495422749844840205e+01
5.109950148206463538e-01 -1.477278148133589042e+01
5.113220320229135973e-01 -1.459233990713850382e+01
5.116492585036418461e-01 -1.441289915733766591e+01
5.119766943967624107e-01 -1.423445562287359856e+01
5.123043398362902012e-01 -1.405700570412896866e+01
5.126321949563277247e-01 -1.388054581090801243e+01
5.129602598910615319e-01 -1.370507236241978610e+01
5.132885347747662141e-01 -1.353058178725737903e+01
5.136170197417996297e-01 -1.335707052338184830e+01
5.139457149266082325e-01 -1.318453501810080475e+01
5.142746204637225205e-01 -1.301297172805225877e+01
5.146037364877606990e-01 -1.284237711918417446e+01
5.149330631334252395e-01 -1.267274766673775410e+01
5.152626005355072092e-01 -1.250407985522673471e+01
5.155923488288812750e-01 -1.233637017842150918e+01
5.159223081485104778e-01 -1.216961513932826300e+01
5.162524786294441226e-01 -1.200381125017167783e+01
5.165828604068160024e-01 -1.183895503237745039e+01
5.169134536158490612e-01 -1.167504301655162990e+01
5.172442583918502867e-01 -1.151207174246485820e+01
5.175752748702153738e-01 -1.135003775903178713e+01
5.179065031864249491e-01 -1.118893762429468630e+01
5.182379434760479020e-01 -1.102876790540359586e+01
5.185695958747380541e-01 -1.086952517859975131e+01
5.189014605182381557e-01 -1.071120602919548936e+01
5.192335375423756672e-01 -1.055380705155814347e+01
5.195658270830673109e-01 -1.039732484908975430e+01
5.198983292763141861e-01 -1.024175603421131342e+01
5.202310442582069872e-01 -1.008709722834224642e+01
5.205639721649211182e-01 -9.933345061884670812e+00
5.208971131327214676e-01 -9.780496174203193505e+00
5.212304672979577447e-01 -9.628547213609078170e+00
5.215640347970693647e-01 -9.477494837340071143e+00
5.218978157665807860e-01 -9.327335711544607832e+00
5.222318103431056180e-01 -9.178066511262063187e+00
5.225660186633432902e-01 -9.029683920406398556e+00
5.229004408640828272e-01 -8.882184631746632419e+00
5.232350770821981856e-01 -8.735565346891116079e+00
5.235699274546530280e-01 -8.589822776267633131e+00
5.239049921184982805e-01 -8.444953639106744347e+00
5.242402712108712448e-01 -8.300954663424427338e+00
5.245757648689988173e-01 -8.157822586003007359e+00
5.249114732301941588e-01 -8.015554152374901875e+00
5.252473964318596922e-01 -7.874146116803715678e+00
5.255835346114843265e-01 -7.733595242267793601e+00
5.259198879066464549e-01 -7.593898300441376925e+00
5.262564564550108459e-01 -7.455052071678338166e+00
5.265932403943324180e-01 -7.317053344993087904e+00
5.269302398624520212e-01 -7.179898918044805178e+00
5.272674549973008773e-01 -7.043585597118137365e+00
5.276048859368962507e-01 -6.908110197107514949e+00
5.279425328193461109e-01 -6.773469541497837199e+00
5.282803957828444696e-01 -6.639660462348954795e+00
5.286184749656760440e-01 -6.506679800276431003e+00
5.289567705062115932e-01 -6.374524404436049174e+00
5.292952825429131369e-01 -6.243191132504438023e+00
5.296340112143286261e-01 -6.112676850663872230e+00
5.299729566590971608e-01 -5.982978433582979427e+00
5.303121190159442166e-01 -5.854092764401338300e+00
5.306514984236863075e-01 -5.726016734710494660e+00
5.309910950212265446e-01 -5.598747244538453849e+00
5.313309089475594105e-01 -5.472281202330732341e+00
5.316709403417655411e-01 -5.346615524935183217e+00
5.320111893430167216e-01 -5.221747137583017562e+00
5.323516560905736661e-01 -5.097672973872573010e+00
5.326923407237846853e-01 -4.974389975752735893e+00
5.330332433820891280e-01 -4.851895093504664302e+00
5.333743642050136069e-01 -4.730185285726159705e+00
5.337157033321763278e-01 -4.609257519313146645e+00
5.340572609032825380e-01 -4.489108769444331237e+00
5.343990370581289673e-01 -4.369736019562742158e+00
5.347410319365997200e-01 -4.251136261360243473e+00
5.350832456786707159e-01 -4.133306494759163563e+00
5.354256784244051381e-01 -4.016243727896989135e+00
5.357683303139579856e-01 -3.899944977108024347e+00
5.361112014875718534e-01 -3.784407266908015099e+00
5.364542920855811525e-01 -3.669627629975981353e+00
5.367976022484080012e-01 -3.555603107138845864e+00
5.371411321165666664e-01 -3.442330747353254949e+00
5.374848818306587894e-01 -3.329807607690479010e+00
5.378288515313787155e-01 -3.218030753317989490e+00
5.381730413595081641e-01 -3.106997257484587216e+00
5.385174514559212255e-01 -2.996704201502167653e+00
5.388620819615803637e-01 -2.887148674730429132e+00
5.392069330175399688e-01 -2.778327774559190111e+00
5.395520047649425832e-01 -2.670238606393055658e+00
5.398972973450230084e-01 -2.562878283633625909e+00
5.402428108991059741e-01 -2.456243927663753990e+00
5.405885455686055829e-01 -2.350332667831262157e+00
5.409345014950280861e-01 -2.245141641431668944e+00
5.412806788199684416e-01 -2.140667993692839666e+00
5.416270776851141999e-01 -2.036908877757440894e+00
5.419736982322415075e-01 -1.933861454667794799e+00
