# COSEBI weights for En in Real space
# lowest theta boundary = 0.5
# highest theta boundary = 0.5
# number of COSEBI modes = 20
# theta[arcmin]      T_+(theta)
5.000000000000001110e-01 2.457631526795374555e+01
5.003199808146676641e-01 2.416194528522699514e+01
5.006401664047791522e-01 2.375115391379596019e+01
5.009605569013820814e-01 2.334392043594311517e+01
5.012811524356098891e-01 2.294022422299934760e+01
5.016019531386775032e-01 2.254004473505106176e+01
5.019229591418863379e-01 2.214336152063614804e+01
5.022441705766194087e-01 2.175015421645313651e+01
5.025655875743462175e-01 2.136040254705902086e+01
5.028872102666178678e-01 2.097408632457988631e+01
5.032090387850723934e-01 2.059118544840989884e+01
5.035310732614295404e-01 2.021167990492381961e+01
5.038533138274952083e-01 1.983554976717871554e+01
5.041757606151581195e-01 1.946277519462573835e+01
5.044984137563931492e-01 1.909333643281481940e+01
5.048212733832576626e-01 1.872721381310829969e+01
5.051443396278955111e-01 1.836438775238652354e+01
5.054676126225331467e-01 1.800483875276320234e+01
5.057910924994836188e-01 1.764854740129265309e+01
5.061147793911427994e-01 1.729549436968650866e+01
5.064386734299930470e-01 1.694566041402298140e+01
5.067627747485995426e-01 1.659902637446490203e+01
5.070870834796145088e-01 1.625557317497001364e+01
5.074115997557729907e-01 1.591528182301109062e+01
5.077363237098961868e-01 1.557813340928876578e+01
5.080612554748905607e-01 1.524410910744965264e+01
5.083863951837462869e-01 1.491319017380583034e+01
5.087117429695404702e-01 1.458535794705023036e+01
5.090372989654330382e-01 1.426059384798024077e+01
5.093630633046718481e-01 1.393887937921277320e+01
5.096890361205873576e-01 1.362019612491053699e+01
5.100152175465978432e-01 1.330452575049860364e+01
5.103416077162046260e-01 1.299185000239153887e+01
5.106682067629967348e-01 1.268215070771214492e+01
5.109950148206463538e-01 1.237540977401977216e+01
5.113220320229135973e-01 1.207160918903055169e+01
5.116492585036418461e-01 1.177073102034724172e+01
5.119766943967624107e-01 1.147275741518112824e+01
5.123043398362902012e-01 1.117767060008299573e+01
5.126321949563277247e-01 1.088545288066720218e+01
5.129602598910615319e-01 1.059608664134334433e+01
5.132885347747662141e-01 1.030955434504191359e+01
5.136170197417996297e-01 1.002583853294844651e+01
5.139457149266082325e-01 9.744921824229557217e+00
5.142746204637225205e-01 9.466786915768304667e+00
5.146037364877606990e-01 9.191416581893205873e+00
5.149330631334252395e-01 8.918793674114043668e+00
5.152626005355072092e-01 8.648901120851869351e+00
5.155923488288812750e-01 8.381721927177489206e+00
5.159223081485104778e-01 8.117239174542620006e+00
5.162524786294441226e-01 7.855436020517458928e+00
5.165828604068160024e-01 7.596295698528581219e+00
5.169134536158490612e-01 7.339801517592538183e+00
5.172442583918502867e-01 7.085936862057828023e+00
5.175752748702153738e-01 6.834685191339984200e+00
5.179065031864249491e-01 6.586030039663893554e+00
5.182379434760479020e-01 6.339955015801406191e+00
5.185695958747380541e-01 6.096443802814680346e+00
5.189014605182381557e-01 5.855480157794786145e+00
5.192335375423756672e-01 5.617047911607096822e+00
5.195658270830673109e-01 5.381130968630962741e+00
5.198983292763141861e-01 5.147713306506915387e+00
5.202310442582069872e-01 4.916778975877383218e+00
5.205639721649211182e-01 4.688312100135221705e+00
5.208971131327214676e-01 4.462296875166238408e+00
5.212304672979577447e-01 4.238717569098894522e+00
5.215640347970693647e-01 4.017558522048233272e+00
5.218978157665807860e-01 3.798804145866923943e+00
5.222318103431056180e-01 3.582438923891159366e+00
5.225660186633432902e-01 3.368447410692161359e+00
5.229004408640828272e-01 3.156814231823753758e+00
5.232350770821981856e-01 2.947524083576061216e+00
5.235699274546530280e-01 2.740561732723862942e+00
5.239049921184982805e-01 2.535912016280267522e+00
5.242402712108712448e-01 2.333559841249986277e+00
5.245757648689988173e-01 2.133490184380869792e+00
5.249114732301941588e-01 1.935688091920060527e+00
5.252473964318596922e-01 1.740138679367053243e+00
5.255835346114843265e-01 1.546827131230847696e+00
5.259198879066464549e-01 1.355738700784412165e+00
5.262564564550108459e-01 1.166858709823351159e+00
5.265932403943324180e-01 9.801725484213338335e-01
5.269302398624520212e-01 7.956656746907000421e-01
5.272674549973008773e-01 6.133236145389051597e-01
5.276048859368962507e-01 4.331319614304910970e-01
5.279425328193461109e-01 2.550763761448215372e-01
5.282803957828444696e-01 7.914258653951232458e-02
5.286184749656760440e-01 -9.468361269043139294e-02
5.289567705062115932e-01 -2.664163602479113768e-01
5.292952825429131369e-01 -4.360697284734897927e-01
5.296340112143286261e-01 -6.036577235790694385e-01
5.299729566590971608e-01 -7.691942858862487187e-01
5.303121190159442166e-01 -9.326932900590363396e-01
5.306514984236863075e-01 -1.094168545340531429e+00
5.309910950212265446e-01 -1.253633795784546034e+00
5.313309089475594105e-01 -1.411102720490959861e+00
5.316709403417655411e-01 -1.566588933835714403e+00
5.320111893430167216e-01 -1.720105985704928564e+00
5.323516560905736661e-01 -1.871667361724978162e+00
5.326923407237846853e-01 -2.021286483492404251e+00
5.330332433820891280e-01 -2.168976708805266274e+00
5.333743642050136069e-01 -2.314751331890669839e+00
5.337157033321763278e-01 -2.458623583635163978e+00
5.340572609032825380e-01 -2.600606631810704172e+00
5.343990370581289673e-01 -2.740713581303740209e+00
5.347410319365997200e-01 -2.878957474340146483e+00
5.350832456786707159e-01 -3.015351290712958932e+00
5.354256784244051381e-01 -3.149907948005896241e+00
5.357683303139579856e-01 -3.282640301819820472e+00
5.361112014875718534e-01 -3.413561145995151591e+00
5.364542920855811525e-01 -3.542683212836886142e+00
5.367976022484080012e-01 -3.670019173335826501e+00
5.371411321165666664e-01 -3.795581637392374308e+00
5.374848818306587894e-01 -3.919383154036278682e+00
5.378288515313787155e-01 -4.041436211649471311e+00
5.381730413595081641e-01 -4.161753238184384251e+00
5.385174514559212255e-01 -4.280346601385360827e+00
5.388620819615803637e-01 -4.397228609006255340e+00
