# COSEBI weights for En in Real space
# lowest theta boundary = 0.0001454441043328608
# highest theta boundary = 0.0001454441043328608
# number of COSEBI modes = 6
# theta[arcmin]      T_+(theta)
5.000000000000001110e-01 -9.527674413922763819e+00
5.003199808146676641e-01 -9.522313849727462198e+00
5.006401664047791522e-01 -9.516954970174250406e+00
5.009605569013820814e-01 -9.511597775021368051e+00
5.012811524356098891e-01 -9.506242264027020994e+00
5.016019531386775032e-01 -9.500888436949459503e+00
5.019229591418863379e-01 -9.495536293546887663e+00
5.022441705766194087e-01 -9.490185833577553964e+00
5.025655875743462175e-01 -9.484837056799660715e+00
5.028872102666178678e-01 -9.479489962971459960e+00
5.032090387850723934e-01 -9.474144551851152229e+00
5.035310732614295404e-01 -9.468800823196982464e+00
5.038533138274952083e-01 -9.463458776767163627e+00
5.041757606151581195e-01 -9.458118412319937107e+00
5.044984137563931492e-01 -9.452779729613512316e+00
5.048212733832576626e-01 -9.447442728406132417e+00
5.051443396278955111e-01 -9.442107408456006823e+00
5.054676126225331467e-01 -9.436773769521378696e+00
5.057910924994836188e-01 -9.431441811360457450e+00
5.061147793911427994e-01 -9.426111533731484471e+00
5.064386734299930470e-01 -9.420782936392670948e+00
5.067627747485995426e-01 -9.415456019102261820e+00
5.070870834796145088e-01 -9.410130781618462947e+00
5.074115997557729907e-01 -9.404807223699515717e+00
5.077363237098961868e-01 -9.399485345103643752e+00
5.080612554748905607e-01 -9.394165145589065347e+00
5.083863951837462869e-01 -9.388846624914016559e+00
5.087117429695404702e-01 -9.383529782836710353e+00
5.090372989654330382e-01 -9.378214619115391670e+00
5.093630633046718481e-01 -9.372901133508266369e+00
5.096890361205873576e-01 -9.367589325773581166e+00
5.100152175465978432e-01 -9.362279195669543697e+00
5.103416077162046260e-01 -9.356970742954397124e+00
5.106682067629967348e-01 -9.351663967386349086e+00
5.109950148206463538e-01 -9.346358868723646296e+00
5.113220320229135973e-01 -9.341055446724496392e+00
5.116492585036418461e-01 -9.335753701147142536e+00
