# COSEBI weights for En in Real space
# lowest theta boundary = 0.5
# highest theta boundary = 300
# number of COSEBI modes = 20
# theta[arcmin]      T_-(theta)
5.000000000000001110e-01 -2.880439190600940336e+01
5.003199808146676641e-01 -2.773539732681185654e+01
5.006401664047791522e-01 -2.668660315119304371e+01
5.009605569013820814e-01 -2.565786057265188447e+01
5.012811524356098891e-01 -2.464891769464206561e+01
5.016019531386775032e-01 -2.365938901352251733e+01
5.019229591418863379e-01 -2.268900072526706779e+01
5.022441705766194087e-01 -2.173754560021738769e+01
5.025655875743462175e-01 -2.080488194442002836e+01
5.028872102666178678e-01 -1.989077641418254672e+01
5.032090387850723934e-01 -1.899485862713283879e+01
5.035310732614295404e-01 -1.811686403787047084e+01
5.038533138274952083e-01 -1.725659491772739784e+01
5.041757606151581195e-01 -1.641391835727105786e+01
5.044984137563931492e-01 -1.558861422936122487e+01
5.048212733832576626e-01 -1.478033021257872015e+01
5.051443396278955111e-01 -1.398881441567366224e+01
5.054676126225331467e-01 -1.321387898317647114e+01
5.057910924994836188e-01 -1.245539750956153746e+01
5.061147793911427994e-01 -1.171316041895253690e+01
5.064386734299930470e-01 -1.098683217589532823e+01
5.067627747485995426e-01 -1.027617305976525053e+01
5.070870834796145088e-01 -9.581004686917736990e+00
5.074115997557729907e-01 -8.901206908297282894e+00
5.077363237098961868e-01 -8.236580272645330325e+00
5.080612554748905607e-01 -7.586805411625918261e+00
5.083863951837462869e-01 -6.951654307679056899e+00
5.087117429695404702e-01 -6.330957662132271402e+00
5.090372989654330382e-01 -5.724601341363218410e+00
5.093630633046718481e-01 -5.132395606354181794e+00
5.096890361205873576e-01 -4.554036657075997141e+00
5.100152175465978432e-01 -3.989307727287818128e+00
5.103416077162046260e-01 -3.438048225892619492e+00
5.106682067629967348e-01 -2.900149804335002024e+00
5.109950148206463538e-01 -2.375432036963047722e+00
5.113220320229135973e-01 -1.863606111312971603e+00
5.116492585036418461e-01 -1.364466073017275960e+00
5.119766943967624107e-01 -8.778596797466318158e-01
5.123043398362902012e-01 -4.036841376291664396e-01
5.126321949563277247e-01 5.823204569229289973e-02
