# Bandpower weights for C_E in Fourier space
# lowest theta boundary = 0.5
# highest theta boundary = 300
# apodization beand width = 0.5
# minimum multipole = 100
# maximum multipole = 1500
# number of bandpowers modes = 8
# binning type for multipoles = log
# ell      W(ell)
1.000000000000000000e+00 -3.768875305715166813e-03
1.000921550516792990e+00 -3.768898995526405362e-03
1.001843950288941132e+00 -3.768922728974730477e-03
1.002767200099075939e+00 -3.768946506139452847e-03
1.003691300730550351e+00 -3.768970327109159597e-03
1.004616252967439172e+00 -3.768994191974493497e-03
1.005542057594539962e+00 -3.769018100783853766e-03
1.006468715397373481e+00 -3.769042053641283047e-03
1.007396227162183910e+00 -3.769066050627122456e-03
1.008324593675940628e+00 -3.769090091811407982e-03
1.009253815726337766e+00 -3.769114177283753708e-03
1.010183894101795765e+00 -3.769138307124501180e-03
1.011114829591461151e+00 -3.769162481418114521e-03
1.012046622985208311e+00 -3.769186700238750555e-03
1.012979275073639052e+00 -3.769210963677052922e-03
1.013912786648083708e+00 -3.769235271817486174e-03
1.014847158500602253e+00 -3.769259624720811604e-03
1.015782391423984521e+00 -3.769284022497250940e-03
1.016718486211750649e+00 -3.769308465209628058e-03
1.017655443658151970e+00 -3.769332952946526181e-03
1.018593264558172340e+00 -3.769357485790346407e-03
1.019531949707527918e+00 -3.769382063843066191e-03
1.020471499902667833e+00 -3.769406687160297299e-03
1.021411915940775739e+00 -3.769431355820317825e-03
1.022353198619769588e+00 -3.769456069937468165e-03
1.023295348738302746e+00 -3.769480829579726060e-03
1.024238367095764435e+00 -3.769505634826398732e-03
1.025182254492280620e+00 -3.769530485762978989e-03
1.026127011728715122e+00 -3.769555382479078745e-03
1.027072639606668947e+00 -3.769580325062248192e-03
1.028019138928482512e+00 -3.769605313587676317e-03
1.028966510497235198e+00 -3.769630348146005023e-03
1.029914755116746683e+00 -3.769655428799026028e-03
1.030863873591577384e+00 -3.769680555676535681e-03
1.031813866727028906e+00 -3.769705728828992748e-03
1.032764735329145367e+00 -3.769730948346008276e-03
1.033716480204713628e+00 -3.769756214332649260e-03
1.034669102161263732e+00 -3.769781526843494872e-03
1.035622602007070236e+00 -3.769806885979491706e-03
1.036576980551152438e+00 -3.769832291835401201e-03
1.037532238603275037e+00 -3.769857744500834835e-03
1.038488376973949467e+00 -3.769883244040676037e-03
1.039445396474433236e+00 -3.769908790543502822e-03
1.040403297916732361e+00 -3.769934384116446942e-03
1.041362082113600707e+00 -3.769960024819232324e-03
1.042321749878541315e+00 -3.769985712751777740e-03
1.043282302025806407e+00 -3.770011448019148451e-03
1.044243739370399382e+00 -3.770037230674891469e-03
1.045206062728074148e+00 -3.770063060820980777e-03
1.046169272915336235e+00 -3.770088938549086971e-03
1.047133370749444348e+00 -3.770114863938519006e-03
1.048098357048409923e+00 -3.770140837095369533e-03
1.049064232630997795e+00 -3.770166858079369420e-03
1.050030998316727970e+00 -3.770192927004856025e-03
1.050998654925875408e+00 -3.770219043950107009e-03
1.051967203279471130e+00 -3.770245208992365708e-03
1.052936644199302663e+00 -3.770271422229483534e-03
1.053906978507914927e+00 -3.770297683764466633e-03
1.054878207028610682e+00 -3.770323993650858980e-03
1.055850330585451635e+00 -3.770350352006090512e-03
