# Bandpower weights for C of clustering in Fourier space
# lowest theta boundary = 0.5
# highest theta boundary = 300
# apodization beand width = 0.5
# minimum multipole = 100
# maximum multipole = 1500
# number of bandpowers modes = 8
# binning type for multipoles = log
# ell      W(ell)
1.000000000000000000e+00 -1.134823183596957441e-01
1.000921550516792990e+00 -1.134820691979737950e-01
1.001843950288941132e+00 -1.134818195773278221e-01
1.002767200099075939e+00 -1.134815694968826366e-01
1.003691300730550351e+00 -1.134813189558226826e-01
1.004616252967439172e+00 -1.134810679532664984e-01
1.005542057594539962e+00 -1.134808164884047732e-01
1.006468715397373481e+00 -1.134805645603910174e-01
1.007396227162183910e+00 -1.134803121683150284e-01
1.008324593675940628e+00 -1.134800593113715339e-01
1.009253815726337766e+00 -1.134798059886997501e-01
1.010183894101795765e+00 -1.134795521994346468e-01
1.011114829591461151e+00 -1.134792979427340087e-01
1.012046622985208311e+00 -1.134790432176978059e-01
1.012979275073639052e+00 -1.134787880235105517e-01
1.013912786648083708e+00 -1.134785323592722439e-01
1.014847158500602253e+00 -1.134782762241592080e-01
1.015782391423984521e+00 -1.134780196172590211e-01
1.016718486211750649e+00 -1.134777625377191429e-01
1.017655443658151970e+00 -1.134775049847096678e-01
1.018593264558172340e+00 -1.134772469573244041e-01
1.019531949707527918e+00 -1.134769884546448782e-01
1.020471499902667833e+00 -1.134767294758803335e-01
1.021411915940775739e+00 -1.134764700201245924e-01
1.022353198619769588e+00 -1.134762100864839113e-01
1.023295348738302746e+00 -1.134759496740788964e-01
1.024238367095764435e+00 -1.134756887820631693e-01
1.025182254492280620e+00 -1.134754274095099991e-01
1.026127011728715122e+00 -1.134751655555647637e-01
1.027072639606668947e+00 -1.134749032193440310e-01
1.028019138928482512e+00 -1.134746403999312703e-01
1.028966510497235198e+00 -1.134743770964348475e-01
1.029914755116746683e+00 -1.134741133080537367e-01
1.030863873591577384e+00 -1.134738490337684202e-01
1.031813866727028906e+00 -1.134735842727675609e-01
1.032764735329145367e+00 -1.134733190241286466e-01
1.033716480204713628e+00 -1.134730532869557273e-01
1.034669102161263732e+00 -1.134727870603633587e-01
1.035622602007070236e+00 -1.134725203434248514e-01
1.036576980551152438e+00 -1.134722531352835018e-01
1.037532238603275037e+00 -1.134719854349548612e-01
1.038488376973949467e+00 -1.134717172416112446e-01
1.039445396474433236e+00 -1.134714485543216744e-01
1.040403297916732361e+00 -1.134711793721801115e-01
1.041362082113600707e+00 -1.134709096942722040e-01
1.042321749878541315e+00 -1.134706395196794920e-01
1.043282302025806407e+00 -1.134703688474794220e-01
1.044243739370399382e+00 -1.134700976767946956e-01
1.045206062728074148e+00 -1.134698260066759473e-01
