# Bandpower weights for C of clustering in Fourier space
# lowest theta boundary = 0.5
# highest theta boundary = 300
# apodization beand width = 0.5
# minimum multipole = 100
# maximum multipole = 1500
# number of bandpowers modes = 8
# binning type for multipoles = log
# ell      W(ell)
1.000000000000000000e+00 -6.837577743845799083e-02
1.000921550516792990e+00 -6.837577614796182257e-02
1.001843950288941132e+00 -6.837577485499765628e-02
1.002767200099075939e+00 -6.837577355959015279e-02
1.003691300730550351e+00 -6.837577226170624134e-02
1.004616252967439172e+00 -6.837577096131490506e-02
1.005542057594539962e+00 -6.837576965849645472e-02
1.006468715397373481e+00 -6.837576835314983226e-02
1.007396227162183910e+00 -6.837576704536350858e-02
1.008324593675940628e+00 -6.837576573504471067e-02
1.009253815726337766e+00 -6.837576442224070628e-02
1.010183894101795765e+00 -6.837576310696379112e-02
1.011114829591461151e+00 -6.837576178914174518e-02
1.012046622985208311e+00 -6.837576046883217518e-02
1.012979275073639052e+00 -6.837575914598759130e-02
1.013912786648083708e+00 -6.837575782062439711e-02
1.014847158500602253e+00 -6.837575649274041378e-02
1.015782391423984521e+00 -6.837575516230466610e-02
1.016718486211750649e+00 -6.837575382937063906e-02
1.017655443658151970e+00 -6.837575249387432830e-02
1.018593264558172340e+00 -6.837575115583008345e-02
1.019531949707527918e+00 -6.837574981523986128e-02
1.020471499902667833e+00 -6.837574847205618589e-02
1.021411915940775739e+00 -6.837574712638613827e-02
1.022353198619769588e+00 -6.837574577808530618e-02
1.023295348738302746e+00 -6.837574442721752743e-02
1.024238367095764435e+00 -6.837574307379919170e-02
1.025182254492280620e+00 -6.837574171780957943e-02
1.026127011728715122e+00 -6.837574035920118698e-02
1.027072639606668947e+00 -6.837573899799456734e-02
1.028019138928482512e+00 -6.837573763420193296e-02
1.028966510497235198e+00 -6.837573626784590464e-02
1.029914755116746683e+00 -6.837573489882946276e-02
1.030863873591577384e+00 -6.837573352723089193e-02
1.031813866727028906e+00 -6.837573215299647122e-02
1.032764735329145367e+00 -6.837573077614671202e-02
1.033716480204713628e+00 -6.837572939666093641e-02
1.034669102161263732e+00 -6.837572801456580363e-02
1.035622602007070236e+00 -6.837572662982205340e-02
1.036576980551152438e+00 -6.837572524242135907e-02
1.037532238603275037e+00 -6.837572385236569128e-02
1.038488376973949467e+00 -6.837572245967139806e-02
1.039445396474433236e+00 -6.837572106431780150e-02
1.040403297916732361e+00 -6.837571966628419595e-02
1.041362082113600707e+00 -6.837571826559105115e-02
1.042321749878541315e+00 -6.837571686225270284e-02
1.043282302025806407e+00 -6.837571545617840418e-02
1.044243739370399382e+00 -6.837571404746074777e-02
1.045206062728074148e+00 -6.837571263603371696e-02
1.046169272915336235e+00 -6.837571122192188933e-02
1.047133370749444348e+00 -6.837570980510873642e-02
1.048098357048409923e+00 -6.837570838556318586e-02
1.049064232630997795e+00 -6.837570696333668263e-02
1.050030998316727970e+00 -6.837570553836935794e-02
1.050998654925875408e+00 -6.837570411068170928e-02
1.051967203279471130e+00 -6.837570268027361176e-02
1.052936644199302663e+00 -6.837570124714703601e-02
1.053906978507914927e+00 -6.837569981125446450e-02
1.054878207028610682e+00 -6.837569837264526051e-02
1.055850330585451635e+00 -6.837569693125132575e-02
1.056823350003258666e+00 -6.837569548716523893e-02
1.057797266107613154e+00 -6.837569404025094222e-02
1.058772079724856763e+00 -6.837569259058449977e-02
1.059747791682093432e+00 -6.837569113816792388e-02
1.060724402807188271e+00 -6.837568968295781868e-02
1.061701913928770225e+00 -6.837568822495403154e-02
1.062680325876231402e+00 -6.837568676419976399e-02
1.063659639479728414e+00 -6.837568530061043093e-02
1.064639855570182814e+00 -6.837568383425386698e-02
1.065620974979281987e+00 -6.837568236507850228e-02
1.066602998539479819e+00 -6.837568089310272490e-02
1.067585927083996689e+00 -6.837567941830995089e-02
1.068569761446821920e+00 -6.837567794064648707e-02
1.069554502462712664e+00 -6.837567646022352230e-02
1.070540150967195681e+00 -6.837567497693167184e-02
1.071526707796567113e+00 -6.837567349080796164e-02
1.072514173787894487e+00 -6.837567200185225291e-02
1.073502549779016713e+00 -6.837567051003971830e-02
1.074491836608544082e+00 -6.837566901537435460e-02
1.075482035115860713e+00 -6.837566751783748231e-02
1.076473146141123216e+00 -6.837566601746196404e-02
1.077465170525263582e+00 -6.837566451418997104e-02
1.078458109109987628e+00 -6.837566300805852926e-02
1.079451962737777437e+00 -6.837566149900563273e-02
1.080446732251891806e+00 -6.837565998710125326e-02
1.081442418496365798e+00 -6.837565847230818450e-02
1.082439022316013189e+00 -6.837565695458512616e-02
1.083436544556425352e+00 -6.837565543395454637e-02
1.084434986063973705e+00 -6.837565391043286256e-02
1.085434347685809486e+00 -6.837565238399521961e-02
1.086434630269864199e+00 -6.837565085460643732e-02
1.087435834664851386e+00 -6.837564932231178505e-02
1.088437961720265967e+00 -6.837564778709254165e-02
1.089441012286386457e+00 -6.837564624889089226e-02
1.090444987214274519e+00 -6.837564470777475478e-02
1.091449887355776305e+00 -6.837564316369036665e-02
1.092455713563522668e+00 -6.837564161667475382e-02
1.093462466690930723e+00 -6.837564006666178862e-02
1.094470147592203402e+00 -6.837563851371529500e-02
1.095478757122331670e+00 -6.837563695775679407e-02
1.096488296137093421e+00 -6.837563539882737795e-02
1.097498765493056139e+00 -6.837563383689811147e-02
1.098510166047576009e+00 -6.837563227200382787e-02
1.099522498658799474e+00 -6.837563070410118682e-02
1.100535764185664123e+00 -6.837562913318591395e-02
1.101549963487898687e+00 -6.837562755924962710e-02
1.102565097426024154e+00 -6.837562598229221522e-02
1.103581166861355101e+00 -6.837562440235063488e-02
1.104598172655999244e+00 -6.837562281933613761e-02
1.105616115672859001e+00 -6.837562123330011288e-02
1.106634996775632152e+00 -6.837561964422392280e-02
1.107654816828812061e+00 -6.837561805213827892e-02
1.108675576697688792e+00 -6.837561645692770418e-02
1.109697277248350433e+00 -6.837561485870950750e-02
1.110719919347682438e+00 -6.837561325739494045e-02
1.111743503863369620e+00 -6.837561165301890564e-02
1.112768031663896373e+00 -6.837561004556065580e-02
1.113793503618546898e+00 -6.837560843502005214e-02
1.114819920597407199e+00 -6.837560682140729484e-02
1.115847283471365081e+00 -6.837560520467687863e-02
1.116875593112110154e+00 -6.837560358484928713e-02
1.117904850392136051e+00 -6.837560196193057105e-02
1.118935056184740429e+00 -6.837560033586700947e-02
1.119966211364025410e+00 -6.837559870669969453e-02
1.120998316804898698e+00 -6.837559707440991896e-02
1.122031373383074238e+00 -6.837559543896248870e-02
1.123065381975073551e+00 -6.837559380040061918e-02
1.124100343458225071e+00 -6.837559215869111473e-02
1.125136258710666137e+00 -6.837559051382154085e-02
1.126173128611343666e+00 -6.837558886576697303e-02
1.127210954040013702e+00 -6.837558721459324751e-02
1.128249735877244087e+00 -6.837558556019304734e-02
1.129289475004413346e+00 -6.837558390265278951e-02
1.130330172303712688e+00 -6.837558224193317213e-02
1.131371828658146006e+00 -6.837558057801963740e-02
1.132414444951530985e+00 -6.837557891092028994e-02
1.133458022068499993e+00 -6.837557724059374620e-02
1.134502560894500300e+00 -6.837557556706871931e-02
1.135548062315795637e+00 -6.837557389031828636e-02
1.136594527219466189e+00 -6.837557221035672761e-02
1.137641956493409490e+00 -6.837557052715916017e-02
1.138690351026341308e+00 -6.837556884072543140e-02
1.139739711707796976e+00 -6.837556715104509131e-02
1.140790039428130731e+00 -6.837556545810770381e-02
1.141841335078518149e+00 -6.837556376195640107e-02
1.142893599550955486e+00 -6.837556206252297375e-02
1.143946833738261004e+00 -6.837556035983001490e-02
1.145001038534076310e+00 -6.837555865385672171e-02
1.146056214832865905e+00 -6.837555694459472588e-02
1.147112363529918966e+00 -6.837555523202942798e-02
1.148169485521349786e+00 -6.837555351620189237e-02
1.149227581704098000e+00 -6.837555179706253372e-02
1.150286652975930135e+00 -6.837555007462148282e-02
1.151346700235440279e+00 -6.837554834886828969e-02
1.152407724382050080e+00 -6.837554661979455828e-02
1.153469726316010746e+00 -6.837554488738981084e-02
1.154532706938402375e+00 -6.837554315164980079e-02
1.155596667151135959e+00 -6.837554141256611817e-02
1.156661607856953378e+00 -6.837553967014065037e-02
1.157727529959428514e+00 -6.837553792436915079e-02
1.158794434362968140e+00 -6.837553617522050542e-02
1.159862321972812360e+00 -6.837553442272349680e-02
1.160931193695035057e+00 -6.837553266684899544e-02
1.162001050436545890e+00 -6.837553090758866081e-02
1.163071893105089849e+00 -6.837552914495678702e-02
1.164143722609248366e+00 -6.837552737891400279e-02
1.165216539858440203e+00 -6.837552560947256219e-02
1.166290345762922565e+00 -6.837552383663020317e-02
