# Bandpower weights for C_B in Fourier space
# lowest theta boundary = 0.5
# highest theta boundary = 300
# apodization beand width = 0.5
# minimum multipole = 100
# maximum multipole = 1500
# number of bandpowers modes = 8
# binning type for multipoles = log
# theta[arcmin]      R(theta)
3.895346980473423093e-01 2.286531309026318056e-09
3.898034500559438009e-01 2.063161778390942099e-08
3.900723874848493478e-01 5.745612160337038463e-08
3.903415104619860077e-01 1.128805538024937942e-07
3.906108191153692677e-01 1.871583254435696363e-07
3.908803135731029332e-01 2.804600508426593265e-07
3.911499939633792389e-01 3.926850554063040889e-07
3.914198604144786819e-01 5.240882106286560959e-07
3.916899130547703556e-01 6.758784114696713990e-07
3.919601520127119487e-01 8.453591356165486976e-07
3.922305774168498016e-01 1.035828218413836130e-06
3.925011893958187947e-01 1.245871453508737837e-06
3.927719880783428485e-01 1.475901417144082084e-06
3.930429735932343127e-01 1.725790923909596558e-06
3.933141460693946323e-01 1.997111513774058574e-06
3.935855056358142923e-01 2.287684102690933098e-06
3.938570524215724844e-01 2.601124128521145736e-06
3.941287865558377179e-01 2.929888386589541398e-06
3.944007081678674864e-01 3.285693675215773358e-06
3.946728173870084344e-01 3.660876219847673507e-06
3.949451143426964683e-01 4.057387477068711839e-06
3.952175991644569231e-01 4.474698660812078779e-06
3.954902719819043955e-01 4.916463490251178913e-06
3.957631329247428553e-01 5.373943655359213102e-06
3.960361821227658119e-01 5.851776751698609561e-06
3.963094197058563140e-01 6.362144020250204695e-06
3.965828458039871718e-01 6.888427685624283963e-06
3.968564605472205131e-01 7.436878104700665744e-06
3.971302640657086158e-01 8.015857404286987309e-06
3.974042564896931862e-01 8.605825775214222945e-06
3.976784379495060251e-01 9.224567855906184351e-06
3.979528085755688060e-01 9.856328839714329228e-06
3.982273684983931861e-01 1.052064430014357281e-05
3.985021178485808058e-01 1.120663602966683487e-05
3.987770567568234559e-01 1.192269546526104556e-05
3.990521853539030217e-01 1.265928497733811448e-05
3.993275037706917052e-01 1.342930302333484648e-05
3.996030121381521361e-01 1.421835596635119154e-05
3.998787105873369829e-01 1.499606217673601943e-05
4.001545992493895088e-01 1.584597614091873497e-05
4.004306782555434596e-01 1.669874365249258719e-05
4.007069477371231758e-01 1.758541380511955977e-05
4.009834078255434253e-01 1.849980194532604676e-05
4.012600586523097368e-01 1.941293035597962345e-05
