# Bandpower weights for C of ggl in Fourier space
# lowest theta boundary = 0.5
# highest theta boundary = 300
# apodization beand width = 0.5
# minimum multipole = 100
# maximum multipole = 1500
# number of bandpowers modes = 8
# binning type for multipoles = log
# ell      W(ell)
1.000000000000000000e+00 8.057855715778711040e-05
1.000921550516792990e+00 8.072700598086313150e-05
1.001843950288941132e+00 8.087572804161214572e-05
1.002767200099075939e+00 8.102472384204964225e-05
1.003691300730550351e+00 8.117399388509660880e-05
1.004616252967439172e+00 8.132353867460919816e-05
1.005542057594539962e+00 8.147335871535967325e-05
1.006468715397373481e+00 8.162345451304887554e-05
1.007396227162183910e+00 8.177382657429981461e-05
1.008324593675940628e+00 8.192447540666531185e-05
1.009253815726337766e+00 8.207540151861924551e-05
1.010183894101795765e+00 8.222660541957710985e-05
1.011114829591461151e+00 8.237808761988002319e-05
1.012046622985208311e+00 8.252984863080384877e-05
1.012979275073639052e+00 8.268188896456309784e-05
1.013912786648083708e+00 8.283420913430672840e-05
1.014847158500602253e+00 8.298680965412833671e-05
1.015782391423984521e+00 8.313969103905031435e-05
1.016718486211750649e+00 8.329285380505388069e-05
1.017655443658151970e+00 8.344629846904918591e-05
1.018593264558172340e+00 8.360002554890336483e-05
1.019531949707527918e+00 8.375403556342957286e-05
1.020471499902667833e+00 8.390832903238489894e-05
1.021411915940775739e+00 8.406290647648688604e-05
1.022353198619769588e+00 8.421776841739196911e-05
1.023295348738302746e+00 8.437291537772278343e-05
1.024238367095764435e+00 8.452834788105759362e-05
1.025182254492280620e+00 8.468406645192202661e-05
1.026127011728715122e+00 8.484007161582279031e-05
1.027072639606668947e+00 8.499636389920491540e-05
1.028019138928482512e+00 8.515294382949035296e-05
1.028966510497235198e+00 8.530981193506318859e-05
1.029914755116746683e+00 8.546696874527097063e-05
1.030863873591577384e+00 8.562441479044007866e-05
1.031813866727028906e+00 8.578215060185452742e-05
1.032764735329145367e+00 8.594017671177411357e-05
1.033716480204713628e+00 8.609849365343952505e-05
1.034669102161263732e+00 8.625710196105630841e-05
1.035622602007070236e+00 8.641600216982377636e-05
1.036576980551152438e+00 8.657519481589739951e-05
1.037532238603275037e+00 8.673468043643399049e-05
1.038488376973949467e+00 8.689445956956066866e-05
1.039445396474433236e+00 8.705453275439545995e-05
1.040403297916732361e+00 8.721490053104163193e-05
1.041362082113600707e+00 8.737556344058842561e-05
1.042321749878541315e+00 8.753652202512107077e-05
1.043282302025806407e+00 8.769777682770205638e-05
1.044243739370399382e+00 8.785932839240785793e-05
1.045206062728074148e+00 8.802117726429661468e-05
1.046169272915336235e+00 8.818332398941955441e-05
1.047133370749444348e+00 8.834576911484094274e-05
1.048098357048409923e+00 8.850851318861676503e-05
1.049064232630997795e+00 8.867155675980715405e-05
1.050030998316727970e+00 8.883490037847815177e-05
1.050998654925875408e+00 8.899854459569818573e-05
1.051967203279471130e+00 8.916248996354934474e-05
