# Bandpower weights for C of ggl in Fourier space
# lowest theta boundary = 0.5
# highest theta boundary = 300
# apodization beand width = 0.5
# minimum multipole = 100
# maximum multipole = 1500
# number of bandpowers modes = 8
# binning type for multipoles = log
# theta[arcmin]      R(theta)
3.895346980473423093e-01 2.511220591535102513e-06
3.898034500559438009e-01 2.263210928789619985e-05
3.900723874848493478e-01 6.295334898690845514e-05
3.903415104619860077e-01 1.235577305114485562e-04
3.906108191153692677e-01 2.045278744667653587e-04
3.908803135731029332e-01 3.059461505879587976e-04
3.911499939633792389e-01 4.278951839464315682e-04
3.914198604144786819e-01 5.704566275416622992e-04
3.916899130547703556e-01 7.337126929310952865e-04
3.919601520127119487e-01 9.177455971079044377e-04
3.922305774168498016e-01 1.122636587075655440e-03
3.925011893958187947e-01 1.348467044337154502e-03
3.927719880783428485e-01 1.595318606030543974e-03
3.930429735932343127e-01 1.863272461453733750e-03
3.933141460693946323e-01 2.152409303607359832e-03
3.935855056358142923e-01 2.462809812722855426e-03
3.938570524215724844e-01 2.794554854931090206e-03
3.941287865558377179e-01 3.147725272703088932e-03
3.944007081678674864e-01 3.522400900880183570e-03
3.946728173870084344e-01 3.918661153675964681e-03
3.949451143426964683e-01 4.336587453328381164e-03
3.952175991644569231e-01 4.776258997416167260e-03
3.954902719819043955e-01 5.237753048166671546e-03
3.957631329247428553e-01 5.721152294070058417e-03
3.960361821227658119e-01 6.226534397127766150e-03
3.963094197058563140e-01 6.753978133273807680e-03
3.965828458039871718e-01 7.303561013686918867e-03
3.968564605472205131e-01 7.875366571473580227e-03
3.971302640657086158e-01 8.469465541562925387e-03
3.974042564896931862e-01 9.085942517607834695e-03
3.976784379495060251e-01 9.724871722293792001e-03
3.979528085755688060e-01 1.038633325332809394e-02
3.982273684983931861e-01 1.107040156400393265e-02
3.985021178485808058e-01 1.177715656199275832e-02
3.987770567568234559e-01 1.250667349673720112e-02
3.990521853539030217e-01 1.325903056886400776e-02
3.993275037706917052e-01 1.403430418216776616e-02
3.996030121381521361e-01 1.483257246720117231e-02
3.998787105873369829e-01 1.565390734288053809e-02
4.001545992493895088e-01 1.649838402996708572e-02
4.004306782555434596e-01 1.736608676545695756e-02
4.007069477371231758e-01 1.825708414778716426e-02
4.009834078255434253e-01 1.917145336735131753e-02
4.012600586523097368e-01 2.010926372744412105e-02
4.015369003490185662e-01 2.107060285578822925e-02
4.018139330473567417e-01 2.205553418499566279e-02
4.020911568791022961e-01 2.306413105515247100e-02
4.023685719761240787e-01 2.409647916351917440e-02
4.026461784703819213e-01 2.515264279799795874e-02
4.029239764939266388e-01 2.623269467153314591e-02
4.032019661789001397e-01 2.733671429370321260e-02
4.034801476575356483e-01 2.846477449626150236e-02
4.037585210621574827e-01 2.961694007867793008e-02
4.040370865251814436e-01 3.079328634033390993e-02
4.043158441791143143e-01 3.199389705503421361e-02
4.045947941565546380e-01 3.321882741369980296e-02
4.048739365901924403e-01 3.446816091251631020e-02
4.051532716128090628e-01 3.574195955848700340e-02
4.054327993572776068e-01 3.704029324553001490e-02
4.057125199565628226e-01 3.836326082341359744e-02
4.059924335437211651e-01 3.971088880045466063e-02
4.062725402519010709e-01 4.108329136156027572e-02
4.065528402143425701e-01 4.248050214499062005e-02
4.068333335643777859e-01 4.390261074159311494e-02
4.071140204354307124e-01 4.534968616537933539e-02
4.073949009610175476e-01 4.682179704290142380e-02
4.076759752747465271e-01 4.831899952194792375e-02
4.079572435103180350e-01 4.984137904330170066e-02
4.082387058015247705e-01 5.138899715577770894e-02
4.085203622822516922e-01 5.296192086734385907e-02
4.088022130864761294e-01 5.456022351563882822e-02
4.090842583482678374e-01 5.618395795099747486e-02
4.093664982017891085e-01 5.783321070336201741e-02
4.096489327812948278e-01 5.950803358639510099e-02
4.099315622211324173e-01 6.120850644178799788e-02
4.102143866557421137e-01 6.293468715007427550e-02
4.104974062196566909e-01 6.468663239338014181e-02
