# Bandpower weights for C of ggl in Fourier space
# lowest theta boundary = 0.5
# highest theta boundary = 300
# apodization beand width = 0.5
# minimum multipole = 100
# maximum multipole = 1500
# number of bandpowers modes = 8
# binning type for multipoles = log
# ell      W(ell)
1.000000000000000000e+00 -1.126698402902773298e-05
1.000921550516792990e+00 -1.128774715659984830e-05
1.001843950288941132e+00 -1.130854852373582108e-05
1.002767200099075939e+00 -1.132938820077812923e-05
1.003691300730550351e+00 -1.135026625819484022e-05
1.004616252967439172e+00 -1.137118276658117644e-05
1.005542057594539962e+00 -1.139213779666924417e-05
1.006468715397373481e+00 -1.141313141931522817e-05
1.007396227162183910e+00 -1.143416370550613066e-05
1.008324593675940628e+00 -1.145523472636124516e-05
1.009253815726337766e+00 -1.147634455312546662e-05
1.010183894101795765e+00 -1.149749325717959981e-05
1.011114829591461151e+00 -1.151868091003773694e-05
1.012046622985208311e+00 -1.153990758333448264e-05
1.012979275073639052e+00 -1.156117334884808987e-05
1.013912786648083708e+00 -1.158247827847703778e-05
1.014847158500602253e+00 -1.160382244426244582e-05
1.015782391423984521e+00 -1.162520591837396734e-05
1.016718486211750649e+00 -1.164662877310537142e-05
1.017655443658151970e+00 -1.166809108089842749e-05
1.018593264558172340e+00 -1.168959291431288654e-05
1.019531949707527918e+00 -1.171113434605243416e-05
1.020471499902667833e+00 -1.173271544894863756e-05
1.021411915940775739e+00 -1.175433629596602446e-05
1.022353198619769588e+00 -1.177599696020812232e-05
1.023295348738302746e+00 -1.179769751491122260e-05
1.024238367095764435e+00 -1.181943803343907316e-05
1.025182254492280620e+00 -1.184121858929590737e-05
1.026127011728715122e+00 -1.186303925612391145e-05
1.027072639606668947e+00 -1.188490010769394105e-05
1.028019138928482512e+00 -1.190680121791212800e-05
1.028966510497235198e+00 -1.192874266082860827e-05
1.029914755116746683e+00 -1.195072451061797572e-05
1.030863873591577384e+00 -1.197274684159956521e-05
1.031813866727028906e+00 -1.199480972822316486e-05
1.032764735329145367e+00 -1.201691324508083210e-05
1.033716480204713628e+00 -1.203905746689833364e-05
1.034669102161263732e+00 -1.206124246853750692e-05
1.035622602007070236e+00 -1.208346832500164048e-05
1.036576980551152438e+00 -1.210573511142376972e-05
1.037532238603275037e+00 -1.212804290308258408e-05
1.038488376973949467e+00 -1.215039177539057883e-05
1.039445396474433236e+00 -1.217278180389931511e-05
1.040403297916732361e+00 -1.219521306430158661e-05
1.041362082113600707e+00 -1.221768563243135694e-05
1.042321749878541315e+00 -1.224019958424395089e-05
1.043282302025806407e+00 -1.226275499585950217e-05
1.044243739370399382e+00 -1.228535194352361204e-05
1.045206062728074148e+00 -1.230799050361824057e-05
1.046169272915336235e+00 -1.233067075267357685e-05
1.047133370749444348e+00 -1.235339276736201159e-05
1.048098357048409923e+00 -1.237615662448618545e-05
1.049064232630997795e+00 -1.239896240100002931e-05
1.050030998316727970e+00 -1.242181017398916060e-05
1.050998654925875408e+00 -1.244470002069028030e-05
1.051967203279471130e+00 -1.246763201847316167e-05
1.052936644199302663e+00 -1.249060624485552751e-05
1.053906978507914927e+00 -1.251362277749497796e-05
1.054878207028610682e+00 -1.253668169419033556e-05
1.055850330585451635e+00 -1.255978307288427954e-05
1.056823350003258666e+00 -1.258292699166455031e-05
1.057797266107613154e+00 -1.260611352875774577e-05
1.058772079724856763e+00 -1.262934276253860649e-05
1.059747791682093432e+00 -1.265261477151969548e-05
1.060724402807188271e+00 -1.267592963436407655e-05
1.061701913928770225e+00 -1.269928742987724379e-05
1.062680325876231402e+00 -1.272268823700373178e-05
1.063659639479728414e+00 -1.274613213484048001e-05
1.064639855570182814e+00 -1.276961920262561312e-05
1.065620974979281987e+00 -1.279314951974294035e-05
1.066602998539479819e+00 -1.281672316571853350e-05
1.067585927083996689e+00 -1.284034022023444211e-05
1.068569761446821920e+00 -1.286400076310730077e-05
1.069554502462712664e+00 -1.288770487430668265e-05
1.070540150967195681e+00 -1.291145263394440995e-05
1.071526707796567113e+00 -1.293524412228586516e-05
1.072514173787894487e+00 -1.295907941973674177e-05
1.073502549779016713e+00 -1.298295860685690514e-05
1.074491836608544082e+00 -1.300688176434558463e-05
1.075482035115860713e+00 -1.303084897305469410e-05
1.076473146141123216e+00 -1.305486031398648387e-05
1.077465170525263582e+00 -1.307891586828937674e-05
1.078458109109987628e+00 -1.310301571725797479e-05
1.079451962737777437e+00 -1.312715994234106886e-05
1.080446732251891806e+00 -1.315134862513571784e-05
1.081442418496365798e+00 -1.317558184737998111e-05
1.082439022316013189e+00 -1.319985969097790602e-05
1.083436544556425352e+00 -1.322418223797112856e-05
1.084434986063973705e+00 -1.324854957055243098e-05
1.085434347685809486e+00 -1.327296177107313636e-05
1.086434630269864199e+00 -1.329741892202733013e-05
1.087435834664851386e+00 -1.332192110606371339e-05
1.088437961720265967e+00 -1.334646840598380556e-05
1.089441012286386457e+00 -1.337106090474047391e-05
1.090444987214274519e+00 -1.339569868543506039e-05
1.091449887355776305e+00 -1.342038183132266209e-05
1.092455713563522668e+00 -1.344511042581845516e-05
1.093462466690930723e+00 -1.346988455247607345e-05
1.094470147592203402e+00 -1.349470429501666004e-05
1.095478757122331670e+00 -1.351956973730783542e-05
1.096488296137093421e+00 -1.354448096337123946e-05
1.097498765493056139e+00 -1.356943805738204016e-05
1.098510166047576009e+00 -1.359444110367066157e-05
1.099522498658799474e+00 -1.361949018672723748e-05
1.100535764185664123e+00 -1.364458539118527219e-05
1.101549963487898687e+00 -1.366972680184240803e-05
1.102565097426024154e+00 -1.369491450365137399e-05
1.103581166861355101e+00 -1.372014858171476460e-05
1.104598172655999244e+00 -1.374542912129875509e-05
1.105616115672859001e+00 -1.377075620782175791e-05
1.106634996775632152e+00 -1.379612992685349778e-05
1.107654816828812061e+00 -1.382155036413538116e-05
1.108675576697688792e+00 -1.384701760554461419e-05
1.109697277248350433e+00 -1.387253173713956137e-05
1.110719919347682438e+00 -1.389809284511874572e-05
1.111743503863369620e+00 -1.392370101584487065e-05
1.112768031663896373e+00 -1.394935633583973270e-05
1.113793503618546898e+00 -1.397505889178222592e-05
1.114819920597407199e+00 -1.400080877051167577e-05
1.115847283471365081e+00 -1.402660605902318895e-05
1.116875593112110154e+00 -1.405245084447217313e-05
1.117904850392136051e+00 -1.407834321417946491e-05
1.118935056184740429e+00 -1.410428325561755026e-05
1.119966211364025410e+00 -1.413027105642580779e-05
1.120998316804898698e+00 -1.415630670440014436e-05
1.122031373383074238e+00 -1.418239028750144347e-05
1.123065381975073551e+00 -1.420852189384606320e-05
1.124100343458225071e+00 -1.423470161171821647e-05
1.125136258710666137e+00 -1.426092952955525295e-05
1.126173128611343666e+00 -1.428720573596887051e-05
1.127210954040013702e+00 -1.431353031971747653e-05
1.128249735877244087e+00 -1.433990336974093653e-05
1.129289475004413346e+00 -1.436632497512612200e-05
1.130330172303712688e+00 -1.439279522513327345e-05
1.131371828658146006e+00 -1.441931420917787219e-05
1.132414444951530985e+00 -1.444588201684570229e-05
1.133458022068499993e+00 -1.447249873788326383e-05
1.134502560894500300e+00 -1.449916446220210298e-05
1.135548062315795637e+00 -1.452587927988616590e-05
1.136594527219466189e+00 -1.455264328116383480e-05
1.137641956493409490e+00 -1.457945655645749973e-05
1.138690351026341308e+00 -1.460631919632688864e-05
1.139739711707796976e+00 -1.463323129152158683e-05
1.140790039428130731e+00 -1.466019293293939854e-05
1.141841335078518149e+00 -1.468720421165711957e-05
1.142893599550955486e+00 -1.471426521890810457e-05
1.143946833738261004e+00 -1.474137604610558069e-05
1.145001038534076310e+00 -1.476853678481843093e-05
1.146056214832865905e+00 -1.479574752678314918e-05
1.147112363529918966e+00 -1.482300836391708612e-05
1.148169485521349786e+00 -1.485031938829459844e-05
1.149227581704098000e+00 -1.487768069216284265e-05
1.150286652975930135e+00 -1.490509236793329454e-05
1.151346700235440279e+00 -1.493255450819347727e-05
1.152407724382050080e+00 -1.496006720569779810e-05
1.153469726316010746e+00 -1.498763055336843102e-05
1.154532706938402375e+00 -1.501524464430027868e-05
1.155596667151135959e+00 -1.504290957176211079e-05
1.156661607856953378e+00 -1.507062542918576448e-05
1.157727529959428514e+00 -1.509839231017841605e-05
1.158794434362968140e+00 -1.512621030851523387e-05
1.159862321972812360e+00 -1.515407951815432170e-05
1.160931193695035057e+00 -1.518200003321439599e-05
1.162001050436545890e+00 -1.520997194798622762e-05
1.163071893105089849e+00 -1.523799535694214557e-05
1.164143722609248366e+00 -1.526607035472445296e-05
1.165216539858440203e+00 -1.529419703613581991e-05
1.166290345762922565e+00 -1.532237549617890954e-05
1.167365141233791093e+00 -1.535060583000340614e-05
1.168440927182981204e+00 -1.537888813295212092e-05
1.169517704523268975e+00 -1.540722250053248423e-05
1.170595474168270922e+00 -1.543560902842809913e-05
1.171674237032446220e+00 -1.546404781250342036e-05
1.172753994031096703e+00 -1.549253894879388475e-05
1.173834746080367086e+00 -1.552108253350938401e-05
