# Bandpower weights for C of ggl in Fourier space
# lowest theta boundary = 0.5
# highest theta boundary = 300
# apodization beand width = 0.5
# minimum multipole = 100
# maximum multipole = 1500
# number of bandpowers modes = 8
# binning type for multipoles = log
# theta[arcmin]      R(theta)
3.895346980473423093e-01 8.467416186272948633e-03
3.898034500559438009e-01 7.631159724541371203e-02
3.900723874848493478e-01 2.122676493641116324e-01
3.903415104619860077e-01 4.166144120561218744e-01
3.906108191153692677e-01 6.896302067501095534e-01
3.908803135731029332e-01 1.031592829631346575e+00
3.911499939633792389e-01 1.442779544916541479e+00
3.914198604144786819e-01 1.923467077416065374e+00
3.916899130547703556e-01 2.473931605602089245e+00
3.919601520127119487e-01 3.094448754856893746e+00
3.922305774168498016e-01 3.785293590114010787e+00
3.925011893958187947e-01 4.546740608811401074e+00
3.927719880783428485e-01 5.379063733989781326e+00
3.930429735932343127e-01 6.282536307057791092e+00
3.933141460693946323e-01 7.257431080954440006e+00
3.935855056358142923e-01 8.304020212133005785e+00
3.938570524215724844e-01 9.422575255334381339e+00
3.941287865558377179e-01 1.061336715282719823e+01
3.944007081678674864e-01 1.187666623473535132e+01
3.946728173870084344e-01 1.321274219993242660e+01
3.949451143426964683e-01 1.462186412314388839e+01
3.952175991644569231e-01 1.610430043511083653e+01
3.954902719819043955e-01 1.766031892417539240e+01
3.957631329247428553e-01 1.929018672524574995e+01
3.960361821227658119e-01 2.099417030959195785e+01
3.963094197058563140e-01 2.277253548747993861e+01
3.965828458039871718e-01 2.462554739148121996e+01
3.968564605472205131e-01 2.655347047428921314e+01
3.971302640657086158e-01 2.855656849863478897e+01
3.974042564896931862e-01 3.063510452828914055e+01
3.976784379495060251e-01 3.278934093058929022e+01
3.979528085755688060e-01 3.501953936016685276e+01
3.982273684983931861e-01 3.732596074921328722e+01
3.985021178485808058e-01 3.970886531321811930e+01
3.987770567568234559e-01 4.216851253779709907e+01
3.990521853539030217e-01 4.470516115195007956e+01
3.993275037706917052e-01 4.731906915954613879e+01
3.996030121381521361e-01 5.001049380019508561e+01
3.998787105873369829e-01 5.277969155144663915e+01
4.001545992493895088e-01 5.562691813463280255e+01
4.004306782555434596e-01 5.855242847799065231e+01
4.007069477371231758e-01 6.155647674633624433e+01
4.009834078255434253e-01 6.463931629509181676e+01
4.012600586523097368e-01 6.780119970370894578e+01
4.015369003490185662e-01 7.104237872304810253e+01
4.018139330473567417e-01 7.436310432378867574e+01
4.020911568791022961e-01 7.776362663835817557e+01
4.023685719761240787e-01 8.124419496174967037e+01
4.026461784703819213e-01 8.480505777833120362e+01
4.029239764939266388e-01 8.844646272506294338e+01
4.032019661789001397e-01 9.216865659333952010e+01
4.034801476575356483e-01 9.597188531094813868e+01
4.037585210621574827e-01 9.985639394846907635e+01
4.040370865251814436e-01 1.038224267130305520e+02
4.043158441791143143e-01 1.078702269214229261e+02
4.045947941565546380e-01 1.120000370202623543e+02
4.048739365901924403e-01 1.162120985679610072e+02
4.051532716128090628e-01 1.205066521957636212e+02
4.054327993572776068e-01 1.248839376618027046e+02
4.057125199565628226e-01 1.293441937957238395e+02
4.059924335437211651e-01 1.338876585088690661e+02
4.062725402519010709e-01 1.385145687821405431e+02
4.065528402143425701e-01 1.432251606797499903e+02
4.068333335643777859e-01 1.480196693004735664e+02
4.071140204354307124e-01 1.528983288008435295e+02
4.073949009610175476e-01 1.578613723655577985e+02
4.076759752747465271e-01 1.629090322584161754e+02
4.079572435103180350e-01 1.680415397281750529e+02
4.082387058015247705e-01 1.732591250650188783e+02
4.085203622822516922e-01 1.785620176028210722e+02
4.088022130864761294e-01 1.839504455808702517e+02
4.090842583482678374e-01 1.894246363650729279e+02
4.093664982017891085e-01 1.949848162306469419e+02
4.096489327812948278e-01 2.006312104820038655e+02
4.099315622211324173e-01 2.063640433615504719e+02
4.102143866557421137e-01 2.121835381139152048e+02
4.104974062196566909e-01 2.180899169198584957e+02
4.107806210475019593e-01 2.240834009580958650e+02
4.110640312739964886e-01 2.301642103123906224e+02
4.113476370339519406e-01 2.363325640179833442e+02
4.116314384622727363e-01 2.425886800642907701e+02
4.119154356939565553e-01 2.489327753722939462e+02
4.121996288640942807e-01 2.553650657242205284e+02
4.124840181078698320e-01 2.618857658699685089e+02
4.127686035605604431e-01 2.684950894979214695e+02
4.130533853575367176e-01 2.751932490762393968e+02
4.133383636342626288e-01 2.819804560698559612e+02
4.136235385262956865e-01 2.888569207732844006e+02
4.139089101692867145e-01 2.958228524005887152e+02
4.141944786989804062e-01 3.028784589879165878e+02
4.144802442512148799e-01 3.100239474672598021e+02
4.147662069619221237e-01 3.172595235859604941e+02
4.150523669671278282e-01 3.245853920186465302e+02
4.153387244029515535e-01 3.320017561852613426e+02
4.156252794056068955e-01 3.395088183972814022e+02
4.159120321114011531e-01 3.471067797257050529e+02
4.161989826567357720e-01 3.547958401811561089e+02
4.164861311781065112e-01 3.625761984592145382e+02
4.167734778121031103e-01 3.704480521598206906e+02
4.170610226954095667e-01 3.784115975718606819e+02
4.173487659648041914e-01 3.864670298775714059e+02
4.176367077571596087e-01 3.946145429956299608e+02
4.179248482094430339e-01 4.028543296101231022e+02
4.182131874587161069e-01 4.111865811762131671e+02
4.185017256421348919e-01 4.196114879693129751e+02
4.187904628969501553e-01 4.281292388691813358e+02
4.190793993605075873e-01 4.367400216877240382e+02
4.193685351702473585e-01 4.454440228682647103e+02
4.196578704637044521e-01 4.542414276188238205e+02
4.199474053785089978e-01 4.631324198162103585e+02
4.202371400523858824e-01 4.721171821646976241e+02
4.205270746231549728e-01 4.811958959615481604e+02
4.208172092287313926e-01 4.903687412882477474e+02
4.211075440071251896e-01 4.996358968960606717e+02
4.213980790964418910e-01 5.089975402462310967e+02
4.216888146348822808e-01 5.184538474036143043e+02
4.219797507607421783e-01 5.280049932109570818e+02
4.222708876124131594e-01 5.376511511166529544e+02
4.225622253283820573e-01 5.473924932681524069e+02
4.228537640472314618e-01 5.572291904542041721e+02
4.231455039076395530e-01 5.671614120785328623e+02
4.234374450483798236e-01 5.771893262054821889e+02
4.237295876083219115e-01 5.873130995731963822e+02
4.240219317264312116e-01 5.975328975137058478e+02
4.243144775417688197e-01 6.078488839625978244e+02
4.246072251934919772e-01 6.182612214313170398e+02
4.249001748208537932e-01 6.287700711358967283e+02
4.251933265632034664e-01 6.393755928968274702e+02
4.254866805599863966e-01 6.500779449290333787e+02
4.257802369507440732e-01 6.608772842743165938e+02
4.260739958751145195e-01 6.717737664354223170e+02
4.263679574728317379e-01 6.827675455089560046e+02
4.266621218837263751e-01 6.938587740941655966e+02
4.269564892477256124e-01 7.050476034340205160e+02
4.272510597048529424e-01 7.163341832599063537e+02
4.275458333952286694e-01 7.277186619590404462e+02
4.278408104590695760e-01 7.392011862358042436e+02
4.281359910366893673e-01 7.507819015712701685e+02
4.284313752684984489e-01 7.624609517454235856e+02
4.287269632950042042e-01 7.742384792149571240e+02
4.290227552568107727e-01 7.861146249027269732e+02
4.293187512946194384e-01 7.980895281639774339e+02
4.296149515492285742e-01 8.101633269944054518e+02
4.299113561615336421e-01 8.223361577116282888e+02
4.302079652725273040e-01 8.346081552125934877e+02
4.305047790232994775e-01 8.469794528717043249e+02
4.308017975550375023e-01 8.594501824317848104e+02
4.310990210090261399e-01 8.720204742499713575e+02
4.313964495266475185e-01 8.846904570121026836e+02
4.316940832493813551e-01 8.974602579302016920e+02
4.319919223188050661e-01 9.103300026063704991e+02
4.322899668765935455e-01 9.232998150771444443e+02
4.325882170645196645e-01 9.363698178615510415e+02
4.328866730244538830e-01 9.495401318465904978e+02
4.331853348983648044e-01 9.628108763334656715e+02
4.334842028283187876e-01 9.761821690591540346e+02
4.337832769564802238e-01 9.896541261339406219e+02
4.340825574251115371e-01 1.003226862062092550e+03
4.343820443765735173e-01 1.016900489793667703e+03
4.346817379533250425e-01 1.030675120661761866e+03
4.349816382979232454e-01 1.044550864196430666e+03
4.352817455530236246e-01 1.058527828501273234e+03
4.355820598613800998e-01 1.072606119983017834e+03
4.358825813658450676e-01 1.086785843341663394e+03
4.361833102093696790e-01 1.101067101747617926e+03
4.364842465350034506e-01 1.115449996463497200e+03
4.367853904858946534e-01 1.129934627524490907e+03
4.370867422052903684e-01 1.144521092758035820e+03
4.373883018365365416e-01 1.159209488820823935e+03
4.376900695230780403e-01 1.173999910267343466e+03
4.379920454084585413e-01 1.188892450349792625e+03
4.382942296363207535e-01 1.203887200195147670e+03
4.385966223504067507e-01 1.218984249553777317e+03
4.388992236945575831e-01 1.234183686468226597e+03
4.392020338127134993e-01 1.249485596991348302e+03
4.395050528489141128e-01 1.264890065652886733e+03
4.398082809472985688e-01 1.280397175392562758e+03
4.401117182521052107e-01 1.296007007099884049e+03
4.404153649076720245e-01 1.311719640128622132e+03
4.407192210584365832e-01 1.327535151903458427e+03
4.410232868489361024e-01 1.343453618414568382e+03
4.413275624238073847e-01 1.359475113638412722e+03
4.416320479277872635e-01 1.375599709890075246e+03
4.419367435057122706e-01 1.391827477597358438e+03
4.422416493025189688e-01 1.408158485477817067e+03
4.425467654632437298e-01 1.424592800573593195e+03
4.428520921330231785e-01 1.441130487942736181e+03
4.431576294570939711e-01 1.457771610915395968e+03
4.434633775807930722e-01 1.474516231246899679e+03
4.437693366495575886e-01 1.491364408333223537e+03
4.440755068089250468e-01 1.508316200452661633e+03
4.443818882045334484e-01 1.525371663667403709e+03
4.446884809821211038e-01 1.542530852042647211e+03
4.449952852875269094e-01 1.559793818203977935e+03
4.453023012666905145e-01 1.577160612854642750e+03
4.456095290656522101e-01 1.594631284558435709e+03
4.459169688305529844e-01 1.612205880389883532e+03
4.462246207076346338e-01 1.629884445353337242e+03
4.465324848432399296e-01 1.647667022580328648e+03
4.468405613838125623e-01 1.665553653622819411e+03
4.471488504758973082e-01 1.683544377768265804e+03
4.474573522661400293e-01 1.701639232713732781e+03
4.477660669012876737e-01 1.719838254089238490e+03
4.480749945281884972e-01 1.738141475753774330e+03
4.483841352937921743e-01 1.756548929660474187e+03
4.486934893451495765e-01 1.775060645670715303e+03
4.490030568294132718e-01 1.793676652083530371e+03
4.493128378938371359e-01 1.812396975141774874e+03
4.496228326857766300e-01 1.831221638836927468e+03
4.499330413526890782e-01 1.850150665769635452e+03
4.502434640421332235e-01 1.869184076325157548e+03
4.505541009017701160e-01 1.888321888985367423e+03
4.508649520793622245e-01 1.907564120229538730e+03
4.511760177227741031e-01 1.926910784907548077e+03
4.514872979799723351e-01 1.946361895429706465e+03
4.517987929990256446e-01 1.965917462468347821e+03
4.521105029281047849e-01 1.985577494960261220e+03
4.524224279154829276e-01 2.005341999569600375e+03
4.527345681095353291e-01 2.025210981115760887e+03
4.530469236587397752e-01 2.045184442273886816e+03
4.533594947116764140e-01 2.065262384164605010e+03
4.536722814170279228e-01 2.085444805455444566e+03
4.539852839235795634e-01 2.105731703050093074e+03
4.542985023802191824e-01 2.126123071835201245e+03
4.546119369359374884e-01 2.146618904622730952e+03
4.549255877398278858e-01 2.167219192245717295e+03
4.552394549410866409e-01 2.187923923553872100e+03
4.555535386890129379e-01 2.208733085356659558e+03
4.558678391330091562e-01 2.229646662364255917e+03
4.561823564225804262e-01 2.250664637605751977e+03
4.564970907073352402e-01 2.271786991363130255e+03
4.568120421369853967e-01 2.293013702653305700e+03
4.571272108613456675e-01 2.314344748053479634e+03
4.574425970303345745e-01 2.335780102174784133e+03
4.577582007939737241e-01 2.357319737439678647e+03
4.580740223023884727e-01 2.378963624349253678e+03
4.583900617058076499e-01 2.400711731426771166e+03
4.587063191545635576e-01 2.422564024878724013e+03
4.590227947990926927e-01 2.444520469033248901e+03
4.593394887899349133e-01 2.466581026170820678e+03
4.596564012777341057e-01 2.488745656348696684e+03
4.599735324132380176e-01 2.511014317506381758e+03
4.602908823472984245e-01 2.533386965575397426e+03
4.606084512308712409e-01 2.555863554360510079e+03
4.609262392150165755e-01 2.578444035826559229e+03
4.612442464508985651e-01 2.601128359394595918e+03
4.615624730897858186e-01 2.623916472575453099e+03
4.618809192830512500e-01 2.646808320911323790e+03
4.621995851821720791e-01 2.669803847615484301e+03
4.625184709387302195e-01 2.692902993681820590e+03
4.628375767044121680e-01 2.716105698362513067e+03
4.631569026310088932e-01 2.739411898503464272e+03
4.634764488704163354e-01 2.762821528838308950e+03
4.637962155746350179e-01 2.786334521984398179e+03
4.641162028957703800e-01 2.809950808376791429e+03
