# Bandpower weights for C of ggl in Fourier space
# lowest theta boundary = 0.5
# highest theta boundary = 300
# apodization beand width = 0.5
# minimum multipole = 100
# maximum multipole = 1500
# number of bandpowers modes = 8
# binning type for multipoles = log
# theta[arcmin]      R(theta)
3.895346980473423093e-01 5.648945641631288950e-04
3.898034500559438009e-01 5.091051113607088230e-03
3.900723874848493478e-01 1.416123566169622851e-02
3.903415104619860077e-01 2.779406410835430496e-02
3.906108191153692677e-01 4.600811793350356727e-02
3.908803135731029332e-01 6.882194374629044265e-02
3.911499939633792389e-01 9.625405253519921100e-02
3.914198604144786819e-01 1.283229197969715241e-01
3.916899130547703556e-01 1.650469842774707208e-01
3.919601520127119487e-01 2.064446482873441291e-01
3.922305774168498016e-01 2.525342763937434842e-01
3.925011893958187947e-01 3.033341964995037721e-01
3.927719880783428485e-01 3.588626965907539268e-01
3.930429735932343127e-01 4.191380270595793656e-01
3.933141460693946323e-01 4.841783999404299932e-01
3.935855056358142923e-01 5.540019857081370791e-01
3.938570524215724844e-01 6.286269156600780006e-01
3.941287865558377179e-01 7.080712805032688406e-01
3.944007081678674864e-01 7.923531313716110080e-01
3.946728173870084344e-01 8.814904745768749050e-01
3.949451143426964683e-01 9.755012777885704311e-01
3.952175991644569231e-01 1.074403462747353100e+00
3.954902719819043955e-01 1.178214911074884075e+00
3.957631329247428553e-01 1.286953460496338408e+00
3.960361821227658119e-01 1.400636904034205044e+00
3.963094197058563140e-01 1.519282991048486409e+00
3.965828458039871718e-01 1.642909425042182070e+00
3.968564605472205131e-01 1.771533863870991210e+00
3.971302640657086158e-01 1.905173921562333117e+00
3.974042564896931862e-01 2.043847167340427706e+00
3.976784379495060251e-01 2.187571116159578999e+00
3.979528085755688060e-01 2.336363242781290595e+00
3.982273684983931861e-01 2.490240971681865645e+00
3.985021178485808058e-01 2.649221680489998398e+00
3.987770567568234559e-01 2.813322696514333199e+00
3.990521853539030217e-01 2.982561297550034407e+00
3.993275037706917052e-01 3.156954711339159836e+00
3.996030121381521361e-01 3.336520123063720700e+00
3.998787105873369829e-01 3.521274651528327304e+00
4.001545992493895088e-01 3.711235382178366571e+00
4.004306782555434596e-01 3.906419334082291250e+00
4.007069477371231758e-01 4.106843487343650345e+00
