# Bandpower weights for C of clustering in Fourier space
# lowest theta boundary = 0.5
# highest theta boundary = 300
# apodization beand width = 0.5
# minimum multipole = 100
# maximum multipole = 1500
# number of bandpowers modes = 8
# binning type for multipoles = log
# ell      W(ell)
1.000000000000000000e+00 8.354363554937661585e-01
1.000921550516792990e+00 8.354317047882803271e-01
1.001843950288941132e+00 8.354270455181503907e-01
1.002767200099075939e+00 8.354223776675918645e-01
1.003691300730550351e+00 8.354177012208402475e-01
1.004616252967439172e+00 8.354130161620901829e-01
1.005542057594539962e+00 8.354083224755175507e-01
1.006468715397373481e+00 8.354036201452180732e-01
1.007396227162183910e+00 8.353989091553141177e-01
1.008324593675940628e+00 8.353941894898893050e-01
1.009253815726337766e+00 8.353894611329675257e-01
1.010183894101795765e+00 8.353847240685803310e-01
1.011114829591461151e+00 8.353799782807208585e-01
1.012046622985208311e+00 8.353752237533119684e-01
1.012979275073639052e+00 8.353704604703089398e-01
1.013912786648083708e+00 8.353656884156025475e-01
1.014847158500602253e+00 8.353609075730660249e-01
1.015782391423984521e+00 8.353561179265299730e-01
1.016718486211750649e+00 8.353513194597954605e-01
1.017655443658151970e+00 8.353465121566537865e-01
1.018593264558172340e+00 8.353416960008597236e-01
1.019531949707527918e+00 8.353368709761257449e-01
1.020471499902667833e+00 8.353320370661384553e-01
1.021411915940775739e+00 8.353271942545470452e-01
1.022353198619769588e+00 8.353223425250031475e-01
1.023295348738302746e+00 8.353174818611062147e-01
1.024238367095764435e+00 8.353126122464027414e-01
1.025182254492280620e+00 8.353077336644765261e-01
1.026127011728715122e+00 8.353028460987731441e-01
1.027072639606668947e+00 8.352979495328244353e-01
1.028019138928482512e+00 8.352930439500532156e-01
1.028966510497235198e+00 8.352881293338769719e-01
1.029914755116746683e+00 8.352832056677033101e-01
1.030863873591577384e+00 8.352782729348823265e-01
1.031813866727028906e+00 8.352733311187270360e-01
1.032764735329145367e+00 8.352683802025477888e-01
1.033716480204713628e+00 8.352634201696067517e-01
1.034669102161263732e+00 8.352584510031340059e-01
1.035622602007070236e+00 8.352534726863607428e-01
1.036576980551152438e+00 8.352484852024241180e-01
1.037532238603275037e+00 8.352434885344882654e-01
1.038488376973949467e+00 8.352384826656529260e-01
1.039445396474433236e+00 8.352334675790178409e-01
1.040403297916732361e+00 8.352284432576199125e-01
1.041362082113600707e+00 8.352234096844621813e-01
1.042321749878541315e+00 8.352183668425579022e-01
1.043282302025806407e+00 8.352133147148241843e-01
1.044243739370399382e+00 8.352082532842524110e-01
1.045206062728074148e+00 8.352031825336869719e-01
1.046169272915336235e+00 8.351981024460266578e-01
1.047133370749444348e+00 8.351930130040629008e-01
1.048098357048409923e+00 8.351879141905970139e-01
1.049064232630997795e+00 8.351828059884434108e-01
1.050030998316727970e+00 8.351776883802867202e-01
1.050998654925875408e+00 8.351725613488640843e-01
1.051967203279471130e+00 8.351674248768240494e-01
1.052936644199302663e+00 8.351622789468111652e-01
1.053906978507914927e+00 8.351571235414672056e-01
1.054878207028610682e+00 8.351519586433366893e-01
1.055850330585451635e+00 8.351467842349845627e-01
1.056823350003258666e+00 8.351416002989187071e-01
1.057797266107613154e+00 8.351364068176151401e-01
1.058772079724856763e+00 8.351312037735287852e-01
1.059747791682093432e+00 8.351259911490498400e-01
1.060724402807188271e+00 8.351207689266254564e-01
1.061701913928770225e+00 8.351155370885479101e-01
1.062680325876231402e+00 8.351102956171724268e-01
1.063659639479728414e+00 8.351050444947635265e-01
1.064639855570182814e+00 8.350997837036010507e-01
1.065620974979281987e+00 8.350945132259101067e-01
1.066602998539479819e+00 8.350892330438346445e-01
1.067585927083996689e+00 8.350839431395796764e-01
1.068569761446821920e+00 8.350786434952782722e-01
1.069554502462712664e+00 8.350733340929750170e-01
1.070540150967195681e+00 8.350680149147668985e-01
1.071526707796567113e+00 8.350626859426439896e-01
1.072514173787894487e+00 8.350573471586417718e-01
1.073502549779016713e+00 8.350519985447201199e-01
1.074491836608544082e+00 8.350466400827695201e-01
1.075482035115860713e+00 8.350412717547157637e-01
1.076473146141123216e+00 8.350358935424180284e-01
1.077465170525263582e+00 8.350305054276807581e-01
1.078458109109987628e+00 8.350251073923220524e-01
1.079451962737777437e+00 8.350196994180806298e-01
1.080446732251891806e+00 8.350142814867064223e-01
1.081442418496365798e+00 8.350088535799012890e-01
1.082439022316013189e+00 8.350034156793150197e-01
1.083436544556425352e+00 8.349979677665517741e-01
1.084434986063973705e+00 8.349925098232330312e-01
1.085434347685809486e+00 8.349870418309092157e-01
1.086434630269864199e+00 8.349815637711219818e-01
1.087435834664851386e+00 8.349760756253374883e-01
1.088437961720265967e+00 8.349705773750224491e-01
1.089441012286386457e+00 8.349650690016007237e-01
1.090444987214274519e+00 8.349595504864772977e-01
1.091449887355776305e+00 8.349540218110058643e-01
1.092455713563522668e+00 8.349484829564925992e-01
1.093462466690930723e+00 8.349429339042210296e-01
1.094470147592203402e+00 8.349373746354836756e-01
1.095478757122331670e+00 8.349318051314564837e-01
1.096488296137093421e+00 8.349262253733497063e-01
1.097498765493056139e+00 8.349206353423052063e-01
1.098510166047576009e+00 8.349150350194252113e-01
1.099522498658799474e+00 8.349094243858209419e-01
1.100535764185664123e+00 8.349038034224940397e-01
1.101549963487898687e+00 8.348981721105067644e-01
1.102565097426024154e+00 8.348925304307984741e-01
1.103581166861355101e+00 8.348868783643383917e-01
1.104598172655999244e+00 8.348812158920199122e-01
1.105616115672859001e+00 8.348755429947252171e-01
1.106634996775632152e+00 8.348698596532776461e-01
1.107654816828812061e+00 8.348641658484835526e-01
1.108675576697688792e+00 8.348584615610978865e-01
1.109697277248350433e+00 8.348527467718758199e-01
1.110719919347682438e+00 8.348470214614924778e-01
1.111743503863369620e+00 8.348412856106310898e-01
1.112768031663896373e+00 8.348355391999044972e-01
1.113793503618546898e+00 8.348297822099034482e-01
1.114819920597407199e+00 8.348240146211752810e-01
1.115847283471365081e+00 8.348182364142429090e-01
1.116875593112110154e+00 8.348124475696103719e-01
1.117904850392136051e+00 8.348066480676894496e-01
1.118935056184740429e+00 8.348008378889347769e-01
1.119966211364025410e+00 8.347950170136614334e-01
1.120998316804898698e+00 8.347891854222587726e-01
1.122031373383074238e+00 8.347833430950291067e-01
1.123065381975073551e+00 8.347774900121968100e-01
1.124100343458225071e+00 8.347716261540485405e-01
1.125136258710666137e+00 8.347657515007572693e-01
1.126173128611343666e+00 8.347598660324668796e-01
1.127210954040013702e+00 8.347539697293017147e-01
1.128249735877244087e+00 8.347480625713563640e-01
1.129289475004413346e+00 8.347421445387239736e-01
1.130330172303712688e+00 8.347362156113451448e-01
1.131371828658146006e+00 8.347302757692258712e-01
1.132414444951530985e+00 8.347243249923097519e-01
1.133458022068499993e+00 8.347183632604876502e-01
1.134502560894500300e+00 8.347123905536556476e-01
1.135548062315795637e+00 8.347064068516155677e-01
1.136594527219466189e+00 8.347004121341673466e-01
1.137641956493409490e+00 8.346944063810430858e-01
1.138690351026341308e+00 8.346883895720133006e-01
1.139739711707796976e+00 8.346823616867166118e-01
1.140790039428130731e+00 8.346763227048217271e-01
1.141841335078518149e+00 8.346702726059183064e-01
1.142893599550955486e+00 8.346642113695682541e-01
1.143946833738261004e+00 8.346581389753441327e-01
1.145001038534076310e+00 8.346520554027014871e-01
1.146056214832865905e+00 8.346459606311078527e-01
1.147112363529918966e+00 8.346398546399715901e-01
1.148169485521349786e+00 8.346337374087070549e-01
1.149227581704098000e+00 8.346276089166152490e-01
1.150286652975930135e+00 8.346214691430463573e-01
1.151346700235440279e+00 8.346153180672363225e-01
1.152407724382050080e+00 8.346091556684347434e-01
1.153469726316010746e+00 8.346029819258232729e-01
1.154532706938402375e+00 8.345967968185300512e-01
