# Bandpower weights for C_E in Fourier space
# lowest theta boundary = 0.5
# highest theta boundary = 300
# apodization beand width = 0.5
# minimum multipole = 100
# maximum multipole = 1500
# number of bandpowers modes = 8
# binning type for multipoles = log
# theta[arcmin]      R(theta)
3.895346980473423093e-01 5.994686570285955085e+00
3.898034500559438009e-01 5.395160363009669169e+01
3.900723874848493478e-01 1.498634964266598786e+02
3.903415104619860077e-01 2.937274750048273972e+02
3.906108191153692677e-01 4.855397459590374751e+02
3.908803135731029332e-01 7.252956125117412967e+02
3.911499939633792389e-01 1.012989474608275373e+03
3.914198604144786819e-01 1.348614829029238535e+03
3.916899130547703556e-01 1.732164269519891604e+03
3.919601520127119487e-01 2.163629486936441481e+03
3.922305774168498016e-01 2.643001269409142878e+03
3.925011893958187947e-01 3.170269502523098254e+03
3.927719880783428485e-01 3.745423169515462632e+03
3.930429735932343127e-01 4.368450351489423156e+03
3.933141460693946323e-01 5.039338227646293490e+03
3.935855056358142923e-01 5.758073075533840893e+03
3.938570524215724844e-01 6.524640271310873686e+03
3.941287865558377179e-01 7.339024290030954944e+03
3.944007081678674864e-01 8.201208705940658547e+03
3.946728173870084344e-01 9.111176192796450778e+03
3.949451143426964683e-01 1.006890852419828479e+04
3.952175991644569231e-01 1.107438657394013353e+04
3.954902719819043955e-01 1.212759031637619773e+04
3.957631329247428553e-01 1.322849882680623159e+04
3.960361821227658119e-01 1.437709028187613876e+04
3.963094197058563140e-01 1.557334195999692565e+04
3.965828458039871718e-01 1.681723024177982006e+04
3.968564605472205131e-01 1.810873061048645104e+04
3.971302640657086158e-01 1.944781765250071840e+04
3.974042564896931862e-01 2.083446505781216547e+04
3.976784379495060251e-01 2.226864562052019755e+04
3.979528085755688060e-01 2.375033123935356707e+04
3.982273684983931861e-01 2.527949291820692451e+04
3.985021178485808058e-01 2.685610076669316186e+04
3.987770567568234559e-01 2.848012400071628872e+04
3.990521853539030217e-01 3.015153094305415652e+04
3.993275037706917052e-01 3.187028902396830381e+04
3.996030121381521361e-01 3.363636478182124119e+04
3.998787105873369829e-01 3.544972386371245375e+04
4.001545992493895088e-01 3.731033102613693336e+04
4.004306782555434596e-01 3.921815013565396657e+04
4.007069477371231758e-01 4.117314416957632784e+04
4.009834078255434253e-01 4.317527521667322435e+04
4.012600586523097368e-01 4.522450447789444297e+04
4.015369003490185662e-01 4.732079226710708463e+04
4.018139330473567417e-01 4.946409801184934622e+04
4.020911568791022961e-01 5.165438025410597038e+04
4.023685719761240787e-01 5.389159665109338675e+04
4.026461784703819213e-01 5.617570397606668848e+04
4.029239764939266388e-01 5.850665811913975631e+04
4.032019661789001397e-01 6.088441408812461304e+04
4.034801476575356483e-01 6.330892600938777468e+04
4.037585210621574827e-01 6.578014712871982192e+04
4.040370865251814436e-01 6.829802981222589733e+04
4.043158441791143143e-01 7.086252554722728382e+04
4.045947941565546380e-01 7.347358494318657904e+04
4.048739365901924403e-01 7.613115773264491872e+04
4.051532716128090628e-01 7.883519277217405033e+04
4.054327993572776068e-01 8.158563804334975430e+04
4.057125199565628226e-01 8.438244065373975900e+04
4.059924335437211651e-01 8.722554683790606214e+04
4.062725402519010709e-01 9.011490195842819230e+04
4.065528402143425701e-01 9.305045050693592930e+04
4.068333335643777859e-01 9.603213610516679182e+04
4.071140204354307124e-01 9.905990150603310030e+04
4.073949009610175476e-01 1.021336885947105620e+05
4.076759752747465271e-01 1.052534383897397056e+05
4.079572435103180350e-01 1.084190910441445449e+05
4.082387058015247705e-01 1.116305858465674246e+05
4.085203622822516922e-01 1.148878612224217068e+05
4.088022130864761294e-01 1.181908547350588196e+05
4.090842583482678374e-01 1.215395030869527691e+05
4.093664982017891085e-01 1.249337421209003951e+05
4.096489327812948278e-01 1.283735068212383630e+05
4.099315622211324173e-01 1.318587313150738482e+05
4.102143866557421137e-01 1.353893488735370047e+05
4.104974062196566909e-01 1.389652919130407972e+05
4.107806210475019593e-01 1.425864919965680747e+05
4.110640312739964886e-01 1.462528798349641147e+05
4.113476370339519406e-01 1.499643852882541250e+05
4.116314384622727363e-01 1.537209373669667693e+05
4.119154356939565553e-01 1.575224642334863893e+05
4.121996288640942807e-01 1.613688932034100289e+05
4.124840181078698320e-01 1.652601507469245407e+05
4.127686035605604431e-01 1.691961624902035110e+05
4.130533853575367176e-01 1.731768532168110542e+05
4.133383636342626288e-01 1.772021468691325572e+05
4.136235385262956865e-01 1.812719665498129616e+05
4.139089101692867145e-01 1.853862345232108783e+05
4.141944786989804062e-01 1.895448722168781678e+05
4.144802442512148799e-01 1.937478002230403945e+05
4.147662069619221237e-01 1.979949383001075767e+05
4.150523669671278282e-01 2.022862053741887503e+05
4.153387244029515535e-01 2.066215195406317944e+05
4.156252794056068955e-01 2.110007980655753927e+05
4.159120321114011531e-01 2.154239573875054775e+05
4.161989826567357720e-01 2.198909131188520114e+05
4.164861311781065112e-01 2.244015800475810247e+05
4.167734778121031103e-01 2.289558721388054837e+05
4.170610226954095667e-01 2.335537025364178116e+05
4.173487659648041914e-01 2.381949835647327709e+05
4.176367077571596087e-01 2.428796267301480402e+05
4.179248482094430339e-01 2.476075427228234475e+05
4.182131874587161069e-01 2.523786414183646848e+05
4.185017256421348919e-01 2.571928318795340310e+05
4.187904628969501553e-01 2.620500223579710000e+05
4.190793993605075873e-01 2.669501202959316433e+05
4.193685351702473585e-01 2.718930323280388257e+05
4.196578704637044521e-01 2.768786642830433557e+05
4.199474053785089978e-01 2.819069211856215843e+05
4.202371400523858824e-01 2.869777072581569664e+05
4.205270746231549728e-01 2.920909259225625428e+05
4.208172092287313926e-01 2.972464798021079623e+05
4.211075440071251896e-01 3.024442707232574467e+05
4.213980790964418910e-01 3.076841997175360448e+05
4.216888146348822808e-01 3.129661670233969344e+05
4.219797507607421783e-01 3.182900720881074085e+05
4.222708876124131594e-01 3.236558135696584941e+05
4.225622253283820573e-01 3.290632893386748619e+05
4.228537640472314618e-01 3.345123964803600684e+05
4.231455039076395530e-01 3.400030312964319601e+05
4.234374450483798236e-01 3.455350893070821767e+05
4.237295876083219115e-01 3.511084652529713348e+05
4.240219317264312116e-01 3.567230530972032575e+05
4.243144775417688197e-01 3.623787460273365141e+05
4.246072251934919772e-01 3.680754364574116189e+05
4.249001748208537932e-01 3.738130160299763083e+05
4.251933265632034664e-01 3.795913756181412027e+05
4.254866805599863966e-01 3.854104053276489140e+05
4.257802369507440732e-01 3.912699944989418145e+05
4.260739958751145195e-01 3.971700317092676996e+05
4.263679574728317379e-01 4.031104047747778241e+05
4.266621218837263751e-01 4.090910007526546833e+05
4.269564892477256124e-01 4.151117059432515525e+05
4.272510597048529424e-01 4.211724058922352851e+05
4.275458333952286694e-01 4.272729853927553049e+05
4.278408104590695760e-01 4.334133284876226680e+05
4.281359910366893673e-01 4.395933184715073439e+05
4.284313752684984489e-01 4.458128378931414918e+05
4.287269632950042042e-01 4.520717685575421783e+05
4.290227552568107727e-01 4.583699915282422444e+05
4.293187512946194384e-01 4.647073871295531862e+05
4.296149515492285742e-01 4.710838349488133681e+05
4.299113561615336421e-01 4.774992138386756997e+05
4.302079652725273040e-01 4.839534019193959539e+05
4.305047790232994775e-01 4.904462765811347635e+05
4.308017975550375023e-01 4.969777144862852292e+05
4.310990210090261399e-01 5.035475915717957541e+05
4.313964495266475185e-01 5.101557830515226815e+05
4.316940832493813551e-01 5.168021634185843286e+05
4.319919223188050661e-01 5.234866064477456384e+05
4.322899668765935455e-01 5.302089851977905491e+05
4.325882170645196645e-01 5.369691720139374956e+05
4.328866730244538830e-01 5.437670385302377399e+05
4.331853348983648044e-01 5.506024556720217224e+05
4.334842028283187876e-01 5.574752936583248666e+05
4.337832769564802238e-01 5.643854220043434761e+05
4.340825574251115371e-01 5.713327095239076298e+05
4.343820443765735173e-01 5.783170243319608271e+05
4.346817379533250425e-01 5.853382338470551185e+05
4.349816382979232454e-01 5.923962047938515898e+05
4.352817455530236246e-01 5.994908032056464581e+05
4.355820598613800998e-01 6.066218944268977502e+05
4.358825813658450676e-01 6.137893431157834129e+05
4.361833102093696790e-01 6.209930132467533695e+05
4.364842465350034506e-01 6.282327681130920537e+05
4.367853904858946534e-01 6.355084703295173822e+05
4.370867422052903684e-01 6.428199818347769324e+05
4.373883018365365416e-01 6.501671638942505233e+05
4.376900695230780403e-01 6.575498771025809692e+05
4.379920454084585413e-01 6.649679813863030868e+05
4.382942296363207535e-01 6.724213360064915614e+05
4.385966223504067507e-01 6.799097995614371030e+05
4.388992236945575831e-01 6.874332299892992014e+05
4.392020338127134993e-01 6.949914845708024222e+05
4.395050528489141128e-01 7.025844199319334002e+05
4.398082809472985688e-01 7.102118920466563432e+05
4.401117182521052107e-01 7.178737562396215508e+05
4.404153649076720245e-01 7.255698671889179386e+05
4.407192210584365832e-01 7.333000789288111264e+05
4.410232868489361024e-01 7.410642448524964275e+05
4.413275624238073847e-01 7.488622177148892079e+05
4.416320479277872635e-01 7.566938496353860246e+05
4.419367435057122706e-01 7.645589921006817603e+05
4.422416493025189688e-01 7.724574959675587015e+05
4.425467654632437298e-01 7.803892114657217171e+05
4.428520921330231785e-01 7.883539882006096886e+05
4.431576294570939711e-01 7.963516751562651480e+05
4.434633775807930722e-01 8.043821206981639843e+05
4.437693366495575886e-01 8.124451725760940462e+05
4.440755068089250468e-01 8.205406779270365369e+05
4.443818882045334484e-01 8.286684832780440338e+05
4.446884809821211038e-01 8.368284345491516870e+05
4.449952852875269094e-01 8.450203770562802674e+05
4.453023012666905145e-01 8.532441555141727440e+05
4.456095290656522101e-01 8.614996140393177047e+05
4.459169688305529844e-01 8.697865961529030465e+05
4.462246207076346338e-01 8.781049447837679181e+05
4.465324848432399296e-01 8.864545022713753860e+05
4.468405613838125623e-01 8.948351103687947616e+05
4.471488504758973082e-01 9.032466102456909139e+05
4.474573522661400293e-01 9.116888424913170747e+05
4.477660669012876737e-01 9.201616471175434999e+05
4.480749945281884972e-01 9.286648635618697153e+05
4.483841352937921743e-01 9.371983306904652854e+05
4.486934893451495765e-01 9.457618868012140738e+05
4.490030568294132718e-01 9.543553696267706109e+05
4.493128378938371359e-01 9.629786163376222830e+05
4.496228326857766300e-01 9.716314635451694485e+05
4.499330413526890782e-01 9.803137473048244137e+05
4.502434640421332235e-01 9.890253031190870097e+05
4.505541009017701160e-01 9.977659659406797728e+05
4.508649520793622245e-01 1.006535570175642380e+06
4.511760177227741031e-01 1.015333949686482782e+06
4.514872979799723351e-01 1.024160937795297243e+06
4.517987929990256446e-01 1.033016367286940920e+06
4.521105029281047849e-01 1.041900070412172470e+06
4.524224279154829276e-01 1.050811878890830558e+06
4.527345681095353291e-01 1.059751623915013159e+06
4.530469236587397752e-01 1.068719136152261170e+06
4.533594947116764140e-01 1.077714245748776710e+06
4.536722814170279228e-01 1.086736782332615228e+06
4.539852839235795634e-01 1.095786575016912306e+06
4.542985023802191824e-01 1.104863452403105795e+06
4.546119369359374884e-01 1.113967242584189633e+06
4.549255877398278858e-01 1.123097773147955304e+06
4.552394549410866409e-01 1.132254871180238668e+06
4.555535386890129379e-01 1.141438363268204965e+06
4.558678391330091562e-01 1.150648075503618224e+06
4.561823564225804262e-01 1.159883833486126736e+06
4.564970907073352402e-01 1.169145462326559937e+06
4.568120421369853967e-01 1.178432786650234833e+06
4.571272108613456675e-01 1.187745630600266391e+06
4.574425970303345745e-01 1.197083817840891890e+06
4.577582007939737241e-01 1.206447171560805989e+06
4.580740223023884727e-01 1.215835514476503246e+06
4.583900617058076499e-01 1.225248668835615041e+06
4.587063191545635576e-01 1.234686456420285162e+06
4.590227947990926927e-01 1.244148698550536297e+06
4.593394887899349133e-01 1.253635216087622102e+06
4.596564012777341057e-01 1.263145829437453533e+06
4.599735324132380176e-01 1.272680358553948347e+06
4.602908823472984245e-01 1.282238622942467686e+06
4.606084512308712409e-01 1.291820441663206322e+06
4.609262392150165755e-01 1.301425633334626677e+06
4.612442464508985651e-01 1.311054016136868391e+06
4.615624730897858186e-01 1.320705407815199345e+06
4.618809192830512500e-01 1.330379625683451304e+06
4.621995851821720791e-01 1.340076486627472332e+06
4.625184709387302195e-01 1.349795807108593639e+06
4.628375767044121680e-01 1.359537403167087119e+06
4.631569026310088932e-01 1.369301090425646398e+06
4.634764488704163354e-01 1.379086684092874639e+06
4.637962155746350179e-01 1.388893998966764426e+06
4.641162028957703800e-01 1.398722849438217701e+06
4.644364109860329437e-01 1.408573049494527979e+06
4.647568399977379805e-01 1.418444412722903304e+06
4.650774900833062331e-01 1.428336752314008074e+06
4.653983613952633047e-01 1.438249881065459456e+06
4.657194540862399923e-01 1.448183611385386437e+06
4.660407683089725639e-01 1.458137755295974901e+06
4.663623042163027033e-01 1.468112124437003164e+06
4.666840619611774543e-01 1.478106530069422442e+06
4.670060416966492212e-01 1.488120783078895416e+06
4.673282435758762676e-01 1.498154693979395553e+06
4.676506677521224398e-01 1.508208072916776873e+06
4.679733143787573324e-01 1.518280729672354413e+06
4.682961836092563446e-01 1.528372473666511243e+06
4.686192755972006241e-01 1.538483113962281961e+06
4.689425904962775116e-01 1.548612459268980892e+06
4.692661284602802074e-01 1.558760317945800954e+06
4.695898896431081604e-01 1.568926498005433241e+06
4.699138741987669565e-01 1.579110807117706863e+06
4.702380822813683747e-01 1.589313052613214357e+06
4.705625140451304422e-01 1.599533041486946633e+06
4.708871696443777677e-01 1.609770580401945394e+06
4.712120492335413746e-01 1.620025475692967651e+06
4.715371529671588124e-01 1.630297533370117424e+06
4.718624809998743230e-01 1.640586559122534469e+06
4.721880334864386186e-01 1.650892358322053915e+06
4.725138105817094925e-01 1.661214736026881495e+06
4.728398124406513192e-01 1.671553496985282283e+06
4.731660392183355546e-01 1.681908445639273617e+06
4.734924910699405132e-01 1.692279386128303595e+06
4.738191681507517017e-01 1.702666122292964952e+06
4.741460706161616523e-01 1.713068457678699633e+06
4.744731986216701447e-01 1.723486195539501961e+06
4.748005523228844282e-01 1.733919138841646723e+06
4.751281318755186667e-01 1.744367090267393738e+06
4.754559374353948265e-01 1.754829852218740620e+06
4.757839691584423436e-01 1.765307226821132936e+06
4.761122272006981238e-01 1.775799015927208820e+06
4.764407117183068197e-01 1.786305021120558959e+06
4.767694228675207202e-01 1.796825043719442096e+06
4.770983608046999169e-01 1.807358884780563414e+06
4.774275256863124706e-01 1.817906345102831954e+06
4.777569176689343555e-01 1.828467225231105695e+06
4.780865369092495154e-01 1.839041325459981570e+06
4.784163835640501405e-01 1.849628445837547537e+06
4.787464577902365570e-01 1.860228386169184698e+06
4.790767597448170600e-01 1.870840946021311916e+06
4.794072895849086358e-01 1.881465924725209130e+06
4.797380474677365170e-01 1.892103121380791068e+06
4.800690335506344053e-01 1.902752334860395640e+06
4.804002479910446932e-01 1.913413363812608179e+06
4.807316909465180754e-01 1.924086006666022819e+06
4.810633625747142705e-01 1.934770061633098638e+06
4.813952630334015215e-01 1.945465326713934075e+06
4.817273924804572616e-01 1.956171599700099090e+06
4.820597510738675040e-01 1.966888678178461036e+06
4.823923389717272858e-01 1.977616359534981661e+06
4.827251563322410011e-01 1.988354440958578372e+06
4.830582033137219011e-01 1.999102719444929389e+06
4.833914800745926499e-01 2.009860991800316377e+06
4.837249867733851572e-01 2.020629054645474302e+06
4.840587235687406897e-01 2.031406704419409391e+06
4.843926906194098159e-01 2.042193737383255735e+06
4.847268880842529604e-01 2.052989949624142610e+06
4.850613161222398495e-01 2.063795137059007073e+06
4.853959748924500661e-01 2.074609095438482473e+06
4.857308645540728831e-01 2.085431620350739919e+06
4.860659852664074299e-01 2.096262507225352107e+06
4.864013371888627479e-01 2.107101551337162033e+06
4.867369204809576799e-01 2.117948547810141928e+06
4.870727353023214801e-01 2.128803291621263605e+06
4.874087818126932592e-01 2.139665577604387887e+06
4.877450601719223178e-01 2.150535200454110745e+06
4.880815705399684790e-01 2.161411954729662742e+06
4.884183130769017556e-01 2.172295634858785197e+06
4.887552879429025166e-01 2.183186035141606349e+06
4.890924952982619311e-01 2.194082949754534755e+06
4.894299353033814692e-01 2.204986172754135448e+06
4.897676081187734010e-01 2.215895498081036378e+06
4.901055139050606857e-01 2.226810719563804101e+06
4.904436528229771386e-01 2.237731630922847427e+06
4.907820250333674861e-01 2.248658025774307549e+06
4.911206306971874214e-01 2.259589697633955628e+06
4.914594699755037155e-01 2.270526439921109006e+06
4.917985430294941618e-01 2.281468045962509234e+06
4.921378500204476869e-01 2.292414308996229898e+06
4.924773911097648504e-01 2.303365022175598424e+06
4.928171664589571233e-01 2.314319978573085275e+06
4.931571762296478312e-01 2.325278971184221096e+06
4.934974205835714889e-01 2.336241792931504548e+06
4.938378996825742440e-01 2.347208236668302678e+06
4.941786136886140990e-01 2.358178095182785764e+06
4.945195627637606339e-01 2.369151161201818381e+06
4.948607470701952282e-01 2.380127227394883055e+06
4.952021667702112273e-01 2.391106086377996020e+06
4.955438220262139981e-01 2.402087530717629474e+06
4.958857130007207625e-01 2.413071352934611030e+06
4.962278398563609860e-01 2.424057345508064143e+06
4.965702027558764886e-01 2.435045300879303832e+06
4.969128018621211118e-01 2.446035011455791071e+06
4.972556373380612738e-01 2.457026269615011290e+06
4.975987093467755251e-01 2.468018867708416656e+06
4.979420180514552707e-01 2.479012598065364640e+06
4.982855636154043255e-01 2.490007252996994648e+06
4.986293462020392475e-01 2.501002624800197780e+06
4.989733659748893380e-01 2.511998505761507899e+06
4.993176230975965302e-01 2.522994688161034603e+06
4.996621177339158337e-01 2.533990964276394807e+06
5.000068500477153899e-01 2.544987126386619173e+06
5.003518202029760831e-01 2.555982966776081361e+06
5.006970283637922625e-01 2.566978277738412842e+06
5.010424746943710206e-01 2.577972851580451243e+06
5.013881593590331365e-01 2.588966480626126286e+06
5.017340825222127432e-01 2.599958957220417447e+06
5.020802443484572164e-01 2.610950073733243160e+06
5.024266450024276187e-01 2.621939622563395184e+06
5.027732846488986995e-01 2.632927396142481826e+06
5.031201634527584510e-01 2.643913186938785017e+06
5.034672815790092182e-01 2.654896787461248226e+06
5.038146391927668111e-01 2.665877990263371263e+06
5.041622364592609484e-01 2.676856587947084568e+06
5.045100735438355910e-01 2.687832373166745529e+06
5.048581506119484974e-01 2.698805138632973656e+06
5.052064678291718902e-01 2.709774677116628271e+06
5.055550253611920120e-01 2.720740781452691648e+06
5.059038233738093471e-01 2.731703244544155430e+06
5.062528620329388440e-01 2.742661859365995042e+06
5.066021415046101373e-01 2.753616418969019316e+06
5.069516619549671033e-01 2.764566716483811848e+06
5.073014235502684155e-01 2.775512545124632306e+06
5.076514264568873225e-01 2.786453698193292134e+06
5.080016708413122029e-01 2.797389969083114527e+06
5.083521568701457882e-01 2.808321151282771491e+06
5.087028847101061624e-01 2.819247038380226586e+06
5.090538545280262062e-01 2.830167424066618551e+06
5.094050664908540416e-01 2.841082102140150033e+06
5.097565207656529207e-01 2.851990866509999149e+06
5.101082175196011148e-01 2.862893511200179346e+06
5.104601569199928024e-01 2.873789830353467725e+06
5.108123391342369590e-01 2.884679618235257454e+06
5.111647643298585786e-01 2.895562669237472583e+06
5.115174326744980071e-01 2.906438777882413939e+06
5.118703443359111649e-01 2.917307738826671150e+06
5.122234994819697684e-01 2.928169346864985768e+06
5.125768982806614416e-01 2.939023396934121847e+06
5.129305409000897154e-01 2.949869684116743505e+06
5.132844275084740282e-01 2.960708003645287361e+06
5.136385582741497258e-01 2.971538150905809365e+06
5.139929333655686161e-01 2.982359921441876795e+06
5.143475529512985256e-01 2.993173110958407167e+06
5.147024172000235209e-01 3.003977515325524844e+06
5.150575262805443533e-01 3.014772930582428817e+06
5.154128803617780141e-01 3.025559152941235341e+06
5.157684796127578464e-01 3.036335978790813126e+06
5.161243242026342104e-01 3.047103204700657167e+06
5.164804143006739290e-01 3.057860627424691338e+06
5.168367500762606204e-01 3.068608043905137572e+06
5.171933316988948093e-01 3.079345251276334748e+06
5.175501593381940380e-01 3.090072046868570149e+06
5.179072331638927551e-01 3.100788228211891372e+06
5.182645533458425380e-01 3.111493593039965723e+06
5.186221200540122034e-01 3.122187939293855801e+06
5.189799334584878077e-01 3.132871065125864465e+06
5.193379937294726467e-01 3.143542768903323915e+06
5.196963010372875891e-01 3.154202849212406203e+06
5.200548555523710759e-01 3.164851104861954227e+06
5.204136574452788988e-01 3.175487334887240548e+06
5.207727068866846443e-01 3.186111338553763926e+06
5.211320040473796933e-01 3.196722915361068677e+06
5.214915490982733326e-01 3.207321865046510007e+06
5.218513422103925326e-01 3.217907987589024007e+06
5.222113835548825023e-01 3.228481083212922793e+06
5.225716733030061345e-01 3.239040952391640749e+06
5.229322116261451159e-01 3.249587395851542242e+06
5.232929986957988167e-01 3.260120214575644117e+06
5.236540346835851789e-01 3.270639209807379171e+06
5.240153197612404945e-01 3.281144183054365683e+06
5.243768541006197381e-01 3.291634936092135031e+06
5.247386378736959012e-01 3.302111270967874676e+06
5.251006712525612130e-01 3.312572990004171617e+06
5.254629544094263638e-01 3.323019895802756306e+06
5.258254875166210596e-01 3.333451791248195339e+06
5.261882707465934672e-01 3.343868479511642363e+06
5.265513042719111025e-01 3.354269764054516330e+06
5.269145882652606083e-01 3.364655448632270098e+06
5.272781228994474212e-01 3.375025337298030965e+06
5.276419083473964378e-01 3.385379234406329691e+06
5.280059447821519036e-01 3.395716944616804831e+06
5.283702323768773024e-01 3.406038272897860967e+06
5.287347713048555775e-01 3.416343024530359078e+06
5.290995617394892436e-01 3.426631005111300852e+06
5.294646038543008304e-01 3.436902020557505079e+06
5.298298978229319944e-01 3.447155877109217457e+06
5.301954438191444074e-01 3.457392381333851721e+06
5.305612420168197563e-01 3.467611340129548684e+06
5.309272925899597428e-01 3.477812560728913173e+06
5.312935957126858622e-01 3.487995850702560041e+06
5.316601515592398464e-01 3.498161017962821294e+06
5.320269603039836648e-01 3.508307870767318178e+06
5.323940221213995239e-01 3.518436217722613364e+06
5.327613371860903113e-01 3.528545867787801661e+06
5.331289056727789299e-01 3.538636630278127268e+06
5.334967277563091859e-01 3.548708314868578687e+06
5.338648036116452333e-01 3.558760731597462669e+06
5.342331334138720189e-01 3.568793690870017745e+06
5.346017173381953924e-01 3.578807003461980727e+06
5.349705555599422180e-01 3.588800480523155537e+06
5.353396482545600410e-01 3.598773933580962941e+06
5.357089955976173101e-01 3.608727174544015899e+06
5.360785977648040435e-01 3.618660015705651138e+06
5.364484549319313844e-01 3.628572269747506827e+06
5.368185672749313797e-01 3.638463749743006658e+06
5.371889349698579785e-01 3.648334269160922151e+06
5.375595581928862554e-01 3.658183641868879553e+06
5.379304371203129653e-01 3.668011682136867195e+06
5.383015719285563216e-01 3.677818204640743788e+06
5.386729627941566623e-01 3.687603024465756025e+06
5.390446098937756725e-01 3.697365957109969575e+06
5.394165134041970511e-01 3.707106818487828132e+06
5.397886735023266214e-01 3.716825424933548551e+06
5.401610903651922202e-01 3.726521593204646371e+06
5.405337641699436979e-01 3.736195140485368203e+06
5.409066950938531404e-01 3.745845884390112478e+06
5.412798833143152022e-01 3.755473642966943793e+06
5.416533290088463293e-01 3.765078234700928442e+06
5.420270323550862024e-01 3.774659478517660405e+06
5.424009935307965158e-01 3.784217193786587100e+06
5.427752127138617544e-01 3.793751200324465521e+06
5.431496900822891938e-01 3.803261318398765288e+06
5.435244258142089002e-01 3.812747368731019553e+06
5.438994200878737306e-01 3.822209172500253655e+06
5.442746730816597767e-01 3.831646551346335560e+06
5.446501849740659207e-01 3.841059327373314183e+06
5.450259559437142798e-01 3.850447323152819648e+06
5.454019861693504279e-01 3.859810361727403477e+06
5.457782758298428405e-01 3.869148266613830347e+06
5.461548251041837831e-01 3.878460861806462519e+06
5.465316341714886450e-01 3.887747971780555788e+06
5.469087032109969382e-01 3.897009421495552175e+06
5.472860324020712985e-01 3.906245036398421973e+06
5.476636219241983738e-01 3.915454642426916864e+06
5.480414719569884907e-01 3.924638066012871452e+06
5.484195826801760987e-01 3.933795134085466154e+06
5.487979542736195482e-01 3.942925674074519426e+06
5.491765869173013126e-01 3.952029513913693372e+06
5.495554807913279882e-01 3.961106482043793891e+06
5.499346360759302943e-01 3.970156407415930647e+06
5.503140529514635171e-01 3.979179119494844228e+06
5.506937315984075099e-01 3.988174448262026068e+06
5.510736721973661378e-01 3.997142224218978547e+06
5.514538749290686104e-01 4.006082278390409425e+06
5.518343399743679267e-01 4.014994442327370867e+06
5.522150675142426524e-01 4.023878548110509757e+06
5.525960577297956977e-01 4.032734428353158757e+06
5.529773108022552064e-01 4.041561916204542387e+06
5.533588269129743331e-01 4.050360845352913719e+06
5.537406062434313547e-01 4.059131050028670114e+06
5.541226489752292261e-01 4.067872365007489454e+06
5.545049552900971346e-01 4.076584625613463111e+06
5.548875253698890564e-01 4.085267667722169776e+06
5.552703593965845341e-01 4.093921327763788868e+06
5.556534575522886765e-01 4.102545442726174369e+06
5.560368200192323807e-01 4.111139850157944951e+06
5.564204469797716657e-01 4.119704388171502389e+06
5.568043386163893382e-01 4.128238895446144976e+06
5.571884951116933271e-01 4.136743211231062654e+06
5.575729166484180155e-01 4.145217175348391291e+06
5.579576034094234638e-01 4.153660628196198028e+06
5.583425555776960758e-01 4.162073410751529969e+06
5.587277733363485988e-01 4.170455364573403262e+06
5.591132568686200122e-01 4.178806331805755850e+06
5.594990063578757500e-01 4.187126155180467758e+06
5.598850219876078116e-01 4.195414678020291030e+06
5.602713039414346508e-01 4.203671744241804816e+06
5.606578524031013977e-01 4.211897198358392343e+06
5.610446675564800811e-01 4.220090885483124293e+06
5.614317495855697393e-01 4.228252651331722736e+06
5.618190986744959758e-01 4.236382342225397006e+06
5.622067150075116260e-01 4.244479805093836039e+06
5.625945987689965344e-01 4.252544887478012592e+06
5.629827501434579995e-01 4.260577437533100136e+06
5.633711693155304401e-01 4.268577304031305946e+06
5.637598564699757286e-01 4.276544336364748888e+06
5.641488117916831913e-01 4.284478384548261762e+06
5.645380354656694966e-01 4.292379299222256988e+06
5.649275276770794330e-01 4.300246931655507535e+06
5.653172886111850204e-01 4.308081133747958578e+06
5.657073184533865096e-01 4.315881758033532649e+06
5.660976173892118268e-01 4.323648657682885416e+06
5.664881856043170183e-01 4.331381686506169848e+06
5.668790232844859167e-01 4.339080698955818079e+06
5.672701306156311407e-01 4.346745550129259005e+06
5.676615077837930956e-01 4.354376095771653578e+06
5.680531549751406395e-01 4.361972192278601229e+06
5.684450723759710833e-01 4.369533696698865853e+06
5.688372601727103017e-01 4.377060466737059876e+06
5.692297185519127334e-01 4.384552360756292008e+06
5.696224477002617137e-01 4.392009237780906260e+06
5.700154478045690309e-01 4.399430957499052398e+06
5.704087190517757033e-01 4.406817380265407264e+06
5.708022616289516460e-01 4.414168367103717290e+06
5.711960757232955599e-01 4.421483779709505849e+06
5.715901615221355980e-01 4.428763480452611111e+06
5.719845192129291434e-01 4.436007332379809581e+06
5.723791489832628088e-01 4.443215199217385612e+06
5.727740510208528812e-01 4.450386945373691618e+06
5.731692255135445446e-01 4.457522435941705480e+06
5.735646726493131009e-01 4.464621536701562814e+06
5.739603926162636371e-01 4.471684114123110659e+06
5.743563856026306924e-01 4.478710035368381068e+06
5.747526517967785908e-01 4.485699168294122443e+06
5.751491913872019968e-01 4.492651381454251707e+06
5.755460045625254706e-01 4.499566544102387503e+06
5.759430915115035798e-01 4.506444526194239967e+06
5.763404524230214543e-01 4.513285198390113190e+06
5.767380874860938977e-01 4.520088432057306170e+06
5.771359968898667203e-01 4.526854099272543564e+06
5.775341808236160723e-01 4.533582072824393399e+06
5.779326394767486663e-01 4.540272226215641014e+06
5.783313730388018881e-01 4.546924433665691875e+06
